date,GBPUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2018.11.26,-336.00000000000296,259.00000000000034,-262.00000000000665,-410.9999999999947,-491.0000000000081,-297.9999999999983,-287.9999999999994,-391.000000000008,-78.00000000000028,662.0000000000061,-458.9999999999872,-238.99999999998923,-427.0000000000067,-688.0000000000024,-771.0000000000008,-544.0,,-4761.999999999998
2018.11.26,-347.0000000000084,251.99999999999534,-219.99999999999798,-359.99999999999363,-472.00000000000574,-300.99999999999574,-275.9999999999874,-342.000000000009,-83.9999999999952,614.0000000000043,-326.0000000000041,-221.00000000000452,-381.0000000000002,-590.999999999994,-718.0000000000035,-534.0000000000011,,-4307.000000000001
2018.11.26,-358.9999999999982,277.9999999999916,-248.00000000000378,-370.00000000000364,-470.9999999999992,-303.9999999999932,-299.99999999998914,-385.000000000002,-85.99999999999719,641.9999999999959,-431.0000000000036,-170.99999999998784,-424.0000000000066,-643.0000000000007,-757.000000000005,-478.9999999999961,,-4507.999999999998
2018.11.26,-300.00000000001137,296.99999999999704,-208.00000000000819,-353.0000000000033,-462.0000000000068,-371.99999999999454,-307.99999999999716,-378.00000000000057,-89.99999999999008,651.0000000000105,-411.99999999999017,-194.0000000000053,-404.0000000000106,-629.9999999999955,-748.0000000000047,-510.99999999999477,,-4422.0000000000055
2018.11.26,-341.00000000001353,303.99999999998784,-158.0000000000137,-281.99999999999335,-461.0000000000003,-358.9999999999982,-335.9999999999808,-317.0000000000006,-82.99999999999974,632.000000000005,-241.00000000000233,-243.99999999999977,-384.00000000000034,-563.999999999993,-743.0000000000092,-510.99999999999477,,-4088.0000000000064
2018.11.26,-412.00000000001234,313.99999999999295,-154.0000000000097,-268.0000000000016,-470.00000000000375,-441.99999999998687,-367.99999999999056,-274.00000000000756,-95.99999999999609,703.000000000003,-116.00000000000499,-353.99999999998766,-365.99999999999966,-533.0000000000013,-771.0000000000008,-563.9999999999978,,-4171.0000000000055
2018.11.26,-337.0000000000095,368.9999999999998,-124.00000000001299,-212.00000000000108,-450.00000000000597,-453.99999999999886,-381.99999999999346,-287.0000000000039,-74.99999999999174,700.000000000017,-109.99999999998789,-302.0000000000023,-469.0000000000083,-549.9999999999972,-799.0000000000066,-561.9999999999958,,-4043.9999999999986
2018.11.26,-241.00000000000233,471.9999999999942,-180.0000000000024,-231.99999999999886,-423.0000000000067,-485.0000000000021,-368.9999999999971,-341.0000000000024,-83.9999999999952,772.9999999999961,-177.00000000000495,-133.99999999998968,-551.0000000000019,-625.9999999999906,-828.000000000003,-490.00000000000153,,-3916.0000000000086
2018.11.26,-241.00000000000233,485.99999999999,-157.00000000000713,-197.00000000000273,-392.00000000000347,-491.99999999998136,-393.99999999998323,-333.0000000000055,-39.999999999995595,796.0000000000207,-63.99999999999739,-59.99999999999339,-529.0000000000106,-597.999999999999,-816.0000000000025,-443.99999999999994,,-3474.9999999999736
2018.11.26,-157.00000000000713,536.9999999999919,-90.99999999999665,-137.9999999999937,-346.9999999999973,-444.9999999999843,-341.99999999999784,-309.99999999999915,-56.0000000000005,728.0000000000086,-137.00000000000932,-225.99999999999287,-507.000000000005,-570.999999999998,-792.0000000000016,-519.9999999999983,,-3373.999999999981
2018.11.26,-39.00000000001125,637.0000000000005,38.99999999998904,-93.99999999999409,-289.0000000000059,-292.9999999999877,-251.99999999998556,-221.00000000000452,-125.99999999999278,741.0000000000139,-180.0000000000024,-177.00000000000495,-493.9999999999998,-585.9999999999985,-784.9999999999966,-457.99999999999176,,-2576.9999999999727
2018.11.26,-40.0000000000178,620.9999999999951,51.99999999998539,-102.00000000000209,-306.00000000000625,-169.99999999998127,-227.99999999998377,-192.00000000000327,-123.99999999999079,677.9999999999973,-146.00000000000168,-241.00000000000233,-487.99999999999955,-567.9999999999978,-781.9999999999965,-500.9999999999959,,-2537.000000000001
2018.11.26,17.999999999984695,591.9999999999987,132.99999999998312,-78.00000000000028,-319.0000000000026,-126.99999999998823,-191.99999999999218,-182.99999999999983,-132.99999999999423,653.00000000002,-195.9999999999962,-239.99999999999577,-439.00000000000716,-548.0000000000018,-789.0000000000015,-537.9999999999941,,-2385.9999999999873
2018.11.26,-4.000000000004,567.9999999999978,134.99999999999625,-73.99999999999629,-319.0000000000026,-134.99999999999625,-171.99999999999437,-150.00000000000568,-107.99999999999699,629.9999999999955,-89.99999999999008,-263.99999999999756,-396.0000000000008,-513.9999999999958,-774.0000000000009,-535.999999999992,,-2202.9999999999836
2018.11.26,19.999999999997797,582.9999999999984,136.00000000000279,-65.99999999999939,-313.00000000000773,-190.00000000000128,-178.99999999999582,-174.00000000000747,-94.99999999998954,683.9999999999975,-93.99999999999409,-214.00000000000307,-414.0000000000015,-537.9999999999967,-786.0000000000014,-523.9999999999911,,-2163.9999999999927
2018.11.26,21.999999999988695,626.9999999999953,153.00000000000313,-7.0000000000014495,-280.9999999999979,-219.99999999999798,-173.99999999998528,-146.00000000000168,-39.00000000000014,736.9999999999948,49.99999999999449,-134.99999999999625,-413.0000000000109,-468.9999999999941,-755.0000000000097,-522.9999999999957,,-1573.0000000000143
2018.11.26,24.000000000001798,617.999999999995,175.99999999999838,-24.999999999997247,-294.00000000000534,-207.00000000000162,-156.99999999998494,-153.00000000000313,-37.99999999999359,733.0000000000041,8.999999999992347,-163.9999999999864,-426.00000000000193,-507.99999999999557,-775.0000000000057,-535.999999999992,,-1722.9999999999757
2018.11.26,34.99999999998504,667.9999999999922,136.99999999998712,-20.999999999993246,-285.00000000000193,-229.99999999999687,-173.99999999998528,-186.00000000000838,-66.99999999999484,730.9999999999945,-89.00000000000574,-104.99999999999955,-472.999999999999,-540.9999999999968,-814.9999999999977,-500.9999999999959,,-1916.0000000000164
2018.11.26,82.99999999998863,680.9999999999974,180.99999999998673,-37.99999999999359,-282.99999999999994,-174.99999999999181,-188.9999999999947,-190.00000000000128,-93.99999999999409,701.0000000000218,-136.00000000000279,-163.9999999999864,-456.00000000000307,-551.9999999999925,-807.0000000000022,-534.9999999999966,,-1972.9999999999645
2018.11.26,79.99999999999119,667.9999999999922,210.99999999998343,-46.00000000000159,-287.9999999999994,-170.99999999998784,-178.99999999999582,-195.00000000000074,-72.99999999998974,734.0000000000089,-106.99999999999044,-299.99999999998914,-414.0000000000015,-560.0000000000023,-808.0000000000069,-587.9999999999997,,-2035.999999999989
2018.11.26,86.99999999999264,640.9999999999911,272.99999999998994,-34.000000000000696,-273.000000000001,-127.99999999999478,-163.9999999999864,-165.9999999999995,-84.99999999999064,633.0000000000098,-121.99999999999989,-293.99999999999426,-374.00000000000944,-539.0000000000015,-784.000000000006,-584.9999999999911,,-1913.9999999999916
2018.11.26,122.99999999998423,628.9999999999907,283.99999999999534,68.00000000000139,-185.00000000000182,-148.99999999999915,-125.99999999998168,-70.0000000000034,-63.99999999999739,632.000000000005,35.00000000000725,-276.9999999999939,-359.99999999999943,-411.9999999999919,-650.0000000000057,-488.999999999995,,-1010.9999999999854
2018.11.27,102.99999999998644,640.0000000000006,241.99999999998667,68.00000000000139,-172.00000000000549,-91.99999999998099,-107.99999999999699,-38.0000000000047,-48.99999999999905,616.0000000000139,46.0000000000127,-229.99999999999687,-355.000000000004,-400.99999999999625,-652.000000000001,-440.9999999999914,,-822.999999999975
2018.11.27,73.99999999999629,641.9999999999959,253.99999999999866,65.99999999999939,-140.0000000000068,-129.00000000000134,-114.99999999999844,-46.00000000000159,-64.99999999999284,658.0000000000155,107.99999999999699,-217.0000000000005,-350.9999999999991,-393.0000000000007,-620.0000000000045,-392.9999999999989,,-667.000000000002
2018.11.27,91.99999999998099,614.9999999999949,255.99999999998957,56.99999999999594,-172.00000000000549,-109.99999999998789,-122.99999999998423,-67.00000000000594,-66.99999999999484,643.0000000000007,95.00000000000064,-229.99999999999687,-344.0000000000083,-393.0000000000007,-618.9999999999998,-422.00000000000017,,-789.0000000000214
2018.11.27,85.99999999998609,583.999999999989,270.99999999999903,36.999999999998145,-185.99999999999727,-112.000000000001,-123.99999999999079,-72.0000000000054,-68.99999999999685,620.0000000000045,79.99999999999119,-276.9999999999939,-312.0000000000118,-393.0000000000007,-629.0000000000049,-464.9999999999932,,-961.0000000000279
2018.11.27,97.9999999999981,556.999999999988,268.0000000000016,24.999999999997247,-170.99999999999892,-85.00000000000173,-129.00000000000134,-85.00000000000173,-101.99999999999099,561.000000000007,-4.999999999988347,-283.99999999999534,-308.00000000000693,-408.9999999999918,-612.000000000009,-447.99999999999284,,-1128.999999999987
2018.11.27,79.99999999999119,531.9999999999965,269.9999999999925,26.000000000003798,-131.99999999999878,-92.99999999998754,-126.99999999998823,-84.0000000000063,-100.99999999999554,534.9999999999966,-1.0000000000065512,-258.99999999998704,-307.00000000000216,-408.9999999999918,-566.0000000000025,-364.9999999999931,,-1000.9999999999789
2018.11.27,87.99999999999919,525.9999999999962,297.9999999999983,53.00000000000304,-102.99999999999754,-91.99999999998099,-110.99999999999443,-46.00000000000159,-88.99999999999464,496.0000000000093,104.99999999999955,-347.9999999999928,-256.0000000000002,-342.9999999999893,-506.0000000000002,-351.0000000000013,,-678.9999999999475
2018.11.27,131.99999999999878,509.9999999999909,370.00000000000364,82.99999999999974,-24.000000000001798,-68.99999999998573,-110.99999999999443,-29.000000000001247,-89.99999999999008,457.9999999999984,151.9999999999966,-347.9999999999928,-188.0000000000024,-280.9999999999917,-397.00000000000557,-298.9999999999937,,-130.9999999999713
2018.11.27,106.99999999999044,500.99999999999056,349.99999999998363,51.000000000001044,-74.00000000000739,-89.99999999999008,-121.99999999999989,-50.0000000000056,-94.99999999998954,484.00000000000887,92.00000000000318,-374.0000000000077,-219.0000000000083,-344.99999999999886,-459.0000000000032,-356.00000000000074,,-599.0000000000337
2018.11.27,93.99999999999409,512.999999999991,342.9999999999822,40.00000000000669,-65.00000000000395,-103.99999999999298,-133.99999999998968,-70.0000000000034,-96.99999999999153,504.99999999999545,73.99999999999629,-387.000000000004,-209.00000000000318,-340.999999999994,-445.99999999999795,-353.99999999999875,,-638.0000000000135
2018.11.27,68.99999999998573,527.000000000001,319.999999999987,-31.999999999998696,-101.00000000000664,-116.99999999998934,-173.00000000000094,-142.00000000000878,-95.99999999999609,545.0000000000159,-65.00000000000395,-384.00000000000654,-242.00000000000443,-444.9999999999932,-504.0000000000049,-361.0000000000002,,-1201.0000000000239
2018.11.27,58.000000000002494,545.9999999999923,330.9999999999924,-19.00000000000235,-89.00000000000574,-161.99999999999548,-167.9999999999904,-134.0000000000008,-91.99999999999208,585.000000000008,-35.999999999991594,-378.999999999996,-267.0000000000101,-435.0000000000023,-530.0000000000011,-357.99999999999164,,-1148.9999999999845
2018.11.27,81.9999999999821,583.999999999989,312.9999999999855,2.000000000002,-101.00000000000664,-144.99999999999514,-171.99999999999437,-124.00000000000189,-86.99999999999264,616.0000000000139,-12.999999999996348,-330.0000000000081,-296.0000000000065,-435.0000000000023,-537.9999999999967,-373.99999999999653,,-1018.0000000000246
2018.11.27,83.9999999999952,558.9999999999975,320.9999999999935,-29.000000000001247,-130.0000000000079,-119.00000000000244,-162.99999999997982,-125.00000000000844,-101.99999999999099,605.0000000000182,-68.00000000000139,-343.00000000000443,-264.00000000001,-441.99999999999307,-542.0000000000016,-395.0000000000009,,-1152.9999999999977
2018.11.27,32.999999999994145,570.999999999998,278.9999999999848,-104.00000000000409,-200.00000000000017,-93.99999999999409,-126.99999999998823,-170.99999999999892,-94.99999999998954,621.0000000000093,-191.00000000000784,-363.9999999999866,-295.0000000000017,-542.9999999999922,-635.0000000000051,-468.9999999999972,,-1783.9999999999795
2018.11.27,44.99999999998394,532.999999999987,268.0000000000016,-100.99999999999554,-216.0000000000051,-58.99999999998684,-129.99999999998568,-164.00000000000858,-120.99999999999334,586.0000000000127,-215.99999999999397,-358.9999999999982,-277.000000000001,-521.0000000000008,-630.0000000000097,-473.99999999999665,,-1835.99999999999
2018.11.27,62.99999999999084,533.9999999999918,249.99999999999466,-120.99999999999334,-235.00000000000742,-38.99999999998904,-131.99999999999878,-179.00000000000693,-156.99999999999602,503.0000000000143,-341.99999999999784,-340.9999999999913,-295.0000000000017,-549.9999999999972,-664.0000000000015,-490.00000000000153,,-2194.999999999991
2018.11.27,146.00000000000168,558.9999999999975,276.9999999999939,-97.00000000000264,-243.00000000000432,2.999999999997449,-134.99999999999625,-214.00000000000307,-300.0000000000003,197.00000000000273,-716.0000000000056,-307.99999999999716,-300.00000000001137,-536.0000000000014,-682.0000000000022,-512.9999999999968,,-2862.0000000000277
2018.11.27,363.9999999999866,549.9999999999972,296.9999999999917,-129.9999999999968,-279.00000000000705,158.99999999999804,-157.99999999999147,-262.00000000000665,-387.99999999999943,25.000000000005684,-947.000000000009,-302.9999999999866,-304.00000000000205,-554.9999999999926,-715.0000000000034,-586.9999999999931,,-3233.0000000000086
2018.11.27,375.9999999999986,560.9999999999928,134.99999999999625,-417.99999999999613,-417.0000000000007,168.0000000000126,-219.99999999999798,-538.0000000000051,-373.99999999999653,37.00000000000614,-1540.9999999999923,-208.99999999999253,-493.9999999999998,-959.9999999999937,-939.0000000000072,-668.9999999999974,,-5501.999999999973
2018.11.27,651.0000000000016,621.9999999999999,383.99999999998437,-97.00000000000264,-260.00000000000466,262.00000000000665,-96.99999999999153,-319.0000000000026,-410.9999999999947,-192.99999999998363,-1212.9999999999975,-163.9999999999864,-285.0000000000108,-591.9999999999987,-751.0000000000048,-670.9999999999993,,-3133.9999999999854
2018.11.27,651.0000000000016,644.999999999996,408.9999999999927,-92.00000000000318,-280.9999999999979,324.9999999999975,-75.99999999998718,-274.00000000000756,-387.99999999999943,-135.99999999999568,-1137.9999999999945,-198.99999999999363,-275.0000000000057,-593.9999999999941,-783.0000000000013,-666.9999999999953,,-2872.9999999999877
2018.11.27,595.9999999999966,679.9999999999926,329.99999999998585,-93.99999999999409,-314.99999999999864,259.0000000000092,-153.9999999999875,-290.00000000000136,-400.00000000000034,-28.999999999996362,-1055.9999999999902,-231.99999999998778,-356.9999999999993,-631.0000000000002,-856.0000000000088,-688.9999999999952,,-3237.9999999999754
2018.11.27,569.9999999999816,685.9999999999928,324.9999999999975,-109.00000000000354,-314.99999999999864,228.00000000000597,-175.99999999999838,-314.0000000000032,-368.9999999999971,69.00000000001683,-1044.0000000000005,-234.00000000000088,-365.0000000000091,-634.0000000000003,-856.0000000000088,-648.9999999999995,,-3187.000000000025
2018.11.27,543.999999999989,657.999999999987,313.99999999999204,-117.99999999999588,-374.0000000000077,236.00000000001398,-147.99999999999258,-290.00000000000136,-367.99999999999056,82.00000000002206,-1041.9999999999873,-258.99999999998704,-332.9999999999984,-623.9999999999952,-888.0000000000052,-730.9999999999927,,-3340.99999999995
2018.11.27,550.9999999999903,650.9999999999962,313.99999999999204,-104.00000000000409,-370.00000000000364,260.0000000000158,-112.99999999998533,-320.00000000000915,-340.9999999999913,34.000000000020236,-1079.999999999992,-110.99999999999443,-335.9999999999985,-605.9999999999945,-886.0000000000099,-747.9999999999931,,-3204.9999999999613
2018.11.27,619.9999999999983,654.9999999999869,330.9999999999924,-120.99999999999334,-382.00000000000455,280.9999999999979,-123.99999999999079,-313.00000000000773,-396.9999999999918,0.0,-1143.9999999999895,-211.99999999998997,-317.0000000000073,-619.9999999999903,-889.00000000001,-763.9999999999981,,-3395.999999999998
2018.11.27,653.999999999999,643.9999999999912,231.0000000000034,-165.9999999999995,-395.0000000000009,322.00000000000006,-125.99999999998168,-339.0000000000004,-440.9999999999914,-60.99999999997863,-1309.9999999999889,-116.99999999998934,-407.0000000000107,-670.9999999999923,-909.9999999999966,-719.9999999999984,,-3811.9999999999345
2018.11.27,654.9999999999834,673.9999999999924,207.99999999998596,-156.00000000000057,-382.00000000000455,361.0000000000113,-105.99999999998388,-337.0000000000095,-490.999999999997,-105.99999999999454,-1414.000000000004,-63.99999999999739,-419.00000000001114,-679.000000000002,-924.0000000000066,-687.9999999999998,,-3868.000000000038
2018.11.27,630.9999999999816,656.9999999999965,178.99999999999582,-204.99999999999963,-446.9999999999974,378.00000000001165,-72.99999999998974,-321.0000000000046,-419.9999999999982,62.00000000001182,-1280.9999999999989,-76.99999999999375,-414.0000000000015,-717.9999999999893,-968.0000000000035,-740.9999999999917,,-3757.999999999971
2018.11.27,491.99999999998136,610.99999999999,207.00000000000162,-236.99999999999832,-523.0000000000068,377.0000000000051,-92.99999999998754,-330.0000000000081,-443.99999999999994,67.00000000000728,-1279.000000000008,-343.99999999998875,-401.00000000001046,-729.9999999999898,-1031.000000000006,-930.999999999993,,-4589.000000000012
2018.11.27,526.9999999999886,644.999999999996,398.9999999999938,-185.99999999999727,-462.0000000000068,265.0000000000041,-73.99999999999629,-297.00000000000284,-359.99999999999363,110.00000000001364,-1140.0000000000077,-309.99999999998806,-298.0000000000018,-698.9999999999981,-993.9999999999998,-903.9999999999937,,-3777.99999999999
2018.11.27,449.9999999999948,684.9999999999881,453.99999999999886,-156.99999999999602,-404.0000000000044,239.00000000001143,-120.99999999999334,-301.0000000000068,-319.99999999999807,247.0000000000141,-985.999999999998,-434.000000000001,-276.00000000001046,-691.9999999999931,-951.0000000000076,-875.999999999999,,-3443.0000000000005
2018.11.27,493.99999999999443,575.9999999999934,436.9999999999985,-158.99999999999804,-409.0000000000038,316.0000000000052,-51.99999999998539,-262.00000000000665,-364.9999999999931,-58.9999999999975,-1025.9999999999936,-375.9999999999986,-299.0000000000066,-698.9999999999981,-959.0000000000032,-861.0000000000007,,-3702.9999999999936
2018.11.27,682.9999999999892,746.9999999999999,405.9999999999952,-31.000000000003247,-341.0000000000024,429.99999999999704,70.0000000000145,-189.00000000000583,-347.9999999999928,-24.999999999977263,-1012.9999999999973,-121.99999999999989,-439.00000000000716,-683.9999999999975,-1003.0000000000001,-757.999999999992,,-2616.99999999998
2018.11.27,661.9999999999848,753.9999999999907,451.99999999998573,-19.999999999997797,-346.0000000000019,425.0000000000087,80.00000000001339,-150.00000000000568,-308.9999999999926,109.00000000000887,-974.0000000000082,-143.99999999998857,-329.9999999999983,-602.9999999999944,-968.0000000000035,-818.9999999999919,,-2180.9999999999905
2018.11.27,722.9999999999848,822.9999999999933,559.9999999999827,58.99999999999794,-292.9999999999988,409.0000000000149,178.00000000001148,-129.00000000000134,-267.99999999999045,51.00000000001614,-902.9999999999872,-113.99999999999189,-335.00000000000796,-570.999999999998,-930.0000000000068,-828.9999999999909,,-1568.9999999999727
2018.11.27,732.9999999999836,833.999999999989,617.9999999999852,65.00000000000395,-290.00000000000136,425.0000000000087,174.00000000000747,-112.000000000001,-261.0000000000001,43.00000000000637,-787.9999999999887,-273.9999999999965,-267.0000000000101,-533.0000000000013,-924.0000000000066,-883.0000000000005,,-1440.0000000000211
2018.11.27,859.9999999999941,853.9999999999992,868.000000000002,195.9999999999962,-204.99999999999963,497.0000000000141,226.00000000001506,-2.000000000002,-273.9999999999965,50.00000000001137,-673.9999999999968,-398.9999999999938,-152.00000000000102,-423.9999999999924,-847.999999999999,-923.9999999999915,,-350.99999999994
