date,EURUSD,EURCHF,EURNZD,CADJPY,AUDCAD,empty,sum
2018.04.02,-66.99999999999484,-65.99999999998829,-21.00000000000435,-76.99999999999818,-103.00000000000864,,-333.9999999999943
2018.04.02,-22.999999999995246,-34.99999999998504,48.99999999998794,-142.00000000001012,-24.000000000001798,,-175.00000000000426
2018.04.02,-60.99999999999994,19.999999999997797,55.99999999998939,-298.0000000000018,-72.0000000000054,,-355.00000000001995
2018.04.02,-57.99999999998029,145.00000000001734,161.99999999999548,-277.000000000001,3.999999999992898,,-23.99999999997561
2018.04.02,-57.99999999998029,129.00000000000134,232.00000000000998,-249.00000000000944,0.999999999995449,,55.00000000001705
2018.04.02,-66.99999999999484,134.99999999999625,239.99999999999577,-198.0000000000075,-2.000000000002,,107.99999999998765
2018.04.02,-84.99999999997954,131.99999999999878,235.99999999999176,-225.9999999999991,-55.000000000005045,,2.0000000000068923
2018.04.02,-13.999999999980695,143.00000000000423,279.99999999999136,-215.0000000000034,-92.99999999999864,,101.00000000001285
2018.04.02,21.00000000000435,164.00000000000858,356.00000000000074,-283.00000000000125,-73.00000000000084,,185.00000000001154
2018.04.02,59.000000000009045,177.00000000000495,512.0000000000014,-305.0000000000068,39.00000000000014,,482.00000000000864
2018.04.02,31.000000000003247,161.00000000001114,495.000000000001,-293.00000000000637,65.99999999999939,,460.00000000000847
2018.04.02,17.000000000000348,151.9999999999966,462.9999999999912,-243.99999999999977,75.9999999999983,,463.9999999999867
2018.04.02,7.0000000000014495,148.00000000001478,377.0000000000051,-242.00000000000443,83.9999999999952,,374.00000000001216
2018.04.02,-27.999999999983594,150.00000000000568,387.000000000004,-248.00000000000466,80.99999999999774,,342.0000000000191
2018.04.02,-43.999999999999595,124.99999999999733,380.00000000000256,-250.0,68.99999999999685,,279.99999999999716
2018.04.02,-37.99999999998249,134.99999999999625,391.9999999999924,-212.0000000000033,85.99999999999719,,363.0
2018.04.02,-38.99999999998904,148.99999999999915,391.000000000008,-245.00000000000455,100.00000000000009,,356.00000000001364
2018.04.02,-58.99999999998684,143.00000000000423,381.0000000000091,-240.0000000000091,97.9999999999981,,323.00000000001546
2018.04.02,-74.99999999998064,151.9999999999966,375.9999999999986,-209.00000000000318,106.99999999999044,,351.0000000000018
2018.04.02,-51.99999999998539,158.99999999999804,368.9999999999971,-246.00000000000932,90.0000000000012,,320.00000000000165
2018.04.02,9.999999999998899,178.99999999999582,361.9999999999957,-255.00000000000966,73.00000000000084,,368.99999999998164
