date,GBPUSD,USDCAD,GBPCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,AUDCAD,empty,sum
2021.07.19,32.999999999994145,-41.000000000002146,-48.000000000003595,26.00000000001046,-142.00000000000878,-136.99999999999824,96.99999999997999,189.99999999999773,58.9999999999975,-49.99999999999449,,-13.000000000027462
2021.07.19,8.000000000008,-80.99999999999774,-72.0000000000054,10.000000000005116,-175.00000000000293,-139.99999999999568,25.999999999982037,164.99999999999204,29.999999999986926,-56.99999999999594,,-286.0000000000236
2021.07.19,1.999999999990898,-147.99999999999258,-26.0000000000149,87.0000000000033,-215.00000000000963,-178.00000000000037,105.99999999999454,197.00000000000273,52.99999999999727,-86.99999999999264,,-209.0000000000214
2021.07.19,-9.999999999998899,-180.0000000000024,-63.99999999999739,51.00000000000193,-172.00000000000549,-214.99999999999852,1.999999999981128,157.0000000000107,-12.000000000000455,-61.999999999995396,,-505.0000000000047
2021.07.19,-11.00000000000545,-148.99999999999915,-79.00000000000685,21.000000000000796,-172.00000000000549,-224.9999999999974,-50.00000000001137,135.99999999999568,-16.000000000005343,-43.999999999999595,,-589.0000000000341
2021.07.19,11.999999999989797,-153.9999999999875,-127.99999999999478,6.000000000000227,-89.00000000000574,-219.00000000000253,-130.00000000002387,61.00000000000705,-81.00000000000307,4.000000000004,,-718.0000000000165
2021.07.19,-49.99999999999449,-219.99999999999798,-117.99999999999588,-4.9999999999954525,-87.99999999999919,-222.99999999999542,-134.00000000001455,52.99999999999727,-89.00000000001285,1.0000000000065512,,-873.000000000002
2021.07.19,-121.99999999999989,-324.9999999999975,-140.0000000000068,-102.99999999999443,-29.000000000001247,-229.99999999999687,-284.00000000002024,-64.99999999999773,-204.00000000000773,4.000000000004,,-1498.0000000000184
2021.07.19,-17.000000000000348,-227.99999999998377,-46.999999999997044,-93.99999999999409,-94.00000000000519,-195.9999999999962,-158.00000000001546,-8.000000000009777,-129.0000000000049,6.0000000000060005,,-965.0000000000007
2021.07.19,-85.00000000000173,-309.0000000000037,-103.00000000000864,-52.99999999999727,-56.0000000000005,-205.99999999999508,-172.00000000002547,-3.9999999999906777,-148.00000000001035,-3.999999999992898,,-1140.0000000000264
2021.07.19,-110.00000000001009,-361.9999999999957,-123.00000000000644,-45.99999999999227,-17.000000000000348,-217.0000000000005,-190.00000000002615,-2.0000000000095497,-182.00000000000216,-23.999999999990695,,-1273.0000000000339
2021.07.19,-137.9999999999937,-385.99999999999744,-173.00000000000094,-30.000000000001137,5.999999999994898,-251.00000000000122,-231.00000000002296,19.000000000005457,-201.00000000000762,-22.999999999995246,,-1408.0000000000198
2021.07.19,-72.0000000000054,-350.00000000000585,-97.9999999999981,-33.999999999991815,-56.0000000000005,-212.99999999999653,-147.00000000001978,30.000000000001137,-172.00000000001125,-31.999999999998696,,-1144.0000000000268
2021.07.19,-59.000000000009045,-364.9999999999931,-110.00000000001009,10.000000000005116,-113.00000000000753,-209.9999999999991,-103.00000000000864,63.99999999999295,-165.00000000000625,-133.99999999998968,,-1185.0000000000255
2021.07.19,-25.00000000000835,-373.99999999998545,-97.00000000001374,7.000000000005002,-126.0000000000039,-209.9999999999991,-92.00000000001296,70.99999999999795,-186.00000000000705,-124.99999999999733,,-1157.000000000025
2021.07.19,-69.00000000000794,-384.9999999999909,-126.0000000000039,-21.000000000000796,-109.99999999999899,-224.9999999999974,-164.0000000000157,34.99999999999659,-211.00000000001273,-131.99999999999878,,-1408.0000000000305
2021.07.19,-53.999999999998494,-404.9999999999887,-107.99999999999699,-13.999999999995794,-153.00000000000313,-219.99999999999798,-133.00000000000978,57.999999999992724,-213.00000000000807,-146.99999999999713,,-1389.000000000003
2021.07.19,-86.0000000000083,-428.9999999999905,-90.00000000001229,-40.99999999999682,-138.00000000000477,-210.99999999999451,-145.00000000001023,26.999999999986812,-216.00000000000819,-105.99999999999498,,-1435.0000000000339
2021.07.19,-110.99999999999443,-445.99999999999085,-76.99999999999375,-50.99999999998772,-129.00000000000134,-221.99999999999997,-140.00000000001478,50.00000000001137,-208.00000000001262,-98.99999999999353,,-1432.9999999999777
