date,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURAUD,AUDJPY,NZDCAD,empty,sum
2016.08.15,-20.999999999982144,-19.000000000005457,-56.0000000000005,-96.00000000000719,-153.9999999999875,-129.00000000000134,-117.00000000000044,-128.00000000000588,-139.99999999999568,-28.999999999996362,-134.00000000001188,-90.99999999999665,-31.00000000000591,-12.999999999996348,0.0,-85.00000000000173,,-1242.999999999995
2016.08.15,-11.999999999989797,25.99999999999625,-48.99999999999905,-94.00000000000519,-129.99999999998568,-172.0000000000166,-116.00000000000499,-148.99999999999915,-143.00000000000423,25.000000000005684,-43.00000000001525,-56.99999999999594,25.99999999999625,-35.00000000000725,103.00000000000864,-106.00000000000608,,-926.0000000000223
2016.08.15,-136.00000000000279,99.00000000000375,-26.999999999999247,-113.00000000000753,39.999999999995595,-171.00000000001003,-141.00000000000225,-200.00000000000017,-195.00000000000074,9.000000000014552,-58.000000000002494,-121.00000000001555,45.000000000001705,-15.00000000000945,109.00000000000887,-229.99999999999687,,-1105.0000000000227
2016.08.15,-149.9999999999835,58.9999999999975,-78.99999999999574,-149.00000000001023,28.000000000005798,-141.99999999999767,-190.99999999999673,-241.99999999999778,-190.99999999999673,-101.99999999997544,-87.99999999999919,-249.00000000001032,13.999999999995794,-107.99999999999699,162.00000000000614,-258.0000000000027,,-1685.9999999999577
2016.08.15,-200.99999999998454,128.0000000000001,-41.9999999999976,-132.0000000000099,-11.999999999989797,-151.00000000001222,-151.00000000000114,-229.00000000000142,-199.00000000000472,-42.999999999977945,-33.00000000001635,-147.00000000000824,66.0000000000025,-39.999999999995595,147.99999999999613,-231.0000000000034,,-1269.000000000004
2016.08.15,-170.99999999998784,141.9999999999959,-29.000000000001247,-117.00000000000044,2.999999999997449,-130.0000000000079,-129.00000000000134,-202.9999999999976,-187.9999999999993,35.00000000002501,-31.000000000003247,-100.0000000000112,114.99999999999488,-2.0000000000131024,176.00000000000193,-221.00000000000452,,-850.0000000000126
2016.08.15,-123.99999999999079,109.99999999999943,-17.999999999995797,-104.99999999999955,22.0000000000109,-157.00000000000713,-138.00000000000477,-217.0000000000005,-177.00000000000495,20.000000000010232,-32.0000000000098,-51.000000000001044,75.9999999999934,41.000000000002146,115.99999999999966,-211.00000000000563,,-845.0000000000041
2016.08.15,-124.99999999999733,138.00000000000523,31.999999999998696,-115.00000000000954,109.00000000000354,-148.99999999999915,-99.00000000000463,-223.00000000000654,-156.00000000000057,72.00000000000273,52.99999999999194,68.99999999998573,81.00000000000307,119.00000000000244,78.00000000000296,-226.99999999999943,,-343.0000000000208
2016.08.15,-85.99999999998609,221.9999999999942,73.00000000000084,-70.0000000000034,154.0000000000097,-141.00000000001333,-82.00000000000429,-197.99999999999818,-90.0000000000012,210.00000000000796,202.9999999999976,248.00000000000378,123.99999999999523,126.99999999998823,123.99999999999523,-202.9999999999976,,614.9999999999887
2016.08.15,75.00000000000284,233.0000000000041,53.999999999998494,-111.00000000000554,317.0000000000117,-143.00000000000423,-100.99999999999554,-241.00000000000233,-1.0000000000065512,362.0000000000232,350.9999999999902,378.999999999996,126.00000000000477,82.00000000000429,129.0000000000049,-243.00000000000432,,1268.000000000022
2016.08.15,49.00000000001015,180.00000000000682,51.000000000001044,-103.00000000000864,304.9999999999997,-123.00000000000644,-109.99999999999899,-241.00000000000233,2.000000000002,294.00000000001114,362.99999999998,394.9999999999898,67.99999999999784,66.99999999999484,70.99999999999795,-231.99999999999886,,1035.9999999999761
2016.08.15,9.999999999998899,191.0000000000025,82.99999999999974,11.999999999989797,279.00000000000705,-151.00000000001222,-94.00000000000519,-133.00000000000534,-26.999999999999247,274.0000000000009,326.9999999999884,367.99999999999056,90.00000000000341,129.99999999998568,82.00000000000784,-151.00000000000114,,1289.9999999999516
2016.08.15,32.0000000000098,197.00000000000273,78.99999999999574,62.99999999999084,317.9999999999961,-168.0000000000126,-94.00000000000519,-84.0000000000063,-17.999999999995797,289.0000000000157,324.9999999999975,375.9999999999986,112.99999999999955,151.9999999999966,105.00000000000398,-41.000000000002146,,1643.9999999999852
2016.08.15,101.00000000001774,135.00000000000512,39.00000000000014,71.99999999999429,374.0000000000077,-164.00000000000858,-122.99999999999534,-75.9999999999983,14.000000000002899,272.0000000000198,363.9999999999866,381.99999999999346,42.999999999992156,75.00000000000284,114.00000000000432,-26.000000000003798,,1596.000000000021
2016.08.15,48.000000000003595,132.99999999999557,-4.000000000004,6.999999999990347,310.0000000000103,-171.00000000001003,-158.99999999999804,-124.99999999999733,-36.0000000000027,247.0000000000141,249.99999999999466,241.00000000000233,45.000000000001705,28.999999999990145,115.99999999999966,-60.99999999999994,,869.9999999999905
2016.08.15,-15.999999999993797,170.0000000000017,43.999999999999595,56.0000000000005,255.00000000000523,-170.00000000000347,-126.99999999999933,-90.99999999999665,-65.99999999999939,203.00000000000296,186.99999999998164,272.99999999998994,88.99999999999864,96.99999999999153,120.00000000000455,-14.000000000002899,,1009.9999999999807
2016.08.15,-37.99999999998249,162.9999999999967,9.999999999998899,57.99999999999139,218.00000000000708,-160.00000000000458,-148.0000000000037,-87.00000000000374,-87.00000000000374,150.00000000000568,129.99999999998568,121.99999999999989,73.99999999999807,28.999999999990145,106.99999999999932,-11.00000000000545,,529.9999999999692
