date,USDCHF,USDCAD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.04.05,-121.99999999999989,-9.999999999998899,-215.99999999999397,-56.000000000011596,-206.00000000000617,-262.00000000000045,-173.00000000000094,0.0,-1.0000000000047748,-38.99999999998904,-43.999999999999595,-48.000000000003595,-109.99999999999943,-99.99999999999432,-143.00000000000423,-217.0000000000005,,-1747.0000000000073
2021.04.05,-121.99999999999989,39.00000000001125,-215.99999999999397,-56.000000000011596,-212.99999999999653,-262.00000000000045,-155.00000000001623,331.999999999999,7.000000000005002,104.00000000001519,104.99999999999955,165.9999999999995,-125.0,-102.00000000000387,-136.99999999999824,-222.99999999999542,,-857.9999999999867
2021.04.05,-124.99999999999733,-3.999999999981796,-234.00000000000088,-123.00000000000644,-284.0000000000065,-227.00000000000387,-215.00000000000963,343.00000000000443,16.999999999995907,136.00000000000279,95.00000000000064,212.99999999999653,-178.00000000001148,-150.00000000000568,-222.99999999999542,-331.999999999999,,-1291.0000000000177
2021.04.05,-112.99999999999643,-13.999999999980695,-187.00000000000384,-103.00000000000864,-285.00000000000193,-237.99999999999955,-116.00000000000499,309.0000000000037,120.00000000000455,147.00000000000824,106.99999999999044,469.0000000000083,-221.00000000000364,-103.9999999999992,-190.00000000000128,-365.0000000000153,,-784.0000000000005
2021.04.05,-141.99999999999767,-12.999999999996348,-198.99999999999363,-114.99999999999844,-304.00000000000426,-258.99999999998613,-65.00000000000395,248.99999999998812,155.00000000000114,146.00000000000168,70.99999999999883,480.99999999999807,-240.99999999999966,-158.00000000000125,-202.9999999999976,-361.9999999999957,,-958.9999999999867
2021.04.05,-78.00000000000028,-57.99999999998029,-173.99999999998528,-82.00000000000429,-321.0000000000046,-269.9999999999818,-81.00000000001995,194.99999999998963,165.99999999999682,145.00000000001734,-8.000000000008,390.0000000000015,-237.00000000000898,-191.0000000000025,-253.99999999999866,-336.00000000000296,,-1193.9999999999923
2021.04.05,-95.00000000000064,-41.99999999998649,-174.99999999999181,-87.00000000001484,-323.0000000000066,-290.9999999999968,-85.00000000000173,192.99999999999872,134.9999999999909,152.0000000000188,-12.999999999996348,405.9999999999952,-239.00000000000432,-200.00000000000284,-265.0000000000041,-348.00000000001495,,-1277.000000000018
2021.04.05,-93.99999999999409,-76.99999999999375,-220.99999999998232,-93.00000000000975,-350.00000000000585,-236.99999999999477,-92.00000000000318,151.9999999999966,104.99999999998977,108.00000000001918,-48.000000000003595,364.00000000000875,-216.00000000000819,-177.99999999999727,-275.99999999999847,-374.0000000000077,,-1526.9999999999845
2021.04.05,-65.99999999999939,-56.99999999999594,-178.99999999999582,-78.00000000000028,-341.0000000000024,-171.99999999999704,-164.00000000000858,164.99999999999292,67.00000000000728,123.00000000000644,-51.000000000001044,426.9999999999996,-184.0000000000117,-111.99999999999477,-265.99999999999955,-392.00000000001455,,-1280.0000000000148
2021.04.05,-29.999999999996696,-66.99999999999484,-217.0000000000005,-65.00000000000395,-326.9999999999995,-263.9999999999816,-196.0000000000184,246.99999999999721,67.00000000000728,177.00000000000495,-49.00000000001015,317.9999999999961,-158.00000000000125,-171.00000000000648,-295.0000000000008,-387.000000000004,,-1417.0000000000123
2021.04.05,-68.00000000000139,-62.99999999999084,-265.99999999998846,-114.0000000000141,-360.0000000000048,-257.99999999998136,-228.00000000000597,245.0000000000063,86.99999999998909,171.00000000001003,-33.00000000001635,347.0000000000084,-166.00000000001103,-167.0000000000016,-317.0000000000006,-337.0000000000095,,-1527.000000000012
2021.04.05,-80.99999999999774,-1.999999999990898,-259.9999999999936,-114.0000000000141,-351.0000000000013,-230.99999999999454,-241.00000000000233,231.99999999998778,70.99999999999795,226.99999999999943,-28.000000000005798,373.00000000000114,-125.0,-155.00000000000114,-322.9999999999955,-351.0000000000124,,-1359.0000000000232
2021.04.05,-93.99999999999409,-19.999999999997797,-279.99999999999136,-126.0000000000039,-365.0000000000042,-192.99999999998363,-232.00000000000998,232.99999999999432,55.00000000000682,219.00000000001364,-29.999999999996696,399.00000000001603,-100.99999999999909,-120.99999999999511,-321.0000000000046,-365.99999999999966,,-1342.9999999999495
2021.04.05,-73.99999999999629,-9.999999999998899,-271.99999999998334,-131.00000000001444,-365.99999999999966,-164.99999999999204,-242.00000000000887,238.0000000000049,63.99999999999295,234.00000000000088,-24.000000000001798,422.00000000001125,-85.00000000000796,-103.9999999999992,-324.9999999999975,-361.9999999999957,,-1201.999999999986
