date,USDCHF,USDCAD,GBPCHF,EURCHF,AUDCHF,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.04.05,-80.99999999999774,60.99999999999994,-207.99999999998596,-56.000000000011596,-168.00000000000148,-103.999999999985,-86.0000000000083,472.9999999999901,55.00000000000682,110.00000000001009,154.99999999999403,343.00000000000443,-100.99999999999909,-12.000000000000455,-124.99999999999733,-202.00000000001327,,54.0000000000052
2021.04.05,-104.99999999999955,77.00000000001594,-133.99999999998968,-41.000000000002146,-184.00000000000637,-111.99999999999477,-47.00000000001925,364.9999999999931,43.00000000000637,144.0000000000108,141.99999999999767,229.00000000001253,-69.00000000000261,-31.00000000000591,-104.00000000000409,-204.00000000000418,,-30.999999999992127
2021.04.05,-97.9999999999981,29.00000000001235,-197.99999999998707,-86.0000000000083,-253.0000000000032,-219.99999999999886,-107.00000000001265,407.0000000000018,156.99999999998226,192.00000000001438,146.99999999998602,473.0000000000123,-171.00000000000648,-75.00000000000284,-172.00000000000549,-293.99999999999426,,-269.0000000000081
2021.04.05,-105.99999999999498,9.999999999998899,-178.99999999999582,-95.00000000000064,-278.00000000000045,-235.99999999999,-47.00000000001925,333.9999999999899,198.99999999998386,162.00000000001768,119.99999999998678,570.0000000000039,-213.99999999999864,-88.99999999999864,-178.99999999999582,-348.00000000001495,,-376.0000000000282
2021.04.05,-78.99999999999574,-7.999999999985796,-133.99999999998968,-79.00000000000685,-287.0000000000039,-231.99999999999932,-9.000000000014552,252.99999999999213,216.99999999998454,155.00000000001623,75.99999999998718,507.9999999999973,-233.0000000000041,-146.0000000000008,-200.99999999999562,-336.00000000000296,,-535.0000000000219
2021.04.05,-36.0000000000027,-41.99999999998649,-150.99999999999002,-66.99999999999484,-304.00000000000426,-260.9999999999957,-55.000000000005045,228.99999999999034,211.9999999999891,164.00000000000858,24.999999999986144,429.00000000001273,-228.00000000000864,-180.00000000000682,-236.99999999999832,-322.00000000000006,,-824.0000000000061
2021.04.05,-68.00000000000139,-27.999999999983594,-154.99999999999403,-87.00000000001484,-314.0000000000032,-192.99999999998363,-38.0000000000047,224.99999999998633,168.99999999998272,164.00000000000858,36.999999999998145,411.0000000000058,-195.0000000000074,-162.9999999999967,-233.00000000000543,-304.00000000001535,,-772.0000000000286
2021.04.05,-60.99999999999994,-44.99999999998394,-173.00000000000094,-68.00000000000139,-331.0000000000035,-171.99999999999704,-43.00000000001525,197.00000000000273,114.00000000000432,129.00000000000134,-26.999999999999247,445.0000000000065,-182.00000000000216,-114.99999999999488,-248.99999999999923,-370.00000000000364,,-950.9999999999864
2021.04.05,-20.999999999993246,-7.0000000000014495,-158.99999999999804,-56.99999999999594,-275.99999999999847,-132.000000000005,-152.0000000000188,312.9999999999855,73.99999999998386,215.00000000000963,68.00000000000139,537.0000000000097,-100.00000000000853,-49.99999999999716,-248.99999999999923,-364.00000000000875,,-360.00000000003456
2021.04.05,-10.999999999994348,-44.99999999998394,-204.99999999998852,-58.000000000002494,-299.00000000000483,-251.00000000000477,-177.00000000000495,323.99999999999096,132.99999999998136,191.00000000000784,25.999999999992696,412.9999999999967,-155.00000000000114,-143.00000000000068,-256.0000000000007,-310.9999999999946,,-824.0000000000114
2021.04.05,-63.99999999999739,0.0,-258.99999999998704,-110.99999999999443,-350.00000000000585,-210.9999999999843,-216.00000000001617,272.99999999998994,109.99999999998522,230.00000000001907,-12.000000000012001,398.00000000000944,-118.00000000000921,-132.99999999999557,-307.0000000000017,-329.00000000000153,,-1099.0000000000016
2021.04.05,-69.9999999999923,35.00000000000725,-243.99999999999977,-97.00000000001374,-341.0000000000024,-165.99999999999682,-229.00000000001253,270.99999999999903,72.00000000000273,245.0000000000063,-14.000000000002899,416.00000000001637,-81.00000000000307,-100.99999999999909,-312.9999999999966,-339.0000000000004,,-955.9999999999877
2021.04.05,-63.99999999999739,-10.999999999983245,-265.99999999998846,-124.00000000001299,-362.00000000000676,-150.00000000000568,-212.00000000001216,248.99999999998812,67.99999999998363,240.00000000001796,-14.000000000002899,425.0000000000087,-82.99999999999841,-97.99999999999898,-314.0000000000032,-344.99999999999534,,-1061.0000000000073
2021.04.05,-58.000000000002494,25.00000000000835,-238.99999999998923,-114.0000000000141,-341.99999999999784,-163.99999999998727,-237.00000000002052,265.99999999998846,91.99999999998454,276.00000000000955,14.999999999987246,448.000000000004,-77.00000000001239,-102.00000000000387,-317.9999999999961,-341.99999999999784,,-871.0000000000397
2021.04.05,-127.99999999999478,114.99999999999844,-275.000000000003,-133.00000000000534,-336.00000000000296,-162.9999999999825,-281.0000000000201,326.9999999999884,78.00000000000296,302.0000000000023,55.99999999998939,465.0000000000043,-53.00000000001148,-87.0000000000033,-311.00000000000574,-327.99999999999494,,-752.0000000000387
2021.04.05,-136.99999999999824,130.0000000000079,-259.9999999999936,-106.00000000000608,-319.0000000000026,-188.99999999999295,-262.00000000000665,350.9999999999902,80.99999999998886,263.00000000001324,48.99999999998794,448.000000000004,-79.9999999999983,-94.99999999999886,-289.0000000000059,-317.9999999999961,,-733.0000000000072
2021.04.05,-125.99999999999278,98.0000000000203,-248.99999999998812,-102.00000000000209,-322.00000000000006,-168.00000000000637,-232.00000000000998,333.9999999999899,66.0000000000025,243.00000000001543,38.99999999998904,382.0000000000157,-79.9999999999983,-114.00000000000432,-280.9999999999979,-286.00000000000847,,-797.9999999999754
2021.04.05,-171.99999999999437,243.99999999999977,-237.99999999998266,-52.000000000007596,-268.99999999999704,-138.99999999998158,-330.0000000000081,448.9999999999883,0.0,274.00000000001864,85.00000000000173,428.00000000000614,-19.000000000005457,-57.00000000000216,-273.000000000001,-280.0000000000136,,-348.999999999979
2021.04.05,-171.99999999999437,156.00000000000057,-286.99999999999284,-66.99999999999484,-270.99999999999903,-185.00000000000227,-269.00000000000813,502.9999999999868,9.999999999990905,192.00000000001438,99.00000000000463,426.9999999999996,-74.00000000001228,-63.99999999999295,-221.99999999999997,-272.00000000000557,,-496.00000000000534
2021.04.05,-207.00000000000162,113.00000000000753,-392.9999999999989,-79.00000000000685,-295.99999999999625,-216.99999999998454,-302.0000000000023,609.9999999999994,-56.000000000011596,116.00000000000499,62.99999999999084,371.99999999999454,-77.00000000001239,-48.00000000000182,-182.99999999999983,-252.0000000000078,,-836.0000000000266
2021.04.05,-127.99999999999478,102.00000000000209,-322.00000000000006,-1.0000000000065512,-282.0000000000045,-243.99999999999977,-324.0000000000132,526.9999999999886,-57.00000000001637,104.99999999999955,-22.999999999995246,343.00000000000443,-79.9999999999983,-60.000000000002274,-228.00000000000597,-300.00000000001137,,-972.0000000000537
2021.04.05,-142.99999999999312,53.00000000001415,-370.00000000000364,39.999999999995595,-339.0000000000004,-287.00000000000614,-295.0000000000008,451.0000000000014,-115.0000000000091,-32.999999999994145,-202.00000000001327,188.9999999999947,-118.99999999999977,-94.99999999999886,-253.99999999999866,-330.0000000000081,,-1849.00000000002
2021.04.05,-56.0000000000005,-66.99999999999484,-475.0000000000032,17.000000000000348,-353.0000000000033,-459.0000000000032,-427.0000000000218,573.0000000000013,-44.00000000001114,-2.999999999997449,-187.00000000000384,50.0000000000167,-153.0000000000058,-203.99999999999352,-261.0000000000001,-225.00000000000853,,-2274.000000000029
2021.04.05,-112.99999999999643,-84.99999999997954,-553.0000000000035,31.999999999987594,-402.00000000000233,-503.9999999999907,-397.0000000000029,554.9999999999944,-100.99999999999909,-139.9999999999846,-319.0000000000026,-82.99999999998863,-194.00000000000261,-228.9999999999992,-253.99999999999866,-232.00000000000998,,-3018.999999999979
2021.04.05,-141.99999999999767,-68.00000000000139,-522.0000000000002,51.000000000001044,-378.00000000000057,-451.9999999999982,-329.00000000000153,567.9999999999907,-137.00000000000045,-186.99999999998164,-295.0000000000008,-124.99999999999733,-196.00000000001216,-230.00000000000398,-212.00000000000108,-188.9999999999947,,-2843.0
2021.04.05,-146.00000000000168,-71.99999999998319,-536.0000000000032,58.000000000002494,-384.00000000000654,-447.9999999999791,-333.0000000000055,570.0000000000039,-167.0000000000016,-209.9999999999991,-324.9999999999975,-185.99999999999727,-192.00000000000728,-245.9999999999951,-214.00000000000307,-163.00000000000205,,-2993.9999999999754
2021.04.05,-117.99999999999588,-140.99999999999113,-564.9999999999933,39.999999999995595,-412.00000000000125,-473.99999999998954,-327.00000000001063,543.0000000000045,-150.00000000000568,-218.99999999999142,-351.99999999999676,-262.999999999991,-212.0000000000033,-287.9999999999967,-222.99999999999542,-138.0000000000159,,-3298.9999999999777
2021.04.05,-98.99999999999353,-195.9999999999962,-553.9999999999878,32.999999999994145,-387.000000000004,-485.99999999999,-270.00000000001467,588.9999999999951,-122.0000000000141,-247.99999999998158,-290.9999999999968,-158.99999999999804,-246.00000000000932,-254.99999999999545,-167.00000000000603,-165.00000000001512,,-3023.0000000000127
2021.04.05,-81.9999999999932,-200.00000000000017,-571.9999999999948,-17.000000000000348,-412.00000000000125,-477.9999999999802,-322.00000000000006,546.000000000002,-86.00000000001273,-154.99999999999403,-277.00000000001614,-113.99999999999189,-216.00000000000819,-256.0000000000002,-219.00000000000253,-182.99999999999983,,-3042.9999999999936
2021.04.05,-71.99999999999429,-197.99999999998707,-510.99999999999477,-19.00000000001345,-402.00000000000233,-378.9999999999907,-268.0000000000016,489.99999999999045,-108.00000000000409,-129.00000000000134,-248.00000000000378,-61.99999999998429,-186.00000000000705,-221.00000000000364,-217.99999999999596,-199.00000000001583,,-2730.00000000001
2021.04.05,-80.99999999999774,-252.99999999999213,-524.9999999999977,-66.99999999999484,-418.0000000000073,-382.000000000005,-189.00000000001694,469.99999999999267,-64.99999999999773,-149.9999999999835,-217.0000000000005,-49.99999999999449,-225.00000000000853,-239.99999999999488,-185.00000000000182,-184.00000000000637,,-2761.000000000007
2021.04.05,128.00000000000588,-396.9999999999807,-356.9999999999851,19.999999999997797,-336.00000000000296,-501.0000000000048,-150.00000000000568,443.99999999999994,97.99999999998477,-114.99999999999844,-164.00000000000858,19.999999999997797,-317.0000000000073,-304.00000000000205,-175.00000000000293,-190.00000000000128,,-2296.0000000000136
2021.04.05,189.00000000000583,-312.9999999999855,-322.00000000000006,61.99999999998429,-285.00000000000193,-502.9999999999859,-331.0000000000146,522.9999999999845,80.99999999998886,25.00000000000835,-117.00000000001154,99.00000000000463,-222.0000000000084,-257.99999999999557,-236.99999999999832,-209.9999999999991,,-1819.0000000000243
2021.04.05,319.99999999999807,-470.9999999999992,-258.99999999998704,76.99999999999375,-251.00000000000122,-395.9999999999866,-282.0000000000045,502.00000000000244,38.99999999998727,26.999999999999247,-83.9999999999952,205.99999999999508,-181.0000000000116,-164.00000000000148,-206.00000000000617,-242.00000000000887,,-1365.0000000000261
2021.04.05,600.0000000000006,-564.9999999999933,63.99999999999739,266.999999999995,-173.00000000000094,-118.99999999999977,-235.00000000000742,269.9999999999925,-93.99999999999409,104.99999999999955,-161.00000000001114,202.9999999999976,-54.000000000002046,-103.9999999999992,-316.0000000000052,-304.00000000001535,,-616.0000000000458
2021.04.05,475.99999999999864,-502.9999999999868,-35.999999999991594,245.99999999999068,-175.99999999999838,-204.99999999998408,-222.00000000001108,404.0000000000044,-90.00000000000341,15.00000000000945,-131.00000000001444,164.00000000000858,-108.00000000000409,-121.99999999999989,-241.00000000000233,-260.0000000000158,,-789.0000000000001
2021.04.05,580.0000000000027,-634.9999999999856,-15.999999999993797,251.00000000000122,-153.00000000000313,-334.99999999997954,-200.00000000000017,431.99999999998795,37.00000000000614,17.000000000000348,-83.00000000001084,158.0000000000137,-196.00000000001216,-201.99999999999818,-209.9999999999991,-222.99999999999542,,-777.9999999999658
2021.04.05,573.0000000000013,-571.9999999999948,-17.000000000000348,253.99999999999866,-187.00000000000384,-281.99999999998226,-279.00000000000705,350.00000000000585,-24.00000000000091,73.00000000001194,-168.0000000000126,129.00000000000134,-121.99999999999989,-180.00000000000682,-300.99999999999574,-266.999999999995,,-1019.9999999999802
2021.04.05,567.0000000000064,-468.9999999999861,-7.0000000000014495,194.99999999998963,-197.00000000000273,-272.99999999999613,-398.00000000000944,306.9999999999906,58.9999999999975,267.0000000000172,-107.99999999999699,209.9999999999991,-69.00000000000261,-191.0000000000025,-385.99999999999744,-278.00000000000045,,-770.9999999999953
2021.04.05,568.9999999999973,-349.99999999998363,11.00000000000545,192.99999999999872,-175.99999999999838,-247.99999999999045,-539.0000000000006,333.0000000000055,56.99999999998795,412.00000000001234,-59.000000000009045,290.00000000001245,27.000000000001023,-155.00000000000114,-453.0000000000034,-296.0000000000074,,-383.9999999999733
2021.04.05,535.0000000000077,-417.0000000000007,-71.99999999998319,146.99999999998602,-187.00000000000384,-281.0000000000059,-501.0000000000181,424.00000000000216,55.999999999983174,347.0000000000084,-14.000000000002899,348.00000000001495,-14.000000000010004,-125.0,-380.00000000000256,-299.00000000000483,,-433.00000000002956
2021.04.05,526.0000000000042,-455.99999999998977,-66.99999999999484,170.00000000000347,-206.00000000000617,-317.99999999998363,-425.0000000000087,364.9999999999931,58.9999999999975,250.00000000001688,-99.00000000000463,268.0000000000016,-72.00000000000273,-165.00000000000625,-370.9999999999991,-306.00000000000625,,-846.9999999999853
2021.04.05,519.9999999999983,-451.99999999998573,-76.99999999999375,177.99999999998929,-204.99999999999963,-387.00000000000045,-420.00000000002035,383.0,99.99999999999432,230.00000000001907,-100.0000000000112,266.999999999995,-112.00000000000898,-188.0000000000024,-358.0000000000028,-307.00000000001285,,-928.0000000000422
