date,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,EURJPY,EURCAD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.07.18,-97.9999999999981,-18.999999999991246,-16.999999999995907,0.0,-74.00000000000739,-86.99999999999264,-43.00000000000637,-70.0000000000034,-168.00000000000148,-148.9999999999725,-129.99999999999545,-104.99999999999955,-141.9999999999959,-31.999999999996476,-106.99999999999932,-207.99999999999707,-108.00000000000809,,-1556.999999999961
2016.07.18,-215.99999999999397,-32.0000000000098,22.999999999996135,-18.0000000000069,-70.99999999999883,-117.99999999999588,46.00000000000648,15.999999999993797,-103.00000000000864,-252.9999999999859,-161.99999999999193,-104.99999999999955,-165.99999999999682,-9.000000000000341,-94.99999999999886,-113.99999999999189,-146.00000000000168,,-1522.9999999999845
2016.07.18,-838.9999999999898,-73.99999999999629,69.00000000000261,5.999999999994898,-179.00000000000693,-254.999999999983,54.99999999999261,81.9999999999932,-424.00000000000216,-1610.99999999999,-780.0000000000011,-197.00000000000273,-576.0000000000076,46.00000000000648,-557.9999999999927,-164.99999999999292,-303.0000000000088,,-5702.9999999999845
2016.07.18,-709.9999999999884,-103.99999999999298,153.99999999999636,-90.0000000000012,-168.99999999999693,-285.99999999998624,105.99999999999454,161.00000000000003,-353.0000000000033,-1179.9999999999784,-584.9999999999937,-208.00000000000819,-490.99999999999966,126.00000000000477,-450.00000000000284,-132.99999999999423,-234.00000000000088,,-4445.999999999951
2016.07.18,-761.999999999996,-87.99999999999919,117.999999999995,-28.000000000005798,470.9999999999992,-286.99999999999284,76.99999999999818,126.99999999999933,-375.0000000000031,-1172.9999999999734,-450.9999999999934,-276.00000000000955,-332.00000000000784,88.00000000000807,381.0000000000002,-185.99999999999727,524.9999999999977,,-2170.9999999999804
2016.07.18,-663.999999999998,-96.00000000000719,10.000000000005116,-45.000000000006146,573.9999999999967,-289.9999999999903,-81.00000000000307,109.99999999999899,-290.00000000000136,-920.9999999999923,-346.00000000000364,-319.0000000000026,-215.0000000000034,-72.99999999999329,484.00000000000887,-185.99999999999727,614.9999999999989,,-1732.9999999999902
2016.07.18,-617.0000000000009,-127.99999999999478,-27.999999999991587,-125.00000000000844,591.9999999999925,-314.99999999999864,-64.00000000000716,100.99999999999554,-253.0000000000032,-740.9999999999854,-289.99999999999204,-374.0000000000077,-143.00000000000068,-61.99999999999761,561.000000000007,-154.99999999999403,619.9999999999983,,-1420.999999999989
2016.07.18,-648.0000000000041,-109.00000000000354,97.00000000000841,-104.00000000000409,502.9999999999979,-312.9999999999855,27.000000000001023,105.99999999999498,-281.00000000000904,-769.9999999999818,-296.99999999999704,-364.00000000000875,-147.00000000000557,-42.999999999992156,478.9999999999992,-188.9999999999947,490.999999999997,,-1561.9999999999875
2016.07.18,-790.0000000000018,-190.00000000000128,97.99999999999898,-98.0000000000092,539.0000000000006,-335.9999999999808,36.000000000001364,75.9999999999983,-304.00000000000426,-1293.9999999999827,-649.9999999999915,-430.00000000001927,-335.9999999999985,-48.99999999999238,305.0000000000068,-137.9999999999937,545.9999999999909,,-3014.999999999978
2016.07.18,-817.000000000001,-211.00000000000563,230.00000000000398,-54.00000000000959,451.0000000000014,-344.99999999999534,230.99999999999454,73.99999999999629,-308.00000000000824,-1334.9999999999795,-677.9999999999973,-465.0000000000043,-368.0000000000092,111.0000000000042,246.00000000000932,-93.99999999999409,487.99999999999955,,-2843.9999999999945
