date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.01.18,-89.00000000000574,-116.99999999998934,-34.000000000000696,0.0,-14.999999999998348,-48.000000000003595,-79.00000000000685,-245.9999999999951,-230.99999999999233,-163.00000000000205,-186.00000000000838,-248.99999999999523,-24.000000000001798,-55.99999999998939,-53.999999999998494,-118.99999999999977,-58.000000000006935,-76.00000000000762,-90.0000000000012,-117.00000000000044,-115.00000000002063,,-2166.0000000000236
2021.01.18,61.999999999995396,-18.0000000000069,9.999999999998899,32.999999999994145,-14.000000000002899,-38.0000000000047,-69.00000000000794,-251.99999999999534,-213.99999999999199,-157.00000000000713,-178.00000000000037,-162.00000000000614,2.0000000000131024,-25.00000000000835,95.999999999985,-115.99999999999966,-69.00000000000261,-58.9999999999975,-95.00000000000064,-92.99999999999864,-128.000000000017,,-1484.0000000000612
2021.01.18,87.00000000000374,-113.99999999999189,-51.000000000001044,2.999999999997449,-31.999999999998696,-46.00000000000159,-110.99999999999443,-243.99999999999977,-270.99999999999903,-180.0000000000024,-179.00000000000693,-234.00000000000887,-14.999999999987246,19.999999999997797,136.99999999998712,-174.99999999999716,-78.00000000000296,-63.00000000000239,-90.99999999999665,-83.9999999999952,-181.00000000000892,,-1902.0000000000093
2021.01.18,109.00000000000354,-96.99999999999153,-19.00000000001345,11.00000000000545,-32.999999999994145,-46.00000000000159,-164.00000000000858,-242.00000000000443,-280.9999999999979,-189.00000000000583,-192.00000000000327,-236.99999999999477,72.0000000000054,35.00000000000725,187.99999999998818,-174.99999999999716,-76.99999999999818,-60.000000000002274,-113.99999999999189,-129.9999999999968,-150.00000000000568,,-1790.9999999999975
2021.01.18,168.99999999999693,17.000000000000348,55.99999999998939,361.0000000000113,138.00000000000477,56.0000000000005,-154.0000000000097,-152.00000000000102,-166.99999999999494,-96.00000000000719,-140.0000000000068,-128.00000000001432,378.999999999996,290.9999999999968,330.9999999999924,46.999999999997044,113.99999999999011,46.999999999997044,-134.99999999999625,-201.99999999999108,-101.00000000001774,,730.9999999999334
2021.01.18,165.00000000000404,8.999999999992347,32.999999999994145,337.99999999999386,117.99999999999588,49.99999999999449,-107.99999999999699,-177.0000000000067,-132.99999999999423,-87.99999999999919,-141.00000000000225,-118.99999999999977,408.00000000000836,269.9999999999925,327.99999999999494,39.00000000000148,77.99999999998875,37.9999999999967,-141.00000000000225,-202.9999999999976,-136.00000000000279,,627.9999999999559
2021.01.18,163.99999999999747,69.9999999999923,45.99999999999049,351.0000000000124,112.99999999999643,68.99999999999685,-104.99999999999955,-144.99999999999602,-127.99999999999478,-92.99999999999864,-121.00000000000443,-9.999999999990905,408.00000000000836,249.99999999999466,373.00000000000114,73.99999999999807,104.99999999998977,87.99999999999386,-188.9999999999947,-190.99999999999673,-140.0000000000068,,988.9999999999893
2021.01.18,136.99999999999824,-8.000000000008,0.9999999999843467,380.00000000000256,50.0000000000056,61.999999999995396,-103.99999999999298,-85.00000000000796,-92.99999999999864,-130.0000000000079,-107.00000000000153,14.000000000010004,461.0000000000003,167.00000000000603,404.0000000000044,152.00000000000102,93.99999999999409,128.0000000000001,-279.99999999999136,-224.9999999999974,-208.00000000000819,,809.9999999999881
2021.01.18,122.99999999999534,-22.999999999995246,-9.000000000014552,347.0000000000084,26.999999999999247,14.999999999998348,-117.99999999999588,-82.00000000000784,-97.00000000000264,-141.99999999999767,-143.9999999999997,14.999999999986358,466.00000000001086,144.0000000000108,326.0000000000041,144.99999999999602,82.99999999999841,90.99999999999397,-264.999999999993,-234.99999999999633,-193.00000000002092,,473.9999999999784
2021.01.18,117.00000000000044,-25.999999999992696,-35.00000000000725,317.0000000000117,36.0000000000027,-7.0000000000014495,-114.99999999999844,-82.00000000000784,-108.99999999999244,-126.0000000000039,-157.00000000000713,18.000000000000682,456.9999999999963,190.00000000000128,297.9999999999983,132.000000000005,99.99999999999432,70.99999999999795,-231.99999999999886,-242.99999999999324,-124.00000000001299,,479.9999999999925
2021.01.18,127.99999999999478,-5.999999999994898,-16.000000000016,337.0000000000095,65.00000000000395,4.999999999999449,-103.99999999999298,-84.00000000000318,-108.99999999999244,-109.99999999999899,-148.0000000000037,36.000000000001364,428.00000000000614,228.00000000000597,319.0000000000026,137.00000000000045,122.99999999999045,81.00000000000307,-203.99999999999307,-235.99999999999176,-131.00000000001444,,739.0000000000165
2021.01.18,163.00000000000205,60.99999999999994,48.000000000003595,415.0000000000098,109.99999999999899,25.999999999992696,-103.99999999999298,-88.00000000000807,-107.00000000000153,-102.99999999999754,-163.00000000000205,43.00000000000637,451.0000000000014,246.99999999999721,282.9999999999888,156.0000000000059,135.99999999999568,73.99999999999807,-215.99999999999397,-268.99999999999704,-95.00000000000064,,1068.0000000000068
2021.01.18,168.00000000000148,106.00000000000608,66.99999999999484,453.0000000000145,126.99999999999933,44.99999999999504,-107.99999999999699,-61.00000000000705,-93.99999999999409,-104.00000000000409,-161.00000000000003,110.99999999999,497.0000000000141,249.00000000001032,299.00000000000483,183.00000000000693,158.99999999999181,99.00000000000375,-220.99999999999343,-273.9999999999965,-81.00000000001995,,1459.0000000000205
2021.01.18,219.00000000000253,219.99999999999798,109.00000000000354,520.0000000000093,200.99999999999562,92.99999999999864,-120.00000000000898,-10.99999999999568,-85.99999999999719,-63.00000000000195,-145.00000000000622,215.0000000000034,504.0000000000156,322.00000000000006,320.9999999999935,222.99999999999898,235.99999999999,141.9999999999959,-174.99999999999181,-261.0000000000001,-55.000000000005045,,2408.999999999998
2021.01.18,195.9999999999962,208.99999999999253,98.99999999998244,524.9999999999977,209.00000000000364,121.99999999999989,-117.00000000001154,4.0000000000048885,-75.9999999999983,-48.99999999999905,-114.00000000000298,236.99999999999477,537.0000000000097,364.9999999999931,414.9999999999876,239.00000000000432,256.9999999999908,182.00000000000216,-170.99999999999892,-227.99999999999488,-66.00000000001049,,2774.999999999943
2021.01.18,168.00000000000148,148.99999999999915,37.99999999998249,470.00000000001484,158.99999999999804,71.99999999999429,-117.99999999999588,-43.99999999999693,-66.99999999999484,-55.000000000005045,-119.00000000000244,175.00000000001137,560.0000000000049,353.0000000000033,397.99999999998727,207.00000000000784,207.9999999999984,137.00000000000045,-193.99999999999417,-249.99999999999466,-73.00000000001194,,2174.000000000008
2021.01.18,165.9999999999995,136.00000000000279,27.999999999983594,459.99999999999375,161.00000000000003,79.99999999999119,-120.99999999999334,-67.00000000000728,-75.9999999999983,-58.000000000002494,-112.000000000001,157.0000000000107,551.0000000000126,373.00000000000114,445.99999999999085,192.99999999999784,200.9999999999934,143.00000000000068,-176.99999999999383,-229.99999999999687,-79.00000000000685,,2174.999999999978
2021.01.18,163.99999999999747,171.00000000001003,-4.000000000004,459.99999999999375,175.00000000000293,87.99999999999919,-140.0000000000068,-55.00000000000682,-73.00000000000084,-39.00000000000014,-103.00000000000864,193.00000000001205,555.0000000000166,418.0000000000073,449.9999999999948,195.0000000000074,229.99999999998977,150.99999999999625,-217.99999999999596,-253.99999999999866,-94.00000000001629,,2269.999999999989
2021.01.18,126.0000000000039,168.0000000000126,-53.999999999998494,526.0000000000042,116.00000000000499,73.99999999999629,-147.00000000000824,-90.00000000000341,-22.999999999995246,-73.00000000000084,-99.00000000000463,225.9999999999991,670.9999999999993,367.99999999999056,488.9999999999839,251.99999999999534,168.99999999999693,146.99999999999136,-285.9999999999974,-286.99999999999284,-123.00000000000644,,2149.9999999999714
2021.01.18,149.99999999999457,197.00000000000273,14.000000000002899,565.9999999999999,202.0000000000022,140.99999999999113,-137.00000000000932,-58.000000000006935,-25.999999999992696,-19.00000000000235,-63.00000000000195,240.99999999998545,656.0000000000122,435.0000000000076,591.9999999999925,256.0000000000002,242.999999999995,201.99999999999818,-213.99999999999199,-229.00000000000142,-200.00000000000017,,2948.999999999978
2021.01.18,159.9999999999935,266.999999999995,45.99999999999049,598.0000000000097,224.000000000002,228.99999999999034,-93.99999999999409,-112.99999999999955,-7.9999999999968985,-12.000000000000899,7.9999999999968985,246.99999999998568,645.0000000000067,419.9999999999982,705.9999999999844,260.9999999999957,244.99999999999034,272.99999999999613,-207.99999999999707,-146.00000000000168,-233.00000000001654,,3514.999999999928
2021.01.18,136.00000000000279,419.9999999999982,14.999999999987246,595.9999999999966,314.99999999999864,304.9999999999997,-117.00000000001154,-91.99999999999875,0.0,80.00000000000229,67.9999999999903,443.9999999999884,670.9999999999993,648.0000000000041,924.9999999999981,278.99999999999636,362.99999999999955,364.9999999999949,-109.99999999999899,-76.99999999999375,-217.0000000000005,,5016.999999999952
2021.01.18,207.00000000000162,470.9999999999992,58.99999999998684,571.9999999999948,341.99999999999784,256.0000000000007,-154.99999999999403,-54.000000000002046,-61.999999999995396,64.99999999999284,0.999999999995449,426.9999999999925,612.0000000000125,676.0000000000099,777.9999999999898,228.00000000000864,360.99999999999,295.99999999999227,-64.99999999999284,-88.99999999999464,-163.00000000000205,,4762.999999999984
