,name,direction
0,USDCHF,B
1,GBPUSD,S
2,EURUSD,S
3,USDCAD,B
4,AUDUSD,S
5,NZDUSD,S
6,EURCHF,S
7,CHFJPY,S
8,CADCHF,S
9,AUDCHF,S
10,NZDCHF,S
11,GBPJPY,S
12,EURCAD,B
13,EURAUD,B
14,EURNZD,B
15,CADJPY,S
16,AUDJPY,S
17,NZDJPY,S
18,AUDCAD,S
19,NZDCAD,S
20,AUDNZD,S
