date,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,GBPJPY,GBPCAD,EURJPY,EURNZD,CADJPY,NZDJPY,NZDCAD,empty,sum
2016.11.28,-140.00000000000057,-253.99999999999866,-21.00000000000435,-68.99999999999685,-167.99999999999216,-26.000000000003798,-22.999999999995246,-426.9999999999925,-170.00000000000347,-78.99999999999352,-256.00000000001177,-115.99999999999966,-200.9999999999934,-21.00000000000435,,-1970.99999999999
2016.11.28,-113.99999999999011,-248.99999999998812,-60.99999999999994,-36.999999999998145,-96.9999999999942,4.999999999999449,202.0000000000022,-245.00000000000455,302.9999999999866,-47.99999999998761,-268.0000000000016,3.0000000000001137,-188.0000000000024,97.9999999999981,,-695.9999999999802
2016.11.28,-171.99999999999704,-422.9999999999956,-63.99999999999739,-31.999999999998696,-73.99999999999807,25.999999999992696,243.99999999999977,-335.9999999999843,348.9999999999993,-16.999999999995907,-121.00000000001555,-12.000000000000455,-114.99999999999488,139.99999999999568,,-606.9999999999906
2016.11.28,-150.99999999999625,-428.9999999999905,-74.00000000000739,-81.9999999999932,-76.99999999999818,24.999999999997247,229.00000000000142,-298.9999999999782,556.9999999999853,-9.999999999990905,-24.000000000001798,52.00000000000671,-42.999999999992156,165.9999999999995,,-159.99999999995833
2016.11.28,16.000000000005343,-280.9999999999979,-6.0000000000060005,29.999999999996696,-37.9999999999967,5.999999999994898,199.00000000000472,-211.9999999999891,512.0000000000014,25.000000000005684,-12.999999999996348,103.9999999999992,-39.99999999999204,214.99999999999852,,517.0000000000283
2016.11.28,195.0000000000074,-225.00000000000853,-33.000000000005244,77.00000000000485,58.9999999999975,-57.00000000000705,46.00000000000159,-48.99999999997817,258.0000000000027,126.00000000000477,-22.0000000000109,180.00000000000682,33.00000000000125,229.99999999999687,,818.0000000000139
2016.11.28,344.0000000000083,-117.99999999999588,-80.00000000000229,104.00000000000409,118.99999999999977,-45.000000000006146,-27.999999999994696,199.00000000001228,339.99999999998477,214.00000000001285,55.99999999998939,240.99999999999966,112.99999999999955,187.9999999999993,,1647.0000000000111
2016.11.28,621.0000000000093,-43.999999999999595,-89.00000000000574,112.000000000001,335.9999999999985,-43.999999999999595,-34.99999999999615,522.0000000000198,173.00000000000094,430.0000000000068,96.99999999999153,409.000000000006,299.99999999999716,168.00000000000148,,2956.0000000000314
2016.11.28,1016.0000000000053,68.00000000000139,98.99999999999353,224.9999999999974,533.0000000000013,-102.00000000000209,75.9999999999983,840.0000000000034,259.9999999999936,487.99999999999955,71.99999999998319,611.0000000000042,417.0000000000016,224.9999999999974,,4827.999999999979
2016.11.28,1056.0000000000116,161.99999999999548,239.0000000000003,351.99999999999676,567.9999999999978,-58.000000000002494,148.0000000000037,528.9999999999964,404.0000000000044,525.0000000000057,-131.00000000001444,525.0000000000057,222.0000000000084,324.00000000000205,,4865.000000000011
