date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,CADCHF,GBPJPY,EURJPY,EURCAD,EURAUD,AUDCAD,NZDCAD,empty,sum
2021.11.29,-4.999999999999449,-52.000000000007596,-50.0000000000167,0.0,-153.00000000000313,-216.99999999998943,-184.00000000000637,-139.00000000000023,-403.99999999999636,-222.0000000000084,-82.99999999998863,0.0,-180.99999999999784,-231.99999999999886,,-1922.000000000013
2021.11.29,-56.99999999999594,-49.99999999999449,-6.000000000017103,157.0000000000107,-151.9999999999966,-192.99999999999872,-83.9999999999952,-353.0000000000033,-301.9999999999925,-251.00000000000477,80.00000000001339,360.0000000000048,-158.0000000000026,-197.00000000000273,,-1205.999999999975
2021.11.29,-26.999999999999247,-85.00000000000173,-175.00000000001404,-196.99999999998852,-187.99999999998818,-163.99999999999747,-83.9999999999952,-317.0000000000006,-335.9999999999843,-283.00000000001546,-342.9999999999822,-259.0000000000092,-168.00000000000148,-256.0000000000007,,-2881.999999999978
2021.11.29,152.00000000000767,28.999999999990145,-103.00000000000864,-174.99999999999716,42.999999999993044,-98.99999999999353,63.99999999999739,-383.0,236.00000000001842,15.999999999991132,-406.9999999999796,-279.00000000000705,-68.00000000000139,-260.00000000000466,,-1233.999999999994
2021.11.29,138.00000000000477,-34.000000000000696,-113.00000000000753,-203.99999999999352,2.999999999997449,-81.9999999999932,61.99999999998429,-387.000000000004,159.00000000002024,-29.000000000024784,-411.99999999999017,-195.9999999999962,-100.99999999999554,-240.00000000000688,,-1436.0000000000055
2021.11.29,194.0000000000053,-35.999999999991594,-107.99999999999699,-116.99999999999022,-62.99999999999084,-115.99999999999389,104.99999999999955,-299.00000000000483,100.00000000002274,-56.000000000011596,-180.99999999998673,-85.00000000000173,-12.999999999996348,-163.00000000000205,,-837.9999999999392
2021.11.29,185.00000000000182,-56.000000000011596,-140.0000000000068,-77.99999999998875,-51.000000000001044,-86.99999999999264,75.99999999998718,-340.00000000000693,-24.00000000000091,-192.00000000000728,-270.99999999999903,-195.9999999999962,-6.0000000000060005,-108.00000000000809,,-1288.0000000000362
2021.11.29,170.99999999999892,-17.000000000000348,-151.9999999999966,13.00000000000523,-45.99999999999049,-80.99999999999774,55.000000000005045,-373.99999999999653,-103.999999999985,-307.00000000001637,-302.9999999999866,-317.0000000000117,36.999999999998145,-96.00000000000719,,-1520.9999999999814
2021.11.29,262.00000000000665,-29.00000000001235,-201.00000000000674,-35.99999999998715,-19.999999999997797,-61.999999999995396,82.00000000000429,-394.00000000000546,72.00000000000273,-206.00000000001728,-350.9999999999902,-347.0000000000084,15.999999999993797,-102.99999999999754,,-1317.0000000000107
2021.11.29,234.00000000000088,2.999999999997449,-209.9999999999991,-39.99999999999204,12.999999999996348,-39.999999999995595,72.0000000000054,-395.0000000000009,-111.99999999999477,-360.00000000001364,-407.99999999998613,-409.99999999999926,24.999999999997247,-114.99999999999844,,-1742.9999999999825
2021.11.29,226.00000000000398,1.999999999990898,-192.00000000001438,82.00000000000784,-18.0000000000069,-49.99999999999449,69.9999999999923,-367.0000000000062,-83.99999999997476,-331.0000000000173,-344.99999999999534,-351.99999999999676,34.000000000000696,-74.00000000000739,,-1399.0000000000177
2021.11.29,240.00000000000688,-7.0000000000014495,-198.00000000000927,-34.99999999999659,28.000000000005798,-5.999999999994898,60.99999999999994,-353.0000000000033,33.00000000001546,-245.00000000000455,-349.99999999998363,-426.9999999999996,34.99999999999615,-43.999999999999595,,-1267.9999999999686
2021.11.29,263.0000000000021,-15.00000000000945,-209.9999999999991,-71.99999999998852,56.000000000011596,23.00000000000635,78.00000000000028,-380.00000000000256,110.00000000001364,-216.00000000000819,-392.9999999999989,-456.9999999999963,75.9999999999983,-31.000000000003247,,-1167.999999999974
2021.11.29,248.99999999999923,-42.999999999993044,-249.00000000001032,22.00000000000557,-14.000000000002899,-30.999999999992145,41.000000000002146,-370.00000000000364,-49.99999999998295,-320.0000000000216,-372.9999999999789,-435.9999999999919,60.00000000000449,-53.999999999998494,,-1567.9999999999643
2021.11.29,225.00000000000853,-56.000000000011596,-253.00000000001432,51.00000000000193,-80.99999999999774,-55.99999999998939,38.99999999998904,-358.0000000000028,-216.99999999998454,-467.00000000001296,-366.999999999984,-388.9999999999949,32.999999999994145,-57.00000000000705,,-1953.0000000000057
2021.11.29,221.00000000000452,7.0000000000014495,-212.00000000001216,234.00000000000887,-75.00000000000284,-35.999999999991594,22.999999999995246,-309.99999999999915,-376.9999999999811,-641.0000000000196,-283.99999999999534,-326.0000000000041,36.999999999998145,-36.0000000000027,,-1775.0000000000005
2021.11.29,179.00000000000693,11.00000000000545,-201.00000000000674,380.00000000000966,-107.99999999999699,-50.99999999998994,19.999999999997797,-275.99999999999847,-700.9999999999934,-852.0000000000181,-268.9999999999859,-303.0000000000088,76.99999999999375,-47.00000000000814,,-2140.9999999999927
2021.11.29,229.00000000000142,-4.000000000004,-265.0000000000041,352.00000000000387,-90.99999999999665,-60.99999999999994,59.99999999999339,-429.99999999999704,-722.9999999999848,-869.000000000014,-470.9999999999992,-541.9999999999981,85.00000000000173,-85.00000000000173,,-2814.999999999999
2021.11.29,345.0000000000064,-97.9999999999981,-346.0000000000019,166.00000000001103,-2.999999999997449,-40.99999999999105,65.00000000000395,-480.0000000000027,-396.99999999999136,-697.0000000000169,-545.9999999999799,-628.0000000000064,70.0000000000034,-111.00000000000554,,-2700.999999999967
2021.11.29,348.9999999999993,-131.99999999999878,-364.00000000000875,65.00000000001194,66.00000000001049,-16.999999999989246,62.99999999999084,-524.9999999999977,-420.99999999999227,-650.0000000000199,-646.9999999999976,-713.9999999999924,51.000000000001044,-102.00000000000209,,-2977.9999999999854
2021.11.29,261.0000000000001,-136.00000000000279,-377.0000000000051,37.00000000000614,-79.00000000000685,-90.99999999999665,-19.00000000001345,-492.999999999999,-387.9999999999768,-690.0000000000119,-635.9999999999922,-723.9999999999914,70.99999999999883,-100.00000000000009,,-3363.9999999999914
2021.11.29,203.00000000000873,-53.999999999998494,-304.9999999999997,251.00000000000477,-134.99999999999625,-87.99999999999919,-41.000000000002146,-326.9999999999995,-384.9999999999909,-678.0000000000115,-433.99999999997885,-503.000000000009,78.00000000000028,-104.99999999999955,,-2522.999999999971
2021.11.29,104.99999999999955,41.000000000002146,-226.99999999999943,232.00000000001353,-110.99999999999443,-19.999999999997797,-36.999999999998145,-319.99999999999807,-326.9999999999982,-628.0000000000143,-389.99999999997925,-598.0000000000097,149.99999999999457,-31.999999999998696,,-2161.999999999978
2021.11.29,111.00000000000554,62.000000000006494,-194.0000000000053,232.00000000001353,-41.99999999998649,2.000000000002,-62.000000000006494,-285.9999999999974,-227.99999999998022,-456.0000000000173,-296.9999999999917,-504.9999999999999,156.99999999999602,-60.00000000000449,,-1565.999999999966
