date,USDCHF,USDJPY,EURGBP,empty,sum
2021.01.04,-1.0000000000065512,-48.00000000000182,-74.99999999999174,,-124.00000000000011
2021.01.04,26.999999999999247,16.000000000005343,-68.99999999999685,,-25.999999999992255
2021.01.04,93.99999999999409,78.00000000000296,-76.99999999999375,,95.0000000000033
2021.01.04,74.99999999999174,106.00000000000875,-75.9999999999983,,105.00000000000222
2021.01.04,95.00000000000064,-12.999999999991019,-71.99999999999429,,10.000000000015334
2021.01.04,143.9999999999997,-123.99999999999523,-91.99999999999208,,-71.99999999998762
2021.01.04,112.000000000001,-75.9999999999934,-100.99999999999554,,-64.99999999998795
2021.01.04,120.99999999999334,-72.99999999999329,-110.99999999999443,,-62.99999999999439
2021.01.04,112.99999999999643,-113.99999999999011,-82.99999999999974,,-83.99999999999342
2021.01.04,104.99999999999955,-153.99999999999636,-117.00000000000044,,-165.99999999999727
2021.01.04,125.99999999999278,-150.99999999999625,-124.99999999999733,,-150.0000000000008
2021.01.04,136.99999999999824,-186.9999999999976,-143.9999999999997,,-193.99999999999906
2021.01.04,149.99999999999457,-183.9999999999975,-148.99999999999915,,-183.00000000000207
2021.01.04,190.00000000000128,-128.99999999999068,-86.99999999999264,,-25.999999999982037
2021.01.04,183.99999999999528,-137.00000000000045,-73.00000000000084,,-26.00000000000601
2021.01.04,114.99999999999844,-125.99999999999056,-59.99999999999339,,-70.99999999998552
2021.01.04,136.99999999999824,-118.99999999999977,-70.99999999999883,,-53.00000000000037
2021.01.04,80.99999999999774,-140.99999999999113,-56.0000000000005,,-115.99999999999389
2021.01.04,51.000000000001044,-183.9999999999975,-80.99999999999774,,-213.9999999999942
2021.01.04,8.999999999992347,-268.99999999999125,-63.00000000000195,,-323.00000000000085
2021.01.04,-168.00000000000148,-292.0000000000016,-17.999999999995797,,-477.99999999999886
2021.01.04,-209.00000000000364,-353.9999999999992,104.00000000000409,,-458.99999999999875
2021.01.04,-306.00000000000625,-387.00000000000045,91.00000000000774,,-601.999999999999
2021.01.04,-319.0000000000026,-408.9999999999918,270.0000000000036,,-457.99999999999085
2021.01.04,-282.0000000000045,-406.9999999999965,226.00000000000398,,-462.99999999999693
2021.01.04,-297.9999999999983,-371.9999999999999,164.00000000000858,,-505.9999999999896
2021.01.04,-314.99999999999864,-332.9999999999984,143.9999999999997,,-503.9999999999974
2021.01.04,-334.00000000000097,-299.99999999999716,275.99999999999847,,-357.9999999999997
2021.01.04,-319.99999999999807,-271.99999999999136,335.0000000000075,,-256.9999999999819
2021.01.04,-368.00000000000165,-260.9999999999957,382.00000000000455,,-246.99999999999272
2021.01.04,-372.0000000000057,-222.99999999999898,491.0000000000081,,-103.99999999999659
2021.01.04,-340.00000000000693,-182.00000000000216,560.0000000000049,,37.999999999995794
2021.01.04,-338.00000000000495,-120.99999999999511,622.0000000000003,,163.00000000000028
2021.01.04,-328.0000000000061,-120.99999999999511,638.0000000000052,,189.00000000000404
2021.01.04,-163.99999999999747,-88.99999999999864,724.0000000000024,,471.00000000000625
2021.01.04,-277.000000000005,-0.999999999990564,735.0000000000078,,457.0000000000123
2021.01.04,-300.0000000000003,-15.000000000000568,665.0000000000044,,350.0000000000036
2021.01.04,-209.9999999999991,-18.999999999991246,670.9999999999993,,442.000000000009
2021.01.04,-135.00000000000733,5.000000000009663,821.000000000005,,691.0000000000073
2021.01.04,-114.00000000000298,5.000000000009663,707.000000000002,,598.0000000000088
2021.01.04,-116.00000000000499,9.000000000000341,712.0000000000015,,604.9999999999968
2021.01.04,-113.00000000000753,6.000000000000227,699.0000000000052,,591.999999999998
2021.01.04,-118.00000000000699,4.0000000000048885,719.9999999999984,,605.9999999999964
2021.01.04,-158.99999999999804,-10.99999999999568,717.000000000001,,547.0000000000073
2021.01.04,-155.00000000000514,-15.999999999991132,707.000000000002,,536.0000000000058
2021.01.04,-114.99999999999844,20.000000000010232,687.9999999999998,,593.0000000000116
2021.01.04,-121.99999999999989,20.000000000010232,609.000000000004,,507.0000000000143
2021.01.04,-134.0000000000008,5.000000000009663,583.0000000000002,,454.0000000000091
2021.01.05,-148.0000000000037,-61.99999999999761,611.000000000006,,401.0000000000047
2021.01.05,-136.00000000000279,-36.000000000001364,619.0000000000028,,446.9999999999987
2021.01.05,-136.00000000000279,-15.999999999991132,631.0000000000038,,479.00000000000983
2021.01.05,-119.00000000000244,-9.000000000000341,690.0000000000017,,561.9999999999989
2021.01.05,-95.00000000000064,10.000000000005116,673.0000000000014,,588.0000000000058
2021.01.05,-97.00000000000264,-42.999999999992156,677.0000000000053,,537.0000000000106
2021.01.05,-104.99999999999955,-16.999999999995907,699.0000000000052,,577.0000000000098
2021.01.05,-102.00000000000209,-18.000000000000682,717.000000000001,,596.9999999999983
2021.01.05,-125.00000000000844,-15.000000000000568,722.0000000000005,,581.9999999999915
2021.01.05,-180.0000000000024,-12.999999999991019,694.0000000000057,,501.0000000000123
