date,USDCAD,GBPAUD,EURJPY,empty,sum
2021.08.23,0.0,-756.0000000000011,-167.0000000000016,,-923.0000000000027
2021.08.23,102.00000000000209,-712.0000000000015,-185.00000000000227,,-795.0000000000017
2021.08.23,103.99999999999298,-611.9999999999903,-252.00000000000955,,-760.0000000000069
2021.08.23,163.00000000000205,-453.99999999999886,-255.00000000002387,,-546.0000000000207
2021.08.23,113.99999999999189,-392.9999999999989,-290.00000000002046,,-569.0000000000275
2021.08.23,144.0000000000108,-422.9999999999956,-274.0000000000009,,-552.9999999999857
2021.08.23,69.00000000000794,-411.99999999999017,-374.00000000002365,,-717.0000000000059
2021.08.23,-116.99999999998934,-404.0000000000044,-421.0000000000207,,-942.0000000000144
2021.08.23,-215.00000000000963,-388.9999999999949,-418.00000000000637,,-1022.0000000000109
2021.08.23,-371.99999999999454,-310.9999999999946,-483.0000000000041,,-1165.9999999999932
2021.08.23,-401.00000000000693,-252.99999999999213,-484.00000000000887,,-1138.000000000008
2021.08.23,-347.0000000000084,-221.00000000000452,-483.0000000000041,,-1051.000000000017
2021.08.23,-388.9999999999949,-168.99999999999693,-548.0000000000018,,-1105.9999999999936
2021.08.23,-400.00000000000034,-158.99999999999804,-588.0000000000223,,-1147.0000000000207
2021.08.23,-391.000000000008,-228.99999999999034,-567.0000000000073,,-1187.0000000000057
2021.08.23,-374.0000000000077,-221.00000000000452,-554.000000000002,,-1149.000000000014
2021.08.23,-426.9999999999996,-246.99999999999721,-584.0000000000032,,-1258.0
2021.08.23,-473.99999999999665,-265.0000000000041,-618.0000000000234,,-1357.000000000024
2021.08.23,-537.0000000000097,-370.00000000000364,-653.00000000002,,-1560.0000000000332
2021.08.23,-490.999999999997,-351.99999999999676,-617.0000000000186,,-1460.0000000000123
2021.08.23,-490.999999999997,-312.00000000000114,-584.0000000000032,,-1387.0000000000014
2021.08.23,-523.9999999999911,-310.9999999999946,-642.0000000000243,,-1477.00000000001
2021.08.23,-651.0000000000016,-255.00000000000523,-745.0000000000045,,-1651.0000000000114
2021.08.23,-690.9999999999972,-106.99999999999044,-771.000000000015,,-1569.0000000000027
2021.08.23,-744.9999999999957,-22.999999999995246,-868.0000000000234,,-1636.0000000000143
2021.08.23,-751.9999999999972,-42.999999999993044,-881.0000000000002,,-1675.9999999999905
2021.08.23,-747.9999999999931,-119.00000000000244,-861.0000000000184,,-1728.0000000000139
2021.08.23,-751.9999999999972,-65.99999999998829,-876.0000000000048,,-1693.9999999999902
2021.08.23,-753.0000000000036,-102.99999999998644,-886.0000000000241,,-1742.000000000014
2021.08.23,-970.0000000000042,-48.000000000003595,-885.0000000000193,,-1903.0000000000273
2021.08.23,-903.0000000000093,-85.00000000000173,-859.0000000000089,,-1847.00000000002
2021.08.23,-926.999999999989,-133.00000000000534,-930.0000000000068,,-1990.0000000000011
2021.08.23,-909.9999999999886,-129.00000000000134,-885.0000000000193,,-1924.0000000000093
2021.08.23,-948.9999999999999,-121.99999999999989,-758.0000000000098,,-1829.0000000000095
2021.08.23,-1038.99999999999,-228.00000000000597,-680.0000000000068,,-1947.0000000000027
2021.08.23,-1272.999999999991,-231.99999999998778,-695.0000000000216,,-2200.0
2021.08.23,-1299.0000000000057,-126.0000000000039,-683.9999999999975,,-2109.0000000000073
2021.08.23,-1488.0000000000005,-31.000000000003247,-634.0000000000146,,-2153.000000000018
2021.08.23,-1476.999999999995,109.00000000000354,-675.0000000000114,,-2043.0000000000027
2021.08.23,-1503.9999999999943,109.00000000000354,-681.0000000000116,,-2076.0000000000023
2021.08.23,-1567.9999999999916,109.00000000000354,-665.0000000000205,,-2124.000000000008
2021.08.23,-1581.9999999999945,112.000000000001,-659.0000000000202,,-2129.0000000000136
2021.08.23,-1594.0000000000066,117.99999999999588,-668.0000000000064,,-2144.0000000000173
2021.08.23,-1665.9999999999898,110.99999999999443,-667.0000000000016,,-2221.9999999999973
2021.08.23,-1652.000000000009,151.9999999999966,-673.0000000000018,,-2173.0000000000146
2021.08.23,-1629.9999999999982,144.99999999999514,-615.0000000000091,,-2100.000000000012
2021.08.23,-1587.000000000005,158.0000000000137,-630.0000000000239,,-2059.0000000000155
2021.08.23,-1639.999999999997,156.00000000000057,-641.0000000000196,,-2125.000000000016
2021.08.24,-1665.0000000000055,154.99999999999403,-594.9999999999989,,-2105.00000000001
2021.08.24,-1639.999999999997,174.00000000000747,-615.0000000000091,,-2080.9999999999986
2021.08.24,-1665.0000000000055,170.00000000000347,-633.0000000000098,,-2128.000000000012
2021.08.24,-1628.9999999999916,167.00000000000603,-653.00000000002,,-2115.0000000000055
2021.08.24,-1591.000000000009,190.00000000000128,-647.0000000000198,,-2048.0000000000273
2021.08.24,-1587.9999999999893,82.00000000000429,-634.0000000000146,,-2139.9999999999995
2021.08.24,-1617.0000000000018,34.000000000000696,-658.0000000000155,,-2241.0000000000164
2021.08.24,-1553.9999999999886,-22.999999999995246,-659.0000000000202,,-2236.000000000004
2021.08.24,-1558.9999999999993,-25.999999999992696,-649.0000000000009,,-2233.9999999999927
2021.08.24,-1625.999999999994,171.99999999999437,-628.0000000000143,,-2082.000000000014
2021.08.24,-1571.9999999999957,181.9999999999933,-598.0000000000132,,-1988.0000000000155
2021.08.24,-1600.0000000000014,280.9999999999979,-641.0000000000196,,-1960.000000000023
2021.08.24,-1593.0,397.0000000000029,-640.0000000000148,,-1836.0000000000118
2021.08.24,-1567.9999999999916,334.9999999999964,-638.0000000000052,,-1871.0000000000005
2021.08.24,-1574.9999999999932,334.9999999999964,-649.0000000000009,,-1888.9999999999977
2021.08.24,-1570.0000000000048,289.0000000000059,-689.9999999999977,,-1970.9999999999966
2021.08.24,-1649.999999999996,278.00000000000045,-751.0000000000048,,-2123.0
2021.08.24,-1726.0000000000052,354.9999999999942,-795.0000000000159,,-2166.000000000027
2021.08.24,-1872.9999999999914,391.000000000008,-807.0000000000164,,-2289.0
2021.08.24,-1967.999999999992,400.00000000000034,-819.0000000000168,,-2387.0000000000086
2021.08.24,-1902.0000000000036,466.00000000001086,-800.0000000000114,,-2236.000000000004
2021.08.24,-1882.9999999999902,614.0000000000034,-681.0000000000116,,-1949.9999999999984
2021.08.24,-1905.0000000000011,751.0000000000127,-669.0000000000111,,-1822.9999999999995
2021.08.24,-1814.9999999999889,621.0000000000049,-602.0000000000039,,-1795.999999999988
2021.08.24,-1845.0000000000077,583.0000000000002,-588.9999999999986,,-1851.0000000000061
2021.08.24,-1821.000000000006,712.0000000000015,-567.0000000000073,,-1676.0000000000118
2021.08.24,-1943.000000000006,805.0000000000113,-603.0000000000086,,-1741.0000000000032
2021.08.24,-2004.0000000000057,855.0000000000058,-623.0000000000189,,-1772.0000000000189
2021.08.24,-2029.9999999999984,1002.000000000014,-579.0000000000077,,-1606.9999999999923
2021.08.24,-1910.9999999999961,1024.0000000000027,-582.000000000022,,-1469.0000000000155
2021.08.24,-1886.00000000001,984.000000000007,-579.0000000000077,,-1481.0000000000107
2021.08.24,-1856.9999999999975,991.0000000000085,-574.0000000000123,,-1440.0000000000014
2021.08.24,-1909.0000000000052,1116.000000000006,-518.0000000000007,,-1311.0
2021.08.24,-1875.9999999999889,1022.9999999999961,-609.0000000000089,,-1462.0000000000016
2021.08.24,-1994.0000000000068,1207.0000000000025,-586.0000000000127,,-1373.000000000017
2021.08.24,-2302.000000000004,1293.9999999999952,-794.0000000000111,,-1802.00000000002
2021.08.24,-2246.999999999999,1371.9999999999955,-790.0000000000205,,-1665.000000000024
2021.08.24,-2018.0000000000086,1317.0000000000125,-641.0000000000196,,-1342.0000000000157
2021.08.24,-1976.0,1297.0000000000148,-660.000000000025,,-1339.0000000000102
2021.08.24,-2096.000000000009,1290.0000000000134,-671.999999999997,,-1477.9999999999927
2021.08.24,-2117.9999999999977,1207.0000000000025,-660.000000000025,,-1571.0000000000202
2021.08.24,-2120.999999999995,1164.0000000000095,-649.0000000000009,,-1605.9999999999864
2021.08.24,-2126.99999999999,1208.9999999999934,-659.0000000000202,,-1577.0000000000168
2021.08.24,-2174.000000000009,1205.0000000000116,-724.000000000018,,-1693.0000000000155
2021.08.24,-2173.0000000000027,1191.0000000000086,-728.0000000000086,,-1710.0000000000027
2021.08.24,-2168.9999999999986,1141.9999999999986,-717.000000000013,,-1744.000000000013
2021.08.24,-2161.9999999999973,1185.9999999999982,-758.0000000000098,,-1734.0000000000089
2021.08.24,-2227.0000000000014,1251.000000000002,-762.0000000000005,,-1737.9999999999998
2021.08.25,-2262.0000000000086,1208.9999999999934,-717.000000000013,,-1770.0000000000282
2021.08.25,-2241.9999999999886,1297.999999999999,-709.0000000000032,,-1652.9999999999927
2021.08.25,-2201.9999999999927,1229.9999999999977,-760.0000000000193,,-1732.0000000000143
2021.08.25,-2212.999999999998,1256.0000000000127,-762.0000000000005,,-1718.999999999986
2021.08.25,-2200.000000000002,1229.0000000000134,-765.0000000000148,,-1736.0000000000032
