date,USDCAD,GBPAUD,EURJPY,empty,sum
2021.08.23,202.9999999999976,-600.9999999999849,-167.0000000000016,,-564.9999999999889
2021.08.23,218.99999999999142,-407.0000000000018,-149.0000000000009,,-337.0000000000113
2021.08.23,187.00000000000384,-453.99999999999886,-243.00000000002342,,-510.0000000000184
2021.08.23,191.00000000000784,-377.9999999999894,-223.0000000000132,,-409.99999999999477
2021.08.23,146.00000000000168,-347.9999999999928,-262.00000000000045,,-463.9999999999916
2021.08.23,164.00000000000858,-405.9999999999952,-267.00000000002433,,-509.00000000001097
2021.08.23,70.99999999999883,-337.99999999999386,-312.0000000000118,,-579.0000000000068
2021.08.23,-72.0000000000054,-375.9999999999986,-325.00000000001705,,-773.000000000021
2021.08.23,-187.00000000000384,-222.99999999999542,-395.00000000001023,,-805.0000000000095
2021.08.23,-313.99999999999204,-215.99999999999397,-457.9999999999984,,-987.9999999999844
2021.08.23,-312.00000000000114,-174.99999999999181,-461.00000000001273,,-948.0000000000057
2021.08.23,-303.0000000000088,-127.99999999999478,-468.00000000001774,,-899.0000000000214
2021.08.23,-364.00000000000875,-28.000000000005798,-546.0000000000207,,-938.0000000000352
2021.08.23,-364.9999999999931,-126.0000000000039,-550.0000000000114,,-1041.0000000000084
2021.08.23,-337.99999999999386,-184.99999999999073,-533.0000000000155,,-1056.0
2021.08.23,-363.0000000000022,-184.99999999999073,-530.0000000000011,,-1077.999999999994
2021.08.23,-425.0000000000087,-178.99999999999582,-579.0000000000077,,-1183.0000000000123
2021.08.23,-421.99999999998903,-258.0000000000027,-614.0000000000043,,-1293.999999999996
2021.08.23,-462.0000000000068,-326.9999999999884,-572.0000000000027,,-1360.999999999998
2021.08.23,-469.99999999999267,-202.9999999999976,-562.0000000000118,,-1235.000000000002
2021.08.23,-378.999999999996,-248.99999999998812,-564.0000000000214,,-1192.0000000000055
2021.08.23,-516.0000000000053,-156.00000000000057,-612.9999999999995,,-1285.0000000000055
2021.08.23,-560.0000000000049,-116.00000000000499,-686.000000000007,,-1362.0000000000168
2021.08.23,-676.0000000000099,39.999999999995595,-751.0000000000048,,-1387.000000000019
2021.08.23,-695.0000000000011,53.00000000001415,-822.0000000000027,,-1463.9999999999898
2021.08.23,-690.9999999999972,-31.000000000003247,-804.000000000002,,-1526.0000000000025
2021.08.23,-634.0000000000013,-45.000000000006146,-736.0000000000184,,-1415.000000000026
