date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,EURCHF,CHFJPY,CADCHF,NZDCHF,EURGBP,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2016.05.23,-80.99999999999774,-68.99999999998573,-11.00000000000545,-80.0000000000125,-23.999999999990695,-248.99999999998812,-224.99999999999432,-87.99999999999919,-169.00000000000804,0.0,-290.9999999999968,-99.99999999999432,-0.999999999990564,-203.99999999999352,-47.9999999999925,0.0,,-1639.9999999999498
2016.05.23,-65.99999999999939,-49.99999999999449,119.99999999998678,-79.00000000000773,46.00000000000159,-275.000000000003,-251.00000000000477,-110.99999999999443,-192.99999999999872,153.99999999999858,-263.99999999999756,-102.99999999999443,94.0000000000083,-224.99999999999432,119.00000000000244,202.0000000000022,,-881.999999999989
2016.05.23,-109.00000000000354,-17.000000000000348,109.99999999998789,-96.00000000000364,74.00000000000739,-276.9999999999939,-248.99999999999523,-135.99999999999167,-206.00000000000617,185.00000000000182,-251.00000000000122,-111.99999999999477,112.00000000000898,-216.99999999999875,191.00000000000784,201.00000000000674,,-796.9999999999686
2016.05.23,-112.99999999999643,-18.999999999991246,106.00000000000608,-135.00000000000512,70.0000000000034,-272.00000000000557,-239.00000000000432,-158.99999999999804,-229.00000000000142,173.00000000000094,-250.00000000001688,-140.00000000000057,143.00000000000068,-251.99999999999534,186.00000000000838,262.00000000000665,,-867.9999999999886
2016.05.23,-104.99999999999955,-4.999999999988347,126.99999999998823,-102.00000000000387,59.000000000009045,-292.9999999999877,-219.99999999999886,-142.99999999999312,-231.0000000000034,191.00000000000784,-314.99999999999864,-125.99999999999056,108.00000000000409,-250.0,191.00000000000784,243.00000000000432,,-870.9999999999429
2016.05.23,-119.99999999999788,16.000000000016,150.00000000000568,-63.00000000000239,38.0000000000047,-326.0000000000041,-180.99999999999739,-118.99999999999133,-163.00000000000205,219.00000000000253,-401.00000000000693,-54.99999999999261,-4.9999999999954525,-137.99999999999102,201.00000000000674,236.00000000000287,,-710.9999999999427
2016.05.23,-119.99999999999788,-23.999999999979593,160.00000000000458,22.999999999996135,49.00000000001015,-340.9999999999913,-85.99999999999852,-120.99999999999334,-177.00000000000495,248.99999999999923,-409.0000000000149,21.000000000000796,-91.99999999999875,-68.9999999999884,201.00000000000674,233.00000000000543,,-502.99999999994463
2016.05.23,-46.00000000000159,-79.99999999999119,208.99999999999253,171.99999999999704,128.00000000000588,-333.9999999999899,-16.999999999995907,-152.99999999999204,-226.00000000000398,216.0000000000051,-336.00000000000296,55.00000000000682,-54.99999999999261,-62.99999999998818,233.00000000000543,261.0000000000001,,-35.99999999994543
2016.05.23,-48.000000000003595,-107.99999999999699,207.00000000000162,290.9999999999968,118.00000000000699,-320.9999999999935,102.00000000000387,-151.00000000000114,-203.00000000000873,221.99999999999997,-362.00000000001785,115.0000000000091,-193.9999999999884,-0.999999999990564,186.00000000000838,196.00000000000728,,49.000000000033225
2016.05.23,-19.00000000000235,-95.999999999985,228.99999999999034,341.99999999999875,116.00000000000499,-307.99999999999716,103.9999999999992,-112.000000000001,-217.0000000000005,230.000000000008,-356.00000000000074,159.00000000000603,-182.99999999999272,-3.9999999999906777,196.00000000000728,229.99999999999687,,311.00000000004127
2016.05.23,-36.999999999998145,-95.999999999985,238.99999999998923,274.9999999999915,129.00000000000134,-319.0000000000026,82.99999999999841,-134.0000000000008,-245.0000000000063,235.00000000000742,-310.0000000000103,120.00000000000455,-110.99999999999,-54.99999999999261,208.00000000000819,297.00000000000284,,279.0000000000176
2016.05.23,-7.0000000000014495,-149.9999999999835,251.99999999998556,298.9999999999924,167.00000000000603,-302.9999999999866,78.99999999999352,-105.99999999999498,-282.0000000000045,224.000000000002,-272.00000000000557,142.00000000001012,-75.9999999999934,-102.99999999999443,253.0000000000032,336.00000000000296,,453.0000000000314
2016.05.23,0.0,-188.9999999999947,255.00000000000523,286.9999999999919,186.00000000000838,-285.00000000000193,31.00000000000591,-114.99999999999844,-370.00000000000364,204.00000000000418,-200.00000000000017,97.99999999999898,-18.999999999991246,-232.99999999998988,291.0000000000079,440.00000000000705,,381.0000000000495
2016.05.23,48.99999999999905,-270.99999999999903,300.99999999999574,248.99999999999523,315.0000000000097,-314.99999999999864,-52.99999999999727,-107.00000000000153,-381.0000000000091,196.00000000000728,-66.00000000001049,52.00000000000671,77.00000000001239,-306.99999999998795,403.0000000000089,522.0000000000002,,664.0000000000312
2016.05.23,56.0000000000005,-268.0000000000016,289.9999999999903,223.99999999998954,309.0000000000037,-283.99999999999534,-90.99999999999397,-110.99999999999443,-370.00000000000364,185.00000000000182,-9.999999999998899,38.000000000010914,157.0000000000107,-308.9999999999975,402.00000000000233,507.0000000000019,,725.0000000000264
2016.05.23,17.000000000000348,-257.99999999998045,249.99999999999466,172.9999999999876,328.0000000000061,-295.0000000000008,-69.00000000000261,-136.99999999999824,-358.0000000000028,172.00000000000549,26.999999999999247,-4.9999999999954525,161.00000000000136,-293.99999999999693,416.00000000000523,480.0000000000027,,608.0000000000255
2016.05.23,-32.999999999994145,-222.99999999999542,204.00000000000418,155.9999999999917,276.00000000000955,-295.99999999998516,-66.0000000000025,-137.9999999999937,-382.00000000000455,146.00000000000168,4.999999999988347,6.000000000000227,142.00000000001012,-297.9999999999876,396.00000000000745,509.9999999999993,,405.00000000004945
2016.05.23,-5.999999999994898,-208.99999999999253,204.99999999998852,235.99999999999,212.00000000000108,-255.00000000000523,-16.000000000005343,-91.99999999999208,-362.00000000000676,172.00000000000549,-104.00000000001519,81.00000000000307,17.000000000010118,-262.00000000000045,370.00000000000364,524.0000000000023,,510.99999999999164
2016.05.23,-5.999999999994898,-350.9999999999902,200.00000000000017,235.99999999999,216.0000000000051,-266.999999999995,10.000000000005116,-95.99999999999609,-438.00000000000506,119.00000000000244,-87.00000000001484,135.00000000000512,3.0000000000001137,-284.9999999999966,367.0000000000062,570.9999999999993,,327.00000000002086
2016.05.23,24.000000000001798,-356.9999999999851,218.99999999999142,311.9999999999976,208.00000000000819,-241.99999999998667,7.000000000005002,-73.00000000000084,-398.00000000000944,97.00000000000264,-151.00000000001222,124.00000000000944,-74.99999999998863,-290.9999999999968,328.0000000000061,561.0000000000003,,293.0000000000428
2016.05.23,41.000000000002146,-317.9999999999961,253.99999999999866,469.99999999999886,31.000000000003247,-246.99999999999721,153.0000000000058,-64.99999999999284,-404.99999999999983,158.0000000000026,-546.000000000002,251.00000000000477,-446.9999999999885,-165.99999999999682,252.0000000000078,590.0000000000016,,6.000000000052069
2016.05.23,-9.999999999998899,-130.99999999999224,167.00000000000603,547.9999999999876,14.000000000002899,-234.99999999998522,233.99999999999466,-12.999999999996348,-319.0000000000026,187.9999999999993,-628.0000000000064,401.00000000001046,-426.9999999999925,-3.0000000000001137,196.00000000000728,565.9999999999999,,548.0000000000339
2016.05.23,-170.99999999999892,-461.0000000000003,-7.0000000000014495,440.9999999999883,-9.999999999998899,-251.99999999998556,331.00000000000307,-146.99999999999713,-474.00000000000773,-102.99999999999754,-423.0000000000178,288.0000000000109,-454.9999999999983,-117.999999999995,191.00000000000784,584.0000000000067,,-785.9999999999819
2016.05.23,-190.00000000000128,-508.9999999999817,-31.000000000003247,429.9999999999926,0.0,-244.9999999999841,391.9999999999959,-141.99999999999767,-508.00000000000847,-120.99999999999334,-273.9999999999965,337.0000000000033,-358.99999999999466,-128.99999999999068,194.0000000000053,645.0000000000067,,-509.9999999999478
2016.05.23,-175.99999999999838,-440.9999999999803,21.999999999988695,464.9999999999892,-6.999999999990347,-266.999999999995,406.0000000000059,-144.99999999999514,-436.00000000000307,-102.99999999999754,-313.00000000000773,359.00000000000887,-416.9999999999874,-41.99999999998738,191.00000000000784,563.9999999999978,,-339.99999999994384
2016.05.23,-151.9999999999966,-329.99999999998585,17.999999999984695,554.9999999999926,-61.999999999995396,-222.99999999999542,426.00000000000193,-90.0000000000012,-404.0000000000044,-43.999999999999595,-463.9999999999977,496.0000000000093,-608.9999999999947,53.00000000001148,218.00000000000708,589.0000000000061,,-22.99999999995748
2016.05.23,-73.00000000000084,1.0000000000065512,-7.0000000000014495,646.0000000000008,-110.99999999999443,-153.9999999999875,459.99999999999375,108.00000000000809,-306.00000000000625,155.00000000000514,-511.000000000017,692.0000000000073,-643.0000000000007,147.00000000000557,251.00000000000122,653.999999999999,,1309.000000000019
2016.05.23,-58.99999999999794,250.00000000001688,-12.999999999996348,582.9999999999984,-122.99999999999534,-126.0000000000039,400.99999999999625,129.00000000000134,-247.00000000000833,256.0000000000007,-522.0000000000002,671.0000000000065,-579.9999999999983,188.0000000000024,248.00000000000378,599.0000000000051,,1655.0000000000314
2016.05.23,-37.99999999999359,192.99999999999872,11.999999999989797,634.0000000000003,-100.99999999999554,-112.99999999998533,433.9999999999975,146.00000000000168,-223.00000000000654,268.0000000000016,-530.0000000000082,687.0000000000118,-619.9999999999903,197.00000000000273,269.00000000000813,624.0000000000023,,1839.0000000000348
2016.05.23,-98.99999999999353,123.00000000000644,14.000000000002899,590.999999999994,-44.99999999999504,-185.99999999999727,448.99999999999807,11.00000000000545,-272.00000000000557,204.99999999999963,-451.0000000000014,553.0000000000115,-554.9999999999926,167.0000000000016,238.0000000000049,522.0000000000002,,1265.0000000000393
2016.05.23,-112.99999999999643,112.000000000001,-39.00000000001125,600.9999999999991,-162.99999999999093,-180.0000000000024,415.9999999999968,47.00000000000814,-253.99999999999866,223.00000000000654,-602.999999999998,570.999999999998,-667.9999999999922,177.0000000000067,199.00000000000472,528.0000000000063,,854.0000000000375
2016.05.23,-124.99999999999733,273.0000000000121,-41.000000000002146,600.9999999999991,-150.99999999999002,-153.9999999999875,474.9999999999943,74.00000000000739,-225.00000000000853,255.00000000000523,-565.0000000000155,643.0000000000007,-671.999999999997,243.99999999999977,186.00000000000838,477.0000000000052,,1295.000000000034
2016.05.23,-214.00000000000307,208.00000000000819,-160.00000000000458,565.9999999999883,-213.99999999999199,-136.99999999998712,515.0000000000006,75.9999999999983,-148.99999999999915,129.00000000000134,-558.0000000000141,690.0000000000119,-667.9999999999922,359.00000000000887,169.00000000000804,358.0000000000028,,970.0000000000362
2016.05.23,-164.99999999999292,121.00000000001555,-150.00000000000568,536.9999999999919,-235.99999999999176,-95.999999999985,484.99999999999943,1.0000000000065512,-168.00000000000148,111.00000000000554,-570.0000000000039,630.0000000000097,-701.9999999999982,359.99999999999943,145.00000000000622,311.00000000000574,,614.0000000000612
2016.05.23,-187.00000000000384,57.00000000001815,-160.00000000000458,598.9999999999895,-63.99999999999739,-131.99999999999878,560.0000000000023,-104.99999999999955,-240.00000000000688,65.99999999999939,-226.99999999999943,519.0000000000055,-600.9999999999991,307.00000000000216,180.0000000000024,292.00000000000335,,864.0000000000132
2016.05.23,-219.00000000000253,70.99999999999883,-76.99999999999375,609.9999999999994,-150.99999999999002,-200.00000000000017,569.9999999999932,-58.99999999999794,-192.00000000000327,150.00000000000568,-487.99999999999955,570.0000000000074,-644.999999999996,340.0000000000034,175.00000000000293,328.0000000000061,,783.0000000000337
2016.05.23,-232.99999999999432,140.0000000000068,-79.00000000000685,643.0000000000007,-161.99999999999548,-225.99999999999287,593.0000000000035,-69.9999999999923,-173.00000000000094,186.00000000000838,-521.0000000000159,585.000000000008,-664.999999999992,375.0,136.00000000000279,295.0000000000008,,824.0000000000404
