date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,EURGBP,GBPJPY,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2018.08.06,-26.999999999999247,-27.00000000002145,-66.99999999999307,-14.999999999987246,-69.9999999999923,-43.999999999999595,-198.99999999999363,-109.99999999999899,-30.000000000007798,-117.999999999995,-121.99999999999989,-39.00000000001125,-79.00000000000685,-13.00000000000523,-82.99999999999841,-5.000000000009663,-65.99999999999939,-18.0000000000069,,-1132.0000000000257
2018.08.06,-17.000000000000348,-7.0000000000014495,-42.00000000000159,-24.999999999986144,-92.99999999999864,-57.00000000000705,-253.99999999999866,-146.00000000000168,93.99999999999409,-105.99999999999454,-127.00000000001043,-12.000000000012001,19.999999999997797,-57.00000000000216,-101.99999999998965,-14.000000000010004,-70.99999999999883,-57.00000000000705,,-1073.0000000000284
2018.08.06,3.999999999981796,-9.000000000014552,-7.000000000005002,-24.999999999986144,-95.00000000000064,-51.000000000001044,-258.0000000000027,-166.99999999999494,88.99999999999464,-36.000000000001364,-100.0000000000112,-37.00000000002035,95.00000000000064,-61.00000000000705,-18.999999999991246,-25.000000000005684,-14.999999999998348,-197.00000000000273,,-914.0000000000658
2018.08.06,-1.0000000000065512,21.999999999988695,-3.0000000000001137,150.00000000000568,-69.9999999999923,-35.00000000000725,-283.000000000011,-85.99999999999719,70.99999999999883,-24.00000000000091,-48.000000000003595,141.99999999999767,104.99999999999955,63.00000000000239,-48.00000000000182,-9.000000000000341,75.9999999999983,-178.00000000000037,,-156.00000000003027
2018.08.06,-1.0000000000065512,30.999999999981043,-3.0000000000001137,178.99999999999582,-57.99999999999139,-36.0000000000027,-300.00000000001137,-68.00000000000139,64.99999999999284,2.999999999985903,0.0,140.99999999999113,104.99999999999955,72.00000000000273,-43.99999999999693,-2.0000000000095497,88.99999999999464,-153.99999999999858,,18.999999999925137
2018.08.06,17.000000000000348,53.999999999998494,-10.99999999999568,192.00000000001438,-63.99999999999739,-35.00000000000725,-297.9999999999983,-63.99999999999739,51.99999999999649,-18.000000000000682,-14.000000000002899,136.99999999998712,55.99999999998939,85.99999999999852,-51.00000000000193,-9.000000000000341,93.99999999999409,-174.00000000000747,,-50.0000000000305
2018.08.06,-40.0000000000178,41.99999999998649,-4.9999999999954525,156.00000000000057,-74.99999999999174,-45.000000000006146,-278.00000000000045,-102.99999999999754,64.99999999999284,-55.00000000000682,-65.00000000000395,80.99999999999774,43.999999999999595,48.00000000000182,-63.99999999999295,-22.00000000000557,60.99999999999994,-165.9999999999995,,-421.00000000003894
2018.08.06,-7.0000000000014495,41.99999999998649,-24.00000000000091,106.00000000000608,-69.9999999999923,-89.00000000000574,-285.00000000000193,-116.00000000000499,76.99999999999375,-52.00000000002092,-22.0000000000109,51.99999999998539,-73.00000000001194,21.99999999999136,-57.999999999992724,-58.000000000006935,41.9999999999976,-170.99999999999892,,-684.0000000000891
2018.08.06,-17.000000000000348,41.99999999998649,-51.00000000000193,99.00000000000463,-68.99999999999685,-87.00000000000374,-286.00000000000847,-124.99999999999733,72.99999999998974,-112.99999999999955,-41.000000000002146,36.999999999998145,-72.0000000000054,52.99999999999727,-116.99999999999022,-36.000000000001364,25.999999999992696,-169.00000000000804,,-853.0000000000465
2018.08.06,-15.00000000000945,-2.0000000000131024,-27.000000000001023,0.0,-125.99999999999278,-107.00000000000153,-290.9999999999968,-168.99999999999693,83.9999999999952,-64.99999999999773,-188.9999999999947,-25.00000000000835,-62.000000000006494,-51.00000000000193,-70.99999999999795,-91.99999999999875,25.999999999992696,-148.99999999999915,,-1331.0000000000286
2018.08.06,-67.00000000001705,14.999999999987246,25.99999999999625,-51.000000000001044,-147.99999999999258,-141.99999999999767,-262.999999999991,-200.00000000000017,100.99999999999554,-16.000000000019554,-238.0000000000049,-81.00000000001995,-148.00000000001478,-129.99999999999545,29.000000000010573,-173.00000000000182,19.00000000000235,-143.9999999999997,,-1611.000000000064
2018.08.06,-77.00000000001594,37.99999999998249,79.9999999999983,12.999999999996348,-90.99999999999665,-77.00000000000485,-278.00000000000045,-200.00000000000017,112.99999999999643,24.999999999977263,-202.9999999999976,-63.000000000013046,-24.000000000001798,-115.99999999999966,37.00000000000614,-127.00000000000955,-13.00000000000745,-91.00000000000774,,-1054.000000000098
2018.08.06,-50.0000000000167,47.99999999998139,112.99999999999955,36.999999999998145,-66.99999999999484,-65.00000000000395,-293.99999999999426,-185.99999999999727,104.99999999999955,54.9999999999784,-117.00000000001154,-38.0000000000047,-21.00000000000435,-97.99999999999898,10.000000000005116,-114.00000000000432,-36.0000000000027,-94.00000000000519,,-812.0000000000767
2018.08.06,-42.0000000000087,33.99999999997849,96.00000000000364,39.00000000001125,-41.9999999999976,-43.00000000000415,-303.0000000000088,-190.99999999999673,108.99999999999244,48.00000000000182,-22.0000000000109,-13.000000000018552,65.00000000000395,-93.00000000000352,-4.9999999999954525,-81.00000000000307,-36.0000000000027,-74.00000000000739,,-554.000000000066
2018.08.06,-92.00000000000318,50.99999999997884,105.99999999999454,72.0000000000054,-19.999999999997797,-29.999999999996696,-316.0000000000052,-185.99999999999727,86.99999999999264,24.00000000000091,-5.000000000010552,-24.000000000001798,100.99999999999554,-70.99999999999795,-16.999999999995907,-64.00000000000716,-41.9999999999976,-60.99999999999994,,-487.00000000004314
2018.08.06,-85.00000000000173,88.99999999998354,117.00000000000443,80.00000000001339,-7.0000000000014495,2.000000000002,-299.00000000000483,-187.9999999999993,89.99999999999008,34.99999999999659,-12.999999999996348,-39.00000000001125,99.99999999998899,-73.0000000000075,-12.999999999991019,-43.00000000000637,-41.000000000002146,-38.0000000000047,,-326.0000000000477
2018.08.06,-113.00000000000753,112.99999999998533,73.0000000000075,124.00000000001299,6.0000000000060005,26.999999999999247,-296.9999999999917,-172.00000000000549,83.9999999999952,-55.00000000000682,14.999999999987246,-21.00000000000435,136.99999999998712,-46.999999999997044,-88.99999999999864,-21.000000000000796,-48.000000000003595,-36.0000000000027,,-320.0000000000381
2018.08.06,-123.00000000000644,89.99999999999008,87.0000000000033,121.00000000001555,-10.999999999994348,0.999999999995449,-317.9999999999961,-175.00000000000293,80.99999999999774,-50.00000000001137,-14.000000000002899,-36.0000000000138,88.99999999998354,-28.999999999996362,-67.99999999999784,-27.000000000001023,-34.000000000000696,-64.0000000000085,,-480.0000000000466
2018.08.06,-153.00000000000313,96.99999999999153,31.999999999996476,121.99999999999989,-17.000000000000348,9.999999999998899,-343.00000000000443,-192.00000000000327,78.99999999999574,-104.00000000001342,-29.00000000001235,-31.000000000003247,82.99999999998863,-25.000000000005684,-87.99999999999386,-14.000000000010004,-26.000000000003798,-74.00000000000739,,-673.0000000000897
2018.08.06,-95.00000000000064,32.999999999994145,28.999999999996362,89.00000000000574,-68.99999999999685,-26.000000000003798,-384.9999999999909,-211.00000000000563,70.99999999999883,-82.00000000002206,-90.00000000001229,-12.000000000012001,51.99999999998539,-49.99999999999716,-81.00000000000307,-63.00000000000239,-1.0000000000065512,-91.00000000000774,,-982.0000000000806
2018.08.06,-148.99999999999915,27.999999999983594,55.00000000000682,87.99999999999919,-51.99999999999649,-26.000000000003798,-391.9999999999924,-211.00000000000563,85.99999999999719,-109.00000000000887,-133.00000000000534,-13.000000000018552,75.99999999998718,-48.00000000000182,-43.99999999999693,-45.000000000001705,-17.000000000000348,-87.00000000000374,,-993.0000000000608
