date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.02.09,-153.00000000000313,-63.99999999999739,-154.99999999999403,-12.000000000012001,-21.00000000000435,-137.9999999999937,-119.00000000000244,0.0,-46.999999999997044,-137.9999999999768,-210.0000000000213,-60.99999999999994,-215.0000000000034,-24.999999999986144,-15.00000000000945,0.0,-134.9999999999909,-118.99999999999977,0.0,-82.00000000000429,-159.00000000000912,-187.99999999998818,,-2055.9999999999936
2015.02.09,-170.99999999999892,21.999999999988695,-166.99999999998383,66.99999999999484,49.99999999999449,-215.99999999999397,-71.99999999999429,37.99999999999359,-69.9999999999923,-159.9999999999966,-106.00000000000608,-85.00000000000173,-230.99999999999454,-107.99999999999699,-29.999999999996696,55.99999999998939,-262.00000000000045,-160.0000000000108,-80.99999999998886,-85.99999999999719,-317.0000000000006,-339.0000000000004,,-2427.9999999999936
2015.02.09,-192.99999999999872,61.99999999998429,-296.9999999999917,176.99999999998272,63.99999999999739,-217.0000000000005,-51.000000000001044,114.99999999999844,-97.9999999999981,-174.99999999998295,-7.0000000000014495,-113.99999999999189,-290.00000000002046,-89.99999999999008,-12.000000000012001,307.99999999999716,-262.00000000000045,-188.0000000000024,18.000000000000682,-87.00000000000374,-268.0000000000016,-316.0000000000052,,-1921.0000000000416
2015.02.09,-102.00000000000209,65.99999999998829,-263.99999999999756,182.99999999999983,-21.00000000000435,-63.000000000013046,33.000000000005244,17.000000000000348,-88.99999999999464,-138.99999999998158,-3.0000000000196536,-75.99999999998718,-256.0000000000002,-17.000000000000348,5.999999999994898,238.99999999998923,-189.99999999999773,-162.00000000000614,10.000000000005116,-177.00000000000495,-286.00000000000847,-312.9999999999855,,-1604.0000000000205
2015.02.09,-124.99999999999733,92.00000000000318,-275.9999999999874,192.99999999999872,-2.000000000002,-39.999999999995595,56.0000000000005,27.999999999994696,-85.99999999999719,-179.9999999999784,45.99999999999049,21.00000000000435,-286.00000000000136,-24.999999999986144,106.99999999999044,276.9999999999939,-254.99999999999545,-115.0000000000091,17.000000000010118,-168.99999999999693,-246.00000000000176,-245.99999999999068,,-1213.999999999953
2015.02.09,-179.00000000000693,82.99999999998863,-269.9999999999925,151.9999999999966,-131.00000000000333,-164.00000000000858,-17.000000000000348,74.99999999999174,-95.00000000000064,-46.999999999997044,-26.0000000000149,153.00000000000313,-187.00000000001182,-36.999999999998145,205.99999999999508,392.9999999999989,-141.9999999999959,7.999999999995566,88.00000000000807,-306.00000000000625,-343.00000000000443,-177.99999999998929,,-964.0000000000523
2015.02.09,-173.00000000000094,112.99999999998533,-297.9999999999983,149.9999999999835,-91.00000000000774,-151.9999999999966,-17.999999999995797,111.99999999998988,-98.99999999999353,-25.999999999982037,-77.00000000001594,309.0000000000037,-186.00000000000705,25.00000000000835,344.99999999999534,420.9999999999825,-155.00000000000114,91.99999999999875,120.00000000000455,-282.99999999999994,-289.0000000000059,-164.99999999999292,,-325.00000000004593
2015.02.09,-168.99999999999693,171.99999999999437,-347.9999999999928,200.99999999998454,-18.0000000000069,-76.99999999999375,-8.999999999992347,-41.000000000002146,-107.00000000000153,33.00000000001546,-42.0000000000087,9.000000000014552,-167.0000000000016,73.99999999999629,157.99999999999147,139.9999999999846,-106.99999999999932,-12.000000000000455,-25.99999999999625,-175.00000000000293,-158.0000000000026,-83.9999999999952,,-753.0000000000122
2015.02.09,-195.00000000000074,236.99999999999832,-394.9999999999898,261.9999999999845,31.999999999998696,-49.00000000001015,19.00000000000235,-59.000000000009045,-112.000000000001,-50.99999999998772,-77.00000000001594,198.00000000000927,-217.00000000001296,94.00000000001629,278.00000000000045,121.99999999999989,-131.00000000000023,24.999999999991473,-78.99999999999352,-177.00000000000495,-104.00000000000409,-45.99999999999049,,-425.00000000001944
2015.02.09,-234.00000000000088,299.00000000000483,-442.9999999999934,258.99999999998704,65.99999999999939,-60.99999999999994,-7.0000000000014495,6.999999999990347,-125.99999999999278,3.0000000000143245,-79.00000000000685,202.00000000001327,-204.00000000000773,155.00000000001623,296.9999999999917,293.99999999999426,-93.00000000000352,55.999999999997385,34.000000000006025,-158.0000000000026,-104.00000000000409,-58.000000000002494,,104.99999999999909
2015.02.09,-221.99999999999997,275.000000000003,-422.9999999999956,263.99999999999756,32.999999999994145,-79.99999999999119,9.00000000000345,3.999999999992898,-142.99999999999312,26.00000000001046,-71.00000000002105,255.00000000000523,-212.99999999999386,173.00000000000094,374.999999999992,273.9999999999965,-84.99999999999375,93.99999999999409,13.00000000000523,-168.99999999999693,-102.00000000000209,-34.000000000000696,,253.00000000000722
2015.02.09,-218.00000000000708,229.99999999999687,-434.9999999999854,278.9999999999848,12.000000000000899,-97.9999999999981,8.000000000008,-6.0000000000060005,-148.99999999999915,-21.99999999999136,5.999999999994898,226.99999999999943,-288.0000000000109,147.00000000000824,381.99999999999346,252.99999999999213,-140.99999999999113,43.99999999999693,-48.99999999999238,-207.00000000000162,-72.0000000000054,17.000000000000348,,-80.00000000001248
2015.02.09,-211.00000000000563,278.00000000000045,-424.99999999998647,276.9999999999939,39.00000000000014,-79.99999999999119,9.00000000000345,-3.0000000000085514,-143.9999999999997,-125.99999999997635,-14.000000000002899,256.99999999999613,-278.99999999999636,130.0000000000079,356.00000000000074,258.0000000000027,-161.99999999999193,19.99999999999602,-62.99999999998818,-172.00000000000549,-55.000000000005045,28.000000000005798,,-81.99999999995056
2015.02.09,-207.00000000000162,275.000000000003,-400.00000000000034,267.99999999997937,-4.999999999999449,-70.99999999999883,11.00000000000545,-9.00000000000345,-119.99999999999788,-127.9999999999859,-31.000000000003247,303.0000000000088,-282.0000000000107,124.99999999999733,364.9999999999931,254.999999999983,-156.99999999999648,24.00000000000091,-52.99999999999727,-431.99999999999903,-89.00000000000574,1.0000000000065512,,-357.0000000000224
