,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['USDCHF', 'EURUSD', 'NZDCAD']",80.0,-0.6077,S
1,1,GBPUSD,10,['CADCHF'],80.0,-0.9583599999999995,S
2,2,EURUSD,15,"['AUDCAD', 'NZDCAD', 'AUDJPY', 'AUDCHF']",100.0,-0.9165977380952394,S
3,3,USDJPY,10,"['USDCHF', 'NZDJPY', 'AUDCAD', 'AUDNZD']",100.0,-0.1823,S
4,4,EURCHF,50,"['USDJPY', 'NZDJPY', 'GBPCHF']",80.0,-0.9987773447712419,S
5,5,CHFJPY,15,"['EURCAD', 'CADCHF']",100.0,-0.5986733658008853,S
6,6,AUDCHF,10,"['AUDCAD', 'EURCAD']",80.0,-0.7878,S
7,7,GBPAUD,20,['AUDCAD'],80.0,0.751976973581959,B
8,8,EURJPY,30,"['GBPCHF', 'USDCAD', 'EURJPY', 'CHFJPY']",80.0,0.08582551587301582,B
9,9,EURCAD,10,"['NZDUSD', 'EURNZD', 'GBPCHF']",80.0,-0.3683,S
10,10,EURAUD,20,['AUDCAD'],80.0,0.7483822345056759,B
11,11,EURNZD,20,"['NZDJPY', 'EURCAD', 'AUDCHF', 'EURNZD']",80.0,-0.3244395562770564,S
12,12,CADJPY,30,"['USDCAD', 'GBPCHF', 'CADCHF']",100.0,-0.494038740981249,S
13,13,NZDJPY,30,"['USDCHF', 'EURUSD', 'USDCAD', 'GBPCHF']",80.0,-0.9737003019203024,S
14,14,AUDCAD,10,['USDCAD'],80.0,0.664436111111119,B
