date,USDCAD,GBPCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,empty,sum
2021.05.10,82.00000000000429,-58.000000000002494,74.00000000000739,-38.000000000010914,-90.00000000000341,440.9999999999803,129.99999999999545,75.9999999999934,,616.999999999964
2021.05.10,79.00000000000685,-48.000000000003595,67.00000000000594,-27.000000000015234,-133.00000000000978,417.0000000000007,-1.9999999999953388,21.000000000000796,,373.99999999999034
2021.05.10,38.0000000000047,-374.0000000000077,-64.99999999999284,-229.00000000001342,-46.00000000002069,278.00000000000045,1.0000000000047748,30.000000000001137,,-367.00000000002353
2021.05.10,72.99999999998974,-364.00000000000875,-73.99999999999629,-310.0000000000023,-105.00000000001819,334.9999999999964,13.999999999995794,9.000000000000341,,-422.00000000004314
2021.05.10,11.999999999989797,-347.9999999999928,-56.0000000000005,-248.99999999999523,-76.00000000002183,232.99999999999432,24.00000000000091,28.000000000005798,,-432.00000000001944
2021.05.10,-38.0000000000047,-462.0000000000068,-121.99999999999989,-450.00000000001705,-156.0000000000059,200.99999999998454,-79.9999999999983,-58.9999999999975,,-1166.0000000000457
2021.05.10,7.999999999985796,-520.0000000000093,-139.99999999999568,-677.9999999999973,-318.00000000001205,305.9999999999841,-212.0000000000033,-153.0000000000058,,-1707.0000000000537
2021.05.10,42.999999999993044,-432.0000000000102,-107.00000000000153,-556.0000000000116,-263.00000000000523,347.9999999999928,-161.00000000000136,-90.99999999999397,,-1219.0000000000382
2021.05.10,-14.000000000002899,-567.0000000000064,-187.9999999999993,-776.0000000000105,-330.0000000000125,285.99999999998624,-284.9999999999966,-165.99999999999682,,-2040.0000000000389
2021.05.10,5.999999999994898,-504.9999999999999,-151.00000000000114,-731.9999999999993,-348.0000000000132,371.99999999999454,-272.00000000000557,-168.99999999999693,,-1799.0000000000264
2021.05.10,63.99999999999739,-451.0000000000014,-141.99999999999767,-691.0000000000025,-329.00000000000773,446.9999999999974,-253.0000000000001,-109.99999999999943,,-1465.000000000014
2021.05.10,82.00000000000429,-385.99999999999744,-117.99999999999588,-629.0000000000191,-308.9999999999975,450.9999999999792,-237.99999999999955,-90.00000000000341,,-1237.0000000000293
2021.05.10,32.999999999994145,-388.0000000000106,-105.99999999999498,-703.000000000003,-394.00000000000546,482.999999999989,-304.00000000000205,-174.99999999999716,,-1554.00000000003
2021.05.10,51.000000000001044,-381.99999999999346,-107.00000000000153,-667.0000000000016,-362.0000000000232,488.9999999999839,-275.99999999999625,-158.00000000000125,,-1412.0000000000323
