date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.02.12,-138.00000000000477,-112.000000000001,-46.0000000000127,-92.99999999999864,-60.00000000000449,-51.000000000001044,-40.99999999999682,-129.00000000000134,-108.00000000000409,-67.00000000000728,-94.00000000000519,-14.999999999998348,-15.999999999993797,,-970.0000000000294
2018.02.12,-109.99999999999899,97.9999999999981,31.000000000003247,-4.999999999999449,41.9999999999976,-77.00000000001594,-7.999999999995566,-107.00000000000153,95.99999999997522,21.000000000000796,-121.99999999999989,90.0000000000012,-25.00000000000835,,-76.0000000000436
2018.02.12,-109.00000000000354,107.00000000001265,-2.0000000000131024,-19.00000000000235,3.999999999992898,-48.000000000003595,-46.999999999997044,-110.99999999999443,-68.00000000001205,-102.00000000000387,-95.99999999999609,78.00000000000028,-22.999999999995246,,-436.00000000001546
2018.02.12,-102.00000000000209,113.00000000000753,5.999999999994898,-24.000000000001798,-51.000000000001044,-28.000000000005798,-16.000000000005343,-90.99999999999665,-16.000000000019554,-105.00000000000398,-112.99999999999643,9.00000000000345,-96.00000000000719,,-514.000000000034
2018.02.12,-77.00000000000485,110.00000000001009,73.99999999999629,29.000000000001247,-29.000000000001247,-26.999999999999247,-112.00000000000898,-85.99999999999719,-261.0000000000241,-206.00000000000307,-122.99999999999534,-13.999999999991797,-133.99999999998968,,-856.0000000000078
2018.02.12,-50.0000000000056,65.00000000000395,83.9999999999952,44.99999999999504,0.999999999995449,-53.999999999998494,-106.99999999999932,-95.99999999999609,-278.00000000002,-200.00000000000284,-107.00000000000153,12.000000000000899,-100.99999999999554,,-786.000000000029
2018.02.12,-17.000000000000348,177.00000000000495,170.00000000000347,90.99999999999665,68.00000000000139,-94.00000000001629,-18.000000000000682,-119.99999999999788,-109.00000000000887,-102.00000000000387,-126.99999999999933,-7.0000000000014495,-147.00000000000824,,-235.00000000003047
2018.02.12,61.999999999995396,231.0000000000034,275.000000000003,100.99999999999554,76.99999999999375,-84.0000000000174,67.99999999999784,-97.9999999999981,-20.000000000010232,-91.00000000000819,-80.00000000000229,-19.999999999997797,-97.9999999999981,,322.9999999999569
2018.02.12,29.999999999996696,236.00000000001398,258.99999999998704,59.99999999999339,85.99999999999719,-78.00000000000028,57.00000000000216,-98.99999999999353,-26.00000000001046,-69.00000000000261,-45.000000000006146,9.999999999998899,-35.00000000000725,,385.9999999999691
2018.02.12,22.999999999995246,236.00000000001398,268.9999999999859,73.99999999999629,87.99999999999919,-141.00000000001333,64.99999999999773,-124.99999999999733,-9.000000000014552,-55.00000000000682,-39.00000000000014,-9.999999999998899,-52.99999999999194,,322.99999999996527
2018.02.12,57.99999999999139,347.0000000000084,346.9999999999862,135.99999999999167,126.99999999999933,-133.00000000000534,111.99999999999477,-122.99999999999534,147.99999999999613,0.999999999990564,-87.99999999999919,-0.999999999995449,-43.999999999999595,,886.9999999999635
2018.02.12,49.99999999999449,350.00000000000585,343.99999999998875,157.99999999999147,181.9999999999933,-175.99999999999838,149.0000000000009,-120.99999999999334,179.9999999999784,82.99999999999841,-102.99999999999754,87.00000000000374,9.999999999998899,,1192.9999999999648
2018.02.12,73.00000000000084,520.0000000000093,388.9999999999949,200.00000000000017,258.9999999999981,-209.9999999999991,143.00000000000068,-143.9999999999997,381.9999999999766,167.99999999999216,-99.00000000000463,141.00000000000225,66.99999999999484,,1888.9999999999666
2018.02.12,74.99999999999174,551.0000000000126,363.0000000000022,176.99999999999383,246.00000000000176,-159.00000000002024,115.99999999999966,-129.9999999999968,350.9999999999991,126.99999999999534,-82.00000000000429,141.00000000000225,86.99999999999264,,1862.9999999999702
2018.02.12,22.999999999995246,485.0000000000021,339.0000000000004,140.99999999999113,190.99999999999673,-167.00000000000603,58.9999999999975,-149.99999999999457,280.00000000000114,61.99999999999761,-65.99999999999939,87.99999999999919,36.999999999998145,,1321.9999999999793
2018.02.12,67.9999999999903,553.0000000000035,336.00000000000296,165.9999999999995,207.00000000000162,-151.00000000001222,90.99999999999397,-136.99999999999824,322.00000000000273,63.00000000000239,-95.00000000000064,91.00000000000774,35.00000000000725,,1549.0000000000007
2018.02.12,46.999999999997044,466.00000000001086,346.9999999999862,141.99999999999767,165.9999999999995,-212.00000000001216,125.0,-142.99999999999312,294.9999999999875,52.99999999999727,-106.00000000000608,39.00000000000014,-15.999999999993797,,1202.999999999971
2018.02.12,37.99999999999359,391.000000000008,332.9999999999833,143.9999999999997,169.99999999999238,-202.00000000001327,96.00000000000364,-151.9999999999966,201.99999999999818,48.00000000000182,-50.0000000000056,43.999999999999595,1.999999999990898,,1063.9999999999554
2018.02.12,40.99999999999105,414.00000000000324,390.9999999999858,64.99999999999284,127.99999999999478,-220.00000000002018,63.00000000000239,-151.00000000000114,155.00000000000114,-17.000000000010118,-31.999999999998696,-0.999999999995449,62.000000000006494,,897.999999999952
2018.02.12,-6.0000000000060005,243.99999999999977,249.99999999999466,-9.00000000000345,42.999999999993044,-198.00000000000927,-54.000000000002046,-142.99999999999312,-100.99999999999909,-159.00000000000603,48.99999999999905,-46.00000000000159,26.999999999999247,,-103.00000000003492
2018.02.12,-123.00000000000644,175.99999999999838,167.9999999999904,-43.00000000000415,21.999999999999797,-232.00000000000998,-177.99999999999727,-163.99999999999747,-267.00000000002433,-201.99999999999818,12.000000000000899,-31.999999999998696,-4.999999999988347,,-868.0000000000355
