date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.11.16,-26.999999999999247,-7.999999999985796,-129.99999999998568,0.0,-85.00000000000173,0.0,0.0,-421.0000000000047,-88.99999999998354,-80.99999999998886,-127.99999999999478,-273.00000000002456,-11.999999999989797,-144.99999999999514,-36.000000000001364,-50.99999999998772,-0.999999999995449,-238.99999999998923,,-1725.9999999999277
2020.11.16,9.00000000000345,246.99999999999721,-42.999999999993044,51.9999999999925,-73.00000000001194,24.000000000001798,62.99999999999084,-339.0000000000004,-4.999999999988347,-66.0000000000025,-65.99999999999939,-249.00000000002365,456.9999999999963,-52.99999999999194,-25.000000000005684,-21.000000000000796,45.000000000006146,-212.99999999999653,,-256.000000000026
2020.11.16,-30.999999999992145,268.0000000000016,-32.999999999994145,35.99999999998715,-46.999999999997044,39.00000000000014,72.99999999998974,-401.00000000000693,2.0000000000131024,-149.0000000000009,-49.99999999999449,-396.000000000015,385.00000000001313,-89.99999999999008,-123.00000000000466,20.000000000010232,64.0000000000085,-295.0000000000008,,-727.9999999999726
2020.11.16,-37.99999999999359,407.0000000000018,43.00000000001525,25.99999999999625,25.999999999992696,177.00000000000495,150.99999999999002,-585.0000000000133,29.00000000001235,-152.9999999999916,-19.999999999997797,-625.0,258.0000000000027,-69.00000000000794,-138.00000000000523,118.99999999999977,195.00000000000074,-276.9999999999939,,-473.999999999987
2020.11.16,-25.999999999992696,476.0000000000098,-26.999999999999247,6.999999999990791,18.999999999991246,223.00000000000654,271.9999999999945,-570.0000000000039,8.000000000008,-146.0000000000008,68.00000000000139,-598.0000000000132,368.00000000001273,-104.99999999999955,-143.00000000000068,231.99999999999932,267.00000000000614,-187.00000000000384,,138.00000000000662
2020.11.16,-29.999999999996696,480.99999999999807,-8.999999999992347,-3.0000000000001137,66.99999999999484,245.0000000000063,290.9999999999968,-526.0000000000042,2.999999999997449,-164.00000000000148,75.9999999999983,-568.000000000012,286.00000000000847,-191.99999999999218,-185.00000000000227,285.0000000000108,248.99999999999923,-188.9999999999947,,117.00000000001421
2020.11.16,-70.99999999999883,497.0000000000141,-17.999999999984695,25.99999999999625,119.00000000000244,251.00000000000122,350.9999999999902,-531.9999999999991,6.000000000017103,-137.00000000000045,77.00000000000485,-514.00000000001,259.9999999999936,-205.99999999999508,-167.0000000000016,323.0000000000075,237.00000000000944,-114.99999999999844,,387.00000000004854
2020.11.16,-100.00000000000009,560.0000000000049,53.00000000001415,94.99999999999886,142.99999999998204,282.99999999999994,408.9999999999927,-500.00000000001154,-22.999999999995246,-143.00000000000068,78.00000000000028,-499.00000000002365,344.99999999999534,-130.0000000000079,-130.00000000000966,341.99999999999875,262.00000000000665,-76.99999999999375,,967.999999999951
2020.11.16,-96.99999999999153,574.0000000000078,52.000000000007596,164.99999999999204,156.00000000000057,290.00000000000136,426.9999999999996,-507.000000000013,-18.999999999991246,-86.99999999998909,82.99999999999974,-449.0000000000123,353.0000000000033,-184.00000000000637,-106.99999999999932,298.0000000000018,241.00000000000233,-38.0000000000047,,1151.0000000000086
2020.11.16,-59.99999999999339,577.0000000000052,52.000000000007596,174.99999999999716,186.99999999998164,285.9999999999974,420.9999999999936,-588.0000000000107,1.0000000000065512,-34.99999999999659,82.00000000000429,-451.9999999999982,381.0000000000091,-165.9999999999995,-94.99999999999886,293.00000000000637,234.00000000000088,-34.000000000000696,,1259.0000000000118
