date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2020.11.16,21.00000000000435,246.00000000001288,4.000000000004,110.99999999999,-43.999999999999595,80.99999999999774,82.99999999999974,-300.00000000001137,42.0000000000087,34.000000000006025,-65.99999999999939,-110.00000000001364,459.0000000000094,5.999999999994898,3.9999999999906777,-21.000000000000796,123.00000000000644,-205.99999999999508,,467.000000000005
2020.11.16,16.0000000000049,278.00000000000045,-31.999999999987594,76.99999999999818,-46.999999999997044,40.00000000000669,79.99999999999119,-310.0000000000103,7.0000000000014495,-34.99999999999659,-17.999999999995797,-207.9999999999984,591.0000000000082,-2.999999999997449,48.00000000000182,35.0000000000108,64.0000000000085,-161.99999999999548,,421.00000000005355
2020.11.16,-21.999999999999797,408.9999999999927,58.000000000002494,35.99999999998715,51.000000000001044,180.99999999999784,155.99999999998948,-381.0000000000091,41.000000000002146,-141.9999999999959,-17.000000000000348,-391.00000000001955,469.0000000000083,12.000000000012001,-100.99999999999909,129.0000000000049,203.00000000000873,-266.999999999995,,423.99999999998795
2020.11.16,-24.999999999997247,594.0000000000057,46.999999999997044,40.99999999999682,60.99999999999994,282.0000000000045,319.99999999999807,-545.0000000000177,29.999999999996696,-141.9999999999959,114.00000000000298,-576.9999999999982,472.00000000000574,-15.999999999993797,-105.00000000000398,299.0000000000066,330.0000000000081,-170.00000000000347,,1010.000000000012
2020.11.16,0.0,509.00000000000387,12.999999999996348,18.999999999991246,95.00000000000064,270.0000000000036,301.9999999999912,-500.00000000001154,26.999999999999247,-134.00000000000034,80.00000000000229,-513.0000000000052,387.000000000004,-102.99999999998644,-139.00000000001,293.00000000000637,284.0000000000065,-178.99999999999582,,710.9999999999957
2020.11.16,7.0000000000014495,513.0000000000078,-2.999999999997449,30.9999999999917,146.00000000000168,273.000000000001,364.9999999999931,-514.9999999999987,23.00000000001745,-110.99999999999,95.00000000000064,-506.0000000000002,390.0000000000015,-184.99999999999073,-162.9999999999967,350.9999999999991,251.00000000000122,-83.9999999999952,,878.0000000000475
2020.11.16,-69.9999999999923,595.0000000000122,80.00000000001339,100.99999999999909,176.99999999998272,326.9999999999995,443.99999999999994,-490.0000000000126,7.0000000000014495,-131.9999999999908,90.0000000000012,-499.00000000002365,364.00000000000875,-113.00000000000753,-128.0000000000001,386.0000000000099,301.0000000000068,-42.999999999993044,,1397.0000000000148
2020.11.16,-78.99999999999574,592.9999999999991,77.00000000001594,171.99999999999704,156.00000000000057,311.00000000000574,471.99999999999466,-473.0000000000123,-5.999999999994898,-66.0000000000025,85.00000000000173,-401.00000000001046,402.9999999999978,-86.99999999999264,-61.00000000000705,365.0000000000091,295.0000000000008,22.0000000000109,,1778.0000000000177
2020.11.16,-53.999999999998494,578.9999999999961,55.000000000005045,200.9999999999934,187.99999999998818,290.9999999999968,426.9999999999996,-495.000000000001,2.0000000000131024,-3.9999999999906777,97.00000000000264,-350.9999999999991,432.0000000000102,-157.99999999999147,-58.9999999999975,301.00000000000193,245.0000000000063,-18.999999999991246,,1678.000000000044
2020.11.16,-35.999999999991594,641.0000000000027,100.0000000000112,183.9999999999975,195.9999999999962,333.0000000000055,481.9999999999935,-577.0000000000052,63.000000000013046,3.0000000000001137,104.00000000000409,-437.0000000000118,408.00000000000836,-109.99999999998789,-73.99999999999807,368.0000000000092,296.0000000000074,8.000000000008,,1952.0000000000616
