date,USDCHF,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,EURCHF,NZDCHF,GBPAUD,EURNZD,NZDCAD,AUDNZD,empty,sum
2016.06.06,-73.00000000000084,-26.999999999999247,0.0,-8.000000000008,-74.00000000000739,-21.00000000000435,-134.99999999999625,-47.9999999999925,-361.0000000000113,-367.0000000000062,-173.9999999999964,-160.00000000000458,,-1448.0000000000268
2016.06.06,-11.00000000000545,79.99999999999119,20.000000000010232,51.000000000001044,-72.0000000000054,-26.000000000003798,-96.00000000000719,-41.000000000002146,-517.9999999999962,-424.00000000000216,-151.9999999999966,-32.999999999994145,,-1222.0000000000107
2016.06.06,-80.00000000000229,15.999999999993797,-197.9999999999933,52.99999999999194,-133.00000000000534,-44.99999999999504,-100.99999999999554,-47.9999999999925,-636.9999999999986,-439.0000000000116,-121.00000000000443,-34.000000000000696,,-1767.0000000000134
2016.06.06,-123.00000000000644,-18.0000000000069,-243.99999999999977,69.9999999999923,-180.0000000000024,-124.99999999999733,-107.99999999999699,-59.99999999999339,-758.9999999999985,-544.9999999999955,-90.99999999999665,-144.99999999999514,,-2327.999999999997
2016.06.06,-168.00000000000148,-97.00000000001374,-284.9999999999966,83.9999999999952,-219.00000000000253,-120.99999999999334,-126.0000000000039,-43.999999999999595,-600.0000000000006,-504.9999999999999,-92.99999999999864,-124.99999999999733,,-2299.0000000000123
2016.06.06,-142.00000000000878,-91.00000000001884,-191.99999999999307,182.99999999999983,-289.0000000000059,-146.00000000000168,-78.00000000000028,-102.00000000000209,96.99999999999153,-544.9999999999955,-95.99999999999609,-133.00000000000534,,-1534.0000000000364
2016.06.06,-135.00000000000733,-111.00000000001664,-307.9999999999927,188.9999999999947,-333.0000000000055,-163.00000000000205,-25.999999999992696,-103.99999999999298,-242.00000000000887,-534.0000000000123,-80.00000000000229,-136.99999999998712,,-1984.0000000000257
2016.06.06,-133.00000000000534,-113.00000000000753,-323.99999999999807,278.00000000000045,-424.00000000000216,-224.9999999999974,-15.00000000000945,-148.99999999999915,-361.9999999999957,-653.0000000000147,-68.00000000000139,-241.99999999998667,,-2430.0000000000173
2016.06.06,-114.00000000000298,-90.00000000001229,-270.9999999999866,275.000000000003,-446.9999999999974,-144.99999999999514,-15.999999999993797,-85.00000000000173,-436.00000000001415,-497.0000000000141,-167.00000000000603,-346.0000000000019,,-2339.0000000000227
2016.06.06,-109.00000000000354,-93.00000000000975,-270.9999999999866,289.0000000000059,-517.0000000000008,-205.99999999999508,-17.000000000000348,-156.99999999999602,-575.0000000000144,-678.0000000000008,-55.000000000005045,-327.99999999999494,,-2717.000000000002
