date,AUDUSD,NZDUSD,CHFJPY,NZDCHF,AUDJPY,empty,sum
2021.02.09,-397.99999999999835,-365.0000000000042,-34.000000000006025,-378.00000000000057,-368.0000000000092,,-1543.0000000000182
2021.02.09,-388.9999999999949,-375.0000000000031,-40.99999999999682,-393.9999999999944,-346.00000000000364,,-1544.9999999999927
2021.02.09,-424.9999999999976,-419.00000000000273,-52.99999999999727,-418.9999999999916,-380.00000000000966,,-1695.9999999999986
2021.02.09,-436.00000000000307,-446.9999999999974,-58.000000000006935,-425.99999999999307,-382.000000000005,,-1749.0000000000055
2021.02.09,-500.00000000000045,-497.99999999999847,-40.99999999999682,-464.9999999999932,-411.00000000000136,,-1914.9999999999902
2021.02.09,-544.9999999999955,-500.00000000000045,-43.00000000000637,-456.00000000000085,-434.0000000000117,,-1978.000000000015
2021.02.09,-544.9999999999955,-507.0000000000019,-55.00000000000682,-434.000000000001,-435.0000000000023,,-1976.0000000000073
2021.02.09,-612.0000000000015,-612.9999999999969,-91.00000000000819,-495.9999999999964,-427.0000000000067,,-2239.0000000000095
2021.02.09,-642.9999999999936,-684.0000000000068,-63.00000000000239,-498.9999999999939,-431.0000000000116,,-2320.000000000008
2021.02.09,-651.999999999997,-683.0000000000002,-25.000000000005684,-502.9999999999979,-396.0000000000008,,-2259.000000000002
2021.02.09,-642.9999999999936,-670.9999999999993,-28.000000000005798,-491.99999999999244,-391.00000000000534,,-2224.9999999999964
2021.02.09,-620.9999999999937,-665.0000000000044,-1.0000000000047748,-476.9999999999941,-364.0000000000043,,-2128.0000000000014
2021.02.09,-639.0000000000007,-692.0000000000038,39.00000000000148,-495.000000000001,-317.0000000000073,,-2104.0000000000114
2021.02.09,-636.9999999999986,-687.9999999999998,15.999999999991132,-490.00000000000153,-339.00000000001285,,-2138.000000000022
2021.02.09,-634.0000000000013,-675.0000000000034,-15.000000000000568,-480.99999999999807,-358.0000000000041,,-2163.0000000000073
2021.02.09,-629.0000000000018,-650.0000000000061,-11.00000000000989,-458.9999999999983,-344.0000000000083,,-2093.000000000024
2021.02.09,-593.9999999999945,-629.9999999999973,24.00000000000091,-429.0000000000016,-277.000000000001,,-1905.9999999999936
2021.02.09,-607.0000000000019,-668.0000000000019,39.00000000000148,-437.999999999994,-237.99999999999955,,-1911.999999999996
2021.02.09,-570.9999999999993,-636.0000000000032,21.99999999999136,-418.9999999999916,-224.00000000000375,,-1828.0000000000064
2021.02.09,-548.0000000000041,-579.0000000000073,16.999999999995907,-341.99999999999784,-181.0000000000116,,-1633.0000000000248
2021.02.09,-609.9999999999994,-656.000000000001,-67.00000000000728,-356.9999999999962,-237.00000000000898,,-1927.0000000000127
2021.02.09,-641.0000000000027,-680.0000000000028,-70.00000000000739,-361.9999999999957,-253.0000000000001,,-2006.0000000000086
2021.02.09,-700.999999999996,-646.0000000000022,-20.000000000010232,-302.9999999999977,-198.0000000000075,,-1868.0000000000136
2021.02.09,-685.9999999999977,-631.9999999999992,-93.00000000000352,-236.99999999999832,-185.00000000000227,,-1833.0000000000011
2021.02.09,-639.0000000000007,-553.999999999999,-131.00000000000023,-162.99999999999093,-148.00000000001035,,-1635.000000000001
2021.02.09,-573.9999999999967,-473.0000000000012,-145.00000000001023,-97.9999999999981,-112.99999999999955,,-1403.000000000006
2021.02.09,-551.0000000000015,-443.99999999999994,-138.00000000000523,-63.00000000000195,-91.99999999999875,,-1288.0000000000073
2021.02.09,-561.0000000000003,-451.0000000000014,-103.9999999999992,-88.99999999999464,-81.00000000000307,,-1285.9999999999986
2021.02.09,-581.9999999999936,-456.9999999999963,-67.99999999999784,-117.00000000000044,-85.00000000000796,,-1308.9999999999961
2021.02.09,-541.9999999999981,-472.00000000000574,-75.00000000000284,-107.00000000000153,-49.000000000006594,,-1245.000000000015
2021.02.09,-580.0000000000027,-465.0000000000043,-94.0000000000083,-82.99999999999974,-82.00000000000784,,-1304.0000000000232
2021.02.09,-580.9999999999982,-465.9999999999998,-96.00000000000364,-86.99999999999264,-89.00000000001285,,-1319.0000000000073
2021.02.09,-583.0000000000002,-485.0000000000021,-82.99999999999841,-107.99999999999699,-78.00000000000296,,-1337.0000000000007
2021.02.09,-581.9999999999936,-480.0000000000027,42.999999999992156,-124.00000000000189,-57.00000000000216,,-1200.0000000000082
2021.02.09,-620.9999999999937,-556.9999999999964,-48.00000000000182,-159.9999999999935,-85.00000000000796,,-1470.9999999999932
2021.02.09,-590.999999999997,-514.0000000000033,-73.99999999999807,-117.00000000000044,-64.00000000000716,,-1360.0000000000064
2021.02.09,-590.0000000000016,-463.0000000000023,-124.00000000000944,-69.9999999999923,-90.00000000000341,,-1337.0000000000089
2021.02.09,-637.9999999999941,-502.9999999999979,-158.00000000000125,-83.9999999999952,-134.00000000000034,,-1516.9999999999886
2021.02.09,-641.9999999999982,-501.000000000007,-156.99999999999648,-65.99999999999939,-132.000000000005,,-1498.0000000000061
2021.02.09,-637.9999999999941,-511.0000000000059,-142.00000000001012,-75.9999999999983,-114.00000000000432,,-1481.0000000000125
2021.02.09,-595.0000000000011,-497.000000000003,-156.0000000000059,-61.999999999995396,-100.00000000000853,,-1410.000000000014
2021.02.09,-644.9999999999956,-544.0,-201.00000000000762,-76.99999999999375,-151.00000000001046,,-1618.0000000000073
2021.02.09,-739.9999999999962,-585.0000000000022,-204.00000000000773,-90.99999999999665,-201.00000000000762,,-1821.0000000000105
2021.02.09,-724.9999999999978,-582.0000000000048,-183.9999999999975,-90.0000000000012,-199.00000000001228,,-1780.0000000000136
2021.02.09,-731.9999999999993,-556.9999999999964,-183.00000000000693,-78.00000000000028,-207.00000000000784,,-1757.000000000011
2021.02.09,-712.0000000000015,-541.9999999999981,-173.00000000000182,-73.00000000000084,-184.0000000000117,,-1684.000000000014
2021.02.09,-725.9999999999933,-556.9999999999964,-164.00000000000148,-79.99999999999119,-211.00000000001273,,-1737.9999999999948
2021.02.10,-720.9999999999939,-568.9999999999973,-210.99999999999852,-100.99999999999554,-222.0000000000084,,-1823.9999999999934
2021.02.10,-700.0000000000006,-556.9999999999964,-161.00000000000136,-83.9999999999952,-186.00000000000705,,-1688.0000000000005
2021.02.10,-736.9999999999987,-555.0000000000055,-155.00000000000114,-85.00000000000173,-199.00000000001228,,-1731.0000000000193
2021.02.10,-768.000000000002,-580.0000000000027,-145.00000000001023,-119.99999999999788,-240.0000000000091,,-1853.000000000022
2021.02.10,-746.9999999999976,-568.0000000000018,-148.00000000001035,-112.99999999999643,-231.00000000000875,,-1807.000000000015
2021.02.10,-697.9999999999986,-492.999999999999,-174.0000000000066,-48.99999999999905,-201.00000000000762,,-1615.000000000011
2021.02.10,-707.000000000002,-485.0000000000021,-204.9999999999983,-39.00000000000014,-216.00000000000819,,-1652.0000000000107
2021.02.10,-690.0000000000017,-472.00000000000574,-219.0000000000083,-29.999999999996696,-215.0000000000034,,-1626.000000000016
2021.02.10,-685.9999999999977,-492.0000000000035,-215.0000000000034,-51.99999999999649,-209.00000000000318,,-1654.0000000000045
2021.02.10,-717.000000000001,-521.0000000000048,-263.00000000000523,-51.99999999999649,-239.00000000000432,,-1792.000000000012
2021.02.10,-759.999999999994,-551.0000000000015,-234.99999999999943,-32.999999999994145,-215.0000000000034,,-1793.9999999999925
2021.02.10,-754.9999999999945,-533.0000000000057,-239.00000000000432,-20.999999999993246,-219.0000000000083,,-1767.000000000006
2021.02.10,-756.9999999999966,-534.0000000000011,-263.00000000000523,1.0000000000065512,-218.00000000000352,,-1771.0
2021.02.10,-763.9999999999981,-536.0000000000032,-263.00000000000523,-1.999999999990898,-224.00000000000375,,-1789.0000000000014
2021.02.10,-736.0000000000033,-509.00000000000387,-271.0000000000008,17.000000000000348,-211.00000000001273,,-1710.0000000000205
2021.02.10,-758.0000000000031,-509.00000000000387,-271.0000000000008,-1.999999999990898,-227.00000000000387,,-1767.0000000000025
2021.02.10,-763.9999999999981,-509.00000000000387,-281.0000000000059,6.0000000000060005,-222.99999999999898,,-1771.000000000001
2021.02.10,-741.9999999999982,-475.0000000000032,-281.9999999999965,39.00000000000014,-225.00000000000853,,-1685.000000000006
2021.02.10,-805.0000000000001,-519.9999999999983,-290.9999999999968,33.000000000005244,-259.00000000000034,,-1841.9999999999905
2021.02.10,-832.9999999999949,-545.0000000000066,-281.0000000000059,16.0000000000049,-268.0000000000007,,-1911.000000000003
2021.02.10,-819.0000000000031,-528.0000000000063,-374.00000000000944,21.00000000000435,-263.00000000000523,,-1963.0000000000196
2021.02.10,-868.000000000002,-602.999999999998,-362.99999999999955,46.00000000000159,-234.99999999999943,,-2022.9999999999973
2021.02.10,-846.9999999999977,-582.0000000000048,-320.0000000000074,63.00000000000195,-211.00000000001273,,-1897.0000000000207
2021.02.10,-741.0000000000027,-443.99999999999994,-567.0000000000073,125.00000000000844,-243.99999999999977,,-1871.0000000000014
2021.02.10,-602.999999999998,-301.0000000000068,-540.0000000000063,228.00000000000597,-205.0000000000125,,-1421.0000000000175
2021.02.10,-664.9999999999934,-353.99999999999875,-537.9999999999967,199.00000000000472,-258.0000000000098,,-1615.9999999999939
2021.02.10,-747.9999999999931,-407.0000000000018,-537.9999999999967,155.00000000000514,-329.00000000000773,,-1866.9999999999943
2021.02.10,-712.9999999999969,-365.0000000000042,-578.000000000003,180.0000000000024,-315.00000000001194,,-1791.0000000000136
2021.02.10,-675.0000000000034,-329.00000000000153,-588.0000000000081,200.00000000000017,-317.0000000000073,,-1709.0000000000202
2021.02.10,-637.9999999999941,-284.0000000000065,-533.0000000000013,201.00000000000674,-282.0000000000107,,-1536.0000000000057
2021.02.10,-675.0000000000034,-321.0000000000046,-569.0000000000026,209.9999999999991,-294.00000000001114,,-1649.0000000000225
2021.02.10,-873.999999999997,-479.0000000000072,-551.0000000000019,164.00000000000858,-375.0,,-2114.9999999999977
2021.02.10,-868.9999999999975,-497.000000000003,-513.0000000000052,153.00000000000313,-355.000000000004,,-2081.0000000000064
2021.02.10,-898.9999999999942,-499.000000000005,-518.0000000000007,151.00000000000114,-368.9999999999998,,-2133.999999999998
2021.02.10,-883.0000000000005,-467.0000000000063,-528.0000000000058,172.00000000000549,-373.00000000000466,,-2079.000000000012
2021.02.10,-747.9999999999931,-360.0000000000048,-564.9999999999977,245.0000000000063,-280.00000000000114,,-1707.9999999999902
2021.02.10,-709.0000000000041,-343.9999999999999,-582.9999999999984,263.0000000000021,-243.0000000000092,,-1616.0000000000095
2021.02.10,-717.000000000001,-390.0000000000015,-695.0000000000074,263.0000000000021,-260.0000000000051,,-1799.0000000000132
2021.02.10,-683.0000000000002,-348.9999999999993,-692.9999999999978,319.99999999999807,-230.00000000000398,,-1635.0000000000032
2021.02.10,-700.0000000000006,-375.0000000000031,-648.0000000000103,282.99999999999994,-227.00000000000387,,-1667.000000000018
2021.02.10,-692.0000000000038,-392.00000000000347,-640.0000000000006,278.00000000000045,-216.00000000000819,,-1662.0000000000155
2021.02.10,-656.9999999999965,-350.00000000000585,-623.0000000000047,301.0000000000068,-192.00000000000728,,-1521.0000000000073
2021.02.10,-636.9999999999986,-312.9999999999966,-584.0000000000032,319.0000000000026,-168.00000000000637,,-1383.0000000000023
2021.02.10,-648.9999999999995,-319.0000000000026,-582.9999999999984,307.0000000000017,-179.00000000000205,,-1423.0000000000007
2021.02.10,-637.9999999999941,-300.0000000000003,-590.0000000000034,333.0000000000055,-171.00000000000648,,-1365.9999999999986
2021.02.10,-612.9999999999969,-292.00000000000335,-551.0000000000019,331.0000000000035,-131.00000000000023,,-1255.9999999999989
2021.02.10,-559.9999999999939,-273.000000000001,-510.0000000000051,318.00000000000716,-78.00000000000296,,-1102.9999999999957
2021.02.10,-573.0000000000013,-299.00000000000483,-487.99999999999955,292.00000000000335,-83.00000000001262,,-1151.000000000015
2021.02.11,-570.9999999999993,-319.99999999999807,-430.0000000000068,275.000000000003,-77.00000000001239,,-1123.0000000000136
2021.02.11,-575.9999999999987,-282.0000000000045,-471.00000000000364,297.00000000000284,-80.0000000000125,,-1112.0000000000166
2021.02.11,-576.9999999999942,-311.00000000000574,-507.000000000005,287.9999999999994,-96.00000000000364,,-1203.0000000000093
2021.02.11,-580.0000000000027,-331.0000000000035,-504.0000000000049,264.0000000000087,-94.0000000000083,,-1245.000000000011
2021.02.11,-580.9999999999982,-331.999999999999,-480.000000000004,262.00000000000665,-88.00000000000807,,-1219.0000000000027
2021.02.11,-502.00000000000244,-245.0000000000063,-460.9999999999985,322.00000000000006,-7.000000000005002,,-893.0000000000123
2021.02.11,-502.9999999999979,-224.9999999999974,-405.00000000000114,329.00000000000153,15.999999999991132,,-788.0000000000036
2021.02.11,-527.9999999999951,-240.00000000000688,-432.00000000000216,342.000000000009,-6.000000000000227,,-863.9999999999953
2021.02.11,-546.9999999999975,-258.9999999999981,-451.9999999999982,331.999999999999,-37.00000000000614,,-963.000000000001
2021.02.11,-587.0000000000042,-250.00000000000577,-478.00000000000864,343.00000000000443,-82.00000000000784,,-1054.000000000022
2021.02.11,-587.9999999999997,-272.00000000000557,-475.9999999999991,321.0000000000046,-83.00000000001262,,-1098.0000000000123
2021.02.11,-668.9999999999974,-350.00000000000585,-477.00000000000387,258.0000000000027,-163.0000000000109,,-1401.0000000000152
2021.02.11,-722.0000000000005,-399.0000000000049,-490.0000000000091,234.00000000000088,-204.00000000000773,,-1581.0000000000214
2021.02.11,-697.9999999999986,-383.0,-475.0000000000085,235.00000000000742,-193.00000000001205,,-1514.0000000000118
2021.02.11,-724.9999999999978,-416.00000000000523,-507.000000000005,220.00000000000907,-216.99999999999875,,-1644.9999999999977
2021.02.11,-751.0000000000017,-429.99999999999704,-512.0000000000005,214.00000000000307,-246.9999999999999,,-1725.999999999996
2021.02.11,-792.0000000000039,-439.0000000000005,-501.0000000000048,195.00000000000074,-286.00000000000136,,-1823.0000000000098
2021.02.11,-844.0000000000003,-487.0000000000041,-500.0,158.99999999999804,-332.00000000000784,,-2004.0000000000146
2021.02.11,-861.0000000000007,-490.00000000000153,-495.00000000000455,167.00000000000603,-347.999999999999,,-2027.0
2021.02.11,-858.0000000000032,-480.0000000000027,-484.99999999999943,170.99999999999892,-336.00000000001273,,-1988.0000000000193
2021.02.11,-834.0000000000014,-424.9999999999976,-555.9999999999974,178.00000000000037,-324.0000000000123,,-1961.0000000000082
2021.02.11,-785.9999999999978,-421.0000000000047,-597.999999999999,175.00000000000293,-339.00000000001285,,-1969.0000000000114
2021.02.11,-802.0000000000027,-424.9999999999976,-650.0000000000057,213.00000000000762,-379.0000000000049,,-2043.0000000000036
2021.02.11,-800.9999999999961,-421.0000000000047,-640.0000000000006,197.00000000000273,-378.0000000000001,,-2042.9999999999986
2021.02.11,-790.0000000000018,-412.00000000000125,-551.0000000000019,184.00000000000637,-358.0000000000041,,-1927.0000000000027
2021.02.11,-797.0000000000033,-407.99999999999727,-566.0000000000025,195.00000000000074,-368.9999999999998,,-1945.000000000002
2021.02.11,-768.9999999999975,-392.9999999999989,-614.0000000000043,202.0000000000022,-378.0000000000001,,-1951.9999999999986
2021.02.11,-814.0000000000036,-451.0000000000014,-612.000000000009,167.00000000000603,-405.00000000000114,,-2115.000000000009
2021.02.11,-841.0000000000028,-465.0000000000043,-621.9999999999999,156.00000000000057,-438.0000000000024,,-2210.000000000009
2021.02.11,-878.000000000001,-487.99999999999955,-631.0000000000002,140.0000000000068,-466.99999999999875,,-2323.9999999999927
2021.02.11,-1039.0000000000011,-634.9999999999967,-659.9999999999966,41.000000000002146,-609.0000000000089,,-2902.000000000001
2021.02.11,-1039.9999999999966,-653.999999999999,-653.0000000000058,29.000000000001247,-609.0000000000089,,-2927.000000000009
2021.02.11,-1024.9999999999982,-616.0000000000055,-656.9999999999965,17.000000000000348,-630.0000000000097,,-2911.000000000009
2021.02.11,-1051.0000000000018,-645.0000000000067,-659.9999999999966,18.0000000000069,-649.0000000000009,,-2986.9999999999995
2021.02.11,-1022.9999999999961,-587.0000000000042,-597.999999999999,58.000000000002494,-583.0000000000126,,-2733.00000000001
2021.02.11,-1015.9999999999947,-558.000000000003,-624.0000000000094,86.0000000000083,-586.0000000000127,,-2698.000000000012
2021.02.11,-951.9999999999973,-524.0000000000023,-597.999999999999,73.00000000000084,-555.0000000000068,,-2556.0000000000045
2021.02.11,-931.0000000000041,-524.0000000000023,-588.9999999999986,70.0000000000034,-554.000000000002,,-2528.0000000000036
2021.02.11,-915.9999999999945,-480.99999999999807,-594.9999999999989,106.00000000000608,-553.0000000000115,,-2438.999999999997
2021.02.11,-854.9999999999947,-429.99999999999704,-611.0000000000042,150.00000000000568,-508.0000000000098,,-2254.0
2021.02.11,-875.0000000000035,-453.99999999999886,-599.0000000000038,143.9999999999997,-490.0000000000091,,-2274.0000000000155
2021.02.11,-880.9999999999984,-453.0000000000034,-600.9999999999991,140.0000000000068,-509.00000000000034,,-2303.9999999999945
2021.02.11,-859.9999999999941,-419.00000000000273,-636.0000000000099,168.00000000000148,-495.00000000000455,,-2242.00000000001
2021.02.11,-839.0000000000009,-387.99999999999943,-677.9999999999973,221.00000000000452,-463.0000000000081,,-2147.0000000000014
2021.02.11,-892.0000000000039,-431.99999999999903,-682.0000000000022,214.99999999999852,-490.99999999999966,,-2282.000000000006
2021.02.11,-900.0000000000008,-436.9999999999985,-668.0000000000064,208.00000000000819,-493.9999999999998,,-2290.9999999999973
2021.02.11,-881.9999999999939,-422.00000000000017,-667.0000000000016,213.00000000000762,-492.00000000000443,,-2249.9999999999927
2021.02.11,-893.9999999999948,-450.00000000000597,-662.9999999999967,186.00000000000838,-502.00000000000955,,-2322.999999999998
2021.02.12,-931.0000000000041,-482.00000000000466,-646.0000000000008,163.00000000000205,-554.000000000002,,-2450.0000000000095
2021.02.12,-890.0000000000019,-455.0000000000054,-645.0000000000102,165.9999999999995,-504.0000000000049,,-2328.0000000000227
2021.02.12,-871.999999999995,-451.9999999999969,-665.0000000000063,175.99999999999838,-493.0000000000092,,-2306.000000000009
2021.02.12,-868.000000000002,-463.9999999999977,-646.0000000000008,158.99999999999804,-486.0000000000042,,-2305.000000000007
2021.02.12,-895.9999999999968,-473.99999999999665,-671.999999999997,151.00000000000114,-525.0000000000057,,-2415.999999999995
2021.02.12,-890.9999999999974,-446.9999999999974,-707.0000000000078,180.0000000000024,-534.000000000006,,-2399.0000000000064
2021.02.12,-875.999999999999,-431.0000000000036,-685.0000000000023,190.00000000000128,-520.0000000000102,,-2322.0000000000136
2021.02.12,-861.0000000000007,-417.0000000000007,-703.000000000003,192.99999999999872,-518.0000000000007,,-2306.0000000000064
2021.02.12,-819.9999999999985,-362.00000000000676,-686.9999999999976,230.000000000008,-487.000000000009,,-2126.0000000000036
2021.02.12,-773.9999999999969,-314.99999999999864,-671.999999999997,257.0000000000072,-451.0000000000076,,-1954.9999999999927
2021.02.12,-734.9999999999968,-292.9999999999988,-653.0000000000058,275.000000000003,-402.000000000001,,-1807.9999999999995
2021.02.12,-749.9999999999951,-314.99999999999864,-661.0000000000014,257.0000000000072,-415.00000000000625,,-1883.999999999994
2021.02.12,-780.9999999999984,-340.00000000000693,-667.0000000000016,236.00000000000287,-451.0000000000076,,-2003.0000000000118
2021.02.12,-797.0000000000033,-346.9999999999973,-661.0000000000014,236.00000000000287,-449.0000000000123,,-2018.0000000000114
2021.02.12,-842.9999999999937,-377.0000000000051,-661.0000000000014,225.00000000000853,-490.99999999999966,,-2146.9999999999914
2021.02.12,-844.0000000000003,-379.0000000000071,-778.9999999999964,225.00000000000853,-555.0000000000068,,-2332.0000000000023
2021.02.12,-844.0000000000003,-377.0000000000051,-759.0000000000003,231.0000000000034,-549.0000000000066,,-2298.000000000009
2021.02.12,-814.9999999999991,-343.00000000000443,-704.0000000000077,253.0000000000032,-495.00000000000455,,-2104.0000000000127
2021.02.12,-812.0000000000016,-314.99999999999864,-734.0000000000089,275.99999999999847,-511.0000000000099,,-2096.0000000000205
2021.02.12,-822.0000000000005,-312.00000000000114,-781.0000000000059,281.00000000000904,-532.0000000000107,,-2166.000000000009
2021.02.12,-775.0000000000034,-251.00000000000122,-816.0000000000025,330.0000000000081,-510.0000000000051,,-2022.000000000004
2021.02.12,-692.9999999999992,-170.99999999999892,-777.000000000001,341.0000000000024,-478.9999999999992,,-1778.999999999996
2021.02.12,-619.9999999999983,-87.00000000000374,-847.999999999999,368.00000000000165,-515.0000000000006,,-1702.0
2021.02.12,-617.9999999999964,-84.0000000000063,-793.0000000000064,362.00000000000676,-475.9999999999991,,-1609.0000000000014
2021.02.12,-639.0000000000007,-68.00000000000139,-673.0000000000018,363.0000000000022,-441.0000000000025,,-1458.000000000004
2021.02.12,-675.0000000000034,-131.00000000000333,-646.0000000000008,287.9999999999994,-439.00000000000716,,-1603.0000000000155
2021.02.12,-651.0000000000016,-131.00000000000333,-643.0000000000007,289.0000000000059,-440.00000000001194,,-1576.0000000000114
2021.02.12,-612.0000000000015,-67.00000000000594,-641.0000000000053,326.0000000000041,-434.0000000000117,,-1428.0000000000205
2021.02.12,-619.0000000000028,-68.99999999999685,-661.0000000000014,331.999999999999,-448.0000000000075,,-1465.0000000000095
2021.02.12,-668.0000000000019,-92.99999999999864,-674.0000000000066,350.00000000000585,-455.0000000000125,,-1540.0000000000139
2021.02.12,-675.9999999999989,-100.00000000000009,-704.0000000000077,352.00000000000784,-483.0000000000041,,-1611.0000000000032
2021.02.12,-592.9999999999991,4.999999999999449,-597.0000000000084,317.0000000000006,-469.99999999999886,,-1338.0000000000064
2021.02.12,-612.9999999999969,5.999999999994898,-597.0000000000084,339.0000000000004,-456.00000000000307,,-1321.0000000000132
