date,AUDUSD,NZDUSD,CHFJPY,NZDCHF,AUDJPY,empty,sum
2021.02.12,-656.000000000001,-35.00000000000725,-615.9999999999997,309.99999999999915,-517.0000000000101,,-1514.000000000019
2021.02.12,-739.9999999999962,-153.00000000000313,-625.0,255.00000000000523,-590.0000000000034,,-1852.9999999999975
2021.02.12,-846.9999999999977,-311.00000000000574,-685.0000000000023,184.00000000000637,-632.000000000005,,-2291.0000000000045
2021.02.12,-908.9999999999932,-350.00000000000585,-754.0000000000049,189.00000000000583,-679.000000000002,,-2503.0
2021.02.12,-983.0000000000006,-439.0000000000005,-748.0000000000047,116.00000000000499,-762.0000000000005,,-2816.0000000000014
2021.02.12,-975.9999999999991,-451.9999999999969,-758.0000000000098,96.00000000000719,-743.9999999999998,,-2833.999999999998
2021.02.12,-973.999999999997,-453.0000000000034,-704.0000000000077,95.00000000000064,-743.0000000000092,,-2779.000000000017
2021.02.12,-942.9999999999939,-379.0000000000071,-682.0000000000022,140.0000000000068,-704.0000000000077,,-2568.000000000004
2021.02.12,-936.999999999999,-362.00000000000676,-677.9999999999973,136.00000000000279,-712.0000000000033,,-2553.0000000000036
2021.02.12,-942.9999999999939,-375.9999999999986,-683.0000000000069,129.00000000000134,-715.0000000000034,,-2588.000000000002
2021.02.12,-914.9999999999991,-365.99999999999966,-683.0000000000069,123.00000000000644,-700.0000000000028,,-2541.000000000002
2021.02.12,-895.9999999999968,-326.9999999999995,-643.0000000000007,130.0000000000079,-692.0000000000073,,-2427.9999999999964
2021.02.12,-922.999999999996,-351.99999999999676,-646.0000000000008,124.00000000000189,-703.000000000003,,-2499.9999999999945
2021.02.12,-961.9999999999961,-368.00000000000165,-655.0000000000011,126.99999999999933,-740.0000000000091,,-2598.0000000000086
2021.02.12,-963.9999999999982,-358.0000000000028,-626.0000000000048,124.00000000000189,-734.0000000000089,,-2558.0000000000127
