date,EURUSD,USDCAD,CHFJPY,AUDCHF,EURJPY,EURAUD,empty,sum
2019.12.02,-24.000000000001798,0.0,-45.000000000001705,-18.999999999991246,-299.0000000000066,-32.999999999994145,,-419.9999999999955
2019.12.02,27.999999999983594,14.000000000002899,-44.00000000001114,-2.999999999997449,-256.0000000000002,-2.999999999997449,,-264.0000000000198
2019.12.02,27.999999999983594,69.00000000000794,-70.00000000000739,-19.999999999997797,-262.00000000000045,-18.0000000000069,,-273.000000000021
2019.12.02,48.99999999998794,144.99999999999514,-51.00000000000193,6.0000000000060005,-270.00000000001023,21.00000000000435,,-100.00000000001873
2019.12.02,57.99999999998029,119.00000000000244,-121.99999999999989,-51.000000000001044,-388.00000000000523,-68.00000000000139,,-452.0000000000248
2019.12.02,45.99999999999049,69.9999999999923,-132.000000000005,-58.99999999999794,-411.00000000000136,-63.99999999999739,,-550.0000000000189
2019.12.02,32.999999999994145,68.00000000000139,-161.00000000000136,-76.99999999999375,-433.00000000000693,-90.00000000001229,,-660.0000000000188
2019.12.02,32.999999999994145,69.9999999999923,-213.00000000000807,-85.99999999999719,-452.0000000000124,-177.00000000000495,,-825.0000000000362
2019.12.02,28.999999999990145,120.99999999999334,-227.00000000000387,-121.99999999999989,-481.00000000000875,-266.0000000000107,,-946.0000000000397
2019.12.02,41.99999999998649,129.00000000000134,-227.00000000000387,-109.99999999999899,-468.0000000000035,-241.00000000000233,,-875.0000000000209
2019.12.02,56.99999999999594,167.00000000000603,-216.00000000000819,-82.99999999999974,-417.0000000000016,-211.00000000000563,,-703.0000000000132
2019.12.02,52.99999999999194,174.00000000000747,-257.000000000005,-88.99999999999464,-437.0000000000118,-246.99999999999721,,-803.0000000000093
2019.12.02,34.99999999998504,164.00000000000858,-248.00000000000466,-85.99999999999719,-424.0000000000066,-249.00000000001032,,-808.0000000000251
2019.12.02,37.99999999998249,185.99999999999727,-228.9999999999992,-88.99999999999464,-416.000000000011,-245.0000000000063,,-755.0000000000314
2019.12.02,42.999999999993044,180.0000000000024,-202.0000000000124,-87.99999999999919,-392.0000000000101,-236.99999999999832,,-696.0000000000246
2019.12.02,37.99999999998249,174.00000000000747,-187.00000000001182,-86.99999999999264,-368.0000000000092,-225.00000000000853,,-655.0000000000323
2019.12.02,48.99999999998794,208.00000000000819,-203.00000000000296,-85.99999999999719,-377.00000000000955,-229.99999999999687,,-639.0000000000105
2019.12.02,56.99999999999594,212.99999999999653,-198.0000000000075,-80.99999999999774,-364.0000000000043,-229.00000000001253,,-602.0000000000296
2019.12.02,17.999999999984695,116.00000000000499,-185.00000000000227,-107.99999999999699,-376.0000000000048,-258.0000000000027,,-793.000000000017
2019.12.02,14.999999999987246,121.99999999999989,-193.00000000001205,-65.99999999999939,-353.00000000000864,-208.00000000000819,,-683.0000000000412
2019.12.02,29.999999999996696,52.000000000007596,-194.00000000000261,-151.00000000000114,-382.000000000005,-347.0000000000084,,-992.0000000000128
2019.12.02,53.999999999998494,97.9999999999981,-251.00000000000477,-175.99999999999838,-429.00000000000205,-537.0000000000097,,-1241.0000000000182
2019.12.02,88.99999999998354,141.99999999999767,-243.99999999999977,-195.00000000000074,-383.0000000000098,-548.9999999999995,,-1140.0000000000286
2019.12.02,70.99999999999883,160.99999999998892,-201.00000000000762,-178.99999999999582,-366.00000000001387,-517.9999999999962,,-1032.000000000026
2019.12.02,72.99999999998974,136.00000000000279,-187.00000000001182,-215.99999999999397,-339.00000000001285,-602.0000000000136,,-1135.0000000000398
2019.12.02,75.99999999998718,113.00000000000753,-252.00000000000955,-213.99999999999199,-338.0000000000081,-644.0000000000001,,-1259.000000000015
2019.12.02,86.99999999999264,119.99999999998678,-303.0000000000115,-190.00000000000128,-328.00000000000296,-658.0000000000031,,-1272.0000000000393
2019.12.02,101.99999999997988,171.99999999999437,-329.00000000000773,-120.99999999999334,-249.00000000000944,-612.0000000000125,,-1037.0000000000487
2019.12.02,153.9999999999875,289.0000000000059,-327.0000000000124,-69.9999999999923,-150.00000000000568,-690.9999999999972,,-795.0000000000141
2019.12.02,48.99999999998794,258.0000000000027,-364.0000000000043,-59.99999999999339,-272.00000000000557,-609.9999999999994,,-999.000000000012
2019.12.02,-20.000000000020002,229.99999999999687,-385.0000000000051,-34.000000000000696,-317.0000000000073,-476.9999999999941,,-1003.0000000000302
2019.12.02,-125.00000000001954,262.00000000000665,-469.0000000000083,-53.999999999998494,-442.0000000000073,-472.00000000000574,,-1300.0000000000327
2019.12.02,-191.00000000000784,218.00000000000708,-545.0000000000017,-65.99999999999939,-556.0000000000116,-458.00000000000284,,-1598.0000000000164
2019.12.02,-222.00000000001108,208.00000000000819,-532.0000000000107,-75.9999999999983,-572.0000000000027,-456.9999999999963,,-1651.000000000011
2019.12.02,-502.00000000000244,190.00000000000128,-525.0000000000057,-58.99999999999794,-553.0000000000115,-404.0000000000044,,-1853.0000000000207
2019.12.02,-525.0000000000199,209.9999999999991,-519.0000000000055,-53.999999999998494,-548.0000000000018,-398.00000000000944,,-1834.000000000036
2019.12.02,-669.0000000000085,200.00000000000017,-484.00000000000887,-5.999999999994898,-465.0000000000034,-381.0000000000091,,-1805.0000000000246
2019.12.02,-651.0000000000016,201.99999999999108,-536.0000000000014,-2.999999999997449,-448.0000000000075,-451.0000000000014,,-1887.0000000000182
2019.12.02,-538.0000000000163,261.0000000000001,-528.0000000000058,0.0,-443.00000000001205,-443.99999999999994,,-1692.000000000034
2019.12.02,-531.0000000000148,270.99999999999903,-523.0000000000103,21.00000000000435,-394.00000000000546,-448.000000000004,,-1604.0000000000314
2019.12.02,-524.0000000000133,263.99999999999756,-445.0000000000074,3.0000000000085514,-328.00000000000296,-442.00000000000904,,-1472.0000000000268
2019.12.02,-547.0000000000086,238.0000000000049,-471.00000000000364,4.000000000004,-344.0000000000083,-419.0000000000138,,-1539.0000000000257
2019.12.02,-582.0000000000158,225.00000000000853,-455.0000000000125,9.00000000000345,-324.0000000000123,-451.0000000000014,,-1578.00000000003
2019.12.02,-554.00000000001,248.99999999998812,-442.0000000000073,-3.999999999992898,-327.0000000000124,-478.0000000000006,,-1556.0000000000352
2019.12.02,-585.0000000000133,246.99999999999721,-443.00000000001205,26.999999999999247,-306.0000000000116,-436.9999999999985,,-1497.000000000039
2019.12.02,-608.0000000000085,265.99999999998846,-462.0000000000033,16.0000000000049,-343.0000000000035,-449.0000000000105,,-1580.0000000000325
2019.12.02,-606.0000000000176,275.9999999999874,-456.00000000000307,18.0000000000069,-331.00000000000307,-458.00000000000284,,-1557.0000000000323
2019.12.02,-556.0000000000009,312.00000000000114,-473.0000000000132,53.00000000000304,-297.00000000001125,-412.9999999999967,,-1374.0000000000177
2019.12.03,-581.0000000000093,242.99999999999324,-528.0000000000058,52.000000000007596,-370.00000000000455,-391.000000000008,,-1575.0000000000266
2019.12.03,-574.0000000000078,330.0000000000081,-519.0000000000055,74.00000000000739,-371.9999999999999,-398.00000000000944,,-1459.0000000000073
2019.12.03,-538.0000000000163,346.0000000000019,-526.0000000000105,70.99999999999883,-355.000000000004,-412.00000000001234,,-1414.0000000000423
2019.12.03,-537.0000000000097,351.99999999999676,-516.0000000000053,72.0000000000054,-335.00000000000796,-395.99999999999636,,-1360.000000000017
2019.12.03,-539.0000000000006,351.99999999999676,-513.0000000000052,18.0000000000069,-350.0000000000085,-490.999999999997,,-1523.0000000000077
2019.12.03,-516.0000000000053,333.9999999999899,-567.0000000000073,-4.999999999999449,-411.00000000000136,-564.000000000009,,-1729.0000000000327
2019.12.03,-500.00000000001154,320.9999999999935,-553.0000000000115,1.0000000000065512,-397.00000000000557,-530.0000000000082,,-1658.0000000000368
2019.12.03,-494.00000000001666,327.99999999999494,-525.0000000000057,31.999999999998696,-357.00000000001353,-486.00000000000864,,-1502.000000000051
2019.12.03,-491.0000000000192,337.99999999999386,-559.0000000000117,9.999999999998899,-407.0000000000107,-497.99999999999847,,-1607.0000000000473
2019.12.03,-490.0000000000126,334.9999999999964,-539.0000000000015,-15.999999999993797,-429.00000000000205,-490.999999999997,,-1630.0000000000107
2019.12.03,-500.00000000001154,323.99999999999096,-537.0000000000061,-20.999999999993246,-452.0000000000124,-510.00000000001046,,-1696.0000000000427
2019.12.03,-525.0000000000199,299.00000000000483,-572.0000000000027,-223.99999999999088,-510.0000000000051,-948.9999999999999,,-2481.0000000000136
2019.12.03,-539.0000000000006,299.99999999998914,-575.0000000000028,-237.99999999999378,-515.0000000000006,-985.0000000000136,,-2552.0000000000223
2019.12.03,-526.0000000000042,309.99999999998806,-574.0000000000123,-231.99999999999886,-511.0000000000099,-971.0000000000107,,-2504.000000000048
2019.12.03,-510.00000000001046,313.00000000000773,-569.0000000000026,-279.99999999999136,-480.000000000004,-1112.0000000000018,,-2638.0000000000027
2019.12.03,-509.00000000000387,326.0000000000041,-566.0000000000025,-282.99999999999994,-487.000000000009,-1120.0000000000098,,-2639.000000000021
2019.12.03,-509.00000000000387,312.00000000000114,-562.0000000000118,-273.000000000001,-472.0000000000084,-1113.0000000000084,,-2617.0000000000323
2019.12.03,-545.0000000000177,322.00000000000006,-540.0000000000063,-259.9999999999936,-470.0000000000131,-1049.0000000000111,,-2542.000000000042
2019.12.03,-584.0000000000067,278.00000000000045,-650.0000000000057,-240.99999999999122,-485.00000000001364,-1049.0000000000111,,-2731.000000000028
2019.12.03,-557.0000000000075,306.00000000000625,-615.9999999999997,-218.99999999999142,-462.0000000000033,-1053.000000000015,,-2601.0000000000105
2019.12.03,-611.000000000006,212.99999999999653,-719.0000000000083,-165.9999999999995,-496.0000000000093,-1018.0000000000077,,-2797.0000000000346
2019.12.03,-606.0000000000176,177.99999999998929,-737.9999999999995,-234.00000000000088,-486.0000000000042,-1249.9999999999955,,-3136.000000000028
2019.12.03,-627.0000000000219,129.00000000000134,-739.0000000000043,-261.0000000000001,-503.0000000000001,-1297.0000000000148,,-3298.00000000004
2019.12.03,-599.0000000000161,153.9999999999875,-740.9999999999997,-241.99999999999778,-403.0000000000058,-1330.0000000000089,,-3161.000000000041
2019.12.03,-619.000000000014,136.00000000000279,-768.0000000000007,-257.9999999999916,-451.0000000000076,-1353.000000000004,,-3313.000000000015
2019.12.03,-504.0000000000156,279.00000000000705,-579.0000000000077,-100.99999999999554,-127.00000000000955,-1100.000000000012,,-2132.0000000000337
2019.12.03,-537.0000000000097,285.00000000000193,-602.0000000000039,-98.99999999999353,-148.00000000001035,-1161.000000000012,,-2262.0000000000273
2019.12.03,-539.0000000000006,251.00000000000122,-650.0000000000057,-109.99999999999899,-194.00000000000261,-1212.000000000013,,-2454.00000000002
2019.12.03,-535.0000000000188,286.00000000000847,-640.0000000000006,-63.99999999999739,-126.00000000000477,-1212.000000000013,,-2291.0000000000264
2019.12.03,-537.0000000000097,395.99999999999636,-592.000000000013,-14.999999999998348,-124.00000000000944,-988.9999999999955,,-1861.0000000000296
2019.12.03,-504.0000000000156,428.9999999999905,-557.0000000000022,7.0000000000014495,-16.000000000005343,-1032.0000000000107,,-1673.0000000000418
2019.12.03,-497.0000000000141,397.0000000000029,-546.0000000000065,37.00000000000925,5.9999999999860165,-975.9999999999991,,-1579.0000000000216
2019.12.03,-577.0000000000052,348.9999999999993,-581.0000000000031,51.000000000001044,-29.000000000010573,-934.0000000000126,,-1721.0000000000312
2019.12.03,-637.0000000000209,307.99999999999716,-630.0000000000097,48.000000000003595,-37.00000000000614,-978.9999999999966,,-1927.0000000000325
2019.12.03,-633.0000000000168,269.00000000000813,-647.0000000000056,53.999999999998494,-22.00000000000557,-1036.999999999999,,-2016.0000000000205
2019.12.03,-597.0000000000031,229.99999999999687,-630.0000000000097,114.00000000000298,45.99999999999227,-961.0000000000118,,-1798.0000000000325
2019.12.03,-686.0000000000089,251.00000000000122,-612.000000000009,201.00000000000674,77.99999999998875,-824.0000000000025,,-1592.0000000000236
