date,GBPUSD,EURUSD,GBPCHF,CHFJPY,AUDCHF,EURGBP,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2019.10.21,-312.00000000000114,-36.999999999998145,-255.99999999998957,-26.00000000001046,0.0,-171.99999999999437,-483.99999999999557,-100.00000000000853,-4.999999999988347,-25.000000000005684,-1.9999999999953388,0.0,,-1418.9999999999873
2019.10.21,-348.9999999999993,-106.99999999999044,-268.9999999999859,-100.00000000000853,1.999999999990898,-178.99999999999582,-600.0000000000006,-69.00000000000261,22.999999999995246,-22.00000000000557,60.000000000002274,141.99999999999767,,-1468.0000000000027
2019.10.21,-733.0000000000059,-102.00000000000209,-622.9999999999958,-113.00000000001376,-4.000000000004,-438.9999999999894,-984.9999999999915,-19.000000000005457,99.00000000000463,-90.99999999999397,-111.99999999999477,132.99999999998312,,-2989.0000000000086
2019.10.21,-594.99999999999,-82.99999999998863,-469.99999999999267,-80.0000000000125,18.999999999991246,-372.99999999999,-729.0000000000018,36.000000000001364,-8.999999999992347,-75.00000000000284,-78.99999999999352,69.9999999999923,,-2367.9999999999795
2019.10.21,-565.9999999999999,-86.99999999999264,-445.99999999999085,-60.000000000002274,37.99999999999359,-350.9999999999902,-807.9999999999865,33.999999999991815,-110.99999999999443,-37.9999999999967,-33.999999999991815,43.999999999999595,,-2384.9999999999604
2019.10.21,-557.0000000000075,-92.00000000000318,-414.9999999999876,-31.00000000000591,56.99999999999594,-336.9999999999984,-788.9999999999952,6.000000000000227,-66.99999999999484,-28.999999999996362,-9.000000000000341,75.99999999998718,,-2187.0000000000064
2019.10.21,-492.9999999999879,-51.99999999998539,-343.00000000000443,-45.000000000001705,65.99999999999939,-307.99999999999716,-736.0000000000033,-91.00000000000819,-148.99999999999915,-4.0000000000048885,28.000000000005798,74.99999999998064,,-2052.0000000000064
2019.10.21,-377.9999999999894,-32.999999999994145,-185.99999999999727,-35.0000000000108,131.99999999999878,-254.99999999999412,-700.999999999996,-159.00000000000603,-217.0000000000005,22.00000000000557,82.00000000000784,56.99999999999594,,-1670.9999999999804
2019.10.21,-346.0000000000019,-51.99999999998539,-180.0000000000024,-17.000000000010118,175.99999999999838,-245.99999999999068,-743.9999999999891,-141.00000000000534,-428.00000000000614,45.000000000001705,153.0000000000058,25.999999999992696,,-1753.9999999999923
2019.10.21,-395.99999999999636,-61.99999999998429,-192.99999999999872,-23.000000000010346,183.99999999999528,-252.99999999999213,-817.9999999999854,-94.99999999999886,-448.000000000004,33.00000000000125,155.00000000000114,1.999999999990898,,-1913.9999999999816
