,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,['EURJPY'],100.0,-0.9897100000000011,S
1,1,GBPUSD,10,"['CHFJPY', 'USDCAD', 'GBPJPY']",80.0,0.9888,B
2,2,EURUSD,10,['EURJPY'],100.0,0.9905800000000002,B
3,3,USDJPY,10,"['AUDCAD', 'EURAUD']",80.0,-0.3289372222222206,S
4,4,USDCAD,10,['CHFJPY'],100.0,-0.5976009523809717,S
5,5,AUDUSD,10,"['CHFJPY', 'GBPUSD']",100.0,0.9416,B
6,6,NZDUSD,10,"['CHFJPY', 'GBPUSD']",100.0,0.9423,B
7,7,GBPCHF,20,['NZDCHF'],80.0,-0.4562929119294021,S
8,8,EURCHF,10,['EURNZD'],80.0,0.19940960317460207,B
9,9,CHFJPY,10,['EURJPY'],80.0,0.9899600000000004,B
10,10,CADCHF,15,"['EURJPY', 'AUDCAD', 'EURUSD', 'EURAUD', 'GBPAUD', 'EURCHF']",100.0,-1.0,S
11,11,NZDCHF,50,"['NZDCAD', 'GBPCAD', 'AUDUSD', 'GBPUSD']",80.0,-0.9621491866360465,S
12,12,EURGBP,50,"['USDCHF', 'GBPCHF', 'EURGBP', 'USDCAD', 'AUDCHF']",80.0,-0.9665077777777775,S
13,13,GBPJPY,10,"['USDCHF', 'EURUSD', 'CHFJPY']",80.0,0.9874,B
14,14,GBPAUD,50,"['USDCHF', 'AUDJPY']",100.0,0.22803577525210153,B
15,15,EURJPY,10,['EURJPY'],80.0,0.9918899999999996,B
16,16,EURCAD,10,"['AUDCAD', 'EURAUD']",80.0,0.3270428571428568,B
17,17,EURAUD,10,"['NZDCAD', 'USDCAD']",80.0,-0.5951574603174816,S
18,18,EURNZD,10,"['NZDCAD', 'USDCAD']",80.0,-0.5963495238095426,S
19,19,CADJPY,10,['AUDNZD'],100.0,0.5947084920635138,B
20,20,NZDJPY,30,"['CADCHF', 'CHFJPY', 'NZDCAD']",80.0,0.999873253968254,B
21,21,AUDCAD,10,"['NZDCAD', 'USDCAD']",80.0,0.5961883730158928,B
22,22,NZDCAD,10,"['CHFJPY', 'GBPUSD']",100.0,0.941,B
23,23,AUDNZD,10,"['EURGBP', 'GBPCHF', 'NZDCHF']",80.0,0.5549910714285691,B
