date,USDCAD,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,empty,sum
2021.05.17,-51.99999999998539,-126.99999999999933,-95.00000000000064,44.999999999987494,-202.00000000001327,-110.99999999999443,46.999999999997044,-68.99999999998573,34.000000000006025,238.9999999999901,-165.9999999999995,,-456.99999999999767
2021.05.17,-54.99999999998284,-158.0000000000026,-66.99999999999484,66.99999999997885,-175.99999999999838,-160.99999999998892,22.999999999996135,-59.99999999999339,109.99999999999943,207.9999999999984,-168.99999999999693,,-437.999999999985
2021.05.17,-36.999999999998145,-222.99999999999542,-156.00000000000057,274.0000000000009,-180.0000000000024,-98.99999999998244,222.0000000000084,-163.9999999999864,227.00000000000387,323.99999999999807,-263.0000000000021,,-74.99999999995617
2021.05.17,-144.99999999999514,-207.00000000000162,-163.99999999999747,290.9999999999968,-285.00000000000193,-124.99999999999733,246.99999999998568,-261.9999999999845,183.00000000000693,327.99999999998875,-308.9999999999926,,-447.9999999999924
2021.05.17,-81.9999999999821,-219.00000000000253,-156.99999999999602,305.0000000000068,-250.00000000001688,-104.99999999999955,251.99999999998113,-222.99999999999542,207.00000000000784,340.999999999994,-302.9999999999977,,-234.00000000000045
2021.05.17,-87.99999999999919,-192.99999999999872,-171.99999999999437,353.999999999985,-248.00000000000378,-165.9999999999995,308.9999999999975,-238.99999999998923,237.00000000000898,328.9999999999935,-270.99999999999903,,-147.9999999999987
2021.05.17,-185.99999999999727,-109.99999999999899,-156.99999999999602,260.9999999999957,-213.00000000001873,-348.9999999999993,210.9999999999843,-187.99999999998818,203.00000000000296,227.99999999999443,-154.99999999999403,,-455.0000000000152
2021.05.17,-166.99999999998383,-95.00000000000064,-143.9999999999997,215.99999999997976,-195.00000000001182,-403.99999999998215,150.99999999998204,-143.99999999998857,189.00000000000716,216.99999999999875,-115.99999999999389,,-491.99999999999295
2021.05.17,-190.00000000000128,-91.99999999999208,-154.99999999999403,112.99999999999955,-243.99999999999977,-366.999999999984,76.99999999999818,-203.99999999998198,100.99999999999909,151.9999999999868,-161.00000000000003,,-969.9999999999695
2021.05.17,-249.99999999999466,-46.00000000000159,-146.99999999999713,69.99999999999318,-284.00000000001756,-451.99999999998573,26.999999999986812,-227.99999999998377,44.00000000001114,64.99999999999773,-139.99999999999568,,-1340.9999999999873
2021.05.17,-315.99999999998295,-30.999999999992145,-162.99999999999093,38.99999999998727,-307.00000000001285,-492.9999999999879,36.000000000001364,-273.9999999999965,30.000000000001137,85.99999999999852,-130.99999999999224,,-1523.9999999999673
2021.05.17,-190.00000000000128,-91.99999999999208,-153.99999999999858,79.99999999998408,-230.00000000001907,-439.99999999999596,45.99999999999227,-187.99999999998818,90.00000000000341,52.99999999999727,-114.99999999999844,,-1140.0000000000166
2021.05.17,-247.99999999998158,-53.999999999998494,-141.99999999999767,72.99999999997908,-341.99999999999784,-500.9999999999959,25.000000000005684,-264.9999999999819,22.00000000000557,-3.0000000000001137,-148.99999999999915,,-1583.9999999999623
2021.05.17,-275.9999999999874,-2.000000000002,-132.99999999999423,80.99999999998886,-338.0000000000161,-601.9999999999915,19.000000000005457,-250.99999999997902,32.00000000001069,-36.000000000001364,-91.99999999999208,,-1597.9999999999586
2021.05.17,-234.00000000000088,2.000000000002,-114.99999999999844,129.99999999999545,-265.0000000000041,-678.9999999999852,30.000000000001137,-164.99999999999292,93.00000000000352,-20.000000000010232,-18.999999999991246,,-1241.999999999981
2021.05.17,-215.99999999999397,-29.999999999996696,-130.99999999999224,125.0,-228.00000000000597,-565.9999999999999,51.9999999999925,-151.9999999999966,115.99999999999966,1.9999999999953388,-51.000000000001044,,-1078.9999999999989
2021.05.17,-186.99999999998164,-46.999999999997044,-112.000000000001,84.00000000000318,-196.0000000000184,-556.0000000000009,-6.000000000000227,-98.99999999998244,108.00000000000409,10.99999999999568,-37.99999999999359,,-1037.9999999999723
2021.05.17,-217.0000000000005,-17.000000000000348,-103.99999999999298,64.99999999999773,-243.99999999999977,-617.9999999999852,-39.00000000001569,-122.99999999998423,72.00000000000273,-28.000000000005798,-32.999999999994145,,-1285.9999999999782
2021.05.17,-92.00000000000318,-56.0000000000005,-83.9999999999952,49.99999999998295,-209.00000000001472,-576.9999999999831,-82.99999999999841,-52.99999999999194,81.00000000000307,-30.000000000001137,-35.999999999991594,,-1088.9999999999939
2021.05.17,-36.999999999998145,-64.99999999999284,-45.99999999999049,112.99999999999955,-263.00000000001324,-621.9999999999892,-90.00000000000341,-31.999999999987594,91.00000000000819,-27.000000000001023,-39.999999999995595,,-1017.9999999999636
2021.05.17,-119.00000000000244,0.0,-64.99999999999284,164.99999999999204,-386.00000000001967,-769.9999999999818,-21.000000000015007,-168.99999999999693,56.000000000011596,-105.00000000000398,-30.999999999992145,,-1445.0000000000011
2021.05.17,-125.99999999998168,-27.999999999994696,-108.99999999999244,43.99999999998272,-231.0000000000034,-695.9999999999856,-51.9999999999925,-115.99999999998278,68.00000000001205,-135.00000000000512,13.00000000000745,,-1367.9999999999357
2021.05.17,-169.99999999998127,-14.999999999998348,-142.99999999999312,63.99999999999295,-242.00000000000887,-714.999999999999,19.99999999998181,-186.99999999998164,72.00000000000273,-136.0000000000099,14.999999999998348,,-1436.9999999999961
2021.05.17,-78.00000000000028,-59.99999999999339,-125.99999999999278,114.00000000000432,-304.00000000001535,-648.9999999999885,36.000000000001364,-205.99999999999508,68.00000000001205,-109.00000000000887,-49.99999999999449,,-1363.999999999971
