date,EURGBP,GBPJPY,empty,sum
2020.08.10,-158.0000000000026,-278.99999999999636,,-436.999999999999
2020.08.10,-197.00000000000273,-246.99999999998568,,-443.9999999999884
2020.08.10,-201.00000000000674,-304.00000000000205,,-505.00000000000875
2020.08.10,-322.00000000000006,-397.99999999999613,,-719.9999999999961
2020.08.10,-326.9999999999995,-221.00000000000364,,-548.0000000000032
2020.08.10,-303.0000000000088,-182.99999999999272,,-486.00000000000153
2020.08.10,-345.0000000000064,-246.99999999998568,,-591.999999999992
2020.08.10,-395.0000000000009,-274.0000000000009,,-669.0000000000018
2020.08.10,-394.00000000000546,-281.99999999998226,,-675.9999999999877
2020.08.10,-369.0000000000082,-295.99999999999227,,-665.0000000000005
2020.08.10,-287.9999999999994,-185.00000000000227,,-473.00000000000165
2020.08.10,-303.0000000000088,-187.99999999998818,,-490.999999999997
2020.08.10,-348.00000000000387,-219.99999999999886,,-568.0000000000027
2020.08.10,-382.00000000000455,-270.9999999999866,,-652.9999999999911
2020.08.10,-400.00000000000034,-302.99999999999727,,-702.9999999999976
2020.08.10,-399.0000000000049,-256.0000000000002,,-655.0000000000051
2020.08.10,-438.00000000000506,-292.0000000000016,,-730.0000000000066
2020.08.11,-419.00000000000273,-174.0000000000066,,-593.0000000000093
2020.08.11,-439.0000000000005,-204.99999999998408,,-643.9999999999845
2020.08.11,-431.99999999999903,-293.00000000000637,,-725.0000000000055
2020.08.11,-412.00000000000125,-282.99999999998704,,-694.9999999999883
2020.08.11,-409.99999999999926,-308.9999999999975,,-718.9999999999968
2020.08.11,-461.0000000000003,-371.0000000000093,,-832.0000000000095
2020.08.11,-474.00000000000773,-441.0000000000025,,-915.0000000000102
2020.08.11,-494.00000000000557,-484.00000000000887,,-978.0000000000144
2020.08.11,-495.000000000001,-498.9999999999952,,-993.9999999999962
2020.08.11,-500.00000000000045,-526.0000000000105,,-1026.000000000011
2020.08.11,-485.0000000000021,-554.000000000002,,-1039.000000000004
2020.08.11,-461.0000000000003,-543.0000000000064,,-1004.0000000000066
2020.08.11,-470.00000000000375,-579.0000000000077,,-1049.0000000000114
2020.08.11,-445.0000000000065,-545.9999999999923,,-990.9999999999987
2020.08.11,-412.00000000000125,-618.9999999999998,,-1031.000000000001
2020.08.11,-411.0000000000058,-588.9999999999986,,-1000.0000000000044
2020.08.11,-412.00000000000125,-639.9999999999864,,-1051.9999999999877
2020.08.11,-434.000000000001,-640.9999999999911,,-1074.9999999999923
2020.08.11,-401.00000000000693,-519.0000000000055,,-920.0000000000124
2020.08.11,-399.0000000000049,-469.99999999999886,,-869.0000000000038
2020.08.11,-436.00000000000307,-623.9999999999952,,-1059.9999999999982
2020.08.11,-431.0000000000036,-620.0000000000045,,-1051.0000000000082
2020.08.11,-261.0000000000001,-615.0000000000091,,-876.0000000000092
2020.08.11,-270.99999999999903,-633.9999999999861,,-904.9999999999852
2020.08.11,-247.00000000000833,-651.9999999999868,,-898.9999999999951
2020.08.11,-207.00000000000162,-689.9999999999977,,-896.9999999999993
2020.08.11,-217.0000000000005,-812.9999999999882,,-1029.9999999999886
2020.08.11,-150.00000000000568,-700.9999999999934,,-850.9999999999991
2020.08.11,-270.0000000000036,-861.9999999999948,,-1131.9999999999984
2020.08.11,-395.0000000000009,-835.000000000008,,-1230.0000000000089
2020.08.11,-326.9999999999995,-856.9999999999993,,-1183.9999999999989
2020.08.11,-289.0000000000059,-795.9999999999923,,-1084.9999999999982
2020.08.11,-394.00000000000546,-847.0000000000084,,-1241.0000000000139
2020.08.11,-353.0000000000033,-1230.9999999999945,,-1583.9999999999977
2020.08.11,-297.00000000000284,-1084.0000000000032,,-1381.000000000006
2020.08.11,-313.00000000000773,-1072.0000000000027,,-1385.0000000000105
2020.08.11,-236.99999999999832,-1078.000000000003,,-1315.0000000000014
2020.08.11,-256.0000000000007,-1115.9999999999854,,-1371.9999999999861
2020.08.11,-287.9999999999994,-1210.9999999999843,,-1498.9999999999836
2020.08.11,-292.9999999999988,-1245.0000000000045,,-1538.0000000000034
2020.08.11,-319.0000000000026,-1216.0000000000082,,-1535.000000000011
2020.08.11,-326.0000000000041,-1254.9999999999955,,-1580.9999999999995
2020.08.11,-312.00000000000114,-1215.0000000000034,,-1527.0000000000045
2020.08.11,-304.9999999999997,-1109.0000000000089,,-1414.0000000000086
2020.08.11,-309.99999999999915,-818.9999999999884,,-1128.9999999999875
2020.08.11,-270.0000000000036,-751.0000000000048,,-1021.0000000000084
2020.08.11,-270.99999999999903,-734.0000000000089,,-1005.000000000008
2020.08.11,-241.00000000000233,-715.0000000000034,,-956.0000000000057
2020.08.12,-278.00000000000045,-790.9999999999968,,-1068.9999999999973
2020.08.12,-279.00000000000705,-758.0000000000098,,-1037.0000000000168
2020.08.12,-275.99999999999847,-776.9999999999868,,-1052.9999999999852
2020.08.12,-282.99999999999994,-805.0000000000068,,-1088.0000000000068
2020.08.12,-309.0000000000037,-789.999999999992,,-1098.9999999999957
2020.08.12,-304.9999999999997,-752.0000000000095,,-1057.0000000000093
2020.08.12,-294.00000000000534,-889.9999999999864,,-1183.9999999999918
2020.08.12,-279.00000000000705,-780.0000000000011,,-1059.0000000000082
2020.08.12,-223.00000000000654,-759.9999999999909,,-982.9999999999975
2020.08.12,-247.00000000000833,-780.0000000000011,,-1027.0000000000095
2020.08.12,-251.00000000000122,-775.0000000000057,,-1026.0000000000068
2020.08.12,-257.0000000000072,-804.000000000002,,-1061.0000000000093
2020.08.12,-258.0000000000027,-781.9999999999823,,-1039.999999999985
2020.08.12,-236.99999999999832,-826.9999999999982,,-1063.9999999999966
2020.08.12,-270.0000000000036,-826.9999999999982,,-1097.0000000000018
2020.08.12,-255.00000000000523,-801.9999999999925,,-1056.9999999999977
2020.08.12,-248.99999999999923,-811.000000000007,,-1060.0000000000064
2020.08.12,-287.9999999999994,-864.0000000000043,,-1152.0000000000036
2020.08.12,-309.99999999999915,-972.9999999999848,,-1282.9999999999839
2020.08.12,-284.0000000000065,-1002.0000000000095,,-1286.000000000016
2020.08.12,-221.00000000000452,-998.9999999999952,,-1219.9999999999998
2020.08.12,-189.00000000000583,-1129.9999999999955,,-1319.0000000000014
2020.08.12,-214.00000000000307,-1246.9999999999857,,-1460.9999999999886
2020.08.12,-219.99999999999798,-1189.9999999999977,,-1409.9999999999957
2020.08.12,-117.00000000000044,-1180.0000000000068,,-1297.0000000000073
2020.08.12,-45.000000000006146,-1134.999999999991,,-1179.999999999997
2020.08.12,20.999999999993246,-1129.9999999999955,,-1109.0000000000023
2020.08.12,60.99999999999994,-1181.999999999988,,-1120.999999999988
2020.08.12,105.99999999999498,-1034.9999999999966,,-929.0000000000016
2020.08.12,176.99999999999383,-987.9999999999995,,-811.0000000000057
2020.08.12,168.00000000000148,-978.0000000000086,,-810.0000000000072
2020.08.12,222.99999999999542,-986.9999999999948,,-763.9999999999993
2020.08.12,191.99999999999218,-1019.0000000000055,,-827.0000000000133
2020.08.12,218.99999999999142,-938.999999999993,,-720.0000000000016
2020.08.12,302.9999999999977,-993.9999999999998,,-691.000000000002
2020.08.12,197.99999999999818,-1347.0000000000084,,-1149.0000000000102
2020.08.12,187.9999999999993,-1281.000000000006,,-1093.0000000000066
2020.08.12,196.99999999999162,-1176.9999999999925,,-980.0000000000009
2020.08.12,166.99999999999494,-1239.0000000000043,,-1072.0000000000093
2020.08.12,181.9999999999933,-1118.9999999999998,,-937.0000000000065
2020.08.12,217.0000000000005,-1030.0000000000011,,-813.0000000000007
2020.08.12,229.00000000000142,-1026.0000000000105,,-797.0000000000091
2020.08.12,274.9999999999919,-1026.9999999999868,,-751.9999999999949
2020.08.12,246.00000000000176,-974.9999999999943,,-728.9999999999925
2020.08.12,257.9999999999916,-1012.0000000000005,,-754.0000000000089
2020.08.12,302.9999999999977,-947.0000000000027,,-644.000000000005
2020.08.12,300.0000000000003,-897.9999999999961,,-597.9999999999959
2020.08.12,192.99999999999872,-1103.999999999985,,-910.9999999999862
2020.08.13,178.00000000000037,-1020.9999999999866,,-842.9999999999862
2020.08.13,192.99999999999872,-1004.9999999999955,,-811.9999999999967
2020.08.13,198.99999999999363,-1073.9999999999839,,-874.9999999999902
2020.08.13,202.9999999999976,-1117.999999999995,,-914.9999999999974
2020.08.13,204.99999999999963,-1144.0000000000055,,-939.0000000000058
2020.08.13,186.99999999999272,-1155.0000000000011,,-968.0000000000084
2020.08.13,195.9999999999962,-1201.9999999999982,,-1006.000000000002
2020.08.13,203.99999999999307,-1080.9999999999889,,-876.9999999999958
2020.08.13,168.99999999999693,-1185.0000000000023,,-1016.0000000000053
2020.08.13,193.99999999999417,-1161.0000000000014,,-967.0000000000072
2020.08.13,181.9999999999933,-1191.0000000000025,,-1009.0000000000092
2020.08.13,193.99999999999417,-1175.9999999999877,,-981.9999999999935
2020.08.13,209.9999999999991,-1132.000000000005,,-922.0000000000059
2020.08.13,213.99999999999199,-1114.0000000000043,,-900.0000000000123
2020.08.13,227.99999999999488,-1126.0000000000048,,-898.0000000000099
2020.08.13,212.99999999999653,-1137.0000000000005,,-924.0000000000039
2020.08.13,182.99999999999983,-1225.999999999999,,-1042.9999999999993
2020.08.13,147.99999999999258,-1221.0000000000036,,-1073.0000000000111
2020.08.13,252.99999999999213,-1217.9999999999893,,-964.9999999999972
2020.08.13,275.99999999999847,-1186.9999999999834,,-910.999999999985
2020.08.13,295.99999999999625,-1174.999999999983,,-878.9999999999867
2020.08.13,190.99999999999673,-1288.9999999999873,,-1097.9999999999905
2020.08.13,235.99999999999176,-1383.9999999999861,,-1147.9999999999943
2020.08.13,246.00000000000176,-1463.9999999999986,,-1217.9999999999968
2020.08.13,226.99999999999943,-1436.000000000007,,-1209.0000000000077
2020.08.13,237.99999999999378,-1586.999999999989,,-1348.9999999999952
2020.08.13,241.99999999999778,-1683.9999999999975,,-1441.9999999999998
2020.08.13,185.00000000000182,-1733.000000000004,,-1548.0000000000023
2020.08.13,181.9999999999933,-1847.9999999999848,,-1665.9999999999914
2020.08.13,175.99999999999838,-1841.0000000000082,,-1665.0000000000098
2020.08.13,146.99999999999713,-1772.9999999999961,,-1625.999999999999
2020.08.13,246.00000000000176,-1822.0000000000027,,-1576.000000000001
2020.08.13,127.99999999999478,-1872.9999999999905,,-1744.9999999999957
2020.08.13,178.00000000000037,-1912.0000000000061,,-1734.0000000000057
2020.08.13,164.99999999999292,-1837.9999999999939,,-1673.000000000001
2020.08.13,193.99999999999417,-1728.999999999985,,-1534.999999999991
2020.08.13,191.99999999999218,-1631.0000000000002,,-1439.000000000008
2020.08.13,137.9999999999937,-1597.0000000000084,,-1459.0000000000148
2020.08.13,135.99999999999167,-1574.9999999999886,,-1438.999999999997
2020.08.13,131.99999999999878,-1566.0000000000025,,-1434.0000000000036
2020.08.13,151.9999999999966,-1587.9999999999939,,-1435.9999999999973
2020.08.13,178.99999999999582,-1622.9999999999905,,-1443.9999999999945
2020.08.13,173.9999999999964,-1506.0000000000002,,-1332.0000000000039
2020.08.13,179.99999999999127,-1323.0000000000075,,-1143.0000000000161
2020.08.13,204.99999999999963,-1402.9999999999916,,-1197.999999999992
2020.08.13,259.9999999999936,-1317.0000000000073,,-1057.0000000000136
2020.08.13,248.99999999999923,-1401.9999999999868,,-1152.9999999999875
2020.08.13,185.99999999999727,-1486.9999999999948,,-1300.9999999999975
2020.08.14,231.99999999999886,-1401.0000000000105,,-1169.0000000000116
2020.08.14,191.99999999999218,-1450.9999999999934,,-1259.0000000000011
2020.08.14,190.00000000000128,-1486.9999999999948,,-1296.9999999999934
2020.08.14,196.99999999999162,-1568.9999999999884,,-1371.9999999999968
2020.08.14,214.99999999999852,-1597.9999999999848,,-1382.9999999999864
2020.08.14,187.9999999999993,-1599.9999999999943,,-1411.999999999995
2020.08.14,202.9999999999976,-1550.9999999999877,,-1347.99999999999
2020.08.14,207.00000000000162,-1460.9999999999843,,-1253.9999999999827
2020.08.14,230.99999999999233,-1426.9999999999925,,-1196.0000000000002
2020.08.14,239.99999999999577,-1433.9999999999975,,-1194.0000000000018
2020.08.14,242.99999999999324,-1408.9999999999918,,-1165.9999999999986
2020.08.14,237.99999999999378,-1401.0000000000105,,-1163.0000000000166
2020.08.14,242.99999999999324,-1370.0000000000045,,-1127.0000000000114
2020.08.14,232.99999999999432,-1393.0000000000007,,-1160.0000000000064
2020.08.14,242.99999999999324,-1395.9999999999866,,-1152.9999999999934
2020.08.14,246.00000000000176,-1347.9999999999848,,-1101.999999999983
2020.08.14,229.00000000000142,-1394.0000000000055,,-1165.000000000004
2020.08.14,209.9999999999991,-1426.9999999999925,,-1216.9999999999934
2020.08.14,241.99999999999778,-1326.9999999999982,,-1085.0000000000005
2020.08.14,224.9999999999974,-1265.9999999999911,,-1040.9999999999936
2020.08.14,113.99999999999189,-1225.999999999999,,-1112.0000000000073
2020.08.14,108.99999999999244,-1250.0,,-1141.0000000000075
2020.08.14,136.99999999999824,-1296.999999999997,,-1159.9999999999989
2020.08.14,132.99999999999423,-1344.9999999999989,,-1212.0000000000045
2020.08.14,8.999999999992347,-1185.0000000000023,,-1176.00000000001
2020.08.14,-31.999999999998696,-1328.000000000003,,-1360.0000000000016
2020.08.14,-53.00000000000304,-1514.9999999999864,,-1567.9999999999893
2020.08.14,-102.00000000000209,-1588.9999999999986,,-1691.0000000000007
2020.08.14,-75.00000000000284,-1543.0000000000064,,-1618.000000000009
2020.08.14,-104.00000000000409,-1563.999999999993,,-1667.999999999997
2020.08.14,-103.00000000000864,-1590.0000000000034,,-1693.000000000012
2020.08.14,-179.00000000000693,-1661.0000000000014,,-1840.0000000000082
2020.08.14,-153.99999999999858,-1697.0000000000027,,-1851.0000000000014
2020.08.14,-35.00000000000725,-1531.9999999999823,,-1566.9999999999895
2020.08.14,-19.999999999997797,-1451.9999999999982,,-1471.999999999996
2020.08.14,13.999999999991797,-1323.0000000000075,,-1309.0000000000157
2020.08.14,87.99999999999919,-1283.9999999999918,,-1195.9999999999927
2020.08.14,64.99999999999284,-1353.0000000000086,,-1288.000000000016
2020.08.14,129.00000000000134,-1275.0000000000057,,-1146.0000000000043
2020.08.14,202.9999999999976,-1258.9999999999861,,-1055.9999999999886
2020.08.14,239.0000000000003,-1283.9999999999918,,-1044.9999999999916
2020.08.14,221.99999999999997,-1325.9999999999934,,-1103.9999999999934
2020.08.14,209.9999999999991,-1287.0000000000061,,-1077.000000000007
2020.08.14,214.99999999999852,-1266.999999999996,,-1051.9999999999973
2020.08.14,224.000000000002,-1282.999999999987,,-1058.999999999985
2020.08.14,234.99999999999633,-1247.9999999999905,,-1012.9999999999941
2020.08.14,236.99999999999832,-1301.9999999999925,,-1064.999999999994
2020.08.14,229.00000000000142,-1283.9999999999918,,-1054.9999999999905
