date,USDCHF,USDCAD,AUDUSD,GBPCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.03.08,-90.0000000000012,0.0,-60.00000000000449,-608.0000000000085,-304.00000000000426,-63.99999999999739,-524.0000000000009,-592.9999999999991,-188.0000000000166,0.0,-76.0000000000094,-158.00000000000125,-135.99999999999167,,-2801.0000000000355
2021.03.08,208.00000000000819,18.0000000000069,-76.0000000000094,-647.0000000000198,-301.0000000000068,-80.00000000000229,-611.9999999999948,-641.999999999987,-203.00000000000296,25.999999999992696,-34.000000000000696,-188.0000000000024,-112.000000000001,,-2643.0000000000196
2021.03.08,145.00000000000622,-207.99999999998596,-286.00000000000847,-767.0000000000066,-462.0000000000068,-103.99999999999298,-926.9999999999925,-652.0000000000082,-407.0000000000107,-229.99999999999687,-157.00000000000713,-481.9999999999993,-212.99999999999653,,-4750.000000000006
2021.03.08,175.99999999999838,-231.0000000000034,-316.0000000000052,-773.0000000000015,-486.00000000000864,-108.99999999999244,-943.9999999999884,-560.0000000000049,-402.00000000001523,-294.0000000000165,-191.00000000000784,-518.0000000000007,-232.99999999999432,,-4881.000000000042
2021.03.08,187.9999999999993,-136.00000000000279,-184.00000000000637,-662.000000000007,-375.0000000000031,-58.99999999999794,-740.9999999999854,-529.0000000000017,-306.0000000000116,-93.00000000000975,-59.000000000009045,-337.0000000000033,-158.99999999999804,,-3452.0000000000364
2021.03.08,165.00000000000404,-175.99999999999838,-234.00000000000088,-707.0000000000132,-392.9999999999989,-76.99999999999375,-751.9999999999811,-575.9999999999987,-301.00000000001614,-114.99999999999844,-92.00000000000318,-344.99999999999886,-171.99999999999437,,-3774.999999999992
2021.03.08,173.00000000000094,-164.99999999999292,-221.99999999999997,-709.0000000000041,-395.0000000000009,-83.9999999999952,-786.0000000000014,-560.9999999999893,-311.00000000000705,-121.00000000001555,-95.00000000000064,-364.0000000000043,-156.00000000000057,,-3796.0000000000105
2021.03.08,211.00000000000563,-180.0000000000024,-209.00000000000364,-745.0000000000178,-426.9999999999996,-63.99999999999739,-780.0000000000011,-523.9999999999911,-332.9999999999984,-124.99999999999733,5.999999999994898,-373.9999999999952,-151.00000000000114,,-3695.0000000000036
2021.03.08,235.00000000000742,-195.9999999999962,-221.00000000000452,-742.0000000000205,-441.99999999999795,-53.00000000000304,-777.9999999999916,-485.0000000000021,-331.0000000000173,-139.00000000000023,17.000000000000348,-385.9999999999957,-136.99999999999824,,-3658.00000000002
2021.03.08,267.00000000000614,-12.999999999996348,-93.00000000000975,-639.0000000000118,-391.000000000008,-43.999999999999595,-548.0000000000018,-475.0000000000032,-189.00000000002137,-96.00000000000719,52.99999999999194,-269.999999999996,-143.9999999999997,,-2582.0000000000564
2021.03.08,351.0000000000013,62.000000000006494,-66.00000000001049,-632.0000000000103,-397.0000000000029,-41.9999999999976,-504.99999999999545,-453.99999999999886,-130.00000000002387,-137.00000000000932,7.0000000000014495,-239.99999999999488,-165.9999999999995,,-2349.000000000034
2021.03.08,347.0000000000084,114.0000000000141,-39.00000000000014,-580.0000000000027,-363.0000000000022,-22.999999999995246,-397.99999999999613,-441.99999999998687,-76.00000000002183,-90.00000000001229,121.99999999999989,-194.00000000000261,-151.9999999999966,,-1773.9999999999943
2021.03.08,348.00000000000387,87.99999999999919,-67.00000000000594,-634.0000000000013,-390.0000000000015,-39.999999999995595,-444.9999999999932,-461.0000000000003,-78.00000000000296,-118.00000000001809,190.99999999998562,-213.99999999999864,-156.99999999999602,,-1977.0000000000246
2021.03.08,346.0000000000019,80.00000000001339,-133.00000000000534,-636.0000000000143,-443.0000000000045,-43.999999999999595,-447.00000000000273,-497.99999999999847,-68.00000000001205,-228.00000000000597,170.99999999998784,-262.00000000000045,-236.99999999999832,,-2399.0000000000387
2021.03.08,328.0000000000061,36.0000000000138,-194.0000000000053,-670.9999999999993,-491.0000000000081,-47.9999999999925,-477.00000000000387,-533.99999999999,-84.00000000000318,-314.99999999999864,127.99999999999478,-328.00000000000296,-270.99999999999903,,-2920.999999999988
2021.03.08,331.0000000000035,1.0000000000065512,-188.00000000001037,-721.000000000016,-497.000000000003,-51.99999999999649,-503.9999999999907,-548.9999999999995,-106.99999999999932,-261.0000000000001,195.9999999999962,-314.00000000000716,-251.99999999999667,,-2917.000000000013
2021.03.08,348.00000000000387,-36.999999999998145,-238.0000000000049,-767.0000000000066,-544.0,-60.99999999999994,-598.9999999999895,-499.9999999999893,-164.0000000000157,-343.00000000000443,100.99999999999554,-391.9999999999959,-278.9999999999959,,-3475.000000000001
2021.03.08,365.0000000000042,18.0000000000069,-163.00000000000205,-700.0000000000117,-487.99999999999955,-78.00000000000028,-501.0000000000048,-470.9999999999992,-102.00000000000387,-293.0000000000099,150.99999999999002,-323.99999999999807,-223.99999999999088,,-2810.000000000019
2021.03.08,408.00000000000836,90.99999999999665,-65.00000000000395,-712.0000000000015,-441.0000000000025,-117.00000000000044,-448.99999999998386,-507.9999999999973,-42.00000000000159,-219.99999999999798,182.99999999999983,-239.99999999999488,-162.99999999999093,,-2274.99999999997
2021.03.08,431.99999999999903,195.9999999999962,65.99999999999939,-741.0000000000139,-336.00000000000296,-163.99999999999747,-531.9999999999823,-662.9999999999914,3.9999999999906777,-94.00000000001629,289.0000000000059,-105.99999999999454,-69.9999999999923,,-1718.9999999999998
