date,USDCHF,USDCAD,AUDUSD,GBPCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.03.08,233.00000000000543,45.000000000006146,-40.00000000000669,-531.9999999999991,-256.0000000000007,-15.999999999993797,-413.99999999998727,-468.00000000000176,-94.99999999999886,47.99999999998139,38.0000000000047,-156.99999999999648,-82.99999999999974,,-1696.9999999999866
2021.03.08,219.00000000000253,22.999999999995246,-50.0000000000056,-589.0000000000173,-257.0000000000072,-41.000000000002146,-540.9999999999968,-550.9999999999903,-177.99999999999727,72.99999999998974,120.99999999999334,-165.99999999999682,-57.99999999999139,,-1995.000000000024
2021.03.08,197.00000000000273,-185.99999999999727,-263.0000000000021,-735.000000000019,-441.0000000000025,-93.99999999999409,-908.9999999999918,-533.99999999999,-397.99999999999613,-207.00000000000162,-124.99999999999733,-466.99999999999875,-191.99999999999218,,-4353.99999999998
2021.03.08,202.0000000000022,-129.99999999998568,-178.00000000000037,-647.0000000000198,-370.00000000000364,-44.99999999999504,-734.9999999999852,-482.00000000000466,-306.0000000000116,-57.00000000001815,97.9999999999981,-334.0000000000032,-122.99999999999534,,-3107.0000000000223
2021.03.08,203.00000000000873,-95.00000000000064,-135.00000000000733,-638.0000000000052,-326.9999999999995,-42.999999999993044,-674.0000000000066,-517.9999999999962,-256.0000000000002,8.999999999992347,25.999999999992696,-266.00000000000534,-96.99999999999153,,-2811.000000000012
2021.03.08,197.99999999999818,-129.99999999998568,-175.00000000000293,-680.0000000000139,-365.0000000000042,-65.99999999999939,-718.9999999999941,-519.9999999999872,-261.0000000000241,-55.000000000005045,-21.00000000000435,-305.9999999999974,-115.99999999999389,,-3216.000000000014
2021.03.08,245.0000000000063,-65.99999999998829,-130.0000000000079,-664.0000000000201,-356.00000000000074,-43.999999999999595,-689.9999999999977,-499.9999999999893,-260.0000000000193,-29.999999999996696,116.00000000000499,-287.00000000000614,-107.99999999999699,,-2774.0000000000114
2021.03.08,246.00000000000176,-153.9999999999875,-186.00000000000838,-717.000000000012,-411.0000000000058,-34.99999999999615,-734.9999999999852,-445.99999999999085,-319.0000000000168,-69.00000000000794,72.0000000000054,-346.00000000000364,-117.99999999999588,,-3218.0000000000027
2021.03.08,295.0000000000008,-11.999999999989797,-68.00000000000139,-595.0000000000122,-340.00000000000693,-2.999999999997449,-483.0000000000041,-391.000000000008,-151.00000000001046,4.999999999988347,201.00000000000674,-200.00000000000284,-79.99999999999119,,-1822.000000000028
2021.03.08,355.0000000000053,83.00000000001084,-54.00000000000959,-606.0000000000176,-372.0000000000057,-19.00000000000235,-478.999999999985,-422.9999999999956,-125.0,-82.00000000000429,62.000000000006494,-230.99999999999454,-131.99999999999878,,-2022.999999999991
2021.03.08,370.00000000000364,151.9999999999966,-23.00000000000635,-553.0000000000035,-356.00000000000074,2.999999999997449,-353.999999999985,-409.99999999999926,-55.00000000000682,-67.00000000001705,156.00000000000057,-176.00000000000193,-141.99999999999767,,-1455.00000000002
2021.03.08,357.00000000000733,140.0000000000068,0.0,-513.0000000000078,-324.00000000000205,17.000000000000348,-337.99999999999386,-367.99999999999056,-58.9999999999975,-25.00000000000835,241.99999999998667,-155.00000000000114,-107.00000000000153,,-1133.000000000002
2021.03.08,360.0000000000048,87.99999999999919,-65.00000000000395,-633.0000000000168,-387.99999999999943,-39.999999999995595,-443.9999999999884,-456.9999999999963,-67.00000000000728,-104.00000000001519,201.99999999999108,-212.0000000000033,-151.9999999999966,,-1912.000000000028
2021.03.08,346.0000000000019,95.00000000000064,-101.00000000000664,-618.0000000000074,-412.00000000000125,-26.999999999999247,-405.00000000000114,-453.99999999999886,-49.000000000006594,-173.00000000000094,194.0000000000053,-231.99999999999932,-195.9999999999962,,-2032.0000000000098
2021.03.08,334.00000000000097,73.99999999999629,-113.00000000000753,-666.000000000011,-414.00000000000324,-42.999999999993044,-466.99999999998454,-522.0000000000002,-76.99999999999818,-146.00000000000168,283.99999999999534,-231.99999999999932,-196.99999999999162,,-2184.9999999999977
2021.03.08,353.99999999999875,21.00000000000435,-177.00000000000495,-721.000000000016,-490.00000000000153,-46.00000000000159,-483.0000000000041,-490.999999999997,-87.00000000001751,-245.0000000000063,209.9999999999991,-293.00000000000637,-240.99999999999122,,-2689.000000000045
