date,GBPUSD,EURUSD,AUDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,EURCAD,EURAUD,AUDJPY,NZDCAD,AUDNZD,empty,sum
2017.01.16,-1.999999999990898,0.0,-20.0000000000089,-95.00000000000064,-166.99999999999494,-129.00000000000134,-13.999999999991797,-700.999999999996,-370.00000000000364,-462.9999999999912,-129.0000000000049,-76.99999999999375,-105.99999999998388,,-2272.999999999962
2017.01.16,360.0000000000048,106.99999999999044,-2.000000000002,-119.00000000000244,-232.99999999999432,-257.0000000000072,-63.99999999999739,-757.999999999992,-275.000000000003,-346.0000000000019,224.99999999999432,92.00000000000318,-51.000000000001044,,-1321.0000000000086
2017.01.16,360.0000000000048,184.99999999999073,20.999999999993246,-136.00000000000279,-269.9999999999925,-397.99999999999835,-48.99999999999905,-767.0000000000066,-407.0000000000018,-374.0000000000077,226.99999999998965,184.00000000000637,-104.99999999999955,,-1529.0000000000236
2017.01.16,390.0000000000015,217.0000000000005,139.99999999999568,-129.9999999999968,-275.99999999999847,-362.00000000000676,48.99999999999905,-557.0000000000075,-337.0000000000095,-202.9999999999976,221.9999999999942,235.00000000000742,-61.99999999998429,,-674.0000000000027
2017.01.16,432.0000000000102,215.99999999999397,90.99999999999665,-110.99999999999443,-278.00000000000045,-241.00000000000233,-13.999999999991797,-727.0000000000109,-341.99999999999784,-278.00000000000045,241.99999999999022,121.00000000000443,79.00000000000685,,-809.999999999996
2017.01.16,424.00000000000216,245.0000000000063,118.99999999999133,-75.9999999999983,-217.99999999999596,-192.00000000000327,-17.999999999995797,-774.000000000008,-357.00000000000733,-278.00000000000045,259.00000000000034,142.00000000000878,126.0000000000039,,-597.9999999999964
2017.01.16,442.00000000000904,204.99999999998852,19.999999999997797,-100.99999999999554,-212.99999999999653,-151.9999999999966,-30.999999999992145,-751.9999999999972,-320.9999999999935,-398.9999999999938,206.99999999999363,65.99999999999939,157.00000000000713,,-871.9999999999699
2017.01.16,339.0000000000004,133.00000000000534,-28.000000000005798,-92.99999999999864,-158.99999999999804,-82.99999999999974,7.0000000000014495,-697.9999999999986,-320.9999999999935,-428.9999999999905,164.99999999999204,-24.000000000001798,192.99999999999872,,-997.9999999999887
2017.01.16,245.0000000000063,79.99999999999119,-11.00000000000545,-92.00000000000318,-186.99999999999272,-68.00000000000139,43.999999999999595,-635.9999999999922,-329.00000000000153,-398.00000000000944,1.9999999999953388,1.0000000000065512,190.00000000000128,,-1159.0000000000052
2017.01.16,260.0000000000158,164.00000000000858,-17.000000000000348,-92.00000000000318,-132.99999999999423,-70.0000000000034,90.0000000000012,-503.99999999999335,-297.9999999999983,-435.9999999999919,-61.00000000000705,-10.999999999994348,158.0000000000137,,-949.9999999999468
2017.01.16,241.00000000000233,120.99999999999334,-98.0000000000092,-87.99999999999919,-117.00000000000044,-34.000000000000696,89.00000000000574,-522.0000000000002,-300.00000000001137,-523.0000000000068,-88.00000000000807,-113.99999999999189,204.00000000000418,,-1229.0000000000223
2017.01.16,278.00000000000045,35.999999999991594,-86.0000000000083,-112.99999999999643,-110.99999999999443,26.999999999999247,-17.999999999995797,-615.9999999999943,-303.0000000000088,-482.00000000000466,-49.000000000006594,-139.00000000000023,275.000000000003,,-1301.0000000000152
2017.01.16,351.0000000000124,24.000000000001798,-106.00000000000608,-112.000000000001,-102.99999999999754,3.999999999992898,-62.99999999999084,-724.9999999999978,-205.99999999999508,-397.0000000000029,-52.00000000000671,-107.99999999999699,232.00000000000998,,-1260.999999999978
2017.01.16,399.00000000001603,28.999999999990145,-134.0000000000008,-121.00000000000443,-105.99999999999498,-23.00000000000635,-90.0000000000012,-754.0000000000102,-252.99999999999213,-453.99999999999886,-49.99999999999716,-95.00000000000064,207.00000000000162,,-1444.999999999999
2017.01.16,319.0000000000026,85.00000000000173,-87.00000000000374,-102.00000000000209,-102.00000000000209,-14.000000000002899,-15.999999999993797,-682.9999999999892,-272.00000000000557,-504.9999999999999,-174.0000000000066,-64.99999999999284,194.0000000000053,,-1421.9999999999893
2017.01.16,350.00000000000585,133.99999999998968,-100.00000000000009,-92.00000000000318,-52.99999999999194,24.999999999997247,-15.999999999993797,-687.9999999999998,-289.9999999999903,-547.999999999993,-153.0000000000058,-135.99999999999167,206.00000000001728,,-1360.9999999999593
2017.01.16,373.00000000000114,154.99999999999403,-76.0000000000094,-97.9999999999981,-60.99999999999994,27.999999999994696,42.0000000000087,-601.9999999999915,-320.00000000000915,-564.9999999999933,-222.99999999999898,-117.99999999999588,204.00000000000418,,-1260.9999999999936
2017.01.16,343.00000000000443,144.99999999999514,-89.00000000000574,-100.99999999999554,-58.99999999999794,-31.000000000003247,25.00000000000835,-615.00000000001,-286.00000000000847,-565.9999999999999,-362.000000000009,-117.99999999999588,111.00000000001664,,-1603.0000000000011
2017.01.16,-41.000000000002146,28.999999999990145,-67.00000000000594,-187.9999999999993,-124.99999999999733,-90.0000000000012,15.00000000000945,-553.0000000000035,-235.00000000000742,-407.0000000000018,-278.0000000000058,-164.99999999999292,119.00000000000244,,-1986.0000000000152
2017.01.16,49.00000000001015,17.000000000000348,-126.0000000000039,-153.99999999999858,-52.99999999999194,14.000000000002899,-113.99999999999189,-710.999999999995,-167.9999999999904,-483.99999999999557,-246.9999999999999,-182.99999999999983,192.00000000001438,,-1967.9999999999397
2017.01.16,273.0000000000121,-133.00000000000534,-239.0000000000003,-166.99999999999494,-76.99999999999375,39.00000000000014,-205.99999999999508,-893.0000000000105,-188.00000000001037,-537.9999999999941,-268.0000000000007,-234.00000000000088,209.00000000001472,,-2421.999999999979
2017.01.16,286.00000000000847,-232.00000000000998,-221.00000000000452,-239.0000000000003,-124.00000000000189,0.0,-459.99999999999375,-1269.000000000009,-120.00000000000898,-499.000000000005,-293.00000000000637,-222.99999999999542,223.00000000001762,,-3171.000000000009
2017.01.16,385.99999999999744,-224.000000000002,-231.0000000000034,-234.99999999999633,-153.99999999999858,-41.9999999999976,-431.99999999999903,-1099.0000000000055,-39.00000000001125,-418.0000000000073,-152.00000000000102,-249.99999999999466,233.00000000001654,,-2657.0000000000027
2017.01.16,636.0000000000143,-218.99999999999142,-204.99999999999963,-246.99999999999721,-165.9999999999995,-68.99999999999685,-573.9999999999967,-1341.9999999999986,-73.00000000001194,-398.9999999999938,-73.99999999999807,-183.99999999999528,218.00000000000708,,-2697.9999999999573
2017.01.16,598.0000000000097,-192.99999999999872,-142.00000000000878,-239.99999999999577,-197.99999999999818,-92.99999999999864,-457.99999999999176,-1105.0000000000005,42.999999999993044,-222.99999999999542,-88.99999999999864,-151.00000000000114,236.00000000001398,,-2014.9999999999704
2017.01.16,458.00000000000284,-194.99999999998963,-142.00000000000878,-244.99999999999523,-203.99999999999307,-78.00000000000028,-413.99999999999216,-1042.9999999999939,31.000000000003247,-226.99999999999943,-52.00000000000671,-200.00000000000017,264.0000000000198,,-2046.9999999999534
2017.01.16,588.9999999999951,-234.00000000000088,-199.00000000000472,-214.00000000000307,-146.99999999999713,2.999999999997449,-417.0000000000007,-1150.0000000000066,-59.000000000009045,-334.9999999999964,-117.00000000000443,-239.99999999999577,306.00000000000625,,-2214.00000000002
2017.01.16,540.0000000000072,-171.99999999999437,-157.00000000000713,-280.00000000000244,-141.99999999999767,2.000000000002,-484.999999999991,-1032.0000000000107,62.99999999999084,-330.9999999999924,-169.00000000001114,-282.99999999999994,303.0000000000088,,-2142.9999999999977
