date,USDCHF,GBPUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.07.15,-234.00000000000088,-252.0000000000078,-198.99999999999807,-137.00000000000932,-375.9999999999986,-180.0000000000024,-178.00000000000037,-307.0000000000017,-504.00000000000443,143.9999999999997,-438.0000000000166,-439.99999999999596,-180.0000000000024,-192.99999999999784,424.00000000000216,-201.99999999999818,-329.9999999999983,-501.99999999999534,-280.9999999999979,,-4365.000000000025
2019.07.15,-253.99999999999866,-286.99999999999284,-233.99999999999466,-106.00000000000608,-419.9999999999982,-207.00000000000162,-189.99999999999017,-310.9999999999946,-534.9999999999966,139.00000000000023,-530.0000000000011,-434.000000000001,-8.000000000008,-256.0000000000002,642.0000000000092,-222.99999999999898,-364.0000000000043,-551.0000000000019,-302.0000000000023,,-4430.999999999982
2019.07.15,-243.99999999999977,-286.99999999999284,-256.9999999999908,-97.00000000001374,-402.9999999999978,-187.00000000000384,-186.99999999999272,-312.9999999999966,-507.9999999999973,136.99999999999824,-528.00000000002,-431.0000000000036,18.999999999991246,-263.00000000000523,642.0000000000092,-251.99999999999534,-373.00000000000466,-543.9999999999969,-311.00000000000574,,-4387.000000000018
2019.07.15,-207.00000000000162,-290.00000000001245,-260.9999999999957,-46.999999999997044,-392.9999999999989,-192.00000000001438,-180.99999999999784,-314.0000000000032,-494.00000000000557,153.99999999999858,-556.0000000000116,-387.000000000004,31.000000000003247,-310.0000000000023,604.0000000000045,-276.9999999999868,-382.000000000005,-545.9999999999923,-289.0000000000059,,-4337.000000000027
2019.07.15,-199.00000000000472,-306.00000000000625,-207.9999999999984,-28.000000000005798,-365.99999999999966,-167.00000000000603,-187.9999999999993,-285.00000000000193,-480.0000000000027,149.99999999999457,-484.00000000000887,-367.0000000000062,31.000000000003247,-225.00000000000853,597.0000000000031,-246.9999999999999,-344.0000000000083,-506.0000000000002,-280.00000000000244,,-3902.0000000000587
2019.07.15,-185.99999999999727,-280.9999999999979,-219.99999999999886,-29.00000000001235,-358.9999999999982,-159.00000000002024,-178.00000000000037,-290.9999999999968,-480.0000000000027,152.99999999999204,-516.0000000000196,-344.99999999999534,55.000000000005045,-275.0000000000057,609.9999999999994,-259.9999999999909,-370.00000000000455,-524.0000000000009,-280.00000000000244,,-3935.0000000000473
2019.07.15,-178.00000000000037,-266.0000000000107,-228.9999999999992,-51.000000000001044,-350.00000000000585,-160.00000000000458,-156.99999999999602,-278.9999999999959,-475.0000000000032,162.99999999999093,-512.0000000000005,-365.99999999999966,14.000000000002899,-266.00000000000534,595.9999999999966,-250.0,-352.00000000000387,-522.9999999999961,-272.00000000000557,,-3913.0000000000373
2019.07.15,-187.9999999999993,-333.0000000000055,-198.99999999999807,-39.00000000001125,-424.99999999998647,-190.00000000000128,-167.9999999999904,-297.9999999999983,-506.0000000000064,136.99999999999824,-516.9999999999959,-446.9999999999974,4.000000000004,-250.0,632.0000000000103,-236.99999999999477,-349.00000000000375,-512.999999999991,-287.9999999999994,,-4173.999999999965
2019.07.15,-200.99999999999562,-330.0000000000081,-203.99999999999352,-32.0000000000098,-415.99999999999415,-185.00000000001293,-198.99999999999363,-292.00000000000335,-494.00000000000557,129.9999999999968,-530.0000000000011,-435.0000000000076,-63.99999999999739,-250.0,595.0000000000122,-252.9999999999859,-334.0000000000032,-510.9999999999957,-277.000000000005,,-4282.000000000004
2019.07.15,-165.00000000000404,-324.9999999999975,-215.0000000000034,-26.0000000000149,-367.0000000000062,-152.0000000000188,-173.00000000000094,-244.99999999999523,-460.00000000000483,144.99999999999514,-534.9999999999966,-395.99999999999636,-31.999999999987594,-257.000000000005,557.0000000000075,-261.99999999998624,-325.00000000000284,-504.99999999999545,-275.000000000003,,-4013.000000000017
2019.07.15,-95.99999999999609,-356.00000000000074,-171.99999999999704,-32.0000000000098,-272.00000000000557,-112.000000000001,-122.99999999999534,-231.99999999999886,-441.99999999999795,154.99999999999403,-504.99999999999545,-398.00000000000944,-8.000000000008,-287.00000000000614,557.0000000000075,-245.9999999999951,-338.99999999999864,-521.0000000000008,-290.00000000000136,,-3719.000000000016
2019.07.15,-63.99999999999739,-287.9999999999994,-147.99999999999613,-8.000000000008,-194.99999999998963,-123.00000000000644,-106.99999999999044,-200.00000000000017,-433.0000000000056,212.99999999999653,-432.00000000001637,-347.0000000000084,72.0000000000054,-281.9999999999965,540.0000000000072,-231.99999999999932,-311.9999999999976,-510.9999999999957,-260.00000000000466,,-3117.0000000000027
2019.07.15,-83.9999999999952,-212.99999999999653,-118.99999999999977,-25.00000000000835,-143.00000000000423,-88.0000000000214,-112.99999999999643,-215.99999999999397,-431.0000000000036,221.99999999999997,-325.00000000001705,-239.00000000001143,55.000000000005045,-234.99999999999943,587.0000000000042,-217.9999999999893,-311.00000000000705,-500.0,-245.0000000000063,,-2641.000000000041
2019.07.15,-89.00000000000574,-192.99999999999872,-57.999999999992724,-32.0000000000098,-168.99999999999693,-78.00000000000028,-114.99999999999844,-192.00000000000327,-429.0000000000016,218.99999999999142,-239.00000000000432,-238.0000000000049,75.00000000000284,-103.9999999999992,615.00000000001,-145.99999999998658,-222.0000000000084,-435.0000000000023,-221.00000000000452,,-2051.000000000013
2019.07.15,-39.999999999995595,-182.99999999999983,-84.00000000000318,-11.00000000000545,-53.999999999998494,1.999999999990898,-73.99999999999629,-137.9999999999937,-399.0000000000049,242.99999999999324,-219.0000000000225,-197.00000000000273,90.00000000001229,-109.99999999999943,622.9999999999958,-171.99999999999704,-222.99999999999898,-445.99999999999795,-204.99999999999963,,-1597.0000000000236
2019.07.15,10.999999999994348,-225.00000000000853,-36.99999999999193,-16.000000000016,-39.999999999995595,-4.000000000004,-41.9999999999976,-161.99999999999548,-416.00000000000523,237.99999999999378,-213.00000000002228,-255.00000000000523,134.99999999999625,-112.99999999999955,672.0000000000059,-141.9999999999959,-239.00000000000432,-468.0000000000035,-282.0000000000045,,-1598.0000000000591
2019.07.15,24.000000000001798,-248.00000000000378,-6.999999999990791,4.999999999988347,-65.99999999998829,-4.000000000004,-35.999999999991594,-170.99999999999892,-443.99999999999994,242.99999999999324,-228.00000000000864,-252.99999999999213,171.00000000001003,-132.000000000005,693.9999999999947,-125.99999999999056,-264.00000000001,-527.000000000001,-292.00000000000335,,-1660.9999999999998
2019.07.15,43.00000000000415,-205.99999999999508,-79.9999999999983,-39.00000000001125,-14.999999999987246,-19.00000000001345,-23.999999999990695,-159.9999999999935,-458.9999999999983,281.99999999999335,-239.00000000000432,-242.99999999999324,130.0000000000079,-189.99999999999773,690.9999999999972,-144.99999999999602,-259.00000000000034,-539.0000000000015,-280.00000000000244,,-1750.9999999999807
2019.07.15,41.9999999999976,-117.00000000001154,-88.99999999999864,-83.00000000001084,106.00000000000608,28.999999999990145,-5.999999999994898,-114.00000000000298,-416.00000000000523,305.99999999999517,-159.00000000002024,-214.00000000000307,194.0000000000053,-168.99999999999693,760.0000000000051,-151.9999999999868,-240.0000000000091,-533.9999999999918,-297.00000000000284,,-1153.0000000000355
2019.07.15,31.000000000003247,-83.9999999999952,-111.99999999999477,-97.9999999999981,154.99999999999403,70.99999999999883,29.000000000001247,-95.00000000000064,-390.0000000000015,297.9999999999983,-105.99999999999454,-157.00000000000713,263.99999999999756,-147.99999999999613,736.0000000000033,-126.99999999999534,-237.00000000000898,-518.9999999999912,-262.00000000000665,,-750.9999999999937
2019.07.15,21.999999999999797,-15.00000000000945,-110.99999999999,-92.00000000000318,168.0000000000126,89.99999999999008,-12.000000000000899,-148.0000000000037,-419.00000000000273,296.9999999999917,-94.99999999999886,-86.0000000000083,334.00000000001205,-118.00000000000921,814.0000000000036,-172.9999999999876,-296.0000000000065,-536.0000000000014,-287.0000000000039,,-663.0000000000159
2019.07.15,0.999999999995449,66.99999999999484,-111.99999999999477,-43.00000000001525,200.00000000000017,80.99999999999774,-62.99999999999084,-183.99999999999528,-414.00000000000324,363.99999999999767,-16.999999999995907,65.00000000000395,591.9999999999925,-120.00000000000455,801.0000000000073,-204.9999999999983,-326.9999999999982,-536.0000000000014,-322.00000000000006,,-172.00000000000813
2019.07.15,-90.99999999999665,46.999999999997044,-104.99999999998977,5.999999999994898,117.99999999999588,16.999999999978144,-124.99999999999733,-209.9999999999991,-409.99999999999926,351.99999999999676,-8.000000000009777,123.99999999999079,513.9999999999923,-75.00000000000284,679.0000000000074,-193.9999999999884,-285.0000000000108,-482.9999999999899,-245.0000000000063,,-374.000000000037
2019.07.15,-92.99999999999864,12.999999999996348,-76.99999999999818,-52.000000000007596,63.99999999999739,-18.0000000000069,-139.99999999999568,-219.99999999999798,-433.0000000000056,344.99999999999534,-19.000000000005457,24.999999999986144,452.00000000000796,-70.99999999999795,686.0000000000089,-175.99999999998772,-269.00000000000546,-432.00000000000216,-268.0000000000016,,-683.0000000000189
2019.07.15,-117.00000000000044,34.000000000000696,-51.9999999999925,-118.00000000001809,32.0000000000098,-11.00000000000545,-93.99999999999409,-219.00000000000253,-407.0000000000018,309.99999999999915,38.99999999998727,-28.000000000005798,407.0000000000018,0.999999999990564,649.0000000000107,-100.99999999999909,-224.00000000000375,-390.00000000000057,-295.99999999999625,,-585.0000000000203
2019.07.15,-224.9999999999974,42.999999999993044,-140.99999999999113,-187.00000000000384,9.999999999998899,-99.00000000000463,-141.99999999999767,-280.9999999999979,-460.00000000000483,310.9999999999946,25.999999999982037,-21.00000000000435,415.0000000000098,-75.00000000000284,663.0000000000135,-122.99999999999045,-263.00000000000523,-426.9999999999925,-324.00000000000205,,-1300.000000000003
2019.07.15,-205.99999999999508,217.0000000000005,-129.99999999999545,-242.00000000000887,100.99999999999554,-68.00000000000139,-100.00000000000009,-292.00000000000335,-455.0000000000054,402.9999999999978,138.00000000000523,24.000000000001798,624.0000000000023,-55.00000000000682,661.0000000000005,-85.99999999999852,-262.00000000000045,-430.9999999999974,-385.99999999999744,,-545.0000000000068
2019.07.15,-226.00000000000398,170.99999999998784,-102.99999999999443,-212.99999999999653,39.999999999995595,-55.000000000005045,-126.99999999999933,-327.99999999999494,-470.9999999999992,363.99999999999767,132.000000000005,21.999999999988695,730.0000000000084,18.000000000000682,746.0000000000023,-75.9999999999934,-289.0000000000015,-408.9999999999918,-387.99999999999943,,-461.9999999999933
2019.07.15,-197.00000000000273,164.99999999999292,-55.999999999997385,-156.00000000000057,73.00000000001194,-52.000000000007596,-128.99999999999022,-317.0000000000006,-468.00000000000176,381.99999999999346,165.99999999999682,52.99999999999194,741.9999999999982,36.99999999999193,746.0000000000023,-73.99999999999807,-276.00000000001046,-393.0000000000007,-380.00000000000256,,-134.00000000003337
2019.07.15,-192.00000000000327,168.99999999999693,-49.99999999999716,-140.0000000000068,90.00000000001229,-66.00000000001049,-122.99999999999534,-315.9999999999941,-473.99999999999665,401.99999999999125,179.00000000000205,85.99999999998609,751.9999999999972,18.999999999991246,754.9999999999945,-61.99999999999761,-276.00000000001046,-406.9999999999965,-385.000000000002,,-39.00000000003894
2019.07.15,-194.0000000000053,235.99999999999176,-34.99999999999659,-140.0000000000068,137.9999999999937,-56.000000000011596,-125.99999999999278,-336.00000000000296,-487.99999999999955,425.99999999999307,281.99999999998226,182.99999999999983,869.0000000000086,76.99999999999818,763.0000000000026,-59.99999999998806,-272.00000000000557,-396.99999999999136,-392.9999999999989,,476.9999999999706
2019.07.15,-248.00000000000378,236.99999999999832,-60.99999999999284,-197.00000000000273,58.000000000002494,-86.0000000000083,-140.99999999999113,-365.0000000000042,-502.9999999999979,400.9999999999958,250.0,97.9999999999981,862.9999999999916,78.00000000000296,815.0000000000101,-62.99999999998818,-281.0000000000059,-399.0000000000009,-424.9999999999976,,31.000000000006025
2019.07.15,-241.00000000000233,221.00000000000452,-52.99999999999727,-243.99999999999977,63.99999999999739,-88.0000000000214,-119.99999999999788,-361.0000000000002,-504.00000000000443,408.9999999999927,241.99999999999022,55.99999999998939,879.9999999999919,73.99999999999807,801.0000000000073,-9.999999999990905,-280.00000000000114,-399.0000000000009,-460.00000000000483,,-13.000000000049624
2019.07.15,-219.99999999999798,194.99999999998963,-66.99999999999307,-229.99999999999687,87.99999999999919,-73.00000000001194,-93.99999999999409,-344.99999999999534,-492.0000000000035,398.9999999999938,187.99999999998818,38.99999999998904,859.9999999999941,45.99999999999227,775.0000000000146,-33.999999999991815,-299.0000000000066,-408.9999999999918,-448.9999999999994,,-122.00000000002166
2019.07.15,-199.00000000000472,204.99999999998852,-94.99999999999886,-238.0000000000049,85.00000000000173,-60.000000000015596,-82.99999999999974,-343.9999999999999,-492.999999999999,398.9999999999938,182.99999999999272,35.999999999991594,869.0000000000086,37.9999999999967,795.9999999999967,-36.99999999999193,-317.0000000000073,-426.00000000000193,-465.0000000000043,,-146.00000000005764
2019.07.15,-168.00000000000148,218.99999999999142,-72.00000000000273,-260.0000000000158,137.9999999999937,-16.000000000016,-51.000000000001044,-341.0000000000024,-477.0000000000052,400.00000000000034,197.99999999997908,-2.0000000000131024,905.0000000000002,55.999999999997385,788.9999999999952,-17.99999999998647,-329.00000000000773,-429.00000000000205,-506.0000000000064,,35.99999999989694
2019.07.15,-163.00000000000205,225.99999999999287,-67.99999999999784,-246.99999999999721,148.99999999999915,-9.000000000014552,-34.000000000000696,-339.99999999999585,-475.99999999999864,400.9999999999958,206.99999999999363,18.999999999991246,927.9999999999955,60.000000000002274,844.0000000000003,-3.9999999999906777,-329.00000000000773,-429.9999999999926,-507.0000000000019,,226.99999999997118
2019.07.15,-161.00000000000003,228.00000000000597,-61.99999999999761,-267.0000000000172,154.0000000000097,-13.000000000018552,-34.99999999999615,-334.9999999999964,-451.0000000000014,407.0000000000018,222.99999999998477,5.999999999994898,916.0000000000057,58.9999999999975,801.0000000000073,-1.9999999999953388,-323.99999999999807,-405.00000000000114,-495.000000000001,,243.99999999998465
2019.07.16,-182.99999999999983,236.99999999999832,-60.000000000002274,-246.99999999999721,154.99999999999403,-37.00000000002035,-36.999999999998145,-324.9999999999975,-475.99999999999864,400.9999999999958,237.99999999999955,62.000000000006494,946.0000000000024,51.9999999999925,863.0000000000138,-5.9999999999860165,-311.9999999999976,-417.0000000000016,-472.00000000000574,,381.99999999999767
2019.07.16,-192.99999999999872,248.00000000000378,-72.00000000000273,-228.00000000000597,131.99999999999878,-48.000000000003595,-56.99999999999594,-346.0000000000019,-478.9999999999961,412.00000000000125,223.99999999998954,92.00000000000318,937.00000000001,36.000000000001364,739.0000000000008,-13.999999999995794,-320.99999999999795,-427.99999999999727,-470.9999999999992,,163.00000000001376
2019.07.16,-134.0000000000008,200.00000000000017,-36.000000000001364,-202.9999999999976,178.99999999999582,-11.00000000000545,-34.000000000000696,-322.00000000000006,-441.99999999999795,415.99999999999415,248.99999999999523,48.000000000003595,909.0000000000042,58.9999999999975,731.9999999999993,0.0,-302.99999999999727,-390.00000000000057,-477.0000000000052,,439.9999999999829
2019.07.16,-129.9999999999968,211.00000000000563,-24.00000000000091,-206.00000000001728,178.00000000001148,-16.000000000016,-39.00000000000014,-356.00000000000074,-484.00000000000665,422.9999999999956,245.9999999999809,52.000000000007596,957.9999999999922,67.99999999999784,693.9999999999947,10.000000000005116,-329.9999999999983,-426.00000000000193,-522.0000000000002,,306.9999999999519
2019.07.16,-129.9999999999968,211.99999999998997,-45.000000000001705,-222.00000000001108,173.00000000000094,-13.000000000018552,-29.999999999996696,-341.99999999999784,-490.999999999997,422.9999999999956,222.99999999998477,24.999999999986144,961.0000000000118,42.00000000000159,782.000000000016,5.000000000009663,-323.99999999999807,-456.00000000000307,-507.9999999999973,,284.99999999997823
2019.07.16,-161.99999999999548,219.99999999999798,-64.99999999999773,-224.000000000002,164.99999999999292,-31.000000000003247,-34.99999999999615,-331.0000000000035,-504.9999999999999,429.0000000000016,210.9999999999843,35.999999999991594,930.999999999993,24.00000000000091,859.0000000000098,-6.999999999990791,-337.0000000000033,-468.9999999999941,-504.9999999999999,,203.99999999998602
2019.07.16,-187.00000000000384,229.99999999999687,-82.99999999999841,-260.0000000000158,130.0000000000079,-74.0000000000185,-51.99999999999649,-373.00000000000114,-633.0000000000058,432.9999999999945,203.9999999999793,29.999999999996696,930.999999999993,6.999999999990791,863.9999999999981,-10.99999999999568,-358.0000000000041,-584.9999999999937,-529.0000000000017,,-316.000000000078
2019.07.16,-204.00000000000418,212.99999999999653,-104.99999999998977,-312.00000000000114,113.00000000000753,-80.00000000001339,-51.000000000001044,-380.00000000000256,-607.9999999999974,429.0000000000016,162.9999999999825,-43.999999999999595,930.0000000000086,-22.999999999996135,967.0000000000067,-18.999999999991246,-370.00000000000455,-564.9999999999977,-544.0,,-489.9999999999952
2019.07.16,-250.00000000000577,252.0000000000078,-246.9999999999999,-320.00000000000915,103.00000000000864,-102.00000000000209,-58.99999999999794,-387.000000000004,-607.0000000000019,427.99999999999505,76.99999999999818,-34.000000000000696,940.0000000000075,-121.00000000000932,973.0000000000016,-87.99999999999386,-430.0000000000068,-594.9999999999989,-550.000000000006,,-1017.0000000000176
2019.07.16,-251.99999999999667,249.99999999999466,-177.99999999999727,-311.0000000000168,97.00000000001374,-103.00000000000864,-68.99999999999685,-395.99999999999636,-636.0000000000032,435.9999999999919,129.99999999999545,19.999999999997797,897.9999999999987,-61.00000000000705,1031.000000000004,-54.99999999999261,-394.00000000000546,-616.9999999999902,-543.0000000000045,,-753.0000000000192
2019.07.16,-234.00000000000088,242.99999999999324,-125.0,-307.00000000001285,95.00000000000064,-100.0000000000112,-61.999999999995396,-358.9999999999982,-631.9999999999992,436.9999999999985,179.00000000000205,8.000000000008,849.0000000000109,-22.00000000000557,1021.0000000000052,-22.999999999996135,-329.9999999999983,-578.9999999999935,-507.0000000000019,,-447.99999999999426
2019.07.16,-236.99999999999832,249.99999999999466,-144.99999999999602,-280.0000000000136,107.99999999999699,-108.00000000001918,-74.99999999999174,-348.00000000000387,-646.9999999999976,447.99999999999284,161.99999999997772,45.99999999999049,859.0000000000098,-55.00000000000682,1085.0000000000027,-44.999999999987494,-338.99999999999864,-608.9999999999947,-465.9999999999998,,-396.00000000004263
2019.07.16,-224.9999999999974,231.99999999998778,-113.99999999999011,-251.00000000000122,87.99999999999919,-113.00000000000753,-78.00000000000028,-358.9999999999982,-668.9999999999974,439.99999999999596,163.99999999998727,28.000000000005798,893.0000000000105,-52.00000000000671,1105.0000000000005,-44.999999999987494,-346.00000000000364,-637.0000000000005,-480.0000000000027,,-419.0000000000061
2019.07.16,-211.00000000000563,229.99999999999687,-143.00000000000068,-249.00000000001032,100.0000000000112,-108.00000000001918,-66.99999999999484,-346.9999999999973,-653.0000000000035,441.99999999999795,132.99999999998136,35.999999999991594,897.9999999999987,-67.00000000000728,1153.000000000004,-54.99999999999261,-349.00000000000375,-634.0000000000003,-473.0000000000012,,-364.00000000005485
2019.07.16,-217.0000000000005,248.00000000000378,-146.99999999999136,-253.00000000001432,110.99999999999443,-90.00000000001229,-71.99999999999429,-368.9999999999971,-656.000000000001,439.99999999999596,139.99999999998636,53.999999999998494,917.0000000000123,-61.99999999999761,1171.000000000011,-60.99999999999284,-375.0,-640.0000000000006,-497.99999999999847,,-358.9999999999981
2019.07.16,-231.99999999999886,245.99999999999068,-152.00000000000102,-256.00000000001177,76.99999999999375,-111.00000000001664,-78.99999999999574,-371.99999999999454,-646.9999999999976,437.999999999994,125.0,41.000000000002146,930.0000000000086,-69.00000000000261,1144.999999999996,-56.99999999998795,-370.00000000000455,-625.0,-492.999999999999,,-461.0000000000251
2019.07.16,-239.0000000000003,245.0000000000063,-146.99999999999136,-262.00000000000665,73.00000000001194,-111.00000000001664,-86.99999999999264,-371.99999999999454,-653.999999999999,432.9999999999945,132.000000000005,32.999999999994145,907.0000000000133,-57.00000000000216,1143.0000000000052,-64.99999999999773,-359.00000000000887,-626.9999999999953,-487.99999999999955,,-501.9999999999744
2019.07.16,-227.99999999999488,263.99999999999756,-188.99999999999295,-246.99999999999721,110.00000000001009,-100.0000000000112,-87.99999999999919,-359.99999999999363,-646.0000000000022,451.0000000000014,122.99999999999045,80.99999999999774,923.9999999999915,-93.00000000000352,1156.0000000000014,-92.99999999998931,-375.0,-647.9999999999961,-467.0000000000063,,-424.99999999999653
2019.07.16,-236.99999999999832,228.00000000000597,-230.99999999999454,-261.0000000000001,73.00000000001194,-108.00000000001918,-101.99999999999099,-343.9999999999999,-646.9999999999976,430.9999999999925,25.000000000005684,38.99999999998904,828.0000000000065,-138.00000000000523,1127.9999999999957,-138.9999999999958,-384.00000000000034,-665.9999999999968,-451.9999999999969,,-956.9999999999884
2019.07.16,-236.99999999999832,273.9999999999965,-251.99999999999534,-314.00000000001427,103.99999999999298,-82.00000000000429,-98.99999999999353,-331.0000000000035,-623.0000000000069,426.9999999999996,49.99999999998295,56.99999999999594,855.0000000000058,-129.0000000000049,1097.999999999999,-139.99999999998636,-379.0000000000049,-656.9999999999965,-450.00000000000597,,-828.0000000000421
2019.07.16,-143.00000000000423,388.9999999999949,-228.9999999999992,-270.00000000001467,398.9999999999938,42.999999999993044,-13.999999999991797,-241.00000000000233,-556.0000000000009,518.9999999999917,222.99999999998477,221.00000000000452,1007.0000000000024,-105.00000000000398,1096.0000000000082,-130.99999999998602,-358.0000000000041,-650.9999999999962,-426.9999999999996,,771.9999999999704
2019.07.16,-146.00000000000168,527.9999999999951,-250.99999999999056,-377.0000000000051,476.9999999999941,59.99999999999339,7.0000000000014495,-231.0000000000034,-526.9999999999997,568.0000000000018,314.9999999999977,309.99999999998806,1107.999999999998,-66.0000000000025,1089.0000000000066,-106.99999999999932,-332.00000000000784,-625.9999999999906,-455.0000000000054,,1343.99999999997
2019.07.16,-178.99999999999582,680.9999999999983,-233.99999999999466,-357.00000000000733,591.9999999999925,83.9999999999952,-22.999999999995246,-276.9999999999939,-545.0000000000066,645.999999999991,509.9999999999909,482.00000000000466,1347.0000000000093,-22.00000000000557,1086.000000000009,-93.99999999999409,-352.00000000000387,-611.9999999999948,-455.0000000000054,,2277.9999999999936
2019.07.16,-161.00000000000003,668.0000000000019,-188.0000000000024,-302.0000000000023,619.000000000014,112.99999999998533,-10.999999999994348,-258.9999999999981,-523.0000000000068,625.9999999999932,554.9999999999784,548.9999999999995,1385.9999999999984,45.000000000001705,1126.0000000000048,-71.99999999998852,-334.0000000000032,-585.9999999999985,-439.99999999999596,,2810.9999999999877
2019.07.16,-170.00000000000347,696.0000000000077,-179.9999999999926,-307.00000000001285,646.9999999999976,134.99999999999625,-31.999999999998696,-265.0000000000041,-529.9999999999972,622.0000000000003,582.9999999999984,622.9999999999958,1415.999999999995,63.99999999999295,1198.0000000000102,-75.9999999999934,-317.0000000000073,-563.999999999993,-419.9999999999982,,3122.9999999999936
2019.07.16,-178.99999999999582,828.0000000000065,-88.99999999999864,-331.999999999999,758.0000000000142,192.99999999999872,-17.999999999995797,-243.00000000000432,-516.0000000000053,684.9999999999911,822.9999999999791,713.9999999999924,1550.0000000000068,231.99999999999932,1209.0000000000157,22.00000000000557,-239.00000000000432,-477.99999999999443,-431.0000000000036,,4489.000000000006
2019.07.16,-283.99999999999534,842.9999999999937,-103.9999999999992,-299.00000000000483,632.0000000000103,139.9999999999846,-118.99999999999133,-327.99999999999494,-587.9999999999997,634.0000000000013,854.9999999999898,797.0000000000033,1580.0000000000036,302.99999999999727,1317.0000000000125,-19.99999999999602,-252.00000000000955,-494.99999999999034,-402.9999999999978,,4209.000000000017
