date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,CADCHF,GBPAUD,EURCAD,CADJPY,AUDJPY,AUDNZD,empty,sum
2015.02.02,100.00000000000009,-72.0000000000054,-59.000000000009045,-250.0,65.00000000000395,95.00000000000064,53.00000000000304,304.9999999999997,45.000000000006146,263.99999999999756,-136.99999999998712,334.0000000000032,290.9999999999968,34.000000000000696,,1068.0000000000102
2015.02.02,351.99999999999676,-48.000000000003595,-8.000000000008,-184.99999999998806,150.00000000000568,111.00000000000554,-12.000000000000899,672.9999999999902,206.00000000000617,236.99999999999832,-187.99999999998818,343.0000000000035,258.99999999998613,209.00000000001472,,2099.0000000000186
2015.02.02,551.0000000000015,-141.99999999999767,-42.0000000000087,-248.99999999999523,169.00000000001913,197.00000000000273,73.00000000000084,1024.0000000000027,329.999999999997,551.9999999999969,-248.99999999998812,414.0000000000015,412.9999999999967,200.00000000000017,,3241.000000000029
2015.02.02,551.9999999999969,-104.00000000001519,-47.00000000001925,-256.9999999999908,102.00000000000209,251.00000000000122,119.00000000000244,998.00000000001,377.0000000000051,642.0000000000092,-184.00000000000637,369.99999999999034,483.99999999999466,216.00000000001617,,3518.999999999997
2015.02.02,568.0000000000018,-154.0000000000097,-34.000000000000696,-357.9999999999899,12.000000000012001,282.0000000000045,153.99999999999858,1065.0000000000048,438.00000000000506,790.0000000000018,-60.99999999999994,384.00000000000034,597.999999999999,209.00000000001472,,3893.0000000000423
2015.02.02,539.0000000000006,-185.00000000001293,-37.00000000002035,-456.99999999999363,-7.999999999985796,280.9999999999979,136.00000000000279,1052.9999999999927,424.9999999999976,821.9999999999894,-45.000000000006146,447.9999999999933,676.9999999999925,241.00000000000233,,3889.9999999999504
2015.02.02,312.00000000000114,-165.00000000001512,-18.0000000000069,-395.9999999999866,-116.99999999998934,273.000000000001,134.99999999999625,702.0000000000026,306.00000000000625,771.9999999999949,100.99999999999554,319.9999999999932,616.9999999999902,231.0000000000034,,3072.9999999999864
2015.02.02,160.00000000000458,-163.00000000000205,31.999999999987594,-675.9999999999877,-275.9999999999874,338.00000000000495,197.00000000000273,463.9999999999977,275.000000000003,930.0000000000086,347.9999999999928,426.9999999999925,912.9999999999967,221.00000000000452,,3190.0000000000186
2015.02.02,192.00000000000327,-171.00000000001003,32.999999999994145,-631.9999999999908,-287.9999999999994,156.00000000000057,76.99999999999375,510.99999999999477,302.9999999999977,497.99999999999847,371.00000000001023,376.99999999999534,655.9999999999917,152.0000000000188,,2234.9999999999986
2015.02.02,93.99999999999409,-126.0000000000039,59.99999999999339,-851.9999999999897,-339.0000000000004,282.99999999999994,117.99999999999588,323.99999999999096,250.00000000000577,750.9999999999906,453.99999999999886,518.9999999999912,985.99999999999,267.0000000000172,,2788.999999999974
