date,USDCHF,EURUSD,NZDUSD,CADCHF,NZDCHF,GBPAUD,EURJPY,EURCAD,EURNZD,NZDJPY,NZDCAD,empty,sum
2015.12.07,-0.999999999995449,82.99999999998863,-7.9999999999968985,-12.999999999996348,33.000000000005244,-32.999999999994145,75.00000000001705,82.00000000000429,206.00000000001728,15.000000000000568,4.000000000004,,443.00000000005423
2015.12.07,-63.99999999999739,69.9999999999923,109.99999999999899,-29.999999999996696,100.00000000000009,170.00000000000347,76.99999999999818,131.99999999999878,468.00000000000176,153.0000000000058,160.00000000000458,,1346.00000000001
2015.12.07,26.999999999999247,166.99999999998383,82.00000000000429,68.00000000000139,143.9999999999997,182.99999999999983,146.99999999999136,316.99999999998954,571.0000000000103,156.99999999999648,54.00000000000959,,1916.9999999999854
2015.12.07,2.999999999997449,126.99999999998823,97.9999999999981,116.00000000000499,150.00000000000568,99.99999999998899,141.9999999999959,402.9999999999978,557.0000000000075,144.99999999999602,20.0000000000089,,1860.9999999999893
2015.12.07,-60.99999999999994,76.99999999999375,174.00000000000747,75.00000000000284,180.0000000000024,190.00000000000128,56.000000000011596,343.99999999998875,668.0000000000019,263.9999999999958,120.00000000000898,,2087.000000000015
2015.12.07,-53.00000000000304,17.999999999984695,268.99999999999704,85.00000000000173,277.000000000005,410.0000000000215,27.000000000015234,285.99999999998624,814.0000000000036,349.00000000000375,240.00000000000688,,2722.0000000000227
2015.12.07,-100.99999999999554,-12.999999999996348,218.00000000000708,36.0000000000027,200.00000000000017,200.0000000000224,-2.0000000000095497,220.99999999998232,646.0000000000132,281.0000000000059,190.00000000000128,,1876.0000000000337
2015.12.07,-63.00000000000195,-5.999999999994898,235.00000000000742,46.00000000000159,240.00000000000688,131.00000000001444,28.999999999996362,193.99999999998306,685.0000000000023,283.00000000000125,220.00000000000907,,1994.0000000000255
2015.12.07,-185.00000000000182,-124.00000000001299,365.0000000000042,-20.999999999993246,290.00000000000136,219.00000000001364,-75.9999999999934,78.00000000000028,836.9999999999989,423.0000000000018,380.00000000000256,,2186.0000000000214
2015.12.07,-143.9999999999997,-85.00000000000173,340.00000000000693,43.999999999999595,285.00000000000193,219.00000000001364,0.0,195.9999999999962,834.0000000000014,378.0000000000001,300.0000000000003,,2367.0000000000186
2015.12.07,-151.00000000000114,-70.0000000000145,375.0000000000031,19.00000000000235,321.0000000000046,-12.999999999996348,-20.999999999986585,180.99999999998673,943.000000000005,447.00000000000273,380.00000000000256,,2411.0000000000086
2015.12.07,-173.9999999999964,-93.00000000000975,443.99999999999994,24.999999999997247,370.00000000000364,131.00000000001444,-26.00000000001046,194.99999999998963,1070.0000000000155,515.0000000000006,440.00000000000705,,2897.000000000011
2015.12.07,-158.99999999999804,-76.0000000000094,431.0000000000036,38.0000000000047,380.00000000000256,191.00000000000784,-22.999999999996135,219.99999999999798,1062.0000000000073,510.0000000000051,420.00000000000927,,2994.0000000000346
2015.12.07,-158.99999999999804,-56.000000000011596,445.0000000000065,26.000000000003798,390.0000000000015,139.00000000002245,22.999999999996135,225.99999999999287,1124.9999999999982,510.0000000000051,415.0000000000098,,3084.0000000000264
2015.12.07,-160.00000000000458,-42.0000000000087,452.00000000000796,36.999999999998145,387.000000000004,198.00000000000927,49.000000000006594,273.9999999999965,1163.000000000003,513.9999999999958,440.00000000000705,,3312.0000000000146
2015.12.07,-180.99999999999784,-70.0000000000145,414.9999999999987,9.999999999998899,350.00000000000585,219.00000000001364,-14.999999999986358,208.99999999999253,1041.000000000003,487.99999999999955,409.99999999999926,,2876.0000000000127
2015.12.07,-153.00000000000313,-11.00000000000545,418.0000000000073,39.00000000000014,360.0000000000048,141.99999999999767,69.99999999999318,302.0000000000023,1124.0000000000139,484.99999999999943,409.99999999999926,,3186.0000000000095
2015.12.07,-131.99999999999878,-5.999999999994898,384.00000000000654,24.999999999997247,340.00000000000693,202.9999999999976,70.99999999999795,251.00000000000122,1044.0000000000005,439.9999999999977,390.0000000000015,,3010.0000000000136
2015.12.07,-158.0000000000026,-33.00000000001635,372.0000000000057,26.999999999999247,309.99999999999915,150.00000000000568,27.999999999991587,261.0000000000001,984.000000000007,436.9999999999976,350.00000000000585,,2727.999999999993
2015.12.07,-239.99999999999577,-110.99999999999443,392.9999999999989,-34.99999999999615,280.00000000000244,181.9999999999933,-55.00000000000682,150.99999999999002,922.0000000000006,457.00000000000784,380.00000000000256,,2324.0000000000027
2015.12.07,-369.0000000000082,-317.9999999999961,570.0000000000039,-31.000000000003247,370.00000000000364,165.00000000001512,-205.99999999998886,75.99999999998718,1034.0000000000016,608.0000000000041,490.00000000000153,,2389.0000000000205
2015.12.07,-488.999999999995,-536.0000000000032,605.0,-87.99999999999919,330.0000000000081,605.0000000000111,-415.9999999999968,-167.00000000000603,790.0000000000018,614.0000000000043,509.9999999999993,,1758.0000000000243
