date,USDCHF,GBPUSD,EURUSD,USDJPY,NZDUSD,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,NZDCAD,empty,sum
2015.10.26,-44.99999999999504,-22.0000000000109,-106.99999999999044,-128.0000000000001,-53.999999999998494,-12.000000000012001,-24.000000000001798,-12.000000000000899,-28.000000000005798,-19.999999999997797,-51.99999999998539,-98.00000000001319,0.0,-56.000000000011596,-51.000000000001044,-85.00000000000796,-82.99999999999841,0.0,-89.00000000000574,,-966.0000000000366
2015.10.26,-21.00000000000435,59.99999999999339,-154.99999999999403,-126.00000000000477,-36.0000000000027,1.999999999990898,-24.999999999997247,50.0000000000056,-75.9999999999983,-42.999999999993044,-21.00000000000435,-93.99999999999409,29.999999999996696,14.999999999987246,-75.99999999998718,-85.00000000000796,-24.00000000000091,80.00000000000229,-149.00000000001023,,-694.0000000000231
2015.10.26,-5.999999999994898,12.999999999996348,-156.99999999998494,-109.99999999999943,15.999999999993797,59.99999999999339,2.000000000002,56.0000000000005,-60.99999999999994,24.000000000001798,80.99999999999774,31.00000000000591,168.99999999999693,-46.0000000000127,25.00000000000835,-85.99999999999852,4.9999999999954525,105.99999999999498,-160.00000000000458,,-38.0000000000078
2015.10.26,-14.999999999998348,36.999999999998145,-171.99999999999437,-182.00000000000216,10.999999999994348,82.00000000000429,14.000000000002899,53.00000000000304,-60.99999999999994,34.000000000000696,84.0000000000174,-44.00000000001114,184.99999999999073,-59.000000000009045,73.00000000001194,-139.00000000001,-18.999999999991246,149.99999999999457,-164.00000000000858,,-132.00000000000674
2015.10.26,-48.99999999999905,11.00000000000545,-241.00000000000233,-378.0000000000001,10.999999999994348,90.99999999999665,-17.999999999995797,89.00000000000574,-89.00000000000574,53.00000000000304,143.00000000000423,-128.00000000001432,195.00000000001182,-53.00000000001415,55.000000000005045,-298.0000000000018,-87.0000000000033,170.99999999999892,-218.00000000000708,,-740.0000000000184
2015.10.26,-31.999999999998696,18.999999999991246,-228.99999999999034,-371.9999999999999,3.999999999992898,107.99999999999699,28.000000000005798,163.00000000000205,-102.99999999999754,41.000000000002146,312.00000000000114,-231.99999999999932,286.00000000000847,96.00000000000719,12.000000000012001,-335.00000000000796,-36.99999999999193,288.9999999999948,-250.00000000000577,,-231.99999999997672
2015.10.26,-7.0000000000014495,41.99999999998649,-207.00000000000162,-409.9999999999966,29.999999999996696,53.999999999998494,34.000000000000696,163.00000000000205,-121.00000000000443,36.0000000000027,381.0000000000091,-242.999999999995,249.99999999999466,164.99999999999292,-91.99999999998099,-338.0000000000081,-48.00000000000182,343.9999999999999,-274.00000000000756,,-241.0000000000138
2015.10.26,46.00000000000159,104.99999999999955,-215.99999999999397,-386.0000000000099,122.99999999999534,24.000000000001798,17.000000000000348,231.99999999999886,-146.00000000000168,46.00000000000159,665.0000000000044,-194.00000000001683,202.9999999999976,370.999999999988,-157.99999999999147,-256.0000000000002,99.00000000000375,398.9999999999938,-278.00000000000045,,695.9999999999723
2015.10.26,87.99999999999919,107.99999999999699,-265.99999999998846,-361.0000000000042,157.99999999999147,17.000000000000348,73.00000000000084,175.00000000000293,-136.00000000000279,65.99999999999939,628.0000000000285,-106.99999999999932,273.9999999999965,326.9999999999884,-213.99999999998087,-266.00000000000534,137.00000000000045,441.99999999999795,-391.000000000008,,752.0000000000139
2015.10.26,175.00000000000293,194.0000000000053,-283.99999999999534,-365.0000000000091,210.99999999999451,4.000000000004,116.00000000000499,180.0000000000024,-136.99999999999824,58.000000000002494,611.000000000006,-80.0000000000125,309.0000000000037,313.00000000000773,-222.99999999999542,-239.00000000000432,141.9999999999959,424.9999999999976,-383.0,,1027.0000000000127
2015.10.26,141.00000000000225,197.00000000000273,-313.99999999999204,-344.0000000000083,243.99999999999977,48.000000000003595,33.000000000005244,207.99999999999707,-273.9999999999965,43.00000000000415,658.0000000000031,-43.00000000000637,209.9999999999991,326.9999999999884,-512.0000000000014,-192.00000000000728,174.0000000000066,441.99999999999795,-472.00000000000574,,573.9999999999925
2015.10.26,202.0000000000022,265.0000000000041,-314.99999999999864,-371.9999999999999,348.9999999999993,7.999999999985796,63.99999999999739,273.000000000001,-307.99999999999716,60.99999999999994,937.00000000001,-32.00000000001069,249.99999999999466,550.9999999999903,-618.9999999999918,-153.0000000000058,287.9999999999967,519.0000000000028,-554.00000000001,,1413.9999999999704
2015.10.26,255.00000000000523,275.000000000003,-320.9999999999935,-394.00000000000546,344.99999999999534,-4.000000000004,87.99999999999919,273.000000000001,-228.00000000000597,62.000000000006494,941.9999999999984,-42.00000000000159,231.0000000000034,553.9999999999878,-474.999999999981,-156.0000000000059,290.00000000000625,522.0000000000002,-485.0000000000021,,1732.000000000007
