date,EURCHF,EURJPY,EURAUD,empty,sum
2018.02.05,-48.000000000003595,-188.99999999999295,-123.00000000000644,,-360.00000000000296
2018.02.05,-15.00000000000945,-132.99999999998136,-192.99999999999872,,-340.99999999998954
2018.02.05,24.000000000001798,-105.99999999999454,-398.00000000000944,,-480.00000000000216
2018.02.05,12.999999999996348,-87.99999999999386,-466.9999999999952,,-541.9999999999927
2018.02.05,29.999999999996696,-63.99999999999295,-365.99999999999966,,-399.9999999999959
2018.02.05,29.999999999996696,67.00000000000728,-313.99999999999204,,-216.99999999998806
2018.02.05,18.0000000000069,123.00000000001887,-209.9999999999991,,-68.99999999997331
2018.02.05,-22.999999999995246,27.999999999991587,-134.00000000001188,,-129.00000000001555
2018.02.05,-1.0000000000065512,72.00000000000273,-117.00000000001154,,-46.00000000001536
2018.02.05,-1.999999999990898,79.00000000000773,-175.99999999999838,,-98.99999999998155
2018.02.05,-12.999999999996348,-31.00000000000591,-184.99999999999073,,-228.999999999993
2018.02.05,22.999999999995246,-14.999999999986358,-55.000000000005045,,-46.999999999996156
2018.02.05,4.000000000004,-13.999999999981583,-45.000000000006146,,-54.99999999998373
2018.02.05,8.999999999992347,-73.0000000000075,-96.00000000000719,,-160.00000000002234
2018.02.05,11.00000000000545,-87.99999999999386,-66.00000000001049,,-142.9999999999989
2018.02.05,31.000000000003247,-80.99999999998886,55.000000000005045,,5.000000000019433
2018.02.05,62.000000000006494,-13.00000000000523,12.999999999996348,,61.99999999999761
2018.02.05,56.99999999999594,-26.999999999986812,89.99999999999008,,119.9999999999992
2018.02.05,-15.00000000000945,-49.000000000006594,31.000000000003247,,-33.0000000000128
2018.02.05,0.0,21.000000000015007,46.999999999997044,,68.00000000001205
2018.02.05,93.99999999999409,174.0000000000066,-21.00000000000435,,246.99999999999633
2018.02.05,103.00000000000864,51.00000000001614,-35.00000000000725,,119.00000000001754
2018.02.05,72.99999999998974,13.00000000000523,103.99999999999298,,189.99999999998795
2018.02.05,59.000000000009045,-3.9999999999906777,175.99999999999838,,231.00000000001674
2018.02.05,-5.999999999994898,-4.9999999999954525,62.99999999999084,,52.00000000000049
2018.02.05,-19.999999999997797,52.99999999999727,46.999999999997044,,79.99999999999652
2018.02.05,8.000000000008,104.00000000001342,32.0000000000098,,144.0000000000312
2018.02.05,-45.000000000006146,106.99999999999932,119.00000000000244,,180.99999999999562
2018.02.05,-9.999999999998899,373.9999999999952,114.99999999999844,,478.99999999999477
2018.02.05,-31.000000000003247,330.0000000000125,113.00000000000753,,412.0000000000168
2018.02.05,-131.99999999999878,241.00000000001387,239.99999999999577,,349.00000000001086
2018.02.05,-143.00000000000423,268.0000000000007,459.99999999999375,,584.9999999999902
2018.02.05,-73.99999999999629,390.99999999999113,499.9999999999893,,816.9999999999841
2018.02.05,-252.0000000000078,325.00000000001705,469.99999999999267,,543.0000000000019
2018.02.05,-360.0000000000048,51.00000000001614,421.99999999998903,,113.0000000000004
2018.02.05,-428.9999999999905,64.99999999999773,558.9999999999984,,195.00000000000563
2018.02.05,-436.9999999999985,159.9999999999966,530.9999999999926,,253.99999999999068
2018.02.05,-419.9999999999982,277.00000000001523,405.9999999999952,,263.0000000000123
2018.02.05,-356.00000000000074,289.99999999999204,259.0000000000092,,193.0000000000005
2018.02.05,-417.0000000000007,264.00000000001,242.99999999999324,,90.00000000000256
2018.02.05,-367.99999999999056,341.0000000000082,191.99999999999218,,165.0000000000098
2018.02.05,-320.9999999999935,493.9999999999998,204.99999999998852,,377.99999999999477
2018.02.05,-314.99999999999864,495.00000000000455,126.99999999998823,,306.99999999999415
2018.02.05,-215.99999999999397,766.9999999999959,126.0000000000039,,677.0000000000058
2018.02.05,-211.00000000000563,873.9999999999952,-2.999999999997449,,659.999999999992
2018.02.05,-69.00000000000794,1027.0000000000152,-195.9999999999962,,762.0000000000111
2018.02.05,157.99999999999147,1578.000000000003,-140.99999999999113,,1595.0000000000034
2018.02.05,391.000000000008,1605.0000000000182,-204.00000000000418,,1792.000000000022
2018.02.06,557.9999999999918,1902.9999999999916,58.000000000002494,,2518.999999999986
2018.02.06,560.0000000000049,1800.0000000000114,-9.999999999998899,,2350.0000000000173
2018.02.06,554.9999999999944,1722.0000000000084,18.999999999991246,,2295.999999999994
2018.02.06,571.9999999999948,1776.0000000000105,-39.999999999995595,,2308.00000000001
2018.02.06,417.0000000000007,1723.0000000000132,-4.000000000004,,2136.0000000000095
2018.02.06,405.9999999999952,1741.0000000000139,-286.99999999999284,,1860.0000000000164
2018.02.06,365.99999999999966,1817.0000000000073,-242.99999999999324,,1940.0000000000136
2018.02.06,426.9999999999996,1930.0000000000068,-431.0000000000036,,1926.0000000000027
2018.02.06,638.0000000000052,2504.000000000019,-452.00000000000796,,2690.0000000000164
2018.02.06,645.0000000000067,2509.0000000000146,-158.99999999999804,,2995.000000000023
2018.02.06,675.0000000000034,2367.999999999995,-222.00000000001108,,2820.9999999999873
2018.02.06,737.9999999999942,2403.9999999999964,-384.00000000000654,,2757.999999999984
2018.02.06,724.9999999999978,2591.000000000008,-578.0000000000118,,2737.999999999994
2018.02.06,712.0000000000015,2670.9999999999923,-639.9999999999961,,2742.9999999999973
2018.02.06,656.9999999999965,2277.999999999992,-567.9999999999907,,2366.9999999999973
2018.02.06,580.0000000000027,2170.9999999999923,-408.9999999999927,,2342.0000000000023
2018.02.06,567.0000000000064,2152.0000000000155,-669.0000000000085,,2050.000000000013
