date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,empty,sum
2015.05.11,-24.999999999997247,-8.999999999992347,-2.999999999997449,82.99999999999841,-4.000000000004,-9.999999999998899,261.99999999999557,1.0000000000065512,-46.999999999997044,17.999999999995797,147.99999999999613,,414.00000000000546
2015.05.11,-46.00000000000159,-31.000000000003247,2.0000000000131024,67.99999999999784,17.000000000000348,-85.99999999999719,148.99999999999915,-14.999999999987246,-21.00000000000435,22.999999999995246,141.9999999999959,,202.00000000000796
2015.05.11,-2.999999999997449,66.99999999999484,15.00000000000945,122.99999999999045,24.999999999986144,-56.0000000000005,218.99999999999142,-48.99999999998794,-32.999999999994145,-19.00000000000235,115.0000000000091,,403.99999999999903
2015.05.11,21.999999999999797,97.9999999999981,35.00000000000725,138.9999999999958,78.99999999998464,-35.00000000000725,314.99999999999864,-48.000000000003595,-32.0000000000098,-23.00000000000635,93.99999999999409,,643.9999999999512
2015.05.11,38.0000000000047,126.0000000000039,81.00000000001995,144.99999999999602,90.99999999999665,2.999999999997449,341.99999999999784,-48.99999999998794,-22.0000000000109,-9.999999999998899,73.0000000000075,,818.0000000000263
2015.05.11,7.9999999999968985,116.00000000000499,49.00000000001015,123.99999999999523,53.999999999998494,-58.99999999999794,305.99999999999517,-82.00000000000429,-17.000000000000348,-31.000000000003247,54.000000000002046,,521.999999999997
2015.05.11,-27.999999999994696,65.99999999998829,3.0000000000196536,60.99999999999284,-1.0000000000065512,-118.00000000000699,322.9999999999955,-63.99999999999739,-17.000000000000348,-30.000000000007798,15.999999999991132,,210.99999999997368
2015.05.11,104.99999999999955,255.99999999998957,342.00000000002007,72.99999999999329,130.99999999999224,41.9999999999976,451.9999999999969,-51.000000000001044,151.9999999999966,96.99999999999153,-199.00000000001228,,1399.9999999999638
2015.05.11,209.00000000000364,242.99999999999324,396.00000000001853,135.99999999999568,127.99999999999478,152.99999999999204,512.9999999999968,133.00000000000534,83.9999999999952,142.99999999999312,-76.99999999999818,,2060.99999999999
2015.05.11,180.0000000000024,235.99999999999176,415.0000000000098,155.9999999999917,141.99999999999767,181.9999999999933,451.9999999999969,58.000000000002494,143.00000000000423,157.99999999999147,-48.00000000000182,,2073.9999999999795
2015.05.11,109.00000000000354,197.00000000000273,352.000000000019,176.9999999999925,278.00000000000045,161.00000000000003,488.999999999995,18.0000000000069,154.99999999999403,134.0000000000008,39.99999999999204,,2110.0000000000073
2015.05.11,177.00000000000495,265.0000000000041,438.00000000000506,186.9999999999976,307.99999999999716,246.00000000000176,658.9999999999985,52.99999999999194,160.99999999998892,157.99999999999147,-28.999999999996362,,2622.9999999999854
2015.05.11,287.9999999999994,378.999999999996,612.0000000000125,253.0000000000001,414.00000000000324,361.0000000000002,709.9999999999995,113.99999999999189,188.9999999999947,212.99999999999653,-66.0000000000025,,3466.999999999992
2015.05.11,275.000000000003,339.0000000000004,571.0000000000103,169.9999999999875,409.99999999999926,337.99999999999386,712.9999999999969,141.00000000001333,177.00000000000495,210.99999999999451,-140.99999999999113,,3204.0000000000127
2015.05.11,265.0000000000041,320.00000000000915,565.0000000000155,170.99999999999227,424.00000000000216,329.999999999997,683.0000000000002,136.00000000000279,184.99999999999073,214.99999999999852,-117.999999999995,,3176.0000000000173
2015.05.11,207.99999999999707,330.9999999999924,512.0000000000014,213.99999999999864,390.9999999999858,273.9999999999965,681.9999999999937,42.0000000000087,194.99999999998963,174.99999999999181,-66.0000000000025,,2957.9999999999527
