date,EURUSD,USDCAD,EURCHF,GBPJPY,EURJPY,NZDCAD,AUDNZD,empty,sum
2019.09.23,-48.000000000003595,2.0000000000131024,24.000000000001798,-87.99999999999386,-24.00000000000091,-26.999999999999247,65.00000000000395,,-95.99999999997877
2019.09.23,-39.999999999995595,32.0000000000098,22.999999999995246,-16.999999999995907,-12.000000000000455,-57.00000000000705,43.999999999999595,,-26.999999999994365
2019.09.23,-56.000000000011596,53.00000000001415,-17.000000000000348,-75.9999999999934,-43.99999999999693,-70.0000000000034,-0.9999999999843467,,-210.99999999997587
2019.09.23,-58.000000000002494,90.00000000001229,-2.999999999997449,-44.999999999987494,4.0000000000048885,-93.00000000000975,-1.999999999990898,,-106.9999999999709
2019.09.23,-73.00000000001194,73.00000000001194,-11.00000000000545,-8.000000000009777,6.000000000000227,-106.00000000000608,-29.999999999996696,,-149.0000000000178
2019.09.23,-66.00000000001049,68.00000000000139,-5.999999999994898,21.99999999999136,30.000000000001137,-101.00000000000664,35.00000000000725,,-18.000000000010886
2019.09.23,-56.99999999999594,62.000000000006494,-43.999999999999595,-6.000000000000227,-7.000000000005002,-123.00000000000644,76.0000000000094,,-98.99999999999132
2019.09.23,-49.00000000001015,119.00000000000244,-29.00000000001235,-133.00000000000978,3.0000000000001137,-154.0000000000097,53.999999999998494,,-189.0000000000409
2019.09.23,-95.00000000000064,113.00000000000753,-43.00000000001525,-218.9999999999941,-76.99999999999818,-214.00000000000307,65.00000000000395,,-469.99999999999966
2019.09.23,-104.00000000001519,133.00000000000534,-35.00000000000725,-147.99999999999613,-52.99999999999727,-187.9999999999993,36.999999999998145,,-358.00000000001165
2019.09.23,-123.00000000000644,131.99999999999878,-51.000000000001044,-217.00000000001296,-90.99999999999397,-207.00000000000162,18.0000000000069,,-539.0000000000103
2019.09.23,-107.00000000001265,139.00000000000023,-33.00000000001635,-197.00000000000273,-57.00000000000216,-259.0000000000092,35.00000000000725,,-479.0000000000356
2019.09.23,-117.99999999999588,131.99999999999878,-14.000000000002899,-213.99999999999864,-76.99999999999818,-261.0000000000001,14.000000000002899,,-537.9999999999941
2019.09.23,-104.00000000001519,129.00000000000134,-34.000000000000696,-242.999999999995,-69.99999999999318,-270.0000000000036,38.0000000000047,,-554.0000000000017
2019.09.23,-87.99999999999919,133.00000000000534,-21.00000000000435,-229.00000000001342,-67.99999999999784,-230.000000000008,-11.00000000000545,,-514.0000000000229
2019.09.23,-104.99999999999955,137.00000000000932,-39.00000000001125,-211.00000000001273,-85.99999999999852,-264.0000000000087,46.0000000000127,,-522.0000000000086
2019.09.23,-100.0000000000112,146.00000000000168,-28.000000000005798,-48.00000000000182,-66.0000000000025,-226.99999999999943,-7.0000000000014495,,-330.0000000000206
2019.09.23,-116.00000000000499,110.00000000001009,-41.000000000002146,-76.99999999999818,-88.99999999999864,-187.9999999999993,-41.000000000002146,,-441.99999999999534
2019.09.23,-110.99999999999443,100.0000000000112,-29.999999999996696,-1.0000000000047748,-90.00000000000341,-143.9999999999997,-51.99999999998539,,-327.9999999999732
2019.09.23,-28.000000000005798,137.9999999999937,49.99999999999449,135.99999999999568,-15.000000000000568,-124.00000000000189,-68.99999999998573,,87.99999999998988
2019.09.23,110.99999999999443,198.00000000000927,198.99999999999363,206.99999999999363,298.0000000000018,-130.0000000000079,-109.00000000000354,,773.9999999999812
2019.09.23,428.9999999999905,378.00000000001165,485.99999999998647,683.9999999999975,715.0000000000034,-242.00000000000887,1.0000000000065512,,2450.9999999999873
2019.09.23,314.99999999999864,375.0000000000142,520.9999999999936,593.9999999999941,587.0000000000033,-231.0000000000034,-7.0000000000014495,,2153.9999999999986
2019.09.23,346.0000000000019,354.0000000000099,585.9999999999976,747.0000000000141,796.999999999997,-268.0000000000016,17.000000000000348,,2579.0000000000196
2019.09.23,448.9999999999883,381.99999999999346,597.0000000000031,786.0000000000014,894.0000000000055,-351.0000000000013,94.00000000001629,,2851.000000000007
2019.09.23,302.0000000000023,381.99999999999346,366.999999999984,492.999999999995,594.9999999999989,-375.0000000000031,102.00000000000209,,1865.9999999999725
2019.09.23,283.99999999999534,354.9999999999942,363.0000000000022,610.99999999999,606.9999999999993,-382.00000000000455,103.00000000000864,,1940.999999999985
2019.09.23,275.9999999999874,310.0000000000103,341.99999999999784,772.9999999999961,612.9999999999995,-340.00000000000693,107.99999999999699,,2081.9999999999814
2019.09.23,302.9999999999866,293.0000000000099,337.99999999999386,540.9999999999968,659.9999999999966,-311.00000000000574,49.99999999999449,,1873.9999999999725
2019.09.23,272.99999999998994,192.00000000001438,329.00000000000153,615.0000000000091,608.0000000000041,-262.00000000000665,114.0000000000141,,1869.0000000000266
2019.09.23,178.99999999999582,171.00000000001003,276.9999999999939,616.0000000000139,448.99999999999807,-286.00000000000847,195.00000000001182,,1601.0000000000152
2019.09.23,255.99999999998957,107.00000000001265,306.9999999999906,699.9999999999886,510.9999999999957,-242.00000000000887,207.00000000000162,,1845.9999999999698
2019.09.23,290.9999999999968,76.99999999999375,327.99999999999494,703.000000000003,578.000000000003,-213.00000000000762,190.00000000000128,,1953.999999999985
2019.09.23,228.99999999999034,103.00000000000864,286.99999999999284,871.0000000000093,597.999999999999,-317.0000000000006,253.00000000001432,,2024.0000000000136
2019.09.23,202.9999999999976,147.00000000000824,392.9999999999989,794.9999999999875,585.9999999999985,-392.00000000000347,351.99999999999676,,2083.999999999984
2019.09.23,171.99999999999437,168.0000000000126,434.000000000001,816.0000000000025,608.9999999999947,-448.9999999999994,331.0000000000146,,2081.0000000000205
2019.09.23,160.99999999998892,100.99999999999554,451.99999999998573,604.9999999999898,474.00000000000375,-407.0000000000018,269.00000000000813,,1654.99999999997
2019.09.23,217.99999999998488,103.00000000000864,483.99999999999557,701.9999999999982,524.0000000000009,-368.00000000000165,310.0000000000103,,1972.9999999999968
2019.09.23,219.99999999999798,127.99999999999478,478.999999999985,688.999999999993,531.9999999999965,-419.00000000000273,374.0000000000077,,2002.9999999999723
2019.09.23,246.99999999999721,126.0000000000039,488.9999999999839,616.9999999999902,540.0000000000063,-415.0000000000098,387.000000000004,,1990.9999999999754
2019.09.23,217.0000000000005,75.00000000000284,468.00000000000176,653.9999999999964,522.0000000000056,-371.00000000001023,377.0000000000051,,1942.0000000000018
