date,AUDUSD,NZDUSD,NZDCHF,EURGBP,empty,sum
2016.08.29,26.000000000003798,31.000000000003247,17.000000000000348,-41.9999999999976,,32.00000000000979
2016.08.29,48.000000000003595,46.00000000000159,16.0000000000049,-46.00000000000159,,64.0000000000085
2016.08.29,-16.0000000000049,-61.999999999995396,-60.99999999999994,-44.99999999999504,,-183.99999999999528
2016.08.29,44.99999999999504,-14.999999999998348,-32.999999999994145,-34.000000000000696,,-36.99999999999815
2016.08.29,54.999999999993946,-58.99999999999794,-53.999999999998494,-27.999999999994696,,-85.99999999999719
2016.08.29,175.00000000000293,36.0000000000027,35.00000000000725,-85.00000000000173,,161.00000000001114
2016.08.29,258.0000000000027,87.99999999999919,70.0000000000034,-102.99999999999754,,313.00000000000773
2016.08.29,161.99999999999548,31.000000000003247,52.000000000007596,-121.99999999999989,,123.00000000000642
2016.08.29,166.99999999999494,-27.999999999994696,-24.000000000001798,-102.99999999999754,,12.000000000000924
2016.08.29,241.99999999999778,60.00000000000449,39.00000000000014,-121.99999999999989,,219.0000000000025
2016.08.29,175.99999999999838,34.000000000000696,36.0000000000027,-112.99999999999643,,133.00000000000534
2016.08.29,141.99999999999767,9.00000000000345,31.999999999998696,-154.99999999999403,,28.00000000000577
2016.08.29,80.00000000000229,-87.99999999999919,-41.9999999999976,-119.00000000000244,,-168.99999999999693
2016.08.29,95.00000000000064,-68.00000000000139,-12.000000000000899,-114.00000000000298,,-99.00000000000463
2016.08.29,112.000000000001,-48.99999999999905,-2.000000000002,-148.0000000000037,,-87.00000000000375
2016.08.29,75.9999999999983,-112.99999999999643,-61.999999999995396,-149.99999999999457,,-248.99999999998812
2016.08.29,60.99999999999994,-193.99999999999417,-113.99999999999189,-163.00000000000205,,-409.9999999999882
2016.08.29,60.00000000000449,-185.00000000000182,-81.9999999999932,-156.99999999999602,,-363.9999999999865
2016.08.29,112.000000000001,-97.9999999999981,-41.9999999999976,-237.99999999999378,,-265.99999999998846
2016.08.29,80.99999999999774,-85.99999999999719,-60.99999999999994,-212.00000000000108,,-278.00000000000045
2016.08.29,151.00000000000114,-60.99999999999994,-76.99999999999375,-153.00000000000313,,-139.99999999999568
2016.08.29,151.00000000000114,-39.999999999995595,4.999999999999449,-166.99999999999494,,-50.99999999998995
2016.08.29,70.0000000000034,-148.99999999999915,-124.99999999999733,-214.99999999999852,,-418.9999999999916
2016.08.29,24.999999999997247,-190.00000000000128,-149.99999999999457,-141.99999999999767,,-456.9999999999963
2016.08.29,31.000000000003247,-129.00000000000134,-56.0000000000005,-163.00000000000205,,-317.0000000000006
