date,GBPUSD,EURUSD,USDCAD,AUDUSD,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.02.16,-43.999999999999595,-9.999999999998899,-4.999999999988347,0.0,-173.99999999999238,-53.999999999998494,-66.99999999999484,-237.99999999999955,-171.99999999999437,-228.00000000000864,-56.99999999999594,-141.99999999999767,-178.99999999999582,-121.99999999999989,-126.00000000000477,-192.99999999999784,-90.0000000000012,-67.00000000000594,-99.00000000000463,,-2066.999999999979
2015.02.16,-15.00000000000945,-12.000000000012001,0.0,51.99999999999649,-174.99999999999716,-46.00000000000159,-128.99999999999022,-217.00000000001296,-228.00000000000597,-229.00000000001342,-125.99999999998168,-185.00000000001293,-150.99999999999002,-150.99999999999625,-76.00000000000762,-189.00000000000716,-80.99999999999774,-102.99999999999754,-133.00000000000534,,-2194.0000000000427
2015.02.16,70.99999999999883,-7.0000000000014495,-1.999999999990898,80.00000000000229,-167.99999999999216,-14.000000000002899,-151.9999999999966,-154.00000000002478,-180.99999999998673,-212.99999999999386,-121.99999999999989,-265.0000000000041,-47.99999999998139,-203.00000000000296,-48.00000000000182,-149.0000000000009,-170.99999999999892,-36.0000000000027,-97.00000000001374,,-1878.9999999999945
2015.02.16,123.99999999999079,7.0000000000014495,42.0000000000087,90.99999999999665,-209.99999999999375,-12.000000000000899,-146.99999999999713,-170.00000000001592,-126.0000000000039,-305.0000000000068,-161.99999999999548,-223.00000000001762,-57.99999999998029,-149.0000000000009,-97.99999999999898,-200.00000000000284,-120.99999999999334,-68.00000000000139,-110.00000000001009,,-1895.0000000000216
2015.02.16,7.0000000000014495,-119.00000000000244,-38.99999999998904,-41.000000000002146,-304.9999999999926,-89.00000000000574,-164.99999999999292,-338.0000000000223,-129.99999999998568,-447.00000000000273,-167.9999999999904,-212.00000000001216,-144.99999999999514,-257.000000000005,-224.00000000000375,-347.0000000000084,-56.99999999999594,-146.00000000000168,-141.00000000001333,,-3363.00000000002
2015.02.16,-43.00000000001525,-113.00000000000753,-79.99999999999119,-75.9999999999983,-406.9999999999965,-119.00000000000244,-147.99999999999258,-399.0000000000009,-56.99999999999594,-455.99999999998886,-114.99999999999844,-167.00000000000603,-278.00000000000045,-295.0000000000017,-271.0000000000008,-421.99999999999704,-48.99999999999905,-184.00000000000637,-165.00000000001512,,-3844.000000000014
2015.02.16,-15.00000000000945,-95.00000000000064,-72.99999999998974,-85.99999999999719,-483.99999999999466,-92.00000000000318,-128.99999999999022,-248.00000000001887,-38.99999999998904,-298.0000000000018,-85.99999999998609,-66.00000000001049,-320.9999999999935,-221.9999999999942,-213.99999999999864,-390.00000000000057,-12.000000000000899,-194.0000000000053,-165.00000000001512,,-3228.9999999999995
2015.02.16,-7.0000000000014495,-102.00000000000209,-73.99999999999629,-90.0000000000012,-475.9999999999991,-24.999999999997247,-126.99999999999933,-195.0000000000216,-53.999999999998494,-286.00000000000136,-93.99999999999409,-91.00000000001884,-346.0000000000019,-188.0000000000024,-212.0000000000033,-391.9999999999959,-17.000000000000348,-231.99999999999886,-180.0000000000024,,-3188.000000000036
2015.02.16,-11.00000000000545,-131.00000000001444,-75.99999999998718,-72.0000000000054,-493.9999999999998,0.0,-145.9999999999906,-159.00000000002024,-21.999999999988695,-292.0000000000016,-104.99999999999955,-130.0000000000079,-296.9999999999917,-185.99999999999284,-186.00000000000705,-353.00000000000864,-14.999999999998348,-187.00000000000384,-178.00000000001148,,-3040.0000000000346
2015.02.16,-50.0000000000167,-202.00000000001327,-80.99999999999774,-90.99999999999665,-533.9999999999918,2.999999999997449,-165.9999999999995,-237.0000000000232,-53.999999999998494,-376.0000000000048,-184.99999999999073,-199.00000000001583,-215.99999999999397,-209.00000000000318,-222.99999999999898,-370.00000000000455,-19.00000000000235,-182.00000000000438,-179.00000000001802,,-3570.000000000077
2015.02.16,-175.00000000001404,-224.000000000002,-168.99999999999693,-185.99999999999727,-510.9999999999957,-107.00000000000153,-145.9999999999906,-343.00000000001774,-116.99999999998934,-382.000000000005,-120.99999999999334,-152.0000000000188,-447.99999999998175,-239.99999999999488,-293.99999999999693,-507.99999999999557,-31.000000000003247,-319.99999999999807,-221.00000000000452,,-4694.999999999997
2015.02.16,-168.99999999999693,-224.000000000002,-180.99999999998673,-170.00000000000347,-476.99999999998965,-75.9999999999983,-134.99999999999625,-279.0000000000248,-78.00000000000028,-330.0000000000125,-108.99999999998133,-97.9999999999981,-346.0000000000019,-209.99999999999375,-212.0000000000033,-382.99999999999557,1.0000000000065512,-250.00000000000577,-215.00000000000963,,-3940.9999999999936
2015.02.16,-140.0000000000068,-208.00000000000819,-152.99999999998093,-180.0000000000024,-362.99999999999955,-58.000000000002494,-131.99999999999878,-131.00000000000023,-92.99999999998754,-229.99999999998977,-115.99999999998278,-110.00000000001009,-351.99999999999676,-128.0000000000001,-201.99999999999818,-349.00000000000375,12.999999999996348,-257.0000000000072,-209.9999999999991,,-3398.9999999999777
2015.02.16,-165.9999999999995,-211.00000000000563,-161.99999999999548,-200.00000000000017,-399.0000000000009,-114.00000000000298,-119.99999999999788,-206.00000000001728,-106.00000000000608,-286.00000000000136,-121.99999999999989,24.000000000001798,-395.99999999999636,-159.9999999999966,-245.9999999999951,-420.0000000000017,75.00000000000284,-280.9999999999979,-192.99999999999872,,-3689.0000000000086
2015.02.16,-161.00000000001114,-182.0000000000155,-160.99999999998892,-197.99999999999818,-347.999999999999,-126.0000000000039,-101.99999999999099,-192.00000000000728,-99.00000000000463,-228.00000000000864,-71.99999999998319,1.999999999990898,-427.99999999998397,-188.0000000000024,-251.99999999999534,-397.99999999999613,43.999999999999595,-251.00000000000122,-202.00000000001327,,-3542.000000000013
2015.02.16,-162.00000000001768,-160.00000000000458,-160.99999999998892,-151.00000000000114,-411.9999999999919,-72.0000000000054,-88.99999999999464,-231.00000000002296,-102.99999999998644,-234.00000000000887,-53.999999999998494,-63.99999999999739,-366.999999999984,-209.99999999999375,-210.99999999999852,-371.9999999999999,-20.999999999993246,-234.00000000000088,-177.00000000000495,,-3484.9999999999936
2015.02.16,-180.0000000000024,-190.00000000000128,-190.99999999998562,-126.99999999999933,-478.9999999999992,-40.00000000000669,-109.99999999999899,-326.9999999999982,-106.00000000000608,-325.9999999999934,-67.9999999999792,-163.00000000000205,-313.99999999999204,-278.0000000000058,-177.99999999999727,-355.000000000004,-61.999999999995396,-206.00000000000617,-202.00000000001327,,-3901.999999999986
2015.02.16,-218.00000000000708,-255.00000000000523,-219.99999999999798,-113.00000000000753,-563.0000000000024,2.000000000002,-126.99999999999933,-377.00000000000955,-119.00000000000244,-414.0000000000157,-95.00000000000064,-190.00000000000128,-222.99999999999542,-296.0000000000065,-213.00000000000807,-364.9999999999949,-73.99999999999629,-140.0000000000068,-162.00000000001768,,-4162.000000000073
2015.02.16,-165.9999999999995,-195.00000000001182,-205.99999999999508,-121.99999999999989,-542.9999999999922,-29.999999999996696,-139.00000000000023,-373.0000000000189,-65.00000000000395,-391.9999999999959,-95.00000000000064,-209.9999999999991,-190.00000000000128,-302.99999999999727,-236.0000000000042,-365.99999999999966,-90.0000000000012,-150.00000000000568,-145.00000000001734,,-4016.00000000004
2015.02.16,-216.00000000001617,-290.9999999999968,-197.99999999998707,-168.00000000000148,-563.0000000000024,-109.00000000000354,-152.99999999999204,-528.00000000002,-197.99999999998707,-503.9999999999907,-176.99999999998272,-168.0000000000126,-296.9999999999917,-316.99999999999307,-269.999999999996,-421.0000000000065,-63.00000000000195,-219.00000000000253,-150.00000000000568,,-5009.99999999999
2015.02.16,-211.00000000000563,-287.9999999999994,-189.99999999997908,-146.99999999999713,-548.0000000000018,-209.00000000000364,-259.9999999999936,-417.0000000000016,-107.99999999999699,-503.9999999999907,-230.9999999999812,-202.00000000001327,-266.999999999995,-296.0000000000065,-260.9999999999957,-421.99999999999704,-53.00000000000304,-275.000000000003,-212.00000000001216,,-5100.999999999975
