date,GBPUSD,AUDUSD,NZDUSD,GBPCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.18,-14.999999999987246,-2.000000000002,0.0,-85.00000000000173,-22.999999999995246,-11.00000000000545,-0.999999999995449,-60.99999999999994,0.0,-31.999999999987594,0.0,-36.999999999998145,-4.000000000004,-46.0000000000127,-7.000000000005002,0.0,0.0,0.0,-150.00000000000568,-12.999999999996348,,-486.9999999999965
2019.02.18,-19.999999999997797,15.999999999993797,29.999999999996696,-115.99999999998278,-19.999999999997797,-14.000000000002899,19.999999999997797,-70.0000000000034,29.999999999996696,-59.99999999999339,-8.000000000009777,-2.999999999997449,-7.0000000000014495,-42.0000000000087,34.99999999999659,27.000000000001023,41.99999999998738,35.00000000000725,-113.00000000000753,-9.000000000014552,,-247.0000000000403
2019.02.18,-31.000000000003247,39.00000000000014,31.999999999998696,-83.9999999999952,-8.999999999992347,12.999999999996348,43.00000000000415,-85.00000000000173,25.00000000000835,17.000000000000348,33.00000000000125,-17.000000000000348,32.999999999994145,-36.0000000000138,64.99999999999773,78.99999999999352,85.99999999999852,43.999999999999595,-163.00000000000205,-2.0000000000131024,,81.99999999997098
2019.02.18,-26.999999999999247,92.00000000000318,71.99999999999429,-58.99999999998684,79.00000000000685,80.99999999999774,82.00000000000429,-92.99999999999864,140.0000000000068,139.00000000000023,63.99999999999295,76.99999999999375,121.99999999999989,-5.000000000010552,132.99999999999557,141.9999999999959,128.0000000000001,73.00000000000084,-121.00000000000443,48.99999999998794,,1167.9999999999807
2019.02.18,-21.999999999988695,98.99999999999353,98.99999999999353,-92.99999999998754,72.0000000000054,81.9999999999932,114.00000000000298,-143.9999999999997,148.99999999999915,133.00000000000534,93.00000000000352,43.999999999999595,82.00000000000429,53.999999999998494,140.00000000000057,150.99999999999625,167.99999999999216,67.00000000000594,-221.99999999999997,-43.999999999999595,,1022.0000000000186
2019.02.18,-3.999999999981796,134.0000000000008,163.00000000000205,-129.00000000000134,65.00000000000395,82.99999999999974,139.00000000000023,-157.00000000000713,168.0000000000126,204.00000000000418,131.00000000000023,31.000000000003247,82.00000000000429,87.99999999999919,155.9999999999917,164.99999999999204,200.9999999999934,74.00000000000739,-299.00000000000483,-137.00000000000932,,1158.000000000011
2019.02.18,23.00000000001745,151.00000000000114,253.99999999999866,-105.99999999998388,60.00000000000449,79.99999999999119,202.9999999999976,-165.9999999999995,147.00000000000824,178.99999999999582,212.0000000000033,2.999999999997449,63.000000000013046,245.99999999999068,200.9999999999934,212.99999999999386,334.99999999999375,81.00000000000884,-323.0000000000066,-171.99999999999437,,1684.0000000000246
2019.02.18,34.000000000000696,129.9999999999968,273.000000000001,-119.99999999998678,62.000000000006494,62.99999999999084,226.99999999999943,-170.00000000000347,177.00000000000495,154.99999999999403,248.99999999999523,-7.0000000000014495,15.999999999993797,295.0000000000008,201.99999999999818,202.99999999998875,371.9999999999999,65.00000000000395,-345.0000000000064,-188.00000000001037,,1692.9999999999663
2019.02.18,65.00000000000395,187.00000000000384,334.9999999999964,-144.99999999999514,38.0000000000047,95.00000000000064,256.0000000000007,-209.00000000000364,97.00000000001374,212.99999999999653,277.000000000001,-99.99999999998899,41.000000000002146,316.99999999998954,206.00000000000307,256.0000000000002,428.99999999998784,103.00000000000864,-419.00000000000273,-219.00000000001364,,1823.0000000000086
2019.02.18,117.00000000001154,197.00000000000273,334.9999999999964,-106.99999999999044,33.000000000005244,76.99999999999375,246.99999999999721,-211.00000000000563,93.00000000000975,190.00000000000128,385.9999999999957,-146.99999999998602,-11.00000000000545,251.00000000000122,228.9999999999992,277.000000000001,443.9999999999884,112.000000000001,-402.00000000000233,-222.99999999999542,,1887.0000000000186
2019.02.18,90.00000000001229,156.99999999999602,313.99999999999204,-126.99999999998823,47.00000000000814,41.9999999999976,226.00000000000398,-212.00000000000108,147.00000000000824,140.0000000000068,369.99999999999034,-99.99999999998899,-79.99999999999119,232.99999999999432,240.99999999999966,231.99999999999932,416.9999999999874,67.00000000000594,-372.0000000000057,-221.00000000000452,,1611.000000000022
