date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.08.03,-18.0000000000069,-49.00000000001015,-83.9999999999952,-54.999999999993946,-103.99999999999298,-116.00000000000499,-66.99999999999307,-9.999999999998899,-179.00000000000693,-79.99999999998408,-59.99999999999339,-48.000000000003595,-45.000000000001705,-112.000000000001,-58.9999999999975,-70.00000000000739,-76.99999999999375,-84.99999999999064,,-1317.9999999999761
2020.08.03,-24.999999999997247,-58.000000000002494,-82.99999999998863,-69.9999999999923,-43.999999999999595,-108.00000000001918,-153.99999999999636,-41.9999999999976,-189.00000000000583,-167.99999999997794,-89.99999999999008,-103.00000000000864,-82.99999999999841,-133.99999999998968,-81.00000000000307,-28.999999999996362,-92.99999999999864,11.00000000000545,,-1542.9999999999568
2020.08.03,-41.000000000002146,-197.00000000000273,-185.99999999999727,-130.99999999999224,-108.99999999999244,-104.00000000001519,-200.00000000000284,-19.999999999997797,-181.00000000000892,-272.99999999999613,-219.99999999999798,-129.00000000000134,-195.99999999999795,-211.99999999998997,-153.0000000000058,-82.99999999999841,-149.99999999999457,-66.99999999999484,,-2651.9999999999886
2020.08.03,-35.00000000000725,-261.0000000000001,-265.99999999998846,-203.99999999999307,-165.9999999999995,-160.00000000000458,-215.0000000000034,16.0000000000049,-163.00000000000205,-338.99999999999864,-287.9999999999994,-140.0000000000068,-272.00000000000557,-295.99999999998516,-228.00000000000864,-140.00000000000057,-223.99999999999088,-110.99999999999443,,-3491.999999999983
2020.08.03,-41.9999999999976,-290.9999999999968,-268.9999999999859,-212.99999999999653,-158.99999999999804,-147.00000000000824,-237.99999999999955,29.000000000001247,-160.00000000000458,-378.9999999999907,-312.00000000000114,-114.99999999999844,-277.000000000001,-273.9999999999965,-240.0000000000091,-144.00000000000546,-229.99999999999687,-128.99999999999022,,-3589.9999999999754
2020.08.03,-4.999999999999449,-253.00000000001432,-170.99999999998784,-181.9999999999933,-125.99999999999278,-108.00000000001918,-228.9999999999992,37.00000000000925,-120.00000000000898,-429.00000000000205,-293.0000000000099,-62.99999999999084,-224.00000000000375,-219.99999999999798,-256.0000000000002,-155.00000000000114,-203.99999999999307,-89.99999999999008,,-3090.999999999995
2020.08.03,3.999999999992898,-313.00000000000773,-190.00000000000128,-211.99999999998997,-145.9999999999906,-173.00000000000094,-335.9999999999985,53.00000000000304,-82.99999999999974,-582.9999999999984,-374.999999999992,-70.99999999999883,-314.9999999999977,-227.99999999998377,-304.00000000000205,-231.99999999999932,-248.99999999999923,-113.99999999999189,,-3866.9999999999554
2020.08.03,204.99999999999963,-28.000000000005798,104.00000000001519,-52.99999999999194,-25.999999999992696,-143.00000000000423,-462.99999999999386,135.00000000000733,-82.00000000000429,-752.9999999999859,-133.99999999998968,-15.999999999993797,-530.0000000000011,36.0000000000138,-401.00000000001046,-319.0000000000026,-110.99999999999443,-25.999999999992696,,-2604.999999999928
2020.08.03,183.99999999999528,-110.00000000001009,59.000000000009045,-120.99999999999334,-69.9999999999923,-117.00000000001154,-302.99999999999727,164.00000000000858,-48.99999999999905,-584.0000000000032,-116.00000000000499,-80.99999999999774,-304.00000000000205,94.00000000001629,-299.0000000000066,-213.00000000000807,-125.99999999999278,-13.999999999991797,,-2005.9999999999814
2020.08.03,153.00000000000313,-209.00000000001472,-24.000000000001798,-92.99999999999864,-107.99999999999699,-151.00000000001222,-233.0000000000041,165.9999999999995,-28.000000000005798,-506.9999999999766,-195.9999999999962,-8.000000000008,-198.0000000000075,35.00000000000725,-289.0000000000015,-192.00000000000728,-95.00000000000064,-53.999999999998494,,-2031.0000000000205
2020.08.03,126.99999999999933,-180.0000000000024,-27.999999999983594,-88.99999999999464,-101.99999999999099,-145.00000000001734,-114.00000000000432,124.00000000000189,-72.0000000000054,-411.9999999999777,-156.00000000000057,89.99999999999008,-147.00000000000557,33.00000000001635,-186.9999999999976,-152.00000000000102,-73.00000000000084,-42.999999999993044,,-1525.999999999967
2020.08.03,78.00000000000028,-116.00000000000499,-34.000000000000696,-78.99999999999574,-63.99999999999739,-91.00000000001884,-131.00000000000023,109.00000000000354,-86.0000000000083,-256.0000000000002,-113.99999999999189,38.0000000000047,-78.00000000000296,-0.9999999999843467,-135.00000000000512,-82.00000000000784,-83.9999999999952,-24.999999999997247,,-1151.0000000000025
2020.08.03,114.99999999999844,-157.00000000000713,-45.99999999999049,-117.99999999999588,-105.99999999999498,-120.00000000000898,-117.00000000000443,106.00000000000608,-87.99999999999919,-302.99999999999727,-197.00000000000273,-5.000000000010552,-108.00000000000409,-60.99999999999994,-167.0000000000016,-115.99999999999966,-149.99999999999457,-78.00000000000028,,-1716.000000000007
2020.08.03,129.00000000000134,-178.00000000001148,-55.99999999998939,-83.9999999999952,-100.99999999999554,-178.00000000001148,-141.9999999999959,95.00000000000064,-82.99999999999974,-359.9999999999852,-316.99999999998954,82.99999999998863,-158.00000000000125,-154.99999999999403,-171.99999999999704,-144.00000000000546,-142.99999999999312,-115.99999999999389,,-2079.9999999999677
2020.08.03,137.9999999999937,-198.00000000000927,-83.9999999999952,-120.99999999999334,-128.99999999999022,-195.00000000001182,-51.00000000000193,106.00000000000608,-75.00000000000284,-306.99999999998795,-317.9999999999961,45.000000000006146,-127.00000000000955,-168.99999999999693,-167.0000000000016,-128.0000000000001,-190.99999999999673,-148.99999999999915,,-2119.999999999987
2020.08.03,126.99999999999933,-214.00000000000307,-123.99999999999079,-149.99999999999457,-146.99999999999713,-233.00000000001654,-61.99999999999761,99.00000000000463,-92.00000000000318,-311.9999999999834,-296.9999999999917,-5.000000000010552,-154.00000000001057,-190.99999999998562,-182.00000000000216,-150.00000000000568,-209.9999999999991,-149.99999999999457,,-2446.999999999982
2020.08.03,200.99999999999562,-187.00000000000384,-90.99999999999665,-159.9999999999935,-182.99999999999983,-283.000000000011,43.00000000000637,176.0000000000095,-81.00000000000884,-290.9999999999968,-238.99999999998923,-82.00000000000429,-118.00000000000921,-134.99999999999625,-204.9999999999983,-201.00000000000762,-202.9999999999976,-189.99999999999017,,-2228.999999999992
2020.08.03,243.99999999999977,-194.0000000000053,-52.99999999999194,-179.99999999999127,-191.99999999999218,-304.9999999999997,57.00000000000216,221.99999999999997,-65.00000000000395,-347.99999999998477,-229.99999999999687,-127.99999999999478,-128.0000000000001,-61.99999999998429,-248.00000000000466,-218.00000000000352,-229.00000000000142,-195.00000000000074,,-2251.999999999954
2020.08.03,248.99999999999923,-181.00000000000892,-53.999999999998494,-170.99999999999892,-173.9999999999964,-283.000000000011,61.99999999999761,176.0000000000095,-74.00000000000739,-318.9999999999884,-249.00000000001032,-119.00000000000244,-109.99999999999943,-80.99999999999774,-233.0000000000041,-191.0000000000025,-225.99999999999287,-187.9999999999993,,-2166.000000000012
2020.08.03,351.99999999999676,7.999999999985796,121.00000000001555,32.0000000000098,-22.999999999995246,-340.00000000000693,91.00000000000819,204.00000000000418,-131.99999999999878,-230.99999999999454,-174.00000000000747,-15.00000000000945,-48.00000000000182,-98.99999999998244,-82.00000000000784,-114.00000000000432,-75.9999999999983,-134.99999999999625,,-660.9999999999831
2020.08.03,387.99999999999943,-106.00000000000608,19.00000000001345,71.00000000000995,-62.99999999999084,-489.0000000000061,121.99999999999989,211.00000000000563,-109.99999999999899,-304.9999999999784,-344.99999999999534,252.0000000000078,-79.00000000000773,-207.99999999998596,-57.00000000000216,-105.00000000000398,-14.999999999998348,-129.9999999999968,,-948.9999999999345
2020.08.03,449.9999999999948,-39.999999999995595,41.000000000002146,96.00000000000719,-58.99999999999794,-467.0000000000174,260.0000000000051,274.00000000000756,-120.00000000000898,-270.9999999999866,-292.00000000000335,391.9999999999924,-103.00000000000864,-156.00000000000057,15.999999999991132,-112.99999999999955,16.0000000000049,-135.99999999999167,,-212.000000000005
2020.08.03,402.00000000000233,-205.99999999999508,-55.99999999998939,26.000000000003798,-104.99999999999955,-501.0000000000181,278.0000000000058,247.00000000000833,-80.00000000000229,-298.0000000000018,-499.9999999999893,333.0000000000055,-69.00000000000261,-267.99999999997937,-16.000000000005343,-102.99999999999443,-53.999999999998494,-190.99999999999673,,-1160.9999999999466
2020.08.03,365.99999999999966,-370.00000000000364,-149.9999999999835,-9.999999999998899,-136.99999999999824,-619.9999999999983,388.00000000000523,238.0000000000049,-43.999999999999595,-331.99999999999363,-658.0000000000031,523.9999999999911,-23.000000000010346,-353.99999999998766,89.9999999999892,-34.000000000006025,-95.00000000000064,-211.99999999998997,,-1432.9999999999834
2020.08.03,319.0000000000026,-266.0000000000107,-99.99999999998899,29.000000000001247,-120.99999999999334,-482.00000000000466,271.0000000000008,169.00000000000804,-59.000000000009045,-96.99999999997999,-523.9999999999911,466.9999999999952,87.99999999999386,-285.99999999998624,120.99999999999511,-4.0000000000048885,-53.999999999998494,-207.99999999999707,,-736.9999999999677
2020.08.03,315.9999999999941,8.999999999992347,120.00000000000898,153.00000000000313,-67.9999999999903,-261.0000000000001,272.00000000000557,145.00000000000622,-245.0000000000063,-6.000000000000227,-225.99999999999287,146.00000000000168,173.00000000000182,-117.99999999999588,182.99999999999272,7.000000000005002,57.00000000000705,-200.99999999999562,,456.00000000003723
2020.08.03,419.9999999999982,285.99999999998624,246.00000000001288,170.00000000000347,-83.9999999999952,-257.0000000000183,388.00000000000523,195.00000000000074,-194.0000000000053,282.0000000000107,8.999999999992347,-36.999999999998145,322.00000000000273,-17.000000000000348,189.99999999999773,-43.00000000000637,17.000000000000348,-257.9999999999916,,1634.999999999995
2020.08.03,475.99999999999864,427.99999999998397,417.0000000000007,205.00000000001074,-41.9999999999976,-182.99999999999983,52.00000000000671,221.00000000000452,-226.00000000000398,32.00000000001069,158.99999999999804,-188.00000000001037,60.000000000002274,146.00000000000168,-5.000000000009663,-227.99999999999443,31.999999999998696,-234.99999999999633,,1121.0000000000036
2020.08.03,439.0000000000005,472.00000000000574,350.00000000000585,173.00000000000094,-83.9999999999952,-200.00000000000017,78.00000000000296,195.00000000000074,-259.0000000000092,100.99999999999909,224.000000000002,-245.99999999999068,60.000000000002274,90.00000000001229,-15.000000000000568,-236.0000000000042,21.00000000000435,-256.99999999999613,,906.0000000000405
2020.08.03,514.0000000000033,424.00000000000216,370.00000000000364,205.00000000001074,-51.99999999999649,-365.0000000000153,167.0000000000016,267.00000000000614,-234.00000000000088,-135.99999999999568,278.00000000000045,-15.999999999993797,-11.00000000000989,154.0000000000097,-61.99999999999761,-257.99999999999557,119.00000000000244,-179.99999999999127,,1184.0000000000439
