date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,AUDJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2019.10.07,174.00000000000747,-157.99999999999147,9.999999999998899,-46.999999999997044,0.0,-76.99999999999375,-275.000000000003,-81.00000000001995,-36.999999999998145,65.99999999999939,-60.99999999999994,-63.00000000000195,-183.9999999999975,-79.99999999999119,58.99999999998684,-31.000000000003247,-76.99999999999818,-79.00000000000773,31.999999999998696,-76.0000000000094,,-985.0000000000213
2019.10.07,140.0000000000068,-179.99999999998016,-17.000000000000348,0.0,8.000000000008,-170.99999999999892,-325.99999999998187,-67.00000000001705,-53.999999999998494,90.99999999999665,-195.00000000000074,1.999999999990898,-204.99999999998408,-181.00000000000892,-104.99999999999955,-81.9999999999821,-69.00000000000261,-164.00000000000148,62.99999999999084,-98.0000000000203,,-1609.999999999983
2019.10.07,145.00000000000622,-309.99999999998806,25.999999999992696,-126.99999999999534,77.00000000001594,-121.99999999999989,-439.99999999999596,-113.00000000000753,-138.00000000000477,119.00000000000244,-168.00000000000148,22.999999999995246,-472.99999999998477,-259.0000000000092,-287.000000000015,-92.99999999998754,-143.99999999999125,-190.00000000001194,15.999999999993797,-8.000000000008,,-2465.9999999999945
2019.10.07,152.00000000000767,-313.99999999999204,22.999999999995246,-180.99999999999739,93.00000000000975,-132.99999999999423,-468.9999999999861,-121.00000000001555,-153.99999999999858,119.99999999999788,-182.99999999999983,34.99999999999615,-555.9999999999832,-275.000000000003,-330.0000000000081,-109.00000000000354,-176.00000000000193,-236.0000000000042,3.999999999992898,-37.00000000002035,,-2847.0000000000086
2019.10.07,128.00000000000588,-311.99999999997897,32.999999999994145,-132.000000000005,138.0000000000159,-151.9999999999966,-435.9999999999919,-98.0000000000203,-161.00000000000003,136.99999999999824,-185.00000000000182,24.999999999997247,-491.9999999999902,-211.99999999998997,-229.99999999999687,-146.00000000000168,-179.9999999999926,-225.00000000000853,17.999999999995797,-10.000000000021103,,-2491.999999999988
2019.10.07,92.00000000000318,-331.999999999999,42.999999999993044,-88.99999999999864,143.00000000000423,-161.00000000000003,-415.99999999999415,-72.0000000000054,-136.00000000000279,114.99999999999844,-172.00000000000549,25.999999999992696,-462.99999999999386,-234.00000000000088,-279.00000000000705,-136.00000000000279,-149.0000000000009,-207.00000000000784,13.999999999991797,-29.00000000001235,,-2442.0000000000477
2019.10.07,163.99999999999747,-335.9999999999808,64.99999999998174,-94.99999999999886,85.00000000000173,-182.99999999999983,-502.9999999999868,-169.00000000001913,-156.99999999999602,156.00000000000057,-239.0000000000003,14.999999999998348,-473.99999999998954,-313.00000000000773,-287.9999999999994,-41.000000000002146,-152.9999999999916,-234.00000000000887,52.99999999999194,-64.0000000000196,,-2711.0000000000296
2019.10.07,151.00000000000114,-322.00000000000006,87.99999999999919,-45.99999999999227,69.00000000000794,-197.99999999999818,-471.9999999999835,-179.00000000001802,-138.00000000000477,139.00000000000023,-247.00000000000833,-14.999999999998348,-395.9999999999866,-313.00000000000773,-283.99999999999534,6.000000000017103,-109.99999999999943,-218.00000000000352,49.99999999999449,-105.00000000002174,,-2539.9999999999977
2019.10.07,177.00000000000495,-283.99999999999534,82.99999999998863,-99.99999999999432,47.00000000001925,-136.99999999999824,-465.99999999998863,-203.00000000001984,-146.00000000000168,73.00000000000084,-202.0000000000022,-39.00000000000014,-423.9999999999782,-293.0000000000099,-463.9999999999977,26.0000000000149,-54.000000000002046,-188.0000000000024,-48.000000000003595,-139.00000000000023,,-2780.9999999999663
2019.10.07,170.00000000000347,-263.99999999999756,76.99999999999375,-146.0000000000008,15.00000000000945,-182.99999999999983,-439.99999999999596,-192.00000000001438,-124.00000000000189,98.99999999999353,-243.00000000000432,-47.00000000000814,-459.0000000000032,-303.0000000000088,-353.0000000000033,53.999999999998494,-117.999999999995,-264.00000000001,13.999999999991797,-168.0000000000126,,-2875.0000000000655
2019.10.07,216.0000000000051,-222.99999999999542,40.99999999997994,-155.9999999999917,-35.999999999991594,-140.99999999999113,-455.99999999998977,-206.00000000001728,-131.00000000000333,85.99999999999719,-231.0000000000034,-48.99999999999905,-425.9999999999877,-306.00000000000625,-408.00000000000836,62.000000000006494,-78.00000000000296,-225.00000000000853,-12.000000000000899,-167.00000000000603,,-2846.0000000000146
2019.10.07,202.9999999999976,-262.999999999991,51.99999999998539,-123.00000000000466,12.000000000012001,-129.00000000000134,-478.0000000000006,-200.00000000000017,-146.00000000000168,68.00000000000139,-209.00000000000364,-25.00000000000835,-431.99999999998795,-300.99999999999574,-490.0000000000126,25.00000000000835,-46.999999999997044,-195.0000000000074,-56.0000000000005,-161.00000000001114,,-2895.000000000019
2019.10.07,226.99999999999943,-244.9999999999841,34.99999999998504,-141.00000000000534,28.000000000005798,-141.99999999999767,-485.99999999998647,-210.0000000000213,-170.99999999999892,92.99999999999864,-238.0000000000049,-28.000000000005798,-430.9999999999832,-261.0000000000001,-434.000000000001,-18.999999999991246,-67.99999999999784,-219.0000000000083,-53.00000000000304,-167.00000000000603,,-2930.000000000006
2019.10.07,265.99999999999955,-238.99999999998923,8.999999999992347,-155.00000000000114,9.000000000014552,-107.00000000000153,-539.999999999985,-229.00000000001253,-190.00000000000128,95.99999999999609,-230.000000000008,-9.999999999998899,-442.99999999998363,-280.9999999999979,-483.99999999999557,-32.999999999994145,-55.999999999997385,-190.00000000001194,-66.00000000001049,-139.00000000000023,,-3011.9999999999864
2019.10.07,275.000000000003,-263.99999999999756,7.999999999985796,-189.99999999999773,0.0,-93.99999999999409,-573.9999999999857,-238.0000000000049,-194.0000000000053,100.99999999999554,-223.00000000000654,7.0000000000014495,-513.9999999999816,-324.9999999999975,-541.0000000000136,-21.999999999988695,-75.00000000000284,-198.0000000000075,-68.00000000000139,-125.00000000001954,,-3254.000000000019
2019.10.07,285.00000000000193,-265.99999999998846,8.999999999992347,-191.99999999999307,6.000000000017103,-117.99999999999588,-583.0000000000002,-249.00000000001032,-204.00000000000418,104.99999999999955,-253.0000000000032,7.0000000000014495,-510.9999999999957,-309.0000000000037,-539.0000000000006,-28.999999999990145,-69.99999999999318,-223.0000000000132,-77.00000000000485,-169.00000000001913,,-3380.000000000003
2019.10.07,314.0000000000032,-226.99999999999943,-9.000000000014552,-185.00000000000227,-24.999999999986144,-120.99999999999334,-584.9999999999911,-261.0000000000001,-207.99999999999707,102.99999999999754,-273.000000000001,-4.000000000004,-465.0000000000034,-302.0000000000023,-550.000000000006,-20.999999999982144,-43.99999999999693,-224.00000000000375,-82.99999999999974,-204.00000000000418,,-3373.999999999986
2019.10.07,321.0000000000046,-115.99999999998278,-11.00000000000545,-209.00000000000318,-35.999999999991594,-147.99999999999258,-468.9999999999861,-263.00000000001324,-206.00000000000617,124.99999999999733,-307.0000000000017,-82.00000000000429,-366.9999999999902,-150.00000000000568,-303.9999999999932,-21.999999999988695,-85.99999999999852,-270.00000000001023,-47.00000000000814,-217.0000000000005,,-2863.9999999999804
2019.10.07,277.000000000005,-127.99999999999478,-11.00000000000545,-213.99999999999864,-49.99999999999449,-173.00000000000094,-437.99999999998283,-220.00000000002018,-167.00000000000603,110.99999999999443,-302.9999999999977,-75.00000000000284,-400.0000000000057,-207.00000000000162,-307.00000000001285,9.999999999998899,-103.9999999999992,-297.00000000001125,-15.00000000000945,-236.00000000001398,,-2947.000000000059
2019.10.07,185.00000000000182,-123.99999999999079,3.999999999981796,-182.99999999999272,-78.99999999998464,-164.99999999999292,-319.0000000000026,-137.00000000000932,-80.00000000000229,46.00000000000159,-236.99999999999832,-91.00000000000774,-356.9999999999993,-235.00000000000742,-316.0000000000052,63.000000000013046,-78.99999999999352,-271.0000000000008,-3.0000000000085514,-230.00000000001907,,-2608.0000000000173
