date,USDCHF,GBPUSD,EURUSD,AUDUSD,NZDUSD,GBPCHF,EURCHF,AUDCHF,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2019.02.04,188.9999999999947,-163.00000000000205,-38.0000000000047,-129.00000000000134,24.999999999997247,-375.0000000000142,-127.00000000001043,-3.999999999992898,-65.00000000000395,-285.000000000025,-194.0000000000053,-418.0000000000073,43.99999999999693,-39.999999999995595,-307.99999999999716,51.00000000000193,-105.00000000000398,79.9999999999983,-153.99999999999858,43.00000000000415,107.99999999999699,,-1865.0000000000725
2019.02.04,234.99999999999633,-178.99999999999582,-12.999999999996348,-156.99999999999602,-3.999999999992898,-440.00000000001813,-126.0000000000039,-12.000000000000899,-43.999999999999595,-342.00000000001296,-252.99999999999213,-493.0000000000101,51.9999999999925,-19.00000000001345,-336.00000000000296,64.99999999999773,-99.00000000000375,85.99999999999852,-178.00000000000037,17.999999999995797,133.00000000000534,,-2106.0000000000528
2019.02.04,234.99999999999633,-185.99999999999727,18.0000000000069,-208.99999999999253,-59.99999999999339,-433.0000000000167,-123.00000000000644,-61.999999999995396,-13.00000000000745,-464.00000000002706,-309.0000000000037,-644.0000000000001,64.99999999999773,-12.000000000012001,-407.99999999998613,69.99999999999318,-105.00000000000398,70.99999999999795,-214.00000000000307,-24.000000000001798,109.00000000000354,,-2698.0000000000514
2019.02.04,275.99999999999847,-161.99999999999548,52.99999999999194,-229.00000000000142,-63.99999999999739,-441.0000000000025,-120.99999999999334,-80.00000000000229,-14.999999999998348,-503.0000000000143,-295.0000000000008,-676.0000000000099,114.00000000000432,-7.0000000000014495,-441.99999999998687,101.99999999998965,-128.0000000000001,66.99999999999307,-238.0000000000049,-24.999999999997247,117.00000000001154,,-2697.0000000000173
2019.02.04,263.99999999999756,-137.9999999999937,48.99999999998794,-202.9999999999976,-41.9999999999976,-429.00000000001273,-107.00000000001265,-42.999999999993044,-58.000000000002494,-495.00000000000455,-299.00000000000483,-591.0000000000082,179.9999999999926,11.999999999989797,-370.00000000000364,140.99999999999113,-46.00000000000648,140.00000000000057,-189.00000000000583,14.999999999998348,103.00000000000864,,-2106.000000000077
2019.02.04,261.0000000000001,-158.99999999999804,53.999999999998494,-168.00000000000148,-29.999999999996696,-411.0000000000058,-90.00000000001229,-20.999999999993246,-14.999999999998348,-493.0000000000234,-326.0000000000041,-496.99999999999187,147.99999999999613,31.999999999987594,-305.9999999999841,108.99999999999466,-27.000000000001023,131.9999999999908,-129.00000000000134,43.999999999999595,76.99999999999375,,-1815.0000000000505
2019.02.04,270.99999999999903,-156.99999999998494,65.00000000000395,-157.99999999999147,-34.000000000000696,-422.00000000001125,-83.9999999999952,-2.999999999997449,2.000000000002,-513.0000000000052,-339.99999999998477,-480.99999999999807,161.00000000000136,10.999999999983245,-255.99999999998957,122.99999999999045,-3.0000000000001137,144.99999999999602,-117.99999999999588,38.0000000000047,82.00000000000429,,-1670.9999999999695
2019.02.04,269.9999999999925,-127.99999999999478,65.99999999998829,-173.9999999999964,-41.000000000002146,-418.0000000000073,-107.00000000001265,0.0,-21.00000000000435,-532.0000000000107,-302.9999999999866,-461.0000000000003,152.00000000000102,0.9999999999843467,-256.99999999999613,137.00000000000045,0.999999999990564,152.9999999999916,-126.99999999999933,26.999999999999247,76.0000000000094,,-1686.0000000000532
2019.02.04,261.0000000000001,-133.99999999998968,55.99999999998939,-146.00000000000168,-19.00000000000235,-415.0000000000098,-89.00000000000574,7.0000000000014495,-26.999999999999247,-503.0000000000143,-265.99999999998846,-392.9999999999989,168.99999999999693,-36.999999999998145,-234.00000000000088,149.0000000000009,36.99999999999193,177.99999999999727,-114.00000000000298,48.99999999999905,82.00000000000429,,-1389.000000000031
2019.02.04,270.99999999999903,-235.99999999999176,55.99999999998939,-134.0000000000008,4.999999999999449,-508.00000000001955,-99.00000000000463,23.00000000000635,5.999999999994898,-712.0000000000175,-415.99999999999415,-465.0000000000043,180.99999999999739,-77.00000000001594,-182.99999999999983,173.00000000000182,55.999999999997385,225.9999999999991,-121.99999999999989,48.99999999999905,73.00000000001194,,-1833.0000000000532
2019.02.04,230.99999999999233,-340.9999999999913,-22.999999999995246,-178.00000000000037,-43.999999999999595,-585.0000000000133,-129.00000000000134,-41.000000000002146,13.999999999991797,-843.0000000000177,-456.9999999999963,-636.9999999999986,236.0000000000042,-106.00000000000608,-336.00000000000296,245.9999999999951,64.99999999999773,218.9999999999941,-231.0000000000034,-60.99999999999994,55.000000000005045,,-2946.0000000000477
2019.02.04,236.99999999999832,-200.00000000000017,-19.00000000001345,-186.99999999999272,-41.9999999999976,-447.0000000000196,-148.99999999999915,-54.999999999993946,-67.00000000000594,-716.0000000000082,-238.99999999998923,-602.999999999998,332.9999999999984,-92.00000000000318,-431.99999999998795,275.99999999999625,36.99999999999193,215.99999999999397,-258.9999999999981,-63.99999999999739,83.00000000001084,,-2389.000000000014
2019.02.04,248.99999999999923,-146.00000000000168,-24.000000000001798,-225.99999999999287,-44.99999999999504,-395.000000000012,-157.00000000000713,-68.99999999999685,-185.00000000000182,-634.0000000000146,-160.99999999998892,-547.0000000000086,337.99999999999386,-66.99999999999484,-487.99999999999955,286.9999999999919,21.000000000000796,218.00000000000352,-280.00000000000244,-58.000000000002494,127.99999999999478,,-2241.0000000000355
2019.02.04,286.99999999999284,-17.000000000000348,5.999999999994898,-225.99999999999287,-46.00000000000159,-341.99999999999784,-175.99999999999838,-56.99999999999594,-184.00000000000637,-530.0000000000011,31.000000000003247,-390.0000000000015,341.99999999999875,-144.99999999999514,-454.9999999999832,298.9999999999924,19.99999999999602,218.00000000000352,-297.9999999999983,-68.00000000000139,136.00000000000279,,-1594.9999999999895
2019.02.04,307.99999999999716,-37.99999999998249,55.000000000005045,-200.00000000000017,-46.999999999997044,-365.0000000000153,-144.99999999999514,-19.00000000000235,-180.99999999999784,-536.0000000000014,19.999999999997797,-375.9999999999986,299.99999999999716,-178.00000000001148,-339.99999999998477,319.9999999999932,58.9999999999975,230.00000000000398,-290.00000000000136,-95.00000000000064,107.99999999999699,,-1409.9999999999995
2019.02.04,320.9999999999935,43.00000000001525,25.999999999992696,-200.00000000000017,-34.000000000000696,-302.0000000000023,-224.000000000002,7.0000000000014495,-194.0000000000053,-479.0000000000134,121.00000000001555,-256.99999999999613,328.9999999999935,-144.0000000000108,-403.99999999998215,310.99999999999284,49.99999999999716,239.00000000000432,-270.0000000000036,-58.99999999999794,127.00000000001043,,-992.9999999999977
2019.02.04,308.9999999999926,36.0000000000138,-8.000000000008,-221.99999999999997,-51.99999999999649,-303.0000000000088,-219.99999999999798,-31.000000000003247,-187.9999999999993,-468.00000000001774,7.0000000000014495,-337.99999999999386,349.00000000000375,-58.000000000002494,-465.99999999998863,251.99999999999534,22.999999999996135,203.99999999999352,-261.99999999999557,-46.00000000000159,109.00000000000354,,-1373.0000000000134
2019.02.04,290.9999999999968,-65.99999999998829,-32.0000000000098,-208.99999999999253,-66.99999999999484,-362.00000000001785,-215.00000000000963,-41.9999999999976,-165.00000000000404,-540.0000000000205,-116.99999999998934,-493.99999999999443,337.0000000000033,-25.00000000000835,-516.9999999999897,254.99999999999545,18.999999999991246,182.99999999999272,-238.0000000000049,-65.00000000000395,82.00000000000429,,-1987.000000000042
2019.02.04,296.9999999999917,-68.00000000000139,-15.999999999993797,-225.99999999999287,-95.00000000000064,-379.0000000000182,-211.00000000000563,-41.000000000002146,-155.00000000000514,-565.0000000000261,-218.99999999999142,-506.0000000000064,384.00000000000034,55.99999999998939,-502.00000000000244,220.99999999998943,18.999999999991246,170.0000000000017,-238.0000000000049,-70.0000000000034,89.00000000000574,,-2055.000000000084
2019.02.04,318.99999999999153,-46.999999999997044,1.999999999990898,-300.0000000000003,-161.00000000000003,-422.00000000001125,-215.00000000000963,-88.99999999999464,-136.00000000000279,-558.0000000000211,-282.9999999999888,-662.000000000007,317.99999999999784,58.99999999998684,-597.0000000000031,164.99999999999204,-69.00000000000261,99.00000000000375,-258.9999999999981,-97.00000000000264,73.00000000001194,,-2860.0000000000646
2019.02.04,343.9999999999999,-49.99999999999449,14.999999999987246,-297.9999999999983,-147.99999999999258,-433.0000000000167,-232.99999999999432,-81.9999999999932,-178.00000000000037,-544.0000000000111,-299.99999999998914,-673.0000000000125,313.99999999999295,119.99999999998678,-592.9999999999991,152.00000000000102,-58.9999999999975,103.9999999999992,-229.99999999999687,-48.99999999999905,89.99999999999008,,-2731.0000000000387
2019.02.04,324.9999999999975,36.0000000000138,-1.0000000000065512,-276.9999999999939,-143.9999999999997,-324.0000000000132,-241.00000000000233,-80.99999999999774,-219.00000000000253,-566.0000000000025,-241.99999999998667,-485.0000000000021,427.99999999999727,200.99999999998454,-591.9999999999925,191.0000000000025,3.9999999999906777,158.99999999999181,-189.00000000000583,-41.9999999999976,69.9999999999923,,-1989.0000000000327
2019.02.04,337.99999999999386,62.000000000006494,5.999999999994898,-341.99999999999784,-212.00000000000108,-346.0000000000019,-228.00000000000597,-75.00000000000284,-191.00000000000784,-638.0000000000052,-341.99999999999784,-531.9999999999991,438.0000000000024,197.00000000000273,-577.9999999999897,158.99999999999181,28.999999999996362,167.0000000000016,-190.00000000000128,-60.99999999999994,56.000000000011596,,-2283.000000000009
2019.02.04,434.9999999999965,45.000000000006146,110.99999999999443,-326.9999999999995,-204.99999999999963,-554.00000000001,-228.00000000000597,-42.999999999993044,-165.00000000000404,-767.0000000000243,-473.99999999999665,-648.0000000000041,400.0000000000057,90.99999999999665,-531.9999999999991,182.00000000000216,51.9999999999925,189.99999999999773,-139.99999999999568,-2.999999999997449,52.000000000007596,,-2528.0000000000296
2019.02.04,385.99999999999744,-413.99999999998107,133.99999999998968,-346.9999999999973,-217.99999999999596,-861.0000000000007,-195.00000000001182,-109.99999999999899,15.999999999993797,-1144.0000000000055,-1140.999999999992,-1246.9999999999982,356.9999999999993,157.99999999999147,-541.9999999999981,73.99999999999807,-18.000000000000682,121.99999999999989,-124.00000000000189,11.00000000000545,52.99999999999194,,-5050.0000000000155
2019.02.04,346.9999999999973,-329.00000000000153,141.99999999999767,-348.9999999999993,-224.000000000002,-792.0000000000149,-174.00000000000747,-109.00000000000354,78.00000000000028,-1045.000000000016,-865.999999999989,-1078.0000000000011,295.0000000000017,31.000000000003247,-549.9999999999839,125.99999999999056,-9.000000000000341,129.99999999999545,-170.99999999999892,-17.000000000000348,65.00000000000395,,-4499.000000000028
2019.02.04,332.99999999999443,-234.99999999998522,185.99999999999727,-318.99999999999153,-147.99999999999258,-605.0000000000111,-80.99999999999774,-115.99999999999389,-4.000000000004,-988.000000000028,-713.9999999999924,-919.0000000000032,301.00000000000193,-21.00000000000435,-421.99999999998903,183.9999999999975,12.999999999991019,203.99999999999352,-200.99999999999562,9.999999999998899,133.00000000000534,,-3409.000000000008
2019.02.04,339.0000000000004,-54.99999999998284,130.99999999999224,-327.99999999999494,-154.99999999999403,-430.00000000001927,-99.00000000000463,-102.00000000000209,-17.000000000000348,-721.0000000000036,-560.9999999999893,-734.0000000000124,308.9999999999975,76.99999999999375,-500.9999999999959,107.99999999998988,-11.00000000000989,183.9999999999975,-172.00000000000549,38.0000000000047,134.00000000001188,,-2566.0000000000273
2019.02.04,320.9999999999935,-58.99999999998684,109.99999999998789,-326.9999999999995,-142.99999999999312,-419.9999999999982,-106.00000000000608,-126.99999999999933,-89.00000000000574,-671.0000000000207,-539.0000000000006,-689.0000000000063,286.00000000000136,209.9999999999991,-496.99999999999187,70.99999999999795,-43.99999999999693,158.99999999999181,-138.00000000000477,78.99999999999574,151.9999999999966,,-2461.0000000000455
2019.02.04,335.99999999999187,60.99999999999994,150.00000000000568,-323.99999999999096,-173.00000000000094,-325.0000000000197,-109.00000000000354,-117.99999999999588,-114.00000000000298,-501.0000000000048,-414.9999999999876,-618.0000000000074,198.99999999999807,177.00000000000495,-497.99999999999847,48.99999999999238,-82.99999999999841,87.99999999999386,-143.00000000000423,48.99999999999905,80.99999999999774,,-2231.000000000032
2019.02.04,374.999999999992,131.00000000001444,167.9999999999904,-322.9999999999955,-185.99999999999727,-280.9999999999979,-114.0000000000141,-81.9999999999932,-175.99999999999838,-403.00000000002,-329.00000000000153,-459.99999999999375,182.99999999999272,157.99999999999147,-458.00000000000284,61.99999999999761,-64.99999999999773,84.00000000000318,-129.00000000000134,29.999999999996696,92.00000000000318,,-1723.000000000032
2019.02.04,373.99999999999653,116.00000000000499,163.00000000000205,-297.9999999999983,-180.99999999999784,-294.0000000000165,-119.00000000000244,-63.99999999999739,-117.00000000000044,-394.00000000000546,-411.0000000000058,-446.9999999999974,152.00000000000102,214.99999999998744,-429.99999999999704,9.000000000000341,-57.00000000000216,69.99999999999318,-84.0000000000063,65.00000000000395,72.0000000000054,,-1660.000000000032
2019.02.04,374.999999999992,147.00000000000824,150.99999999999002,-273.000000000001,-156.99999999999602,-285.00000000000193,-120.99999999999334,-31.999999999998696,-155.00000000000514,-295.0000000000159,-334.9999999999964,-348.9999999999993,164.00000000000148,149.9999999999835,-356.9999999999851,15.000000000000568,-45.000000000001705,84.00000000000318,-48.99999999999905,80.99999999999774,63.99999999999739,,-1222.0000000000193
2019.02.04,390.99999999999693,178.00000000001148,168.99999999999693,-239.99999999999577,-100.99999999999554,-279.00000000000705,-141.00000000001333,-7.0000000000014495,-153.99999999999858,-355.0000000000182,-170.99999999998784,-214.00000000000307,168.99999999999693,83.9999999999952,-297.9999999999983,46.999999999997044,-25.000000000005684,128.0000000000001,-87.00000000000374,78.99999999999574,85.00000000000173,,-742.0000000000365
2019.02.04,397.99999999999835,175.99999999999838,163.9999999999864,-231.99999999999886,-92.00000000000318,-283.000000000011,-140.0000000000068,7.9999999999968985,-153.99999999999858,-350.00000000002274,-180.0000000000024,-218.00000000000708,215.99999999999397,99.99999999998899,-304.9999999999997,99.99999999999432,19.99999999999602,168.99999999999693,-90.99999999999665,82.99999999999974,110.00000000001009,,-501.00000000008697
2019.02.04,395.0000000000009,204.00000000000418,160.00000000000458,-240.99999999999122,-90.99999999999665,-230.00000000001907,-141.99999999999767,0.0,-187.9999999999993,-311.00000000000705,-119.99999999998678,-201.00000000000674,243.99999999999977,4.999999999988347,-307.99999999999716,125.99999999999056,13.999999999995794,179.00000000000205,-151.00000000000114,51.000000000001044,112.000000000001,,-493.00000000001444
2019.02.04,367.99999999999056,207.00000000000162,147.99999999999258,-217.0000000000005,-73.00000000000084,-223.00000000001762,-140.0000000000068,12.999999999996348,-182.00000000000438,-328.00000000000296,-69.9999999999923,-147.99999999999258,260.0000000000051,21.999999999988695,-278.00000000000045,162.9999999999967,46.999999999997044,215.0000000000034,-134.0000000000008,51.99999999999649,102.00000000000209,,-196.00000000004871
2019.02.04,363.99999999999767,205.00000000001074,141.99999999999767,-222.99999999999542,-92.00000000000318,-191.00000000000784,-129.00000000000134,-10.999999999994348,-207.00000000000162,-320.0000000000216,-29.999999999996696,-130.0000000000079,248.99999999999523,-5.000000000010552,-288.99999999998374,173.00000000000182,37.9999999999967,117.999999999995,-156.00000000000057,21.00000000000435,92.00000000000318,,-381.0000000000225
2019.02.05,313.99999999999204,181.00000000000892,133.99999999998968,-251.99999999999667,-129.00000000000134,-165.00000000001512,-123.00000000000644,-53.999999999998494,-194.0000000000053,-252.00000000000955,51.000000000001044,-109.00000000000354,174.99999999999716,-4.000000000004,-302.0000000000023,128.99999999999068,-25.000000000005684,114.00000000000432,-177.00000000000495,-10.999999999994348,107.99999999999699,,-591.0000000000668
2019.02.05,349.99999999999477,181.00000000000892,141.99999999999767,-271.9999999999945,-107.00000000000153,-235.00000000000742,-127.99999999999478,-48.99999999999905,-179.00000000000693,-304.00000000000205,-22.999999999995246,-249.99999999999466,191.0000000000025,4.999999999988347,-391.9999999999924,119.99999999999034,-26.00000000001046,125.0,-187.9999999999993,-12.000000000000899,123.00000000000644,,-928.0000000000101
2019.02.05,378.00000000000057,236.99999999999832,139.00000000000023,-281.99999999999335,-125.99999999999278,-184.00000000000637,-134.99999999999625,-48.99999999999905,-184.00000000000637,-320.0000000000216,-11.999999999989797,-259.0000000000092,268.0000000000007,58.99999999998684,-412.9999999999967,137.00000000000045,-14.000000000010004,161.00000000000136,-180.0000000000024,4.000000000004,116.00000000000499,,-659.0000000000264
2019.02.05,378.999999999996,243.99999999999977,126.0000000000039,-336.9999999999984,-163.99999999999747,-178.00000000001148,-153.00000000000313,-105.99999999999498,-251.00000000000122,-335.00000000000796,4.000000000004,-307.99999999999716,319.0000000000026,65.00000000000395,-546.9999999999864,197.00000000000273,-40.00000000000625,152.00000000000102,-270.0000000000036,-56.99999999999594,102.00000000000209,,-1157.9999999999877
2019.02.05,385.99999999999744,185.99999999999727,137.9999999999937,-358.9999999999982,-163.00000000000205,-255.00000000000523,-164.00000000000858,-114.99999999999844,-248.99999999999923,-439.0000000000214,-21.00000000000435,-526.0000000000042,302.99999999999727,43.999999999999595,-600.9999999999849,210.99999999999852,-48.00000000000182,158.00000000000125,-309.0000000000037,-54.999999999993946,160.00000000000458,,-1718.0000000000362
2019.02.05,376.99999999999403,199.00000000001583,119.00000000000244,-525.9999999999932,-214.00000000000307,-243.99999999999977,-187.00000000000384,-297.00000000000284,-204.00000000000418,-428.0000000000257,-11.999999999989797,-872.0000000000061,322.9999999999933,10.999999999983245,-990.000000000002,188.0000000000024,-265.00000000000057,72.99999999999329,-534.0000000000011,-148.0000000000037,252.0000000000078,,-3379.000000000044
2019.02.05,387.99999999999943,246.00000000001288,133.00000000000534,-495.9999999999964,-200.00000000000017,-185.00000000001293,-161.99999999999548,-258.9999999999981,-202.9999999999976,-365.0000000000091,-7.0000000000014495,-788.0000000000109,337.99999999999386,72.99999999998974,-922.0000000000006,200.9999999999934,-219.0000000000083,120.99999999999511,-470.00000000000375,-99.00000000000463,329.00000000000153,,-2546.000000000048
2019.02.05,387.99999999999943,233.00000000001654,113.99999999999189,-458.9999999999983,-105.99999999999498,-204.00000000000418,-187.00000000000384,-219.99999999999798,-213.00000000000762,-444.0000000000168,-17.999999999984695,-700.999999999996,381.0000000000002,129.00000000000134,-848.0000000000043,209.00000000000318,-162.9999999999967,227.99999999999443,-406.00000000000637,43.00000000000415,419.9999999999982,,-1824.0000000000027
2019.02.05,386.9999999999929,201.00000000000674,109.00000000000354,-462.9999999999912,-80.00000000000229,-219.99999999999798,-178.99999999999582,-226.99999999999943,-208.00000000000819,-423.0000000000018,-53.999999999998494,-748.9999999999997,391.00000000000534,116.99999999998934,-861.0000000000007,222.99999999999898,-153.0000000000058,271.0000000000008,-412.00000000000125,77.00000000000485,443.99999999999994,,-1809.0
2019.02.05,385.99999999999744,194.0000000000053,104.99999999999955,-412.00000000000125,-58.000000000002494,-243.00000000001543,-181.00000000000892,-181.9999999999933,-196.00000000000728,-429.00000000000205,-45.000000000006146,-645.0000000000067,382.000000000005,102.99999999998644,-774.9999999999924,218.9999999999941,-109.99999999999943,274.9999999999915,-368.00000000000165,94.00000000000519,405.9999999999952,,-1480.0000000000575
2019.02.05,395.99999999999636,199.00000000001583,119.00000000000244,-427.99999999999505,-61.999999999995396,-236.00000000001398,-181.00000000000892,-178.00000000000037,-184.00000000000637,-403.00000000002,-36.999999999998145,-662.9999999999914,332.9999999999984,75.99999999998718,-758.9999999999985,197.00000000000273,-149.0000000000009,256.0000000000002,-368.9999999999971,84.0000000000063,337.0000000000095,,-1652.0000000000068
2019.02.05,398.9999999999938,195.00000000001182,129.00000000000134,-358.9999999999982,-64.99999999999284,-253.99999999999866,-171.99999999999437,-112.99999999999643,-180.0000000000024,-401.00000000001046,2.999999999997449,-458.00000000000284,301.00000000000193,-90.00000000001229,-570.9999999999882,223.99999999998954,-79.9999999999983,263.9999999999958,-304.9999999999997,33.000000000005244,-127.99999999999478,,-1627.9999999999925
2019.02.05,429.99999999999704,238.0000000000049,167.00000000000603,14.000000000002899,29.999999999996696,-256.00000000001177,-178.99999999999582,290.00000000000136,-182.00000000000438,-339.00000000002706,137.00000000000932,506.9999999999908,234.99999999999943,-100.99999999999554,268.0000000000016,236.99999999999477,325.9999999999934,343.9999999999941,134.99999999999625,123.00000000000644,-208.00000000000819,,2215.9999999999523
2019.02.05,425.99999999999307,207.00000000000162,163.00000000000205,101.00000000000664,9.00000000000345,-280.0000000000136,-177.00000000000495,370.00000000000364,-174.00000000000747,-300.00000000001137,154.99999999999403,700.999999999996,212.99999999999386,-119.00000000000244,449.0000000000105,237.99999999999955,405.00000000000114,307.9999999999927,224.9999999999974,99.00000000000463,-249.99999999999466,,2768.9999999999654
2019.02.05,423.9999999999911,207.00000000000162,161.99999999999548,119.00000000000244,57.00000000000705,-273.0000000000121,-185.99999999999727,389.000000000006,-170.99999999999892,-266.00000000001955,119.00000000000244,734.9999999999968,185.00000000000227,-127.00000000001043,497.0000000000141,194.00000000000261,402.9999999999916,310.99999999999284,239.99999999999577,158.99999999999804,-225.00000000000853,,2952.9999999999536
2019.02.05,396.9999999999918,232.00000000000998,153.9999999999875,124.00000000000189,48.000000000003595,-241.00000000000233,-164.99999999999292,368.00000000000165,-182.99999999999983,-221.00000000000364,150.00000000000568,747.9999999999931,120.00000000000455,-120.00000000000898,470.00000000001484,144.99999999999602,342.9999999999893,262.999999999991,265.99999999999955,148.0000000000037,-225.99999999999287,,2819.999999999993
2019.02.05,396.9999999999918,197.00000000000273,168.99999999999693,126.99999999999933,46.999999999997044,-252.0000000000078,-144.99999999999514,370.00000000000364,-170.99999999999892,-289.0000000000157,100.99999999999554,689.0000000000063,138.9999999999958,-107.99999999999699,496.00000000000756,170.0000000000017,367.999999999995,283.9999999999918,265.0000000000041,158.0000000000026,-221.00000000000452,,2790.9999999999727
2019.02.05,403.99999999999324,173.00000000000094,175.99999999999838,100.00000000000009,46.999999999997044,-309.0000000000037,-150.00000000000568,363.99999999999767,-126.99999999999933,-342.00000000001296,35.00000000000725,597.0000000000031,197.00000000000273,-102.00000000000209,453.0000000000145,217.9999999999893,394.999999999996,334.0000000000032,249.99999999999466,165.00000000000404,-194.0000000000053,,2683.999999999973
2019.02.05,423.9999999999911,161.00000000001114,182.99999999999983,67.00000000000594,18.0000000000069,-345.0000000000175,-151.00000000001222,336.00000000000296,-141.00000000000225,-330.0000000000125,5.000000000010552,533.99999999999,91.99999999999875,-158.99999999999804,404.0000000000044,179.00000000000205,340.999999999994,292.99999999999216,219.99999999999798,139.99999999999568,-187.99999999998818,,2082.9999999999727
2019.02.05,457.99999999999176,119.00000000000244,243.99999999999977,99.00000000000463,14.999999999998348,-409.99999999999926,-136.00000000000279,397.0000000000029,-80.00000000000229,-337.0000000000175,-122.99999999998423,575.9999999999987,51.00000000000193,-154.0000000000097,573.0000000000013,107.99999999998988,345.9999999999894,262.00000000000045,309.0000000000037,182.99999999999983,-228.00000000000597,,2271.9999999999636
2019.02.05,483.99999999999557,107.00000000001265,251.00000000000122,4.999999999999449,-59.99999999999339,-445.0000000000065,-168.99999999999693,348.9999999999993,-85.00000000000173,-355.0000000000182,-116.00000000000499,441.0000000000025,15.000000000000568,-204.00000000000418,472.00000000000574,117.999999999995,274.9999999999915,212.99999999999386,190.00000000000128,90.0000000000012,-202.9999999999976,,1372.9999999999764
