date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURJPY,EURCAD,empty,sum
2018.07.02,-129.9999999999968,-217.0000000000005,-135.00000000001845,0.0,-64.99999999999284,-422.00000000001125,-112.99999999999955,-121.00000000001555,,-1203.0000000000348
2018.07.02,-83.9999999999952,-239.99999999999577,-165.00000000001512,-36.0000000000027,-78.99999999999574,-388.0000000000106,-19.000000000005457,64.99999999998174,,-946.0000000000389
2018.07.02,-54.999999999993946,-218.99999999999142,-172.0000000000166,-26.999999999999247,-144.99999999999514,-361.0000000000113,-7.000000000005002,3.999999999981796,,-982.0000000000309
2018.07.02,-39.999999999995595,-144.99999999999514,-135.00000000001845,-14.000000000002899,-108.99999999999244,-365.99999999999966,-63.99999999999295,40.99999999997994,,-832.0000000000172
2018.07.02,-46.999999999997044,-134.99999999999625,-83.00000000001084,-4.000000000004,-119.99999999999788,-370.00000000000364,-146.99999999999136,27.999999999983594,,-878.0000000000174
2018.07.02,-46.00000000000159,-131.99999999999878,-102.00000000000209,-14.999999999998348,-129.9999999999968,-360.0000000000048,-122.0000000000141,-7.0000000000014495,,-914.000000000018
2018.07.02,-75.9999999999983,-178.99999999999582,-139.00000000000023,-68.99999999999685,-200.99999999999562,-363.0000000000022,-132.000000000005,2.999999999997449,,-1155.9999999999966
2018.07.02,-104.99999999999955,-200.99999999998454,-197.00000000000273,-90.99999999999665,-219.00000000000253,-337.99999999999386,-102.00000000000387,61.99999999998429,,-1190.9999999999993
2018.07.02,-178.99999999999582,-246.99999999999721,-178.00000000001148,-75.9999999999983,-197.99999999999818,-402.0000000000135,-289.0000000000157,63.99999999999739,,-1505.0000000000327
2018.07.02,-182.99999999999983,-300.99999999999574,-177.00000000000495,-83.9999999999952,-137.9999999999937,-344.99999999999534,-223.99999999998954,179.99999999998016,,-1271.9999999999939
2018.07.02,-175.99999999999838,-272.99999999998994,-182.99999999999983,-76.99999999999375,-212.00000000000108,-350.00000000000585,-295.0000000000159,117.99999999999588,,-1448.0000000000089
2018.07.02,-188.9999999999947,-283.99999999999534,-256.00000000001177,-156.99999999999602,-200.00000000000017,-334.9999999999964,-290.9999999999968,81.9999999999821,,-1630.000000000009
2018.07.02,-190.00000000000128,-292.9999999999877,-287.9999999999994,-178.00000000000037,-202.9999999999976,-304.9999999999997,-206.99999999999363,36.999999999998145,,-1626.9999999999816
2018.07.02,-175.00000000000293,-322.9999999999844,-329.00000000000153,-239.99999999999577,-195.9999999999962,-286.00000000000847,-167.0000000000016,39.999999999995595,,-1675.999999999995
2018.07.02,-182.99999999999983,-333.9999999999899,-336.00000000000296,-253.0000000000032,-191.99999999999218,-278.00000000000045,-3.0000000000143245,35.999999999991594,,-1543.0000000000114
2018.07.02,-220.99999999999343,-360.0000000000048,-344.00000000001097,-204.00000000000418,-161.99999999999548,-300.99999999999574,68.00000000001205,58.99999999998684,,-1465.0000000000055
2018.07.02,-242.99999999999324,-409.99999999999926,-375.9999999999986,-254.99999999999412,-200.99999999999562,-302.0000000000023,122.99999999999045,103.99999999999298,,-1559.9999999999998
2018.07.02,-276.9999999999939,-472.9999999999901,-405.0000000000109,-217.99999999999596,-180.0000000000024,-329.00000000000153,224.99999999999432,121.99999999999989,,-1535.0000000000005
2018.07.02,-278.9999999999959,-458.00000000000284,-501.0000000000181,-276.9999999999939,-273.9999999999965,-368.00000000001273,252.00000000000955,-15.00000000000945,,-1920.00000000002
2018.07.02,-226.99999999999943,-415.99999999999415,-438.00000000000506,-278.00000000000045,-280.9999999999979,-256.99999999999613,175.99999999998772,-33.00000000001635,,-1754.0000000000218
2018.07.02,-202.9999999999976,-570.0000000000039,-456.00000000001194,-304.00000000000426,-353.99999999999875,-259.0000000000092,203.00000000000296,32.999999999994145,,-1910.0000000000284
2018.07.02,-239.99999999999577,-581.9999999999936,-405.0000000000109,-315.9999999999941,-388.9999999999949,-167.00000000000603,367.999999999995,218.99999999999142,,-1512.000000000009
2018.07.02,-241.00000000000233,-575.9999999999987,-381.0000000000091,-287.0000000000039,-373.99999999999653,-134.99999999999625,257.000000000005,242.99999999999324,,-1494.0000000000086
2018.07.02,-212.99999999999653,-492.0000000000035,-331.999999999999,-261.99999999999557,-358.9999999999982,-197.00000000000273,123.99999999999523,217.99999999998488,,-1513.0000000000155
2018.07.02,-243.99999999999977,-461.99999999998465,-287.000000000015,-288.9999999999948,-402.00000000000233,-200.00000000000017,115.99999999998545,213.99999999998087,,-1554.0000000000305
2018.07.02,-308.9999999999926,-479.99999999999153,-411.0000000000058,-337.99999999999386,-463.9999999999977,-181.9999999999933,182.99999999999272,161.99999999999548,,-1838.9999999999868
