date,USDCHF,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.02.15,123.00000000000644,87.99999999999386,53.999999999998494,-4.000000000004,-51.000000000001044,2.000000000002,-184.00000000000637,-171.99999999999437,-93.00000000000352,-48.99999999999905,,-286.0000000000076
2021.02.15,106.00000000000608,63.00000000000239,29.999999999996696,20.999999999993246,-117.00000000001154,-16.0000000000049,-137.9999999999937,-49.99999999999449,-39.00000000000148,-20.0000000000089,,-160.0000000000166
2021.02.15,136.99999999999824,167.99999999999216,42.999999999993044,-25.00000000000835,-292.00000000000335,-65.99999999999939,-343.99999999998875,-197.00000000000273,-165.99999999999682,-81.00000000000884,,-823.0000000000248
2021.02.15,155.00000000000514,171.99999999999704,69.9999999999923,-16.0000000000049,-320.00000000000915,-85.00000000000173,-363.9999999999866,-190.99999999998562,-162.00000000000614,-86.0000000000083,,-827.0000000000081
2021.02.15,167.00000000000603,200.00000000000284,42.0000000000087,-75.00000000000284,-388.9999999999949,-103.00000000000864,-408.9999999999927,-296.9999999999917,-245.9999999999951,-143.9999999999997,,-1253.9999999999682
2021.02.15,157.00000000000713,173.99999999999238,58.000000000002494,-14.999999999998348,-374.0000000000077,-108.00000000000809,-431.0000000000036,-265.99999999998846,-162.9999999999967,-82.99999999999974,,-1051.0000000000005
2021.02.15,143.00000000000423,144.00000000000546,32.999999999994145,-34.000000000000696,-384.00000000000654,-124.00000000000189,-438.9999999999894,-296.9999999999917,-162.00000000000614,-82.99999999999974,,-1202.9999999999925
2021.02.15,104.00000000000409,129.0000000000049,-42.0000000000087,-65.99999999999939,-434.000000000001,-158.99999999999804,-483.99999999999557,-275.9999999999874,-180.99999999999739,-69.00000000000794,,-1477.9999999999866
2021.02.15,73.00000000000084,103.9999999999992,-63.99999999999739,-84.0000000000063,-453.99999999999886,-182.00000000000438,-548.9999999999995,-279.99999999999136,-180.99999999999739,-73.00000000000084,,-1689.999999999996
2021.02.15,53.999999999998494,114.99999999999488,-92.00000000000318,-126.0000000000039,-451.0000000000014,-179.00000000000693,-529.999999999986,-387.99999999998835,-231.99999999999932,-104.00000000000409,,-1933.0
