date,USDCHF,USDJPY,USDCAD,AUDUSD,GBPCHF,EURGBP,GBPCAD,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.02.15,0.0,-4.9999999999954525,-5.999999999994898,-36.999999999998145,-151.9999999999966,-34.000000000000696,-184.00000000000637,-295.0000000000008,-109.99999999999943,-106.00000000000608,,-928.9999999999984
2021.02.15,60.00000000000449,54.99999999999261,29.999999999996696,-38.0000000000047,-126.0000000000039,-23.00000000000635,-217.0000000000005,-212.99999999999653,-114.99999999999488,-119.00000000000244,,-706.0000000000155
2021.02.15,80.00000000000229,43.99999999999693,-8.999999999992347,-65.99999999999939,-313.00000000000773,-73.00000000000084,-365.99999999999966,-254.999999999983,-182.99999999999272,-125.00000000000844,,-1265.9999999999848
2021.02.15,133.00000000000534,138.9999999999958,32.999999999994145,-36.0000000000027,-320.9999999999935,-86.0000000000083,-385.99999999999744,-222.99999999999542,-176.9999999999925,-104.00000000000409,,-1027.9999999999986
2021.02.15,151.00000000000114,125.0,31.000000000003247,-79.00000000000685,-407.0000000000018,-114.99999999999844,-412.9999999999967,-309.0000000000037,-257.000000000005,-148.99999999999915,,-1422.0000000000073
2021.02.15,156.00000000000057,159.9999999999966,36.999999999998145,-85.00000000000173,-422.00000000001125,-128.00000000000588,-469.99999999999267,-319.999999999987,-277.000000000001,-159.00000000000912,,-1508.0000000000136
2021.02.15,136.99999999999824,134.00000000000034,26.999999999999247,-41.000000000002146,-412.9999999999967,-131.99999999999878,-452.99999999999227,-312.00000000000114,-197.00000000000273,-103.00000000000864,,-1353.0000000000045
2021.02.15,95.00000000000064,97.99999999999898,-49.00000000001015,-86.0000000000083,-456.00000000001194,-167.00000000000603,-530.9999999999926,-302.9999999999866,-197.9999999999933,-99.00000000000463,,-1696.000000000014
2021.02.15,57.00000000000705,81.99999999999363,-85.00000000000173,-114.99999999999844,-486.999999999993,-204.99999999999963,-588.9999999999951,-326.0000000000041,-203.99999999999352,-104.00000000000409,,-1975.999999999989
2021.02.15,53.999999999998494,97.99999999999898,-93.00000000000975,-126.99999999999933,-470.9999999999992,-191.00000000000784,-565.9999999999999,-407.99999999998613,-242.999999999995,-111.00000000000554,,-2058.0000000000055
2021.02.15,30.000000000007798,111.99999999999477,-137.00000000000932,-194.0000000000053,-462.0000000000068,-182.99999999999983,-533.0000000000057,-480.99999999999807,-307.9999999999927,-162.0000000000066,,-2318.000000000022
