date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.24,-187.00000000000384,-94.00000000001629,-51.000000000001044,-147.00000000000824,-250.99999999999056,-283.99999999999534,-259.00000000001455,-60.000000000002274,-97.00000000001374,0.0,-103.9999999999992,-75.00000000000284,-186.00000000000705,,-1795.0000000000548
2021.05.24,-170.00000000000347,-85.00000000000173,-46.999999999997044,-105.00000000001064,-265.00000000000057,-224.000000000002,-235.00000000001364,-40.99999999999682,-128.000000000017,422.9999999999956,-93.99999999999409,-69.00000000000261,-112.99999999999955,,-1153.0000000000437
2021.05.24,-130.0000000000079,-78.00000000000028,-31.999999999998696,-60.00000000000449,-349.9999999999943,-204.99999999999963,-195.99999999999795,-85.00000000000796,-87.99999999999919,624.9999999999867,-118.99999999999977,-114.00000000000432,-132.000000000005,,-964.0000000000326
2021.05.24,-39.00000000001125,59.99999999999339,-67.00000000000594,-177.00000000000495,-367.999999999995,-299.00000000000483,-205.0000000000125,-118.99999999999977,92.00000000000318,531.9999999999991,-102.99999999999443,-136.0000000000099,-254.0000000000049,,-1083.0000000000477
2021.05.24,-56.000000000011596,5.999999999994898,-73.00000000000084,-153.00000000000313,-375.99999999999056,-255.00000000000523,-158.99999999999181,-115.99999999998545,63.99999999999739,646.9999999999976,-112.99999999999955,-125.0,-203.00000000000296,,-912.000000000001
2021.05.24,-38.0000000000047,0.0,-68.99999999999685,-134.0000000000008,-397.99999999999613,-233.00000000000543,-139.00000000001,-120.00000000000455,76.99999999999375,670.9999999999993,-117.999999999995,-125.0,-192.00000000000728,,-818.0000000000275
2021.05.24,-110.00000000001009,-62.000000000006494,-121.99999999999989,-158.0000000000026,-402.9999999999916,-260.00000000000466,-217.00000000001296,-158.99999999999181,42.999999999993044,645.0000000000067,-165.99999999999682,-183.00000000000693,-237.99999999999955,,-1390.0000000000239
2021.05.24,-73.99999999999629,-15.00000000000945,-85.99999999999719,-102.00000000000209,-414.0000000000015,-216.0000000000051,-223.0000000000132,-165.99999999999682,73.99999999999629,770.000000000004,-141.00000000000534,-151.00000000001046,-169.00000000001114,,-913.0000000000482
2021.05.24,-63.99999999999739,3.999999999981796,-53.00000000000304,-82.00000000000429,-414.99999999999204,-207.99999999999707,-222.0000000000084,-171.99999999999704,89.99999999999008,804.9999999999891,-144.00000000000546,-132.000000000005,-164.00000000000148,,-757.0000000000504
2021.05.24,-32.0000000000098,-6.000000000017103,-9.999999999998899,-86.0000000000083,-375.99999999999056,-202.9999999999976,-140.99999999999113,-127.9999999999859,79.99999999999119,801.9999999999916,-121.99999999999989,-55.00000000000682,-140.00000000000057,,-417.0000000000239
2021.05.24,-31.000000000003247,-7.0000000000014495,-24.000000000001798,-87.00000000000374,-371.9999999999999,-197.99999999999818,-128.00000000001432,-129.99999999999545,92.00000000000318,817.9999999999854,-118.99999999999977,-69.00000000000261,-138.00000000000523,,-393.00000000003706
2021.05.24,-39.999999999995595,24.999999999986144,-9.999999999998899,-60.00000000000449,-339.9999999999892,-204.00000000000418,-150.00000000000568,-109.00000000000887,102.99999999998644,812.999999999997,-102.00000000000387,-62.00000000001182,-115.0000000000091,,-251.00000000006207
2021.05.24,-55.000000000005045,24.000000000001798,-19.999999999997797,-58.000000000002494,-277.000000000001,-204.99999999999963,-87.99999999999386,-26.999999999986812,49.99999999999449,797.0000000000033,-51.9999999999925,-34.000000000006025,-78.00000000000296,,-22.999999999988518
2021.05.24,-62.000000000006494,7.999999999985796,-34.000000000000696,-52.000000000007596,-268.99999999999125,-194.0000000000053,-81.99999999999363,-24.00000000000091,53.999999999998494,841.9999999999872,-64.99999999999773,-36.000000000001364,-58.000000000006935,,27.99999999995964
2021.05.24,-93.00000000000975,7.0000000000014495,-46.999999999997044,-80.00000000000229,-268.0000000000007,-202.0000000000022,-91.00000000000819,-25.000000000005684,85.99999999998609,809.9999999999997,-51.00000000000193,-33.00000000000125,-72.00000000000273,,-59.00000000004445
2021.05.24,-83.9999999999952,24.000000000001798,-51.99999999999649,-74.00000000000739,-232.99999999998988,-219.00000000000253,-69.99999999999318,12.000000000000455,80.99999999999774,787.9999999999887,-19.000000000005457,-34.000000000006025,-61.00000000000705,,58.99999999998556
2021.05.24,-158.99999999999804,-31.000000000003247,-156.00000000000057,-142.00000000000878,-247.99999999999045,-261.0000000000001,-134.9999999999909,-43.00000000000637,78.00000000000028,712.9999999999859,-60.000000000002274,-141.00000000000534,-130.00000000000966,,-715.0000000000296
2021.05.24,-175.99999999999838,-36.0000000000138,-151.9999999999966,-138.00000000000477,-247.99999999999045,-253.0000000000032,-127.00000000000955,-38.99999999998727,95.999999999985,741.9999999999982,-60.000000000002274,-139.00000000001,-125.0,,-655.0000000000332
2021.05.24,-209.9999999999991,-21.00000000000435,-172.00000000000549,-162.0000000000066,-217.9999999999893,-253.99999999999866,-90.00000000000341,-16.999999999995907,139.00000000000023,734.9999999999968,-1.9999999999953388,-93.00000000000352,-84.00000000000318,,-449.00000000000773
2021.05.24,-168.99999999999693,-51.000000000001044,-190.00000000000128,-153.00000000000313,-223.99999999998954,-251.00000000000122,-33.00000000001546,-22.999999999996135,119.00000000000244,733.9999999999902,-1.0000000000047748,-109.00000000000887,-87.0000000000033,,-438.000000000029
2021.05.24,-229.99999999999687,-86.0000000000083,-173.00000000000094,-221.00000000000452,-225.9999999999991,-321.0000000000046,-76.99999999999818,-31.999999999982265,139.9999999999846,665.9999999999889,-7.000000000005002,-67.00000000000728,-133.00000000000978,,-767.0000000000434
2021.05.24,-303.0000000000088,-104.99999999999955,-197.99999999999818,-258.0000000000027,-185.00000000000227,-358.9999999999982,-198.0000000000075,-90.00000000000341,115.99999999998278,602.999999999998,-55.999999999997385,-109.00000000000887,-207.00000000000784,,-1349.0000000000541
2021.05.24,-287.000000000015,-82.00000000000429,-155.00000000000514,-239.0000000000003,-204.9999999999983,-365.99999999999966,-195.99999999999795,-162.9999999999825,153.00000000000313,652.9999999999925,-46.999999999997044,-88.00000000000807,-190.00000000001194,,-1212.0000000000246
2021.05.24,-157.00000000000713,-42.0000000000087,-105.99999999999498,-202.0000000000022,-232.99999999998988,-334.9999999999964,-88.99999999999864,-276.9999999999868,215.99999999999397,797.9999999999876,-66.0000000000025,-50.00000000001137,-161.00000000000136,,-704.0000000000185
2021.05.24,-34.000000000000696,15.999999999993797,41.9999999999976,-86.0000000000083,-310.0000000000023,-280.00000000000244,-167.0000000000016,-347.0000000000084,325.99999999998187,994.9999999999903,-100.99999999999909,-4.0000000000048885,-141.00000000000534,,-91.00000000006946
2021.05.24,51.000000000001044,-25.00000000000835,-56.0000000000005,-141.00000000000225,-329.9999999999983,-258.0000000000027,7.000000000005002,-371.9999999999857,336.00000000000296,1058.0000000000034,-100.99999999999909,-73.0000000000075,-166.00000000001103,,-70.00000000000307
2021.05.24,49.99999999999449,-80.00000000001339,-65.99999999999939,-172.00000000000549,-379.99999999999545,-258.0000000000027,12.000000000000455,-420.99999999999227,363.9999999999866,1056.9999999999968,-143.00000000000068,-86.00000000001273,-187.00000000001182,,-310.0000000000555
2021.05.24,59.99999999999339,-60.000000000015596,-53.999999999998494,-173.00000000000094,-387.999999999991,-246.00000000000176,31.00000000000591,-448.99999999998386,378.999999999996,1056.9999999999968,-140.00000000000057,-70.00000000000739,-199.00000000001228,,-252.00000000001967
2021.05.24,68.99999999998573,-85.00000000000173,-24.000000000001798,-170.00000000000347,-391.9999999999959,-277.000000000005,-15.00000000001478,-432.9999999999927,287.9999999999994,1017.0000000000013,-200.00000000000284,-56.000000000011596,-218.00000000000352,,-496.00000000004695
2021.05.24,109.00000000000354,-52.000000000007596,-24.999999999997247,-187.00000000000384,-365.99999999999966,-314.0000000000032,-10.99999999999568,-445.99999999999795,314.99999999999864,902.9999999999872,-186.9999999999976,-75.00000000000284,-267.0000000000101,,-603.0000000000264
2021.05.24,-1.0000000000065512,-62.000000000006494,-56.0000000000005,-284.0000000000065,-414.99999999999204,-336.9999999999984,-57.999999999992724,-437.9999999999882,374.999999999992,729.0000000000018,-144.99999999999602,-94.0000000000083,-331.00000000000307,,-1117.000000000005
2021.05.24,-51.000000000001044,-97.9999999999981,-134.99999999999625,-372.0000000000057,-400.99999999999625,-446.00000000000193,-110.00000000001364,-381.0000000000002,290.9999999999968,495.99999999998533,-170.0000000000017,-172.00000000001125,-427.0000000000067,,-1976.000000000051
2021.05.24,-82.00000000000429,-141.00000000001333,-158.0000000000026,-406.00000000000637,-391.9999999999959,-461.0000000000003,-170.99999999999227,-407.99999999998704,241.00000000000233,458.00000000000284,-215.99999999999397,-199.00000000001228,-442.0000000000073,,-2377.0000000000105
2021.05.24,-229.99999999999687,-136.00000000000279,-261.0000000000001,-475.0000000000032,-435.99999999999284,-450.00000000000597,-168.00000000000637,-383.99999999998613,353.99999999998766,391.9999999999924,-114.00000000000432,-225.9999999999991,-463.0000000000081,,-2597.0000000000264
2021.05.24,-265.0000000000041,-161.00000000001114,-309.99999999999915,-551.0000000000015,-435.99999999999284,-487.99999999999955,-171.99999999999704,-406.99999999998226,397.0000000000029,344.99999999999534,-112.99999999999955,-242.00000000000443,-513.0000000000052,,-2915.999999999999
2021.05.24,-195.9999999999962,-114.0000000000141,-292.9999999999988,-537.0000000000097,-378.9999999999907,-500.00000000000045,-37.00000000000614,-359.9999999999852,442.9999999999934,312.00000000000114,-34.99999999999659,-208.00000000001262,-484.99999999999943,,-2389.000000000015
2021.05.24,-195.9999999999962,2.999999999997449,-268.0000000000016,-508.00000000000847,-346.9999999999942,-507.0000000000019,-46.999999999997044,-313.99999999999295,533.99999999999,319.999999999987,43.00000000000637,-193.00000000001205,-462.0000000000033,,-1942.0000000000268
2021.05.24,-163.00000000000205,88.99999999998354,-229.99999999999687,-456.00000000000085,-275.99999999999625,-505.99999999999534,-46.999999999997044,-276.9999999999868,520.9999999999936,320.9999999999935,63.00000000000239,-168.00000000000637,-437.0000000000118,,-1566.0000000000205
2021.05.24,-97.9999999999981,95.00000000000064,-189.00000000000583,-448.000000000004,-313.99999999999295,-500.9999999999959,-48.00000000000182,-293.9999999999827,475.99999999998755,289.9999999999903,46.00000000000648,-164.00000000000148,-451.0000000000076,,-1600.0000000000055
2021.05.24,-157.00000000000713,-35.00000000000725,-216.0000000000051,-479.0000000000072,-310.0000000000023,-512.9999999999968,-82.99999999999841,-295.99999999999227,412.9999999999967,282.0000000000045,-31.999999999996476,-173.00000000000182,-470.0000000000131,,-2069.0000000000264
2021.05.24,-158.0000000000137,-114.99999999999844,-268.99999999999704,-558.000000000003,-301.9999999999925,-578.0000000000007,-82.99999999999841,-293.00000000000637,295.0000000000008,123.00000000000644,-81.00000000000307,-222.99999999999898,-548.0000000000018,,-2790.000000000007
2021.05.24,-178.99999999999582,-129.00000000000134,-278.9999999999959,-565.0000000000044,-323.99999999999807,-582.0000000000048,-84.00000000000318,-299.0000000000066,319.0000000000026,113.99999999999189,-93.99999999999409,-234.99999999999943,-557.0000000000022,,-2894.0000000000114
2021.05.24,-188.00000000001037,-219.99999999999798,-302.0000000000023,-562.0000000000069,-320.99999999999795,-573.0000000000013,-88.99999999999864,-302.99999999999727,197.00000000000273,107.99999999999699,-161.00000000000136,-262.00000000000045,-548.0000000000018,,-3224.000000000017
2021.05.24,-181.00000000000892,-205.00000000001074,-312.9999999999966,-561.0000000000003,-319.0000000000026,-572.0000000000058,-86.99999999998909,-283.9999999999918,197.99999999998707,95.999999999985,-158.00000000000125,-274.0000000000009,-551.0000000000019,,-3211.0000000000377
2021.05.24,-198.00000000000927,-243.99999999999977,-333.0000000000055,-564.000000000009,-313.0000000000024,-573.9999999999967,-97.00000000000841,-294.9999999999875,195.9999999999962,102.00000000000209,-167.0000000000016,-290.00000000000625,-555.0000000000068,,-3332.000000000034
2021.05.24,-185.99999999999727,-248.00000000000378,-327.99999999999494,-558.000000000003,-336.9999999999891,-568.9999999999973,-92.00000000001296,-300.9999999999877,184.99999999999073,140.99999999999113,-179.00000000000205,-287.00000000000614,-544.0000000000111,,-3303.0000000000227
2021.05.24,-187.00000000000384,-236.99999999999832,-319.99999999999807,-571.0000000000103,-324.99999999998863,-565.9999999999999,-76.99999999999818,-296.99999999999704,178.99999999999582,123.99999999999079,-167.99999999999216,-271.0000000000008,-549.0000000000066,,-3265.0000000000073
2021.05.24,-158.99999999999804,-236.99999999999832,-294.00000000000534,-558.000000000003,-292.99999999999216,-570.0000000000039,-46.999999999997044,-277.9999999999916,194.99999999998963,126.0000000000039,-147.00000000000557,-240.99999999999966,-537.0000000000061,,-3040.0000000000073
2021.05.25,-143.00000000000423,-260.0000000000158,-314.0000000000032,-536.0000000000032,-246.9999999999999,-519.9999999999983,14.999999999986358,-262.00000000000045,70.99999999999883,-207.00000000000162,-99.99999999999432,-231.99999999999932,-499.00000000000944,,-3234.000000000045
2021.05.25,-139.00000000000023,-236.99999999999832,-300.0000000000003,-524.0000000000023,-266.9999999999959,-511.0000000000059,-3.9999999999906777,-262.00000000000045,167.9999999999904,136.99999999998712,-111.99999999999477,-249.00000000000944,-484.99999999999943,,-2785.0000000000205
2021.05.25,-154.99999999999403,-232.00000000000998,-307.99999999999716,-552.0000000000081,-328.9999999999935,-566.9999999999953,-80.99999999998886,-316.0000000000025,204.99999999998852,144.99999999999514,-161.99999999999193,-280.00000000000114,-556.0000000000116,,-3188.000000000011
2021.05.25,-182.99999999999983,-232.00000000000998,-322.00000000000006,-580.0000000000027,-326.9999999999982,-590.0000000000016,-109.00000000000887,-337.99999999999386,204.99999999998852,93.99999999999409,-179.9999999999926,-297.00000000001125,-586.0000000000127,,-3445.0000000000487
