date,USDCHF,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURNZD,NZDJPY,NZDCAD,AUDNZD,empty,sum
2020.01.27,-18.999999999991246,-11.00000000000545,-29.00000000001235,-59.99999999999339,-75.9999999999983,-95.99999999999609,-36.999999999998145,-131.9999999999908,-36.0000000000027,-12.000000000000899,-90.0000000000012,-20.999999999993246,-140.99999999999113,-113.99999999999189,-135.00000000000512,-132.99999999998312,-3.0000000000001137,-18.0000000000069,-106.99999999999044,,-1269.9999999999523
2020.01.27,-34.000000000000696,-23.00000000001745,-45.000000000006146,-32.999999999994145,-58.000000000002494,-134.99999999999625,-21.00000000000435,-88.99999999999864,-24.999999999997247,-27.999999999994696,-109.99999999999899,-44.99999999999504,-79.00000000000773,-131.99999999999878,-91.99999999999875,65.00000000000395,26.00000000001046,49.99999999999449,-60.99999999999994,,-869.0000000000023
2020.01.27,-37.99999999999359,20.999999999982144,-43.999999999999595,-55.000000000005045,-50.0000000000056,-141.00000000000225,-18.0000000000069,-98.99999999998954,-82.99999999999974,-154.99999999999403,-131.00000000000333,-8.999999999992347,-25.000000000005684,-96.00000000000719,-39.00000000000148,-80.99999999999774,-88.99999999999864,53.999999999998494,-31.999999999987594,,-1110.0000000000095
2020.01.27,14.000000000002899,58.99999999998684,-51.000000000001044,-130.0000000000079,21.999999999999797,-63.99999999999739,51.99999999998539,-49.99999999999716,-80.00000000000229,-126.99999999999933,12.000000000000899,55.000000000005045,213.99999999999864,-83.9999999999952,58.000000000006935,-404.9999999999887,-246.9999999999999,-99.00000000000463,-164.00000000000858,,-1015.0000000000157
2020.01.27,-39.00000000000014,14.999999999987246,-50.0000000000167,-130.99999999999224,-63.00000000000195,-80.99999999999774,-57.00000000001815,-133.99999999998613,-51.000000000001044,-114.99999999999844,-65.99999999999939,30.000000000007798,-93.00000000001774,-75.99999999998718,-156.99999999999648,-329.00000000000153,-221.9999999999942,-60.00000000000449,-160.99999999998892,,-1840.0000000000075
2020.01.27,-22.999999999995246,14.999999999987246,18.999999999991246,-48.000000000003595,-58.000000000002494,-68.00000000000139,-50.0000000000167,-175.99999999998772,4.999999999999449,-7.9999999999968985,-54.999999999993946,50.0000000000056,-93.00000000001774,-102.99999999998644,-164.00000000000148,-170.00000000000347,22.00000000000557,9.999999999998899,-147.99999999999258,,-1043.0000000000118
2020.01.27,-17.999999999995797,52.99999999999194,12.999999999996348,-49.99999999999449,-46.00000000000159,-46.00000000000159,-29.999999999996696,-169.9999999999875,-0.999999999995449,-29.000000000001247,-29.000000000001247,55.000000000005045,-90.00000000000341,-103.99999999999298,-159.00000000000603,-278.00000000000045,-31.999999999996476,-30.000000000007798,-156.00000000000057,,-1146.99999999999
2020.01.27,-24.000000000001798,78.00000000000028,14.999999999987246,-92.00000000000318,-18.0000000000069,-7.9999999999968985,-59.000000000009045,-140.99999999999113,-24.000000000001798,-42.999999999993044,11.00000000000545,73.00000000000084,-30.000000000001137,-80.99999999999774,-123.00000000000466,-365.99999999999966,-71.99999999998852,-26.999999999999247,-167.00000000000603,,-1098.0000000000068
2020.01.27,-19.999999999997797,78.99999999998464,24.999999999986144,-133.99999999998968,14.000000000002899,33.000000000005244,-53.999999999998494,-100.99999999999909,-56.99999999999594,-107.99999999999699,41.9999999999976,91.00000000000774,-2.0000000000095497,-79.00000000000685,-117.00000000000443,-492.9999999999879,-157.99999999998704,-80.00000000000229,-187.99999999998818,,-1306.99999999998
2020.01.27,-31.999999999998696,129.99999999998568,-9.000000000014552,-141.99999999999767,27.999999999994696,84.0000000000063,-29.999999999996696,-90.99999999999397,-58.99999999999794,-97.00000000000264,87.00000000000374,101.00000000000664,104.99999999998977,-116.99999999998934,-51.00000000000193,-509.00000000000387,-182.99999999999272,-104.99999999999955,-217.0000000000005,,-1107.0000000000032
2020.01.27,-66.99999999999484,170.00000000000347,-21.00000000000435,-140.99999999999113,41.9999999999976,75.00000000000284,-63.000000000013046,-94.99999999999886,-24.000000000001798,-102.00000000000209,58.000000000002494,115.00000000000954,57.999999999992724,-150.99999999999002,-112.99999999999955,-465.99999999998863,-152.9999999999916,-94.00000000000519,-218.00000000000708,,-1189.9999999999795
2020.01.27,-79.99999999999119,165.9999999999995,-21.00000000000435,-126.0000000000039,12.999999999996348,56.99999999999594,-67.00000000001705,-123.99999999999523,-4.000000000004,-21.999999999999797,34.000000000000696,107.00000000000153,-8.000000000009777,-184.99999999999073,-162.00000000000614,-445.99999999999085,-109.99999999999943,-80.00000000000229,-222.99999999999542,,-1281.0000000000161
2020.01.27,-66.99999999999484,153.00000000000313,-22.0000000000109,-103.00000000000864,17.999999999995797,41.000000000002146,-51.000000000001044,-144.99999999999602,4.000000000004,-29.000000000001247,26.999999999999247,98.0000000000092,-7.000000000005002,-161.99999999999548,-138.9999999999958,-333.9999999999899,-39.99999999999204,-56.0000000000005,-190.00000000000128,,-1003.9999999999791
2020.01.27,-70.99999999999883,119.00000000000244,-20.000000000020002,-106.99999999999044,32.999999999994145,39.00000000000014,-50.0000000000167,-199.99999999998863,4.000000000004,-41.9999999999976,17.000000000000348,79.00000000000685,-121.00000000000932,-109.99999999998789,-210.99999999999852,-351.99999999999676,-33.999999999991815,-60.99999999999994,-184.00000000000637,,-1271.999999999995
2020.01.27,-73.00000000000084,136.00000000000279,-28.000000000005798,-126.0000000000039,43.999999999999595,38.0000000000047,-48.000000000003595,-187.99999999998818,-14.999999999998348,-75.00000000000284,26.000000000003798,82.00000000000429,-102.00000000000387,-127.99999999999478,-200.9999999999934,-340.9999999999913,-43.99999999999693,-43.999999999999595,-137.9999999999937,,-1224.9999999999618
2020.01.27,-65.99999999999939,165.9999999999995,-26.0000000000149,-123.00000000000644,36.0000000000027,29.000000000001247,-42.0000000000087,-177.99999999999727,-10.999999999994348,-58.000000000002494,24.999999999997247,104.00000000000409,-39.00000000001569,-139.00000000000023,-176.00000000000193,-329.00000000000153,-18.999999999991246,-36.0000000000027,-137.9999999999937,,-1020.0000000000259
