date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,NZDUSD,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURAUD,CADJPY,NZDJPY,empty,sum
2017.07.03,-119.99999999999788,-116.00000000000499,-19.999999999997797,-145.00000000001023,-29.999999999996696,-23.00000000000635,-259.00000000000034,-24.000000000001798,-209.9999999999991,-1.0000000000065512,-200.00000000000017,-180.99999999998317,-116.00000000000499,-146.99999999999136,-135.99999999999568,,-1727.9999999999973
2017.07.03,4.000000000004,-119.99999999998678,-38.99999999998904,-112.00000000000898,-4.999999999999449,-35.00000000000725,-246.00000000000932,100.00000000000009,-58.99999999999794,37.99999999999359,-280.9999999999979,-168.00000000000637,-184.00000000000637,-137.00000000000045,-122.99999999999045,,-1367.0000000000027
2017.07.03,74.00000000000739,-194.99999999998963,-89.00000000000574,-206.00000000000307,-2.000000000002,-112.000000000001,-362.000000000009,136.99999999999824,5.999999999994898,29.999999999996696,-310.0000000000103,-325.9999999999934,-188.00000000001037,-226.99999999998965,-259.00000000000034,,-2029.0000000000173
2017.07.03,77.00000000000485,-164.99999999999292,-78.99999999998464,-228.9999999999992,84.0000000000063,-221.00000000000452,-388.00000000000523,221.99999999999997,87.99999999999919,15.999999999993797,-182.99999999999983,-353.999999999985,-73.99999999999629,-236.99999999999477,-382.99999999999557,,-1825.999999999954
2017.07.03,76.0000000000094,-136.00000000000279,-79.99999999999119,-273.00000000001035,100.00000000000009,-221.00000000000452,-392.0000000000101,248.99999999999923,170.00000000000347,-15.00000000000945,-79.00000000000685,-403.99999999999636,-56.000000000011596,-246.9999999999999,-417.0000000000016,,-1725.0000000000325
2017.07.03,111.00000000000554,-116.00000000000499,-58.000000000002494,-236.0000000000042,29.000000000001247,-179.00000000000693,-343.0000000000035,190.99999999999673,119.00000000000244,11.999999999989797,-223.00000000001762,-335.9999999999843,-164.00000000000858,-208.99999999998897,-358.99999999999466,,-1761.0000000000205
2017.07.03,102.00000000000209,-124.99999999999733,-69.9999999999923,-231.00000000000875,58.000000000002494,-131.00000000000333,-353.00000000000864,221.00000000000452,82.00000000000429,6.999999999990347,-150.00000000000568,-332.9999999999984,-102.00000000000209,-206.99999999999363,-289.99999999999204,,-1521.9999999999984
2017.07.03,98.0000000000092,-102.00000000000209,-24.999999999986144,-167.0000000000016,4.999999999999449,-141.99999999999767,-304.00000000000205,177.00000000000495,78.99999999999574,-16.0000000000049,-161.00000000001114,-233.0000000000041,-136.00000000000279,-146.99999999999136,-260.9999999999957,,-1334.9999999999902
2017.07.03,120.00000000000898,-45.99999999999049,-11.999999999989797,-191.0000000000025,2.000000000002,-155.00000000000514,-286.00000000000136,175.00000000000293,119.00000000000244,-26.000000000003798,-150.00000000000568,-218.9999999999941,-154.0000000000097,-167.0000000000016,-298.0000000000018,,-1287.9999999999895
2017.07.03,114.00000000000298,-43.999999999999595,-24.000000000001798,-256.0000000000002,-65.99999999999939,-158.0000000000026,-335.9999999999985,107.00000000000153,112.000000000001,-28.000000000005798,-304.00000000001535,-293.9999999999827,-285.00000000000193,-210.99999999999852,-331.00000000000307,,-2004.000000000004
2017.07.03,132.0000000000099,-26.999999999999247,-19.999999999997797,-289.0000000000015,-26.999999999999247,-129.9999999999968,-371.0000000000093,160.00000000000458,82.00000000000429,-26.000000000003798,-230.00000000001907,-341.0000000000082,-224.000000000002,-236.99999999999477,-343.0000000000035,,-1891.0000000000164
2017.07.03,142.00000000000878,-35.999999999991594,-4.999999999988347,-328.00000000000296,-34.000000000000696,-53.999999999998494,-387.00000000000045,182.00000000000438,43.999999999999595,-2.000000000002,-198.00000000000927,-341.99999999998454,-175.00000000001404,-207.9999999999984,-243.99999999999977,,-1644.9999999999777
2017.07.03,157.00000000000713,-14.000000000002899,9.000000000014552,-326.9999999999982,-121.99999999999989,-21.999999999999797,-385.0000000000051,95.00000000000064,-2.000000000002,-8.000000000008,-399.00000000001603,-353.999999999985,-287.9999999999994,-208.99999999998897,-242.999999999995,,-2111.9999999999777
2017.07.03,185.00000000000182,17.000000000000348,90.00000000001229,-433.00000000000693,-93.99999999999409,-6.0000000000060005,-444.0000000000026,131.99999999999878,26.000000000003798,27.999999999994696,-340.00000000000693,-371.9999999999857,-208.99999999999253,-256.0000000000002,-278.99999999999636,,-1954.9999999999798
2017.07.03,194.0000000000053,48.000000000003595,80.00000000001339,-457.00000000000784,-103.99999999999298,17.000000000000348,-468.0000000000035,136.99999999999824,2.999999999997449,5.999999999994898,-304.00000000001535,-417.0000000000016,-231.0000000000034,-259.9999999999909,-290.9999999999968,,-2046.999999999999
2017.07.03,174.00000000000747,46.999999999997044,21.00000000000435,-446.00000000001216,-117.99999999999588,46.999999999997044,-496.9999999999999,104.00000000000409,-28.000000000005798,-64.0000000000085,-296.0000000000074,-466.99999999998454,-327.00000000001063,-250.99999999999056,-257.99999999999557,,-2359.000000000001
2017.07.03,179.00000000000693,75.00000000000284,26.0000000000149,-430.0000000000068,-83.9999999999952,31.000000000003247,-471.00000000000364,146.00000000000168,14.999999999998348,-65.00000000000395,-221.00000000000452,-454.9999999999841,-262.00000000000665,-236.99999999999477,-268.0000000000007,,-2020.9999999999725
2017.07.03,180.0000000000024,56.99999999999594,28.000000000005798,-410.0000000000108,-70.0000000000034,9.00000000000345,-465.0000000000034,161.00000000000003,-2.000000000002,-53.00000000000304,-165.00000000001512,-453.00000000000296,-197.00000000000273,-226.99999999998965,-284.9999999999966,,-1892.000000000022
2017.07.03,173.00000000000094,-25.999999999992696,63.000000000013046,-529.0000000000106,-134.99999999999625,68.00000000000139,-555.0000000000068,106.00000000000608,-102.00000000000209,-20.0000000000089,-402.0000000000135,-485.99999999999,-269.9999999999925,-310.99999999999284,-232.99999999998988,,-2658.9999999999745
2017.07.03,109.00000000000354,-45.000000000006146,36.999999999998145,-442.0000000000073,-122.99999999999534,124.00000000000189,-576.0000000000076,77.00000000000485,-112.99999999999643,13.999999999991797,-429.00000000001273,-465.0000000000034,-280.0000000000136,-296.99999999999704,-183.9999999999975,,-2593.0000000000364
2017.07.03,101.00000000000664,-177.00000000000495,63.000000000013046,-632.000000000005,-122.99999999999534,65.99999999999939,-710.000000000008,82.99999999999974,-121.00000000000443,33.9999999999896,-550.000000000006,-544.9999999999875,-202.9999999999976,-444.9999999999932,-277.9999999999916,,-3436.9999999999854
2017.07.03,104.99999999999955,-123.00000000000644,173.00000000000094,-754.0000000000049,-173.00000000000094,180.99999999999784,-881.0000000000002,14.999999999998348,-182.00000000000438,135.99999999999167,-605.0000000000111,-631.0000000000002,-215.99999999999397,-527.9999999999916,-323.99999999999807,,-3807.0000000000236
2017.07.03,128.00000000000588,-14.999999999987246,229.00000000001253,-824.0000000000123,-234.00000000000088,185.00000000000182,-868.9999999999998,17.000000000000348,-182.99999999999983,90.99999999999665,-477.0000000000163,-573.9999999999839,-140.0000000000068,-560.9999999999928,-335.9999999999985,,-3562.999999999981
2017.07.03,197.00000000000273,168.0000000000126,297.9999999999983,-799.0000000000066,-231.99999999999886,217.99999999999596,-805.0000000000068,24.000000000001798,-156.00000000000057,-14.000000000002899,-284.00000000001756,-542.0000000000016,-197.00000000000273,-576.9999999999982,-310.0000000000023,,-3011.000000000027
2017.07.03,226.00000000000398,336.00000000000296,320.9999999999935,-796.0000000000065,-244.99999999999523,215.99999999999397,-771.0000000000008,48.99999999999905,-129.00000000000134,-15.00000000000945,-206.00000000001728,-514.9999999999864,-117.00000000001154,-560.9999999999928,-310.0000000000023,,-2517.00000000003
2017.07.03,243.00000000000432,283.000000000011,320.9999999999935,-792.0000000000016,-246.99999999999721,219.00000000000253,-763.0000000000052,60.00000000000449,-112.000000000001,-10.000000000010001,-327.00000000001063,-537.9999999999825,-144.0000000000108,-539.0000000000015,-310.99999999999284,,-2656.9999999999973
2017.07.03,308.00000000000824,286.00000000000847,385.00000000001313,-873.0000000000047,-283.99999999999534,263.99999999999756,-767.0000000000101,58.000000000002494,-116.00000000000499,0.0,-280.0000000000136,-564.9999999999977,-191.00000000000784,-616.9999999999902,-320.99999999999795,,-2712.9999999999927
