date,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPAUD,EURAUD,NZDCAD,empty,sum
2015.08.24,-95.00000000000064,52.99999999999727,1.999999999990898,-80.00000000000229,-94.99999999998954,33.999999999991815,-46.00000000000159,-139.99999999999568,-65.99999999999939,23.999999999979593,-2.0000000000131024,87.00000000000374,,-324.0000000000389
2015.08.24,7.0000000000014495,103.9999999999992,-5.999999999994898,-57.00000000000705,-89.99999999999008,-112.99999999999955,-136.00000000000279,-168.99999999999693,-4.999999999999449,103.99999999997078,-113.00000000000753,75.00000000000284,,-399.000000000024
2015.08.24,-102.99999999998644,6.000000000000227,87.99999999999919,3.999999999992898,-151.9999999999966,62.00000000001182,-21.999999999999797,-22.999999999995246,-41.000000000002146,431.99999999998795,206.99999999997942,214.99999999999852,,672.9999999999898
2015.08.24,-167.9999999999904,-338.99999999999864,249.00000000001032,275.99999999999847,167.00000000000603,-282.99999999998704,78.00000000000028,243.00000000000432,-140.0000000000068,1077.9999999999568,881.9999999999828,-100.00000000000009,,1942.9999999999764
2015.08.24,-117.99999999999588,-308.9999999999975,367.99999999999056,342.9999999999933,260.00000000000466,-286.00000000000136,124.99999999999733,294.00000000000534,-151.00000000000114,1179.9999999999588,969.999999999982,-142.99999999999312,,2532.999999999943
2015.08.24,-18.999999999991246,-132.000000000005,405.9999999999952,456.00000000000085,332.00000000001006,-215.0000000000034,70.0000000000034,329.00000000000153,-92.00000000000318,1511.9999999999577,1077.999999999979,-203.99999999999307,,3520.999999999952
2015.08.24,-47.99999999998139,-99.99999999999432,415.0000000000098,444.9999999999954,409.0000000000038,-195.99999999999795,73.99999999999629,316.0000000000052,-134.0000000000008,1416.9999999999573,1092.9999999999884,-307.0000000000017,,3383.99999999998
2015.08.24,-109.99999999998789,-213.99999999999864,482.999999999989,443.99999999999994,407.0000000000018,-259.9999999999909,138.00000000000477,343.00000000000443,-190.00000000000128,1360.99999999999,1174.9999999999927,-256.99999999999613,,3320.0000000000073
2015.08.24,-583.0000000000002,-444.9999999999932,533.99999999999,483.0000000000001,504.9999999999999,-165.99999999999682,341.99999999999784,546.000000000002,-456.00000000000085,1582.9999999999789,1906.999999999992,-354.9999999999942,,3894.999999999975
2015.08.24,-525.999999999982,-530.0000000000011,507.9999999999973,471.99999999999466,406.00000000000637,-306.0000000000116,318.00000000000716,525.0000000000088,-420.00000000000927,1550.9999999999914,1804.99999999999,-217.99999999999596,,3584.999999999996
2015.08.24,-702.9999999999869,-697.9999999999933,550.000000000006,592.9999999999991,431.0000000000036,-109.00000000000887,539.0000000000006,836.0000000000034,-513.0000000000078,1976.9999999999843,2318.9999999999823,-248.99999999999923,,4972.999999999983
2015.08.24,-975.9999999999991,-971.9999999999942,699.0000000000052,829.9999999999974,726.9999999999999,-1.0000000000047748,839.9999999999964,1271.0,-679.0000000000074,2717.999999999998,3217.9999999999877,-530.9999999999926,,7143.999999999987
2015.08.24,-996.9999999999812,-951.9999999999982,648.9999999999885,748.9999999999997,697.0000000000032,34.99999999999659,819.9999999999985,1201.0000000000077,-689.0000000000063,2486.9999999999945,3072.9999999999923,-526.9999999999997,,6545.9999999999945
2015.08.24,-809.9999999999997,-840.0000000000034,594.0000000000057,771.9999999999949,671.0000000000105,-305.0000000000068,536.9999999999986,975.9999999999991,-560.0000000000049,2570.9999999999677,2854.9999999999854,-530.9999999999926,,5929.9999999999545
2015.08.24,-772.9999999999793,-739.0000000000043,543.999999999989,710.999999999995,669.0000000000085,-278.99999999999636,465.9999999999998,879.0000000000075,-529.0000000000017,2421.9999999999686,2669.9999999999945,-561.9999999999958,,5478.999999999986
2015.08.24,-806.99999999998,-745.9999999999951,638.0000000000052,720.9999999999939,683.0000000000002,-218.9999999999941,555.0000000000055,922.0000000000006,-544.0,2474.9999999999604,2745.999999999982,-518.9999999999917,,5904.999999999986
2015.08.24,-783.0000000000003,-799.0000000000066,635.9999999999922,656.000000000001,617.0000000000009,-287.00000000000614,543.0000000000045,857.0000000000077,-570.0000000000039,2155.999999999958,2576.999999999985,-429.0000000000016,,5173.999999999931
2015.08.24,-615.9999999999943,-769.0000000000055,611.9999999999903,636.0000000000032,577.0000000000052,-377.9999999999859,463.0000000000023,770.9999999999994,-545.0000000000066,1827.9999999999852,2290.9999999999986,-385.000000000002,,4484.999999999991
2015.08.24,-620.9999999999827,-694.9999999999932,617.0000000000009,634.0000000000013,595.0000000000011,-341.0000000000082,441.0000000000025,748.9999999999997,-530.0000000000082,1868.9999999999873,2286.9999999999945,-408.9999999999927,,4596.000000000002
2015.08.24,-903.9999999999937,-908.0000000000013,685.0000000000023,630.9999999999927,614.0000000000034,-359.00000000000887,592.0000000000036,852.0000000000083,-853.0000000000038,1459.9999999999725,2677.9999999999804,-383.0,,4104.999999999955
2015.08.24,-913.9999999999926,-762.0000000000005,574.0000000000078,451.9999999999969,488.00000000001063,-274.0000000000009,495.000000000001,646.0000000000022,-722.0000000000005,1311.9999999999798,2290.9999999999986,-293.99999999999426,,3292.000000000008
2015.08.24,-1092.9999999999884,-1460.9999999999986,367.99999999999056,268.99999999999704,410.00000000001035,-1308.9999999999975,224.000000000002,322.00000000000006,-807.0000000000022,861.9999999999628,2143.9999999999905,-322.00000000000006,,-393.0000000000346
2015.08.24,-1080.9999999999986,-1447.0000000000027,493.99999999999443,466.9999999999952,565.0000000000044,-1207.9999999999984,329.00000000000153,552.0000000000081,-679.0000000000074,1798.999999999973,2551.9999999999986,-447.99999999999284,,1894.9999999999754
2015.08.24,-966.9999999999845,-1182.9999999999927,625.9999999999932,554.9999999999944,695.0000000000011,-923.0000000000018,409.0000000000038,635.0000000000077,-528.0000000000063,2306.99999999997,2590.9999999999877,-534.9999999999966,,3681.9999999999764
2015.08.24,-892.9999999999883,-1212.9999999999939,602.999999999998,580.0000000000027,716.0000000000056,-727.9999999999944,521.0000000000048,775.0000000000034,-504.9999999999999,2305.9999999999636,2540.999999999993,-573.0000000000013,,4129.999999999994
2015.08.24,-1044.0000000000005,-1391.0000000000055,685.0000000000023,658.0000000000031,706.0000000000066,-768.0000000000007,646.9999999999976,929.000000000002,-597.0000000000031,2537.9999999999736,2921.99999999998,-508.9999999999928,,4775.999999999963
2015.08.24,-1166.9999999999848,-1709.0000000000032,896.9999999999923,890.9999999999974,963.0000000000027,-987.9999999999995,833.0000000000059,1214.0000000000039,-656.000000000001,3305.999999999987,3598.999999999997,-707.9999999999975,,6474.999999999999
2015.08.24,-1163.9999999999873,-1745.0000000000045,669.9999999999928,768.9999999999975,906.0000000000068,-891.9999999999959,778.0000000000009,1172.0000000000064,-626.0000000000043,3009.9999999999573,3326.999999999991,-783.9999999999958,,5420.9999999999645
2015.08.24,-1099.9999999999898,-1737.9999999999995,703.0000000000092,742.9999999999936,907.0000000000023,-757.000000000005,868.000000000002,1216.000000000006,-561.0000000000003,3027.9999999999864,3191.999999999995,-766.0,,5735.0
2015.08.24,-1303.999999999994,-2112.9999999999995,719.000000000003,652.9999999999925,977.0000000000057,-837.9999999999939,1056.0000000000014,1301.0000000000077,-606.0000000000065,3030.9999999999613,3282.9999999999914,-847.9999999999932,,5310.999999999976
2015.08.24,-1419.999999999999,-1843.999999999994,706.999999999991,665.9999999999999,942.0000000000095,-683.9999999999975,982.0000000000051,1241.0000000000032,-604.0000000000045,3305.999999999987,3468.9999999999886,-817.000000000001,,5943.999999999988
2015.08.24,-1736.9999999999886,-2225.999999999999,689.0000000000063,665.9999999999999,985.0000000000025,-730.000000000004,1173.9999999999973,1435.0000000000084,-751.0000000000017,3462.9999999999936,3917.999999999999,-885.999999999998,,6000.000000000016
2015.08.24,-3000.999999999987,-4623.000000000005,988.9999999999955,1283.000000000001,1714.0000000000043,-2718.999999999994,1677.0000000000064,2321.0000000000064,-1438.000000000006,5646.999999999957,7033.9999999999845,-1675.9999999999998,,7207.999999999965
2015.08.24,-2942.0,-4004.000000000005,707.9999999999975,1049.0,1504.0000000000052,-2009.0000000000005,1541.0000000000034,2135.000000000009,-1510.0000000000002,4606.999999999984,6414.999999999993,-1558.9999999999993,,5934.999999999986
2015.08.24,-2136.999999999989,-2977.9999999999945,-82.00000000000429,619.9999999999983,1211.0000000000066,-1323.9999999999982,878.000000000001,1507.0000000000027,-1036.0000000000036,3196.999999999983,4343.999999999993,-1689.9999999999916,,2510.0000000000027
2015.08.24,-1989.9999999999807,-3105.000000000004,116.99999999998934,1064.9999999999936,1601.000000000008,-1841.9999999999986,760.0000000000051,1712.0000000000025,-1050.0000000000066,4231.999999999969,5145.999999999984,-2067.9999999999923,,4577.999999999969
2015.08.24,-2395.999999999998,-3626.9999999999955,678.0000000000008,1112.9999999999973,1614.9999999999998,-2037.9999999999968,1277.000000000006,1954.0000000000002,-1299.0000000000057,4437.999999999986,5828.999999999995,-1723.9999999999923,,5819.999999999996
2015.08.24,-2035.9999999999934,-3195.999999999998,347.0000000000084,983.999999999996,1550.0000000000068,-1799.9999999999973,973.999999999997,1718.0000000000084,-1124.0000000000027,3864.9999999999627,5028.9999999999945,-1863.999999999999,,4446.999999999983
2015.08.24,-1932.0000000000005,-2929.000000000002,253.99999999999866,902.9999999999983,1448.0000000000048,-1701.9999999999982,807.9999999999976,1536.000000000004,-985.0000000000025,3828.9999999999936,4704.999999999982,-1778.9999999999973,,4155.999999999979
2015.08.24,-1542.9999999999832,-2683.9999999999973,168.99999999999693,790.0000000000018,1390.0000000000023,-1721.999999999994,612.9999999999969,1284.0000000000073,-758.9999999999985,3435.9999999999945,3902.99999999999,-1756.000000000002,,3121.0000000000146
2015.08.24,-1818.999999999993,-2662.0000000000064,302.0000000000023,851.0000000000017,1238.0000000000057,-1439.9999999999977,828.0000000000065,1482.0000000000055,-845.0000000000068,3864.000000000001,4424.99999999999,-1473.000000000002,,4751.000000000007
2015.08.24,-1996.999999999982,-2924.0000000000064,482.00000000000466,958.0000000000033,1291.0000000000089,-1634.0000000000005,968.0000000000022,1619.9999999999993,-961.0000000000008,4186.999999999985,4910.999999999999,-1423.999999999992,,5477.000000000021
2015.08.24,-1893.9999999999957,-2849.0000000000036,652.0000000000082,1122.9999999999961,1469.000000000009,-1602.0000000000039,1038.0000000000057,1757.0000000000086,-975.9999999999991,4459.999999999997,5146.999999999991,-1545.9999999999918,,6779.000000000023
2015.08.24,-2251.9999999999873,-3498.9999999999955,697.9999999999986,1295.0000000000018,1634.000000000002,-1643.0000000000007,1429.999999999998,2265.000000000006,-1048.0000000000045,5444.999999999966,6020.999999999987,-1730.9999999999936,,8614.999999999978
2015.08.24,-2122.999999999986,-3206.9999999999936,802.9999999999982,1297.999999999999,1541.0000000000034,-1688.999999999993,1275.9999999999993,2070.000000000005,-1019.9999999999986,5284.9999999999845,5850.999999999984,-1541.9999999999989,,8543.000000000004
2015.08.24,-2256.9999999999977,-3352.9999999999945,824.0000000000025,1291.9999999999932,1672.0000000000068,-1605.000000000004,1422.9999999999966,2195.0000000000027,-1036.999999999999,5458.999999999969,6021.999999999994,-1701.9999999999925,,8932.999999999976
2015.08.24,-2281.999999999984,-3298.000000000002,1021.0000000000052,1400.9999999999966,1718.0000000000084,-1548.0000000000018,1532.0,2295.0000000000027,-1111.0000000000064,5630.999999999986,6300.999999999979,-1634.000000000002,,10025.999999999984
2015.08.24,-2386.9999999999836,-3518.000000000001,1009.9999999999998,1541.9999999999989,1877.0000000000064,-1472.999999999999,1768.9999999999984,2517.0000000000027,-1012.0000000000018,5643.999999999983,6462.999999999996,-1740.9999999999925,,10691.000000000007
2015.08.25,-2220.999999999984,-3266.0000000000055,1056.9999999999968,1529.999999999998,1922.0000000000016,-1509.0000000000005,1605.000000000001,2393.000000000001,-1118.000000000008,5811.999999999973,6443.999999999983,-1980.9999999999993,,10667.999999999956
2015.08.25,-2033.9999999999802,-3245.0000000000045,1079.0000000000077,1644.000000000001,2143.000000000006,-1578.000000000003,1549.0000000000005,2475.000000000005,-997.0000000000034,6117.999999999979,6479.999999999997,-2178.9999999999977,,11455.00000000001
2015.08.25,-2143.9999999999905,-3516.0000000000055,1038.0000000000057,1573.9999999999977,2191.0000000000095,-1695.999999999998,1594.0000000000066,2502.000000000004,-1109.9999999999998,5889.999999999995,6494.0,-2268.9999999999986,,10548.000000000027
2015.08.25,-2231.9999999999895,-3468.999999999994,1080.9999999999986,1535.999999999993,2161.000000000002,-1611.000000000004,1636.9999999999995,2490.9999999999986,-1131.9999999999998,5868.999999999991,6539.99999999999,-2198.9999999999955,,10671.999999999989
2015.08.25,-2166.0000000000014,-3230.9999999999945,1069.9999999999932,1346.9999999999982,2195.0000000000027,-1387.0000000000005,1605.9999999999964,2290.9999999999986,-1051.0000000000018,5415.999999999998,6017.99999999999,-2246.999999999999,,9860.999999999978
2015.08.25,-2059.999999999995,-2980.9999999999945,1066.9999999999957,1231.9999999999998,1966.0000000000011,-1299.9999999999973,1497.0000000000039,2084.000000000008,-997.0000000000034,5028.9999999999945,5616.999999999983,-1951.9999999999982,,9201.999999999998
2015.08.25,-1924.9999999999989,-3000.0,1019.9999999999986,1069.9999999999932,1665.0000000000055,-1463.9999999999986,1397.0000000000039,1863.999999999999,-900.0000000000008,4570.999999999969,5058.999999999991,-1574.9999999999932,,7781.999999999969
2015.08.25,-1987.9999999999898,-2963.9999999999986,934.9999999999969,1088.0,1714.0000000000043,-1304.9999999999927,1422.9999999999966,1941.9999999999993,-950.0000000000064,4607.99999999999,5189.999999999984,-1698.999999999995,,7993.999999999989
2015.08.25,-2027.000000000001,-2691.999999999993,926.0000000000045,1073.9999999999973,1712.0000000000025,-1129.000000000005,1356.999999999997,1879.0000000000084,-956.0000000000013,4605.999999999976,5211.9999999999945,-1706.9999999999918,,8254.999999999989
2015.08.25,-1613.999999999982,-1915.0000000000064,862.9999999999916,912.9999999999972,1511.0000000000068,-677.9999999999973,1117.0000000000014,1523.0000000000077,-750.0000000000063,3960.99999999997,4279.9999999999945,-1473.000000000002,,7737.999999999976
2015.08.25,-1595.9999999999975,-1837.9999999999939,754.0000000000102,712.9999999999969,1341.0000000000034,-575.9999999999934,1061.9999999999964,1343.0000000000052,-723.0000000000069,3395.999999999999,3814.9999999999905,-1319.9999999999989,,6371.000000000011
2015.08.25,-1578.999999999997,-1998.9999999999952,705.0000000000001,788.9999999999952,1398.0000000000105,-627.9999999999859,1105.0000000000005,1475.9999999999995,-672.0000000000059,3743.9999999999695,3955.999999999982,-1422.9999999999966,,6871.999999999976
