date,USDJPY,CHFJPY,CADCHF,AUDCHF,GBPCAD,EURJPY,CADJPY,AUDJPY,empty,sum
2019.04.08,-0.999999999990564,0.0,-17.000000000000348,-36.999999999998145,-218.00000000000708,-39.99999999999204,0.0,-6.000000000000227,,-318.9999999999884
2019.04.08,36.000000000001364,2.0000000000095497,-17.000000000000348,-26.000000000003798,-173.00000000000094,-41.99999999998738,9.000000000000341,-1.0000000000047748,,-211.999999999986
2019.04.08,46.00000000000648,54.000000000002046,21.00000000000435,29.999999999996696,-156.00000000000057,29.000000000010573,25.99999999999625,42.999999999992156,,93.00000000000799
2019.04.08,45.000000000001705,93.00000000000352,82.00000000000429,26.999999999999247,-143.00000000000423,53.00000000001148,83.99999999998897,24.999999999991473,,265.9999999999965
2019.04.08,39.00000000000148,100.00000000000853,106.00000000000608,-3.0000000000085514,-214.99999999998744,32.00000000001069,107.99999999998988,-16.000000000005343,,151.00000000001532
2019.04.08,42.00000000000159,100.00000000000853,121.00000000000443,-7.0000000000014495,-204.99999999998852,35.0000000000108,126.99999999999534,-13.999999999995794,,199.0000000000349
2019.04.08,-15.000000000000568,56.000000000011596,80.00000000000229,-87.00000000000374,-194.0000000000053,5.000000000009663,51.00000000000193,-134.00000000000034,,-237.99999999998445
2019.04.08,-227.99999999999443,-133.99999999998613,52.000000000007596,-102.00000000000209,-103.00000000000864,-229.99999999998977,-127.00000000000955,-278.0000000000058,,-1149.9999999999886
2019.04.08,-162.9999999999967,-76.99999999999818,54.00000000000959,-114.00000000000298,-114.99999999999844,-199.99999999998863,-85.99999999999852,-259.00000000000034,,-959.9999999999742
2019.04.08,-155.00000000000114,-48.99999999999238,75.00000000000284,-114.00000000000298,-116.99999999998934,-174.99999999999716,-32.00000000001069,-230.00000000000398,,-796.9999999999949
2019.04.08,-211.9999999999891,-62.99999999998818,79.00000000000685,-112.000000000001,-85.00000000000173,-189.99999999999773,-48.00000000000182,-254.0000000000049,,-884.9999999999776
2019.04.08,-284.9999999999966,-122.99999999999045,65.00000000000395,-106.00000000000608,-45.000000000006146,-244.99999999999034,-94.0000000000083,-275.0000000000057,,-1107.9999999999995
2019.04.08,-260.9999999999957,-77.99999999998875,40.00000000000669,-140.0000000000068,28.000000000005798,-208.99999999998897,-85.00000000000796,-278.0000000000058,,-982.9999999999815
2019.04.08,-286.9999999999919,-81.99999999999363,3.0000000000085514,-226.00000000000398,127.99999999999478,-217.9999999999893,-114.00000000000432,-362.99999999999955,,-1158.9999999999795
