date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CHFJPY,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,empty,sum
2019.08.26,0.0,-52.99999999999194,-9.000000000014552,-86.99999999998909,-32.999999999994145,-59.99999999999339,-7.999999999995566,-82.99999999999974,0.0,-109.99999999999899,-31.999999999987594,-103.99999999999298,0.0,-100.99999999999554,0.0,-182.0000000000155,-85.00000000000796,-43.00000000000637,-131.00000000000333,,-1120.9999999999866
2019.08.26,-7.9999999999968985,-59.000000000009045,9.999999999998899,-233.99999999999466,27.00000000002145,-79.99999999999119,36.000000000001364,-84.0000000000063,1.0000000000065512,-81.9999999999932,56.000000000011596,-1.0000000000065512,46.999999999997044,-79.99999999999119,-12.999999999996348,-76.0000000000094,-165.99999999999682,-13.999999999995794,-109.99999999999899,,-829.9999999999495
2019.08.26,-107.99999999999699,-177.00000000000495,-110.99999999999443,-546.999999999997,-141.99999999999767,-87.99999999999919,46.00000000000648,-4.000000000004,-439.0000000000005,-198.99999999999363,80.00000000001339,103.00000000000864,58.9999999999975,-293.99999999999426,-1212.9999999999975,-15.00000000000945,-451.0000000000076,70.99999999999795,-67.00000000000594,,-3495.9999999999795
2019.08.26,-83.9999999999952,-72.0000000000054,-143.00000000000423,-390.99999999999113,-129.99999999998568,-87.99999999999919,70.00000000000739,302.0000000000023,-443.99999999999994,-212.99999999999653,128.000000000017,914.9999999999991,100.99999999999909,-374.0000000000077,-1316.0000000000061,997.9999999999878,-376.0000000000048,432.9999999999927,261.0000000000001,,-422.99999999999034
2019.08.26,-9.999999999998899,-85.00000000000173,-45.000000000006146,-179.9999999999926,-26.999999999999247,-80.99999999999774,0.0,234.00000000000088,-324.9999999999975,-161.00000000000003,200.00000000000017,855.9999999999901,1.9999999999953388,-313.99999999999204,-1069.0000000000089,675.0000000000034,-245.00000000000455,334.0000000000032,229.00000000000142,,-12.000000000004718
2019.08.26,-19.999999999997797,-19.999999999997797,15.999999999993797,-184.99999999998806,-34.99999999998504,-93.99999999999409,25.000000000005684,220.99999999999343,-239.0000000000003,-134.0000000000008,161.00000000001114,659.0000000000095,109.99999999999943,-245.99999999999068,-802.0000000000139,553.0000000000035,-250.0,320.99999999999795,163.99999999999747,,205.0000000000435
2019.08.26,43.00000000000415,-25.00000000000835,34.000000000000696,-150.99999999999625,-28.999999999990145,-78.00000000000028,24.00000000000091,-46.999999999997044,-193.99999999999417,-120.99999999999334,179.00000000001802,368.9999999999971,-93.00000000000352,-178.99999999999582,-679.0000000000074,95.999999999985,-209.00000000000318,0.0,19.999999999997797,,-1039.999999999986
2019.08.26,153.00000000000313,-15.999999999993797,58.000000000002494,-7.999999999995566,155.00000000001623,46.999999999997044,10.99999999999568,-85.99999999999719,43.00000000000415,-97.9999999999981,148.99999999999915,283.99999999999534,-131.00000000000023,-129.00000000000134,-358.00000000001387,-26.999999999999247,-82.99999999999841,-54.000000000002046,-14.000000000002899,,-103.99999999998941
2019.08.26,202.0000000000022,-34.000000000000696,59.99999999999339,126.00000000000477,196.0000000000184,96.00000000000719,-73.99999999999807,-233.00000000000543,99.00000000000463,-117.99999999999588,-0.9999999999843467,-32.999999999994145,-300.00000000001137,-58.99999999998684,-357.00000000000733,-341.99999999999784,52.99999999999727,-259.00000000000034,-80.00000000000229,,-1057.9999999999568
2019.08.26,236.99999999999832,-51.000000000001044,19.999999999997797,192.99999999999784,303.0000000000088,148.00000000001478,-42.999999999992156,-170.99999999999892,158.0000000000026,-80.99999999999774,68.00000000000139,99.00000000000463,-251.00000000000477,-79.99999999999119,-228.00000000000597,-205.00000000001074,99.99999999999432,-167.0000000000016,-68.99999999999685,,-19.99999999998036
2019.08.26,241.99999999999778,-15.00000000000945,14.999999999987246,228.9999999999992,258.0000000000027,181.00000000000892,-66.99999999999307,-168.99999999999693,148.0000000000037,-117.00000000000044,6.000000000017103,68.00000000000139,-284.000000000006,-18.999999999991246,-165.9999999999995,-107.00000000001265,173.00000000000182,-174.99999999999716,-29.000000000001247,,172.00000000001194
2019.08.26,243.00000000000432,-65.00000000000395,17.999999999984695,225.9999999999991,283.000000000011,185.99999999999727,-295.99999999999227,-480.0000000000027,167.00000000000603,-102.99999999999754,2.0000000000131024,-297.9999999999983,-707.0000000000078,-19.999999999997797,-124.99999999999733,-516.0000000000053,180.99999999999739,-685.0000000000023,-192.00000000000327,,-2180.999999999996
2019.08.26,275.99999999999847,-147.99999999999258,60.99999999999994,376.0000000000048,354.0000000000099,181.00000000000892,-225.9999999999991,-280.00000000000244,207.99999999999707,-44.99999999999504,25.00000000000835,-107.99999999999699,-464.00000000001285,73.99999999999629,142.99999999998204,-175.00000000001404,311.9999999999976,-403.99999999999636,-124.00000000000189,,35.99999999999197
2019.08.26,324.00000000000205,-104.99999999999955,73.99999999999629,422.00000000001125,430.00000000001927,211.00000000000563,-183.9999999999975,-306.00000000000625,202.9999999999976,-31.999999999998696,69.00000000000794,-79.00000000000685,-442.0000000000073,80.99999999999774,146.99999999998602,-129.00000000000134,346.9999999999942,-397.00000000000557,-124.00000000000189,,509.99999999999324
2019.08.26,239.0000000000003,-78.00000000000028,25.999999999992696,277.000000000001,274.00000000001864,156.00000000000057,-167.99999999999216,-296.0000000000074,119.00000000000244,-102.99999999999754,-29.999999999996696,-62.000000000006494,-426.00000000000193,0.0,-66.00000000001049,-109.00000000000354,221.00000000000364,-387.00000000000045,-128.00000000000588,,-541.0000000000035
2019.08.26,243.00000000000432,-26.999999999999247,31.000000000003247,260.0000000000051,286.00000000000847,162.00000000001768,-149.0000000000009,-207.99999999999707,99.00000000000463,-92.99999999999864,24.000000000001798,31.000000000003247,-388.00000000000523,2.999999999997449,-76.0000000000094,102.99999999998644,218.9999999999941,-293.00000000000637,-53.999999999998494,,173.00000000001128
