,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['NZDCAD', 'AUDUSD', 'NZDUSD']",100.0,0.9892,B
1,1,EURUSD,10,['EURJPY'],100.0,-1.0,S
2,2,USDJPY,20,"['CADCHF', 'AUDCAD', 'AUDUSD']",80.0,-0.1986097238872234,S
3,3,USDCAD,10,"['AUDCAD', 'EURAUD', 'AUDCHF', 'AUDUSD', 'NZDUSD', 'EURCHF', 'AUDJPY', 'CADJPY', 'GBPAUD', 'NZDJPY', 'USDJPY']",100.0,0.8827,B
4,4,AUDUSD,10,"['AUDCAD', 'EURAUD', 'CADCHF', 'AUDCHF']",80.0,-0.9999299999999999,S
5,5,NZDUSD,10,"['AUDCAD', 'EURAUD', 'CADCHF', 'AUDCHF']",80.0,-0.99976,S
6,6,GBPCHF,10,"['AUDUSD', 'NZDUSD']",80.0,0.33519968253968035,B
7,7,EURCHF,15,"['USDJPY', 'CADJPY']",80.0,-0.7785359837384618,S
8,8,CHFJPY,50,"['EURJPY', 'USDCHF', 'CADCHF', 'GBPJPY', 'NZDJPY']",100.0,-0.59932722499724,S
9,9,CADCHF,15,"['EURUSD', 'EURCHF', 'EURJPY']",100.0,0.8635731240981258,B
10,10,AUDCHF,10,['NZDCAD'],80.0,0.3337323015873012,B
11,11,NZDCHF,10,['NZDCAD'],100.0,0.3339935317460295,B
12,12,EURGBP,10,"['AUDUSD', 'NZDUSD', 'EURUSD']",80.0,0.3233,B
13,13,GBPJPY,15,"['EURUSD', 'USDCHF', 'EURJPY', 'GBPJPY', 'CHFJPY']",100.0,-0.9822975,S
14,14,GBPCAD,10,"['GBPJPY', 'GBPCAD', 'EURUSD']",80.0,0.1838,B
15,15,GBPAUD,50,"['USDCHF', 'EURCAD', 'NZDCHF']",100.0,0.007973993804183439,B
16,16,EURJPY,10,"['EURCHF', 'EURJPY']",80.0,0.3195387698412663,B
17,17,EURCAD,15,['AUDCAD'],80.0,0.5001798568098473,B
18,18,EURAUD,10,['NZDCAD'],80.0,-0.3337683730158733,S
19,19,EURNZD,10,"['NZDCAD', 'AUDNZD', 'EURNZD', 'GBPCAD']",100.0,-0.9996,S
20,20,CADJPY,10,['CADCHF'],80.0,-0.1964738095238087,S
21,21,NZDJPY,15,['CADCHF'],80.0,-0.14390530081030284,S
22,22,AUDCAD,10,['NZDCAD'],80.0,0.3338880952380942,B
23,23,NZDCAD,10,"['GBPCAD', 'GBPCHF', 'NZDCAD', 'EURCAD']",100.0,0.9875,B
24,24,AUDNZD,10,"['GBPCAD', 'GBPCHF']",80.0,-0.49365920634922006,S
