date,USDCHF,EURUSD,USDJPY,USDCAD,EURJPY,empty,sum
2015.06.15,0.0,-15.999999999993797,-106.99999999999932,-15.00000000000945,-20.000000000010232,,-158.0000000000128
2015.06.15,14.999999999998348,-7.0000000000014495,-115.99999999999966,-29.999999999996696,-57.00000000001637,,-195.00000000001583
2015.06.15,-7.9999999999968985,17.000000000000348,-177.99999999999727,-73.99999999999629,6.000000000000227,,-236.99999999998988
2015.06.15,17.999999999995797,53.00000000001415,-165.00000000000625,-59.000000000009045,165.99999999999682,,12.999999999991473
2015.06.15,-2.999999999997449,43.999999999999595,-170.0000000000017,-43.999999999999595,183.9999999999975,,10.999999999998352
2015.06.15,-34.99999999999615,11.00000000000545,-164.00000000000148,-56.99999999999594,131.99999999997658,,-113.00000000001154
2015.06.15,-307.99999999999716,29.999999999996696,-290.00000000000625,-103.00000000000864,218.9999999999941,,-452.00000000002126
2015.06.15,-307.99999999999716,22.0000000000109,-332.00000000000784,-96.99999999999153,280.9999999999775,,-434.0000000000082
2015.06.15,-277.000000000005,-31.000000000003247,-390.00000000000057,-151.9999999999966,317.99999999998363,,-532.0000000000218
2015.06.15,-419.00000000000273,-187.99999999998818,-389.00000000001,-221.00000000000452,131.00000000000023,,-1086.0000000000052
2015.06.15,-412.9999999999967,-103.99999999999298,-335.00000000000796,-215.00000000000963,158.99999999999181,,-908.0000000000155
2015.06.15,-307.99999999999716,-90.99999999999665,-326.9999999999982,-184.00000000000637,167.0000000000016,,-742.9999999999968
2015.06.15,-290.9999999999968,-97.9999999999981,-338.0000000000081,-194.99999999998963,183.9999999999975,,-737.9999999999951
2015.06.15,-219.00000000000253,1.0000000000065512,-298.0000000000018,-200.00000000000017,241.99999999999022,,-474.00000000000773
2015.06.15,-226.00000000000398,4.000000000004,-271.0000000000008,-187.00000000000384,262.00000000000045,,-418.0000000000042
2015.06.15,-270.99999999999903,-65.99999999998829,-317.0000000000073,-236.99999999999832,191.0000000000025,,-699.9999999999903
2015.06.15,-307.99999999999716,-200.00000000000017,-347.0000000000084,-249.00000000001032,98.99999999998954,,-1005.0000000000264
2015.06.15,-343.00000000000443,-239.99999999999577,-385.0000000000051,-263.99999999999756,66.0000000000025,,-1166.0000000000005
2015.06.15,-373.00000000000114,-235.99999999999176,-365.0000000000091,-209.9999999999991,-15.00000000001478,,-1199.000000000016
2015.06.15,-353.0000000000033,-192.99999999999872,-328.00000000000296,-164.00000000000858,63.99999999999295,,-974.0000000000207
2015.06.15,-256.0000000000007,134.00000000001188,-451.0000000000076,-165.9999999999995,389.99999999998636,,-349.00000000000955
2015.06.15,-253.0000000000032,109.00000000000354,-445.0000000000074,-174.99999999999181,489.9999999999807,,-274.0000000000182
2015.06.15,-214.00000000000307,139.00000000000023,-403.0000000000058,-255.00000000000523,539.999999999992,,-193.00000000002183
2015.06.15,-173.9999999999964,202.9999999999976,-361.0000000000042,-283.99999999999534,590.0000000000034,,-25.999999999994884
2015.06.15,-261.0000000000001,89.00000000000574,-398.00000000001035,-323.0000000000066,469.99999999999886,,-423.0000000000125
2015.06.15,-261.99999999999557,-17.999999999984695,-415.00000000000625,-365.99999999999966,365.99999999998545,,-695.0000000000009
2015.06.15,-290.00000000000136,-70.99999999999883,-490.99999999999966,-449.0000000000105,317.99999999998363,,-983.0000000000268
2015.06.15,-414.9999999999987,-53.999999999998494,-469.99999999999886,-449.0000000000105,391.9999999999959,,-996.0000000000107
2015.06.15,-478.9999999999961,-61.99999999998429,-493.9999999999998,-459.0000000000094,371.9999999999857,,-1122.0000000000036
2015.06.15,-680.9999999999983,-96.99999999999153,-454.9999999999983,-459.99999999999375,322.00000000000273,,-1370.999999999979
2015.06.15,-787.9999999999998,-92.99999999998754,-378.0000000000001,-469.0000000000083,227.99999999998022,,-1500.0000000000152
2015.06.15,-717.9999999999964,45.000000000006146,-319.0000000000026,-364.00000000000875,292.99999999997794,,-1063.0000000000236
2015.06.15,-873.0000000000016,-41.99999999998649,-337.0000000000033,-398.9999999999938,180.99999999998317,,-1470.000000000002
2015.06.15,-814.0000000000036,26.0000000000149,-260.0000000000051,-310.9999999999946,280.00000000000114,,-1078.9999999999873
2015.06.15,-665.0000000000044,172.0000000000166,-267.0000000000101,-239.00000000001143,382.99999999998136,,-616.000000000028
2015.06.15,-655.0000000000056,258.0000000000027,-332.00000000000784,-293.0000000000099,554.9999999999784,,-467.0000000000422
2015.06.15,-695.9999999999966,262.00000000000665,-371.0000000000093,-287.9999999999994,637.9999999999768,,-455.0000000000218
2015.06.15,-688.9999999999952,283.99999999999534,-311.9999999999976,-252.0000000000078,638.9999999999816,,-330.00000000002365
2015.06.15,-636.9999999999986,402.9999999999978,-359.00000000000887,-104.99999999999955,715.0000000000034,,16.99999999999409
2015.06.15,-483.0000000000001,573.0000000000013,-346.00000000000364,-52.99999999999194,1012.9999999999768,,703.9999999999824
2015.06.15,-416.00000000000523,567.0000000000064,-331.00000000000307,45.99999999999049,1000.9999999999764,,866.999999999965
2015.06.15,-592.9999999999991,344.00000000001097,-368.9999999999998,-45.99999999999049,787.9999999999825,,124.00000000000409
2015.06.15,-390.99999999999693,424.00000000000216,-317.0000000000073,-72.0000000000054,819.9999999999932,,463.99999999998573
2015.06.15,-234.00000000000088,572.0000000000169,-253.0000000000001,-86.0000000000083,935.9999999999786,,934.9999999999862
2015.06.15,-146.00000000000168,683.9999999999957,-224.00000000000375,-86.99999999999264,1042.0000000000016,,1268.999999999999
2015.06.15,2.999999999997449,682.0000000000048,-228.9999999999992,-39.00000000001125,1030.9999999999775,,1447.9999999999693
2015.06.15,70.0000000000034,653.999999999999,-228.9999999999992,-49.00000000001015,1008.9999999999861,,1454.999999999979
2015.06.15,4.999999999999449,683.0000000000114,-242.00000000000443,-130.99999999999224,1024.000000000001,,1339.000000000015
2015.06.16,27.999999999994696,625.0000000000089,-308.00000000000693,-116.00000000000499,1014.9999999999864,,1243.999999999978
2015.06.16,-33.000000000005244,619.000000000014,-265.00000000000057,-93.00000000000975,997.9999999999905,,1225.9999999999889
2015.06.16,-33.000000000005244,607.0000000000019,-255.00000000000966,-126.0000000000039,974.9999999999943,,1167.9999999999775
2015.06.16,-19.00000000000235,615.00000000001,-266.00000000000534,-49.00000000001015,974.9999999999943,,1255.9999999999864
2015.06.16,-28.000000000005798,615.00000000001,-269.00000000000546,-48.000000000003595,983.9999999999804,,1253.9999999999757
2015.06.16,-26.999999999999247,602.999999999998,-268.0000000000007,-55.000000000005045,980.9999999999945,,1233.9999999999875
2015.06.16,-161.00000000000003,531.9999999999991,-317.0000000000073,-131.99999999999878,939.9999999999977,,861.9999999999908
2015.06.16,-156.00000000000057,567.0000000000064,-325.00000000000284,-109.00000000000354,974.9999999999943,,951.9999999999937
2015.06.16,-116.00000000000499,583.0000000000002,-271.0000000000008,-97.9999999999981,902.9999999999916,,1000.999999999988
2015.06.16,-190.00000000000128,483.0000000000112,-635.0000000000051,-197.00000000000273,854.9999999999898,,315.9999999999918
2015.06.16,-119.99999999999788,544.0000000000111,-480.000000000004,-86.0000000000083,1102.9999999999802,,960.9999999999811
2015.06.16,-90.0000000000012,544.0000000000111,-465.0000000000034,-89.00000000000574,1034.9999999999966,,934.9999999999974
2015.06.16,-56.99999999999594,551.0000000000126,-409.9999999999966,-70.99999999999883,1052.9999999999973,,1066.0000000000184
2015.06.16,-14.999999999998348,594.0000000000057,-427.99999999999727,-60.99999999999994,1137.0000000000005,,1227.0000000000107
2015.06.16,-12.000000000000899,635.0000000000077,-426.00000000000193,-46.999999999997044,1176.9999999999925,,1327.0000000000005
2015.06.16,-9.999999999998899,651.0000000000016,-421.0000000000065,-36.999999999998145,1197.999999999979,,1380.9999999999773
2015.06.16,-90.99999999999665,544.0000000000111,-463.0000000000081,-78.00000000000028,1090.9999999999798,,1002.9999999999859
2015.06.16,-55.000000000005045,567.0000000000064,-450.00000000000284,-90.99999999999665,1120.999999999981,,1091.9999999999827
2015.06.16,-104.00000000000409,453.0000000000145,-477.00000000000387,-171.00000000001003,993.9999999999998,,694.9999999999962
2015.06.16,-131.00000000000333,482.00000000000466,-460.9999999999985,-147.99999999999258,1064.9999999999977,,807.000000000008
2015.06.16,95.99999999999609,909.0000000000042,-457.00000000000784,-181.9999999999933,1551.9999999999925,,1917.9999999999918
2015.06.16,-65.00000000000395,648.0000000000041,-414.0000000000015,-232.99999999999432,1114.9999999999807,,1050.999999999985
2015.06.16,-48.000000000003595,700.0000000000117,-385.0000000000051,-303.0000000000088,1220.9999999999752,,1184.9999999999693
2015.06.16,-178.00000000000037,401.00000000000693,-418.99999999999693,-333.0000000000055,875.9999999999764,,346.99999999998045
2015.06.16,-299.00000000000483,346.0000000000019,-421.0000000000065,-258.0000000000027,845.9999999999752,,213.99999999996317
2015.06.16,-280.00000000000244,255.00000000000523,-420.0000000000017,-316.0000000000052,703.9999999999793,,-57.000000000024784
2015.06.16,-233.00000000000543,365.99999999999966,-385.0000000000051,-306.00000000000625,798.0000000000018,,239.99999999998465
2015.06.16,-258.9999999999981,263.99999999999756,-393.0000000000007,-295.0000000000008,693.9999999999884,,10.999999999986358
2015.06.16,-229.99999999999687,314.00000000001427,-390.00000000000057,-303.9999999999932,760.9999999999957,,151.00000000001933
2015.06.16,-280.00000000000244,173.00000000000094,-346.00000000000364,-300.99999999999574,494.9999999999761,,-259.0000000000248
2015.06.16,-383.0,-48.000000000003595,-323.0000000000075,-316.0000000000052,174.99999999998295,,-895.0000000000334
2015.06.16,-368.9999999999971,-88.99999999998354,-293.00000000000637,-275.000000000003,90.99999999997976,,-935.0000000000102
2015.06.16,-336.00000000000296,144.0000000000108,-272.00000000000557,-293.99999999999426,415.9999999999968,,-341.9999999999952
2015.06.16,-319.99999999999807,182.0000000000155,-302.0000000000067,-181.00000000000892,504.99999999999545,,-116.00000000000273
2015.06.16,-307.99999999999716,5.000000000010552,-260.0000000000051,-97.9999999999981,191.99999999997885,,-469.0000000000109
2015.06.16,-283.99999999999534,93.00000000000975,-274.0000000000009,-221.00000000000452,352.9999999999802,,-333.0000000000108
2015.06.16,-251.00000000000122,167.00000000000603,-308.00000000000693,-212.99999999999653,477.9999999999802,,-127.00000000001842
2015.06.16,-366.9999999999951,114.0000000000141,-284.9999999999966,-222.00000000001108,388.9999999999816,,-371.00000000000705
2015.06.16,-361.9999999999957,141.99999999999767,-245.00000000000455,-278.00000000000045,354.99999999998977,,-388.0000000000132
2015.06.16,-360.0000000000048,134.00000000001188,-246.00000000000932,-329.00000000000153,361.99999999999477,,-439.000000000009
2015.06.16,-346.0000000000019,228.00000000000597,-243.99999999999977,-276.00000000000955,480.99999999999454,,-157.0000000000107
2015.06.16,-339.0000000000004,205.00000000001074,-230.00000000000398,-117.99999999999588,449.99999999998863,,-32.00000000000091
2015.06.16,-288.9999999999948,208.00000000000819,-243.0000000000092,-110.99999999999443,437.9999999999882,,2.999999999997897
2015.06.16,-275.99999999999847,226.00000000001506,-209.00000000000318,-121.99999999999989,444.9999999999932,,64.00000000000671
2015.06.16,-283.99999999999534,246.99999999999721,-230.00000000000398,-68.00000000000139,489.9999999999807,,154.99999999997715
2015.06.16,-299.00000000000483,256.99999999999613,-228.9999999999992,-31.000000000003247,515.9999999999911,,213.99999999998
2015.06.16,-300.99999999999574,258.0000000000027,-239.00000000000432,-11.999999999989797,519.9999999999818,,225.99999999999466
2015.06.16,-256.0000000000007,334.00000000001205,-210.99999999999852,73.99999999999629,572.9999999999791,,513.9999999999882
2015.06.17,-256.0000000000007,292.00000000000335,-219.0000000000083,198.00000000000927,533.9999999999918,,548.9999999999955
2015.06.17,-268.0000000000016,295.0000000000008,-237.99999999999955,201.00000000000674,564.9999999999977,,555.0000000000041
2015.06.17,-282.99999999999994,272.00000000000557,-249.00000000000944,165.9999999999995,515.9999999999911,,421.9999999999868
2015.06.17,-244.99999999999523,299.00000000000483,-227.00000000000387,200.00000000000017,561.9999999999834,,588.9999999999893
2015.06.17,-229.00000000000142,285.00000000000193,-274.0000000000009,185.99999999999727,569.9999999999932,,537.99999999999
2015.06.17,-231.0000000000034,256.00000000001177,-290.00000000000625,171.99999999999437,573.9999999999839,,480.99999999998033
2015.06.17,-243.99999999999977,249.00000000001032,-296.99999999999704,134.99999999999625,566.0000000000025,,409.0000000000123
2015.06.17,-258.0000000000027,267.0000000000172,-289.0000000000015,133.99999999998968,575.9999999999934,,429.99999999999613
2015.06.17,-207.99999999999707,307.00000000001285,-262.00000000000045,177.99999999998929,598.9999999999895,,613.9999999999941
2015.06.17,-151.9999999999966,358.00000000001387,-272.00000000000557,167.9999999999904,675.9999999999877,,777.9999999999898
2015.06.17,-133.00000000000534,373.00000000000114,-250.0,178.99999999999582,685.9999999999786,,854.9999999999702
2015.06.17,-141.00000000000225,375.9999999999986,-289.0000000000015,164.00000000000858,692.9999999999836,,802.999999999987
2015.06.17,-144.99999999999514,378.00000000001165,-308.9999999999975,129.00000000000134,735.99999999999,,789.0000000000103
2015.06.17,-119.00000000000244,441.0000000000025,-287.00000000000614,164.99999999999292,792.0000000000016,,991.9999999999884
2015.06.17,-136.99999999999824,429.00000000001273,-296.0000000000065,143.00000000000423,795.9999999999923,,935.0000000000045
2015.06.17,-153.99999999999858,432.0000000000102,-310.0000000000023,160.00000000000458,814.9999999999977,,943.0000000000116
2015.06.17,-150.00000000000568,383.0,-427.0000000000067,147.00000000000824,846.99999999998,,799.9999999999759
2015.06.17,-163.99999999999747,317.9999999999961,-406.9999999999965,127.99999999999478,763.9999999999816,,638.9999999999785
2015.06.17,-189.00000000000583,300.00000000001137,-441.0000000000025,72.99999999998974,757.9999999999814,,500.9999999999742
2015.06.17,-168.00000000000148,278.00000000000045,-441.0000000000025,-24.000000000001798,770.9999999999866,,415.99999999998124
2015.06.17,-39.999999999995595,442.00000000000904,-515.0000000000006,-53.999999999998494,924.999999999983,,757.9999999999973
2015.06.17,327.99999999999494,411.0000000000058,-546.999999999997,-180.0000000000024,1042.999999999978,,1054.999999999979
2015.06.17,373.99999999999653,553.0000000000035,-564.0000000000072,-201.00000000000674,1177.9999999999973,,1339.9999999999834
2015.06.17,336.9999999999984,450.00000000001705,-701.0000000000076,-192.99999999999872,1158.9999999999918,,1052.000000000001
2015.06.17,231.0000000000034,460.000000000016,-766.0000000000053,-167.9999999999904,1289.999999999992,,1047.0000000000157
2015.06.17,168.99999999999693,500.00000000001154,-775.0000000000057,-96.00000000000719,1426.9999999999925,,1224.999999999988
2015.06.17,83.9999999999952,414.00000000000324,-805.9999999999974,-38.0000000000047,1345.9999999999752,,999.9999999999716
2015.06.17,55.000000000005045,363.0000000000022,-811.000000000007,-100.0000000000112,1233.9999999999804,,740.9999999999695
2015.06.17,70.99999999999883,333.0000000000055,-789.0000000000015,-35.00000000000725,1191.9999999999789,,771.9999999999744
2015.06.17,134.0000000000008,419.9999999999982,-748.0000000000047,21.999999999988695,1263.9999999999816,,1091.9999999999645
