names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCAD,10,['NZDUSD'],100.0,-1.0,S
AUDUSD,20,"['AUDNZD', 'NZDJPY', 'NZDUSD', 'GBPUSD', 'AUDCAD', 'EURCAD', 'GBPAUD', 'GBPCAD', 'GBPJPY', 'CADJPY', 'CHFJPY', 'EURJPY']",100.0,0.5,B
NZDUSD,10,['AUDCHF'],80.0,0.6678968253968256,B
CHFJPY,20,"['CADCHF', 'AUDUSD', 'AUDCHF']",100.0,0.6709271284271288,B
CADCHF,15,"['EURNZD', 'EURCAD']",80.0,-1.0,S
AUDCHF,10,"['NZDUSD', 'EURNZD']",100.0,0.84,B
EURGBP,30,['EURUSD'],80.0,-0.12429156767015159,S
GBPCAD,30,"['AUDNZD', 'NZDJPY', 'EURCAD', 'AUDCAD', 'GBPJPY', 'CADJPY', 'GBPAUD']",100.0,-0.81,S
GBPAUD,15,"['AUDNZD', 'NZDJPY', 'EURCAD']",80.0,-0.2606666666666667,S
EURJPY,10,"['CADCHF', 'AUDUSD', 'AUDCHF']",80.0,1.0,B
EURCAD,10,['EURNZD'],100.0,0.6935952380952384,B
EURAUD,10,"['NZDCHF', 'AUDCHF']",100.0,-0.7581904761904761,S
EURNZD,50,"['AUDUSD', 'EURJPY']",80.0,-0.2350482804089615,S
CADJPY,10,['EURNZD'],80.0,-0.3625317460317461,S
AUDJPY,20,['AUDCAD'],80.0,-0.763307192807193,S
AUDCAD,20,"['EURUSD', 'EURCHF']",100.0,0.4412085137085138,B
NZDCAD,15,"['AUDNZD', 'GBPCAD', 'AUDCAD', 'GBPAUD', 'USDCHF']",100.0,-0.7366666666666666,S
