date,USDCAD,AUDJPY,empty,sum
2015.11.16,0.0,-194.99999999999318,,-194.99999999999318
2015.11.16,69.9999999999923,-172.9999999999876,,-102.99999999999531
2015.11.16,112.000000000001,-96.9999999999942,,15.000000000006793
2015.11.16,188.9999999999947,93.00000000000352,,281.99999999999824
2015.11.16,151.9999999999966,-81.99999999999363,,70.00000000000296
2015.11.16,224.000000000002,-33.999999999991815,,190.00000000001017
2015.11.16,192.99999999999872,-160.99999999998715,,32.00000000001157
2015.11.16,174.00000000000747,-146.99999999999136,,27.000000000016115
2015.11.16,174.00000000000747,-117.999999999995,,56.00000000001248
2015.11.16,164.00000000000858,-146.99999999999136,,17.000000000017224
2015.11.16,160.00000000000458,-140.00000000000057,,20.000000000004007
2015.11.16,157.00000000000713,-125.99999999999056,,31.00000000001657
2015.11.16,157.00000000000713,-109.99999999999943,,47.0000000000077
2015.11.16,185.99999999999727,-128.99999999999068,,57.000000000006594
2015.11.16,130.99999999999224,-114.99999999999488,,15.999999999997357
2015.11.16,83.00000000001084,-83.99999999998897,,-0.9999999999781295
2015.11.16,86.0000000000083,-80.99999999998886,,5.0000000000194404
2015.11.16,18.0000000000069,-118.99999999999977,,-100.99999999999287
2015.11.16,-14.999999999987246,-321.9999999999885,,-336.9999999999758
2015.11.16,-87.99999999999919,-390.99999999999113,,-478.99999999999034
2015.11.16,-35.00000000000725,-524.9999999999915,,-559.9999999999987
2015.11.16,-70.99999999999883,-512.999999999991,,-583.9999999999899
2015.11.16,-17.000000000000348,-533.0000000000013,,-550.0000000000016
2015.11.16,-4.000000000004,-577.9999999999887,,-581.9999999999927
2015.11.16,32.0000000000098,-535.9999999999872,,-503.9999999999774
2015.11.16,134.99999999999625,-408.9999999999918,,-273.99999999999557
2015.11.16,28.000000000005798,-497.99999999999045,,-469.99999999998465
2015.11.16,36.999999999998145,-501.99999999999534,,-464.9999999999972
2015.11.16,106.00000000000608,-444.9999999999932,,-338.9999999999871
2015.11.16,48.000000000003595,-435.99999999999284,,-387.99999999998926
2015.11.16,53.999999999998494,-415.9999999999968,,-361.9999999999983
2015.11.16,317.0000000000117,-289.99999999999204,,27.000000000019668
2015.11.16,405.0000000000109,-213.99999999999864,,191.00000000001228
2015.11.16,426.9999999999996,-275.99999999999625,,151.00000000000335
2015.11.16,510.00000000001046,-246.9999999999999,,263.0000000000106
2015.11.16,540.0000000000072,-235.99999999999,,304.00000000001717
2015.11.16,520.9999999999936,-211.9999999999891,,309.00000000000455
2015.11.16,536.0000000000032,-234.99999999999943,,301.00000000000375
2015.11.16,405.0000000000109,-259.00000000000034,,146.00000000001057
2015.11.16,272.00000000000557,-334.99999999999375,,-62.99999999998818
2015.11.16,300.00000000001137,-390.99999999999113,,-90.99999999997976
2015.11.16,232.00000000000998,-425.9999999999877,,-193.99999999997775
2015.11.16,204.00000000000418,-444.9999999999932,,-240.999999999989
2015.11.16,272.00000000000557,-448.99999999999807,,-176.9999999999925
2015.11.16,229.00000000001253,-403.99999999999636,,-174.99999999998383
2015.11.16,208.00000000000819,-403.99999999999636,,-195.99999999998818
2015.11.16,243.99999999999977,-390.99999999999113,,-146.99999999999136
2015.11.16,293.0000000000099,-410.99999999998715,,-117.99999999997726
2015.11.17,303.0000000000088,-387.00000000000045,,-83.99999999999164
2015.11.17,314.99999999999864,-422.9999999999876,,-107.99999999998897
2015.11.17,314.99999999999864,-443.9999999999884,,-128.99999999998977
2015.11.17,331.999999999999,-458.999999999989,,-126.99999999999
2015.11.17,286.99999999999284,-468.9999999999941,,-182.00000000000125
2015.11.17,229.00000000001253,-592.9999999999893,,-363.9999999999768
2015.11.17,266.999999999995,-446.9999999999885,,-179.99999999999352
2015.11.17,317.0000000000117,-556.999999999988,,-239.99999999997624
2015.11.17,302.0000000000023,-537.9999999999967,,-235.99999999999443
2015.11.17,339.0000000000004,-533.0000000000013,,-194.00000000000085
2015.11.17,374.999999999992,-474.9999999999943,,-100.00000000000233
2015.11.17,374.999999999992,-399.9999999999915,,-24.99999999999949
2015.11.17,370.00000000000364,-418.99999999999693,,-48.99999999999329
2015.11.17,351.0000000000124,-473.99999999998954,,-122.99999999997715
2015.11.17,356.00000000000074,-454.9999999999983,,-98.99999999999756
2015.11.17,354.0000000000099,-463.99999999999864,,-109.99999999998875
2015.11.17,353.0000000000033,-396.0000000000008,,-42.9999999999975
2015.11.17,337.99999999999386,-393.0000000000007,,-55.00000000000682
2015.11.17,334.9999999999964,-402.000000000001,,-67.0000000000046
2015.11.17,293.0000000000099,-316.99999999999307,,-23.999999999983174
2015.11.17,252.0000000000078,-306.99999999998795,,-54.99999999998016
2015.11.17,256.99999999999613,-319.9999999999932,,-62.999999999997044
2015.11.17,202.00000000001327,-504.99999999999545,,-302.99999999998215
2015.11.17,92.00000000000318,-556.999999999988,,-464.99999999998477
2015.11.17,103.00000000000864,-603.9999999999992,,-500.99999999999056
2015.11.17,8.999999999992347,-745.9999999999951,,-737.0000000000027
2015.11.17,5.999999999994898,-774.0000000000009,,-768.000000000006
2015.11.17,120.00000000000898,-690.9999999999883,,-570.9999999999793
2015.11.17,232.99999999999432,-716.9999999999987,,-484.00000000000443
2015.11.17,178.00000000001148,-722.999999999999,,-544.9999999999875
2015.11.17,39.999999999995595,-884.0000000000003,,-844.0000000000048
2015.11.17,-17.000000000000348,-884.0000000000003,,-901.0000000000007
2015.11.17,22.0000000000109,-868.9999999999998,,-846.9999999999889
2015.11.17,58.000000000002494,-860.99999999999,,-802.9999999999875
2015.11.17,25.999999999992696,-982.9999999999899,,-956.9999999999972
2015.11.17,90.99999999999665,-973.9999999999895,,-882.999999999993
2015.11.17,126.0000000000039,-864.9999999999949,,-738.999999999991
2015.11.17,72.0000000000054,-903.9999999999964,,-831.9999999999909
2015.11.17,160.00000000000458,-854.9999999999898,,-694.9999999999852
2015.11.17,131.99999999999878,-844.9999999999989,,-713.0000000000001
2015.11.17,134.99999999999625,-851.9999999999897,,-716.9999999999934
2015.11.17,136.00000000000279,-822.9999999999933,,-686.9999999999905
2015.11.17,126.0000000000039,-867.999999999995,,-741.9999999999911
2015.11.17,151.9999999999966,-857.9999999999899,,-705.9999999999933
2015.11.17,157.00000000000713,-841.9999999999987,,-684.9999999999916
2015.11.17,96.00000000000719,-842.9999999999893,,-746.9999999999822
2015.11.17,110.99999999999443,-829.9999999999983,,-719.0000000000039
2015.11.17,110.00000000001009,-833.999999999989,,-723.9999999999789
2015.11.18,123.00000000000644,-759.0000000000003,,-635.9999999999939
2015.11.18,141.00000000001333,-783.0000000000013,,-641.999999999988
2015.11.18,173.00000000000094,-768.9999999999912,,-595.9999999999903
2015.11.18,188.9999999999947,-772.9999999999961,,-584.0000000000014
2015.11.18,174.99999999999181,-768.0000000000007,,-593.0000000000089
2015.11.18,217.0000000000005,-739.9999999999949,,-522.9999999999943
2015.11.18,249.99999999999466,-757.9999999999956,,-508.0000000000009
2015.11.18,229.00000000001253,-715.999999999994,,-486.99999999998147
2015.11.18,234.00000000000088,-637.0000000000005,,-402.99999999999955
2015.11.18,232.99999999999432,-647.9999999999961,,-415.0000000000018
2015.11.18,209.9999999999991,-641.9999999999959,,-431.9999999999968
2015.11.18,258.0000000000027,-533.9999999999918,,-275.99999999998914
2015.11.18,178.99999999999582,-513.9999999999958,,-335.0
2015.11.18,180.0000000000024,-497.99999999999045,,-317.99999999998806
2015.11.18,185.00000000001293,-498.9999999999952,,-313.99999999998226
2015.11.18,180.0000000000024,-491.9999999999902,,-311.99999999998784
2015.11.18,144.99999999999514,-530.0000000000011,,-385.000000000006
2015.11.18,123.00000000000644,-555.9999999999974,,-432.99999999999096
2015.11.18,127.00000000001043,-541.9999999999874,,-414.9999999999769
2015.11.18,146.00000000000168,-465.999999999994,,-319.99999999999227
2015.11.18,42.0000000000087,-579.9999999999983,,-537.9999999999895
2015.11.18,35.00000000000725,-644.999999999996,,-609.9999999999887
2015.11.18,-7.0000000000014495,-652.9999999999916,,-659.9999999999931
2015.11.18,5.999999999994898,-693.9999999999884,,-687.9999999999935
2015.11.18,-1.0000000000065512,-661.9999999999919,,-662.9999999999985
2015.11.18,36.999999999998145,-655.0000000000011,,-618.000000000003
2015.11.18,59.000000000009045,-698.9999999999981,,-639.999999999989
2015.11.18,106.00000000000608,-659.9999999999966,,-553.9999999999905
2015.11.18,150.00000000000568,-669.9999999999875,,-519.9999999999818
2015.11.18,147.00000000000824,-685.9999999999928,,-538.9999999999845
2015.11.18,249.99999999999466,-634.9999999999909,,-384.99999999999625
2015.11.18,356.00000000000074,-595.9999999999894,,-239.9999999999887
2015.11.18,317.9999999999961,-619.9999999999903,,-301.99999999999426
2015.11.18,263.99999999999756,-681.999999999988,,-417.9999999999904
2015.11.18,323.0000000000066,-601.9999999999897,,-278.99999999998306
2015.11.18,354.9999999999942,-597.999999999999,,-243.00000000000477
2015.11.18,400.00000000000034,-497.99999999999045,,-97.99999999999011
2015.11.18,446.0000000000131,-422.9999999999876,,23.000000000025466
2015.11.18,522.0000000000002,-427.99999999999727,,94.00000000000296
2015.11.18,568.9999999999973,-419.9999999999875,,149.00000000000978
2015.11.18,509.00000000000387,-462.99999999999386,,46.000000000010004
2015.11.18,463.0000000000134,-473.99999999998954,,-10.999999999976126
2015.11.18,293.99999999999426,-609.9999999999994,,-316.0000000000052
2015.11.18,354.9999999999942,-655.0000000000011,,-300.00000000000693
2015.11.18,280.9999999999979,-777.000000000001,,-496.0000000000031
2015.11.18,191.99999999999218,-793.9999999999969,,-602.0000000000048
2015.11.18,66.99999999999484,-855.9999999999945,,-788.9999999999997
2015.11.18,32.999999999994145,-869.9999999999903,,-836.9999999999961
2015.11.19,24.000000000001798,-858.9999999999947,,-834.9999999999928
2015.11.19,63.000000000013046,-828.9999999999935,,-765.9999999999804
2015.11.19,15.999999999993797,-979.9999999999898,,-963.999999999996
2015.11.19,-48.000000000003595,-949.9999999999886,,-997.9999999999923
2015.11.19,-143.99999999998857,-1030.0000000000011,,-1173.9999999999898
2015.11.19,-157.99999999999147,-1128.9999999999907,,-1286.9999999999823
2015.11.19,-242.99999999999324,-1266.999999999996,,-1509.999999999989
2015.11.19,-375.9999999999986,-1432.9999999999927,,-1808.9999999999914
2015.11.19,-375.9999999999986,-1356.9999999999993,,-1732.999999999998
2015.11.19,-378.999999999996,-1335.9999999999986,,-1714.9999999999945
2015.11.19,-316.99999999998954,-1305.9999999999973,,-1622.9999999999868
2015.11.19,-408.9999999999927,-1192.9999999999977,,-1601.9999999999905
2015.11.19,-479.99999999999153,-1349.9999999999943,,-1829.999999999986
2015.11.19,-456.9999999999963,-1343.999999999994,,-1800.9999999999905
2015.11.19,-465.0000000000043,-1357.99999999999,,-1822.9999999999943
2015.11.19,-438.00000000000506,-1334.9999999999936,,-1772.9999999999986
2015.11.19,-435.0000000000076,-1351.9999999999895,,-1786.9999999999973
2015.11.19,-384.00000000000654,-1269.999999999996,,-1654.0000000000025
2015.11.19,-459.99999999999375,-1332.9999999999984,,-1792.9999999999923
2015.11.19,-344.99999999999534,-1262.999999999991,,-1607.9999999999864
2015.11.19,-414.00000000000324,-1289.999999999992,,-1703.9999999999952
2015.11.19,-522.0000000000002,-1353.999999999999,,-1875.9999999999993
2015.11.19,-516.9999999999897,-1332.9999999999984,,-1849.9999999999882
2015.11.19,-472.9999999999901,-1350.999999999999,,-1823.999999999989
2015.11.19,-465.99999999998863,-1341.9999999999986,,-1807.9999999999873
2015.11.19,-490.999999999997,-1315.9999999999882,,-1806.9999999999852
2015.11.19,-482.999999999989,-1352.9999999999945,,-1835.9999999999836
2015.11.19,-465.99999999998863,-1325.9999999999934,,-1791.999999999982
2015.11.19,-314.99999999999864,-1253.9999999999907,,-1568.9999999999893
2015.11.19,-313.99999999999204,-1212.9999999999939,,-1526.999999999986
2015.11.19,-190.00000000000128,-1217.9999999999893,,-1407.9999999999907
2015.11.19,-160.00000000000458,-1191.9999999999932,,-1351.9999999999977
2015.11.19,-310.9999999999946,-1164.999999999992,,-1475.9999999999866
2015.11.19,-344.99999999999534,-1229.9999999999898,,-1574.999999999985
2015.11.19,-350.9999999999902,-1350.999999999999,,-1701.9999999999893
2015.11.19,-344.99999999999534,-1470.9999999999895,,-1815.999999999985
2015.11.19,-431.99999999998795,-1458.999999999989,,-1890.999999999977
2015.11.19,-436.9999999999985,-1479.9999999999898,,-1916.9999999999882
2015.11.19,-350.00000000000585,-1414.999999999992,,-1764.999999999998
2015.11.19,-243.99999999999977,-1385.9999999999957,,-1629.9999999999955
2015.11.19,-136.99999999998712,-1344.9999999999989,,-1481.999999999986
2015.11.19,-140.99999999999113,-1353.999999999999,,-1494.9999999999902
2015.11.19,-65.00000000000395,-1334.9999999999936,,-1399.9999999999975
2015.11.19,-99.00000000000463,-1349.9999999999943,,-1448.9999999999989
2015.11.19,-121.99999999999989,-1365.9999999999995,,-1487.9999999999995
2015.11.19,-46.999999999997044,-1344.9999999999989,,-1391.999999999996
2015.11.19,-70.99999999999883,-1348.9999999999895,,-1419.9999999999884
2015.11.19,-177.00000000000495,-1365.9999999999995,,-1543.0000000000045
2015.11.20,-157.99999999999147,-1378.9999999999907,,-1536.9999999999823
2015.11.20,-97.9999999999981,-1373.9999999999952,,-1471.9999999999934
2015.11.20,-96.99999999999153,-1360.99999999999,,-1457.9999999999816
