,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['EURJPY', 'NZDJPY', 'CADJPY']",100.0,1.0,B
1,1,EURUSD,10,"['CHFJPY', 'EURJPY']",80.0,-0.9997357142857142,S
2,2,USDJPY,10,"['EURJPY', 'NZDJPY', 'CADJPY']",100.0,1.0,B
3,3,AUDUSD,10,['EURGBP'],80.0,0.7108132936507758,B
4,4,GBPCHF,15,"['USDCHF', 'EURUSD']",80.0,0.5013063247863245,B
5,5,EURCHF,10,['GBPCHF'],80.0,0.7777717857141999,B
6,6,CHFJPY,20,"['EURJPY', 'EURCHF']",80.0,-0.2771854380745634,S
7,7,CADCHF,10,"['EURJPY', 'NZDJPY', 'CADJPY']",100.0,1.0,B
8,8,NZDCHF,10,['GBPCHF'],80.0,0.7756627380951515,B
9,9,GBPJPY,15,['NZDCHF'],100.0,1.0,B
10,10,GBPAUD,50,"['EURGBP', 'GBPCHF', 'CHFJPY', 'AUDJPY', 'AUDCAD', 'EURCHF']",80.0,0.6269874427614843,B
11,11,EURJPY,10,['GBPCHF'],100.0,0.7782646428570571,B
12,12,EURCAD,20,"['EURJPY', 'NZDJPY']",80.0,-0.5374031401905972,S
13,13,EURNZD,10,"['EURCAD', 'USDCHF', 'AUDCHF', 'EURAUD', 'AUDNZD', 'USDJPY', 'EURUSD']",100.0,0.5439,B
14,14,CADJPY,10,"['GBPCHF', 'GBPCAD']",100.0,0.7543,B
15,15,NZDJPY,10,"['GBPCHF', 'GBPCAD']",100.0,0.7514,B
16,16,NZDCAD,10,['GBPUSD'],80.0,0.7162310317460127,B
