date,AUDUSD,GBPCHF,CHFJPY,NZDCHF,EURGBP,GBPJPY,EURJPY,CADJPY,NZDJPY,empty,sum
2016.04.18,0.0,-249.00000000001032,-61.99999999999761,-185.00000000000182,-33.000000000005244,-157.0000000000107,-102.00000000000387,-176.00000000000193,-177.99999999999727,,-1142.0000000000286
2016.04.18,121.99999999999989,-307.00000000001285,28.000000000005798,-231.99999999999886,2.000000000002,-10.99999999999568,-7.000000000005002,-168.99999999999693,-140.99999999999113,,-714.9999999999927
2016.04.18,77.00000000000485,-301.0000000000179,-64.99999999999773,-265.99999999999955,8.999999999992347,-193.9999999999884,-157.0000000000107,-189.99999999999773,-271.0000000000008,,-1358.0000000000155
2016.04.18,67.00000000000594,-275.000000000003,-37.9999999999967,-496.00000000000756,75.00000000000284,-158.99999999999181,-138.00000000000523,-194.00000000000261,-513.9999999999958,,-1671.999999999994
2016.04.18,124.00000000000189,-286.00000000000847,-88.99999999999864,-651.0000000000016,88.99999999999464,-225.9999999999991,-183.9999999999975,-72.99999999999329,-703.9999999999935,,-1999.999999999996
2016.04.18,-167.9999999999904,-249.00000000001032,-33.00000000000125,-436.00000000000307,105.99999999999498,-120.00000000000455,-126.00000000000477,-52.99999999999727,-437.9999999999882,,-1517.0000000000048
2016.04.18,-130.99999999999224,-191.00000000000784,131.00000000000023,-257.0000000000072,129.9999999999968,223.0000000000132,72.00000000000273,134.00000000000034,-117.999999999995,,-6.999999999989086
2016.04.18,-15.999999999993797,-263.00000000001324,164.00000000000148,-289.0000000000059,112.99999999999643,227.00000000000387,110.99999999999,125.0,-143.99999999999125,,27.99999999998755
2016.04.18,32.0000000000098,-219.99999999999798,138.00000000000523,-448.9999999999994,117.99999999999588,199.99999999998863,95.99999999998943,-1.0000000000047748,-353.9999999999992,,-440.0000000000124
2016.04.18,135.00000000000733,-204.00000000000418,144.00000000000546,-469.0000000000083,121.99999999999989,219.99999999999886,107.99999999998988,-13.999999999995794,-294.9999999999875,,-252.99999999999432
2016.04.18,60.00000000000449,-225.00000000000853,391.9999999999959,-479.0000000000072,82.99999999999974,526.0000000000105,357.9999999999899,147.99999999999613,-179.9999999999926,,682.9999999999883
2016.04.18,47.00000000000814,-225.00000000000853,337.0000000000033,-587.0000000000042,71.99999999999429,451.9999999999982,328.9999999999935,57.00000000000216,-334.99999999999375,,146.99999999999307
2016.04.18,179.00000000000693,-213.00000000001873,365.99999999999966,-579.0000000000073,86.99999999999264,478.00000000000864,363.9999999999901,81.00000000000307,-346.9999999999942,,415.9999999999808
2016.04.18,213.00000000000762,-209.9999999999991,328.00000000000296,-569.0000000000084,95.99999999999609,418.00000000000637,313.99999999999295,58.000000000006935,-344.99999999999886,,303.0000000000065
2016.04.18,152.00000000000767,-211.00000000000563,302.0000000000067,-562.0000000000069,90.0000000000012,419.9999999999875,308.9999999999975,55.999999999997385,-338.99999999999864,,216.9999999999868
2016.04.18,169.00000000000804,-202.00000000001327,269.999999999996,-600.0000000000006,102.00000000000209,384.9999999999909,292.99999999999216,34.99999999999659,-390.00000000000057,,61.99999999997141
2016.04.18,187.00000000000384,-189.00000000001694,329.9999999999983,-587.0000000000042,105.99999999999498,454.00000000000773,314.9999999999977,67.00000000000728,-385.9999999999957,,296.99999999999307
2016.04.18,155.00000000000514,-141.99999999999767,371.9999999999999,-538.0000000000051,97.00000000000264,586.0000000000127,402.000000000001,120.00000000000455,-285.99999999998715,,766.000000000036
2016.04.18,77.00000000000485,-120.00000000000898,284.9999999999966,-535.0000000000077,119.00000000000244,586.9999999999891,320.99999999999795,149.0000000000009,-293.99999999999693,,588.9999999999782
2016.04.18,-36.999999999998145,-18.0000000000069,257.99999999999557,-479.0000000000072,161.00000000000003,555.0000000000068,310.0000000000023,90.00000000000341,-280.9999999999917,,559.0000000000041
2016.04.18,-56.0000000000005,136.00000000000279,97.00000000000841,-411.0000000000058,253.99999999999866,532.0000000000107,89.9999999999892,90.99999999999397,-300.9999999999877,,432.00000000000966
2016.04.18,157.00000000000713,-175.00000000001404,-161.00000000000136,-567.0000000000064,100.99999999999554,-115.99999999998545,-167.0000000000016,-275.0000000000057,-640.9999999999911,,-1844.000000000003
2016.04.18,334.00000000000097,-268.0000000000016,-99.99999999999432,-609.9999999999994,44.99999999999504,-108.00000000000409,-115.99999999999966,-302.99999999999727,-655.9999999999917,,-1781.9999999999923
2016.04.18,312.00000000000114,-219.99999999999798,-334.99999999999375,-626.9999999999998,46.00000000000159,-444.9999999999932,-328.00000000000296,-585.9999999999985,-839.9999999999892,,-3022.9999999999723
2016.04.18,443.0000000000045,-135.00000000001845,-387.00000000000045,-611.000000000006,109.99999999999899,-445.99999999999795,-393.0000000000007,-697.0000000000027,-879.9999999999955,,-2996.000000000018
2016.04.18,455.0000000000054,-141.99999999999767,-346.9999999999942,-582.0000000000048,119.99999999999788,-377.9999999999859,-371.9999999999999,-665.9999999999968,-800.9999999999877,,-2712.9999999999636
2016.04.18,562.0000000000069,-286.00000000000847,-320.99999999999795,-589.0000000000061,36.0000000000027,-516.9999999999959,-335.9999999999985,-820.999999999998,-812.9999999999882,,-3084.9999999999836
2016.04.18,544.0,-205.00000000001074,-322.9999999999933,-618.0000000000074,73.00000000000084,-412.00000000000614,-314.9999999999977,-766.9999999999959,-803.9999999999878,,-2826.999999999998
2016.04.18,524.0000000000023,-188.00000000001037,-253.0000000000001,-641.9999999999982,86.99999999999264,-290.9999999999968,-257.000000000005,-551.0000000000019,-810.9999999999928,,-2382.0000000000105
2016.04.18,565.0000000000044,-60.99999999999994,-189.99999999999773,-662.000000000007,146.99999999999713,-18.000000000000682,-165.00000000000625,-420.0000000000017,-765.0000000000006,,-1569.0000000000123
2016.04.18,491.0000000000081,-41.000000000002146,-274.0000000000009,-657.0000000000076,198.99999999999363,-159.9999999999966,-340.0000000000034,-492.00000000000443,-842.9999999999893,,-2117.0000000000027
2016.04.18,640.0000000000073,-195.00000000001182,-653.9999999999964,-764.0000000000091,110.99999999999443,-879.9999999999955,-792.0000000000016,-867.0000000000044,-1086.999999999989,,-4488.000000000006
2016.04.18,622.0000000000003,-167.00000000000603,-489.0000000000043,-619.9999999999983,107.99999999999699,-651.0000000000105,-596.0000000000036,-757.000000000005,-964.9999999999892,,-3515.0000000000196
2016.04.18,589.0000000000061,-431.0000000000036,-685.0000000000023,-523.0000000000068,-47.00000000000814,-1145.9999999999866,-805.0000000000068,-1073.9999999999982,-962.9999999999939,,-5085.0
