date,USDCHF,EURUSD,USDJPY,GBPCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2016.12.12,44.99999999998394,106.99999999999044,-22.999999999996135,110.99999999999443,-33.00000000000125,9.999999999998899,92.99999999999864,31.999999999998696,39.00000000000014,-143.00000000000068,-147.00000000000557,258.0000000000027,-37.00000000000614,12.000000000000455,96.9999999999942,,420.99999999995276
2016.12.12,0.9999999999843467,126.99999999998823,-69.00000000000261,-32.999999999994145,-74.99999999998863,-110.99999999999443,10.999999999994348,39.00000000000014,38.0000000000047,-256.0000000000002,-210.99999999999852,360.0000000000048,-145.00000000001023,-47.99999999998761,84.00000000000318,,-287.9999999999967
2016.12.12,-58.000000000002494,51.000000000001044,-159.00000000000603,17.000000000000348,-185.99999999999284,-297.9999999999983,-120.00000000000898,4.999999999999449,75.00000000000284,-213.99999999999864,-216.99999999999875,255.00000000000523,-367.00000000000443,-208.99999999998897,19.99999999999602,,-1404.9999999999945
2016.12.12,-29.00000000001235,131.99999999999878,-34.99999999999659,-93.99999999999409,-106.99999999999932,-180.0000000000024,-116.00000000000499,-27.999999999994696,46.00000000000159,-229.00000000001342,-186.9999999999976,258.0000000000027,-172.00000000001125,-142.99999999998647,40.99999999999682,,-843.0000000000134
2016.12.12,-188.00000000001037,-33.00000000001635,-218.00000000000352,-205.99999999999508,-101.99999999998965,-268.99999999999704,-142.00000000000878,-58.000000000002494,-25.999999999992696,-367.00000000001864,-186.00000000000705,184.00000000000637,-274.0000000000009,-176.9999999999925,7.999999999995566,,-2054.0000000000337
2016.12.12,-121.99999999999989,39.999999999995595,-111.99999999999477,-156.00000000000057,-78.99999999999352,-248.99999999999923,-171.00000000001003,-95.99999999999609,16.0000000000049,-266.9999999999959,-159.9999999999966,123.99999999999079,-228.00000000000864,-183.9999999999975,-15.000000000000568,,-1659.0000000000023
2016.12.12,-39.00000000001125,147.99999999999258,-27.000000000001023,-34.000000000000696,-83.99999999998897,-268.99999999999704,-243.00000000000432,-124.99999999999733,109.00000000000354,-139.00000000001,-195.99999999999795,99.00000000000463,-252.00000000000955,-270.9999999999866,-51.00000000000193,,-1374.000000000006
2016.12.12,15.999999999993797,217.0000000000005,-48.00000000000182,2.999999999997449,-167.99999999999216,-204.99999999999963,-176.0000000000095,-137.9999999999937,145.00000000000622,-194.00000000001683,-295.0000000000017,92.00000000000318,-246.00000000000932,-257.99999999999557,-126.00000000000477,,-1381.0000000000239
2016.12.12,-17.000000000000348,231.99999999998778,128.0000000000001,-28.000000000005798,41.00000000001103,-212.99999999999653,-184.00000000000637,-181.9999999999933,161.00000000000003,33.999999999991815,-126.00000000000477,68.00000000000139,-93.00000000000352,-107.99999999998988,-22.999999999996135,,-310.0000000000045
2016.12.12,51.000000000001044,303.9999999999932,96.9999999999942,28.999999999990145,-62.99999999998818,-182.99999999999983,-132.0000000000099,-156.99999999999602,203.00000000000873,-33.00000000001546,-242.00000000000443,120.00000000000898,-140.00000000000057,-128.0000000000001,-72.00000000000273,,-346.0000000000209
