date,USDCAD,EURCHF,GBPCAD,GBPAUD,empty,sum
2016.01.04,-1472.999999999991,-208.00000000000819,-1818.0000000000084,-2698.0000000000005,,-6197.000000000007
2016.01.04,-1420.9999999999834,-242.99999999999324,-1826.0000000000166,-2805.9999999999973,,-6295.999999999991
2016.01.04,-1416.9999999999793,-236.00000000001398,-1848.0000000000273,-2750.9999999999923,,-6252.000000000013
2016.01.04,-1389.9999999999802,-156.00000000000057,-1814.0000000000266,-2768.9999999999773,,-6128.9999999999845
2016.01.04,-1312.9999999999864,-184.00000000000637,-1818.0000000000084,-2655.999999999992,,-5970.999999999993
2016.01.04,-1385.9999999999984,-202.9999999999976,-1836.9999999999998,-2652.00000000001,,-6078.0000000000055
2016.01.05,-1390.9999999999866,-371.00000000001023,-1832.0000000000114,-2802.9999999999777,,-6396.999999999985
2016.01.05,-1303.999999999994,-255.00000000000523,-1695.000000000002,-2895.000000000003,,-6149.000000000005
2016.01.05,-1271.9999999999843,-225.00000000000853,-1570.0000000000268,-2809.999999999979,,-5876.999999999998
2016.01.05,-1253.9999999999995,-181.00000000000892,-1589.0000000000182,-2730.9999999999945,,-5755.000000000021
2016.01.05,-1228.9999999999911,-197.00000000000273,-1516.0000000000284,-2629.999999999999,,-5572.000000000022
2016.01.05,-1160.9999999999898,-208.00000000000819,-1490.0000000000357,-2744.9999999999973,,-5604.000000000031
2016.01.05,-1157.9999999999923,-205.99999999999508,-1504.0000000000387,-2742.9999999999845,,-5611.000000000011
2016.01.05,-1146.9999999999868,-180.0000000000024,-1475.0000000000264,-2674.9999999999827,,-5476.999999999998
2016.01.05,-1063.9999999999982,-232.99999999999432,-1413.0000000000198,-2181.999999999995,,-4892.000000000007
2016.01.05,-979.9999999999809,-319.0000000000026,-1167.0000000000068,-2096.999999999971,,-4562.999999999962
2016.01.05,-927.9999999999955,-317.9999999999961,-1158.0000000000368,-2117.9999999999754,,-4522.000000000004
2016.01.05,-946.9999999999867,-323.0000000000066,-1226.0000000000382,-2350.999999999992,,-4847.000000000024
2016.01.05,-947.9999999999933,-324.9999999999975,-1283.0000000000118,-2307.999999999977,,-4863.99999999998
2016.01.05,-971.9999999999951,-320.00000000000915,-1243.0000000000164,-2238.000000000007,,-4773.000000000027
2016.01.05,-1044.9999999999848,-354.9999999999942,-1307.999999999998,-2342.999999999984,,-5050.999999999962
2016.01.05,-1065.999999999989,-331.999999999999,-1406.0000000000184,-2454.0000000000005,,-5258.000000000007
2016.01.05,-1118.9999999999811,-302.0000000000023,-1457.0000000000416,-2573.9999999999873,,-5452.000000000013
2016.01.05,-1088.0,-261.0000000000001,-1463.0000000000364,-2299.0000000000064,,-5111.000000000043
2016.01.05,-1070.9999999999998,-287.9999999999994,-1453.0000000000155,-2226.999999999979,,-5038.999999999994
2016.01.05,-1045.9999999999914,-312.00000000000114,-1327.0000000000337,-2171.999999999974,,-4857.0
2016.01.05,-1124.9999999999982,-222.00000000001108,-1335.0000000000416,-2166.9999999999854,,-4849.000000000036
2016.01.05,-1228.9999999999911,-245.0000000000063,-1268.0000000000025,-2322.9999999999864,,-5064.999999999986
2016.01.05,-1225.9999999999939,-246.99999999999721,-1449.0000000000337,-2700.9999999999754,,-5623.0
2016.01.05,-1245.9999999999916,-259.0000000000092,-1481.0000000000211,-2766.000000000002,,-5752.000000000024
2016.01.05,-1355.9999999999795,-307.00000000001285,-1248.0000000000045,-2638.999999999969,,-5549.999999999965
2016.01.05,-1278.9999999999857,-314.99999999999864,-1158.9999999999989,-2618.000000000009,,-5370.999999999993
2016.01.05,-1327.999999999996,-241.00000000000233,-1089.0000000000289,-2671.0000000000014,,-5329.000000000029
2016.01.05,-1185.9999999999982,-141.00000000001333,-926.0000000000268,-2641.9999999999886,,-4895.000000000027
2016.01.05,-1315.9999999999839,-107.99999999999699,-1160.0000000000055,-2659.9999999999736,,-5243.99999999996
2016.01.05,-1293.9999999999952,-226.99999999999943,-1204.0000000000273,-2754.999999999974,,-5479.999999999996
2016.01.05,-1231.9999999999886,-358.00000000001387,-1095.0000000000236,-2734.9999999999764,,-5420.000000000003
2016.01.05,-1217.9999999999857,-314.00000000001427,-1017.0000000000013,-2571.0000000000123,,-5120.000000000014
2016.01.05,-1307.999999999998,-245.0000000000063,-1293.000000000033,-3055.9999999999923,,-5902.000000000029
2016.01.05,-1525.999999999983,-285.00000000000193,-1470.000000000038,-3006.999999999982,,-6288.000000000005
2016.01.05,-1617.9999999999861,-320.9999999999935,-1387.000000000027,-3197.9999999999895,,-6523.999999999996
2016.01.05,-1712.9999999999868,-336.00000000000296,-1353.0000000000264,-3229.9999999999773,,-6631.999999999994
2016.01.05,-2054.0000000000005,-293.99999999999426,-1893.0000000000114,-3236.9999999999786,,-7477.999999999984
2016.01.05,-1983.9999999999857,-302.0000000000023,-1849.0000000000339,-3153.000000000006,,-7288.000000000027
2016.01.05,-1973.9999999999868,-287.9999999999994,-1775.9999999999998,-3078.0000000000027,,-7115.999999999989
2016.01.05,-1891.9999999999825,-307.99999999999716,-1785.0000000000143,-3098.000000000001,,-7082.9999999999945
2016.01.05,-1993.9999999999848,-303.9999999999932,-1968.000000000014,-3214.000000000006,,-7479.999999999998
2016.01.05,-1863.999999999999,-307.00000000001285,-1833.000000000018,-3186.0,,-7190.00000000003
2016.01.05,-1854.9999999999845,-307.99999999999716,-1778.000000000013,-3018.999999999972,,-6959.999999999966
2016.01.05,-1837.999999999984,-351.99999999999676,-1759.0000000000216,-2958.999999999978,,-6907.999999999981
2016.01.05,-1871.9999999999848,-353.0000000000033,-1808.0000000000318,-2933.9999999999923,,-6967.000000000013
2016.01.05,-1878.9999999999861,-326.0000000000041,-1836.9999999999998,-2809.999999999979,,-6851.999999999969
2016.01.05,-1824.9999999999877,-310.0000000000103,-1819.000000000015,-2667.9999999999814,,-6621.9999999999945
2016.01.05,-1817.9999999999864,-320.00000000000915,-1885.0000000000034,-2835.0000000000095,,-6858.000000000009
2016.01.06,-1779.9999999999816,-390.0000000000015,-1790.0000000000027,-2754.000000000012,,-6713.999999999998
2016.01.06,-1799.9999999999793,-326.0000000000041,-1840.0000000000193,-2828.9999999999704,,-6794.999999999973
2016.01.06,-1706.9999999999918,-324.9999999999975,-1726.0000000000275,-2830.9999999999836,,-6589.0
2016.01.06,-1772.9999999999802,-296.0000000000074,-1798.0000000000107,-2783.9999999999864,,-6650.9999999999845
2016.01.06,-1754.9999999999955,-330.9999999999924,-1744.0000000000123,-2820.0000000000005,,-6650.0
2016.01.06,-1780.9999999999882,-330.0000000000081,-1788.000000000034,-2574.999999999994,,-6474.000000000025
2016.01.06,-2019.9999999999995,-324.9999999999975,-2134.000000000036,-3607.0000000000045,,-8086.000000000037
2016.01.06,-2012.9999999999982,-259.9999999999936,-2070.0000000000164,-3779.999999999983,,-8122.999999999991
2016.01.06,-2045.9999999999923,-252.0000000000078,-2138.0000000000177,-4091.9999999999845,,-8528.000000000004
2016.01.06,-2258.9999999999886,-242.99999999999324,-2424.000000000026,-4177.999999999971,,-9103.999999999978
2016.01.06,-2216.99999999998,-293.99999999999426,-2286.0000000000105,-4113.999999999995,,-8910.99999999998
2016.01.06,-2222.9999999999973,-312.00000000000114,-2338.00000000004,-3926.0000000000073,,-8799.000000000045
2016.01.06,-2153.999999999989,-293.99999999999426,-2276.0000000000337,-3669.000000000011,,-8393.000000000027
2016.01.06,-2185.999999999999,-309.0000000000037,-2270.0000000000387,-3706.9999999999936,,-8472.000000000036
2016.01.06,-2209.9999999999786,-286.00000000000847,-2243.0000000000396,-3798.9999999999745,,-8538.000000000002
2016.01.06,-2246.999999999999,-275.000000000003,-2242.0000000000327,-3696.0000000000105,,-8460.000000000045
2016.01.06,-2309.99999999999,-258.0000000000027,-2284.0000000000414,-4286.000000000012,,-9138.000000000047
2016.01.06,-2269.999999999994,-239.00000000001143,-2321.0000000000173,-4136.999999999968,,-8966.99999999999
2016.01.06,-2359.0,-347.0000000000084,-2304.0000000000396,-4286.9999999999745,,-9297.000000000022
2016.01.06,-2388.999999999997,-436.9999999999985,-2279.0000000000086,-4002.9999999999786,,-9107.999999999982
2016.01.06,-2764.9999999999955,-439.0000000000116,-2636.000000000038,-4278.000000000004,,-10118.00000000005
2016.01.06,-2789.9999999999814,-408.9999999999927,-2736.0000000000273,-4669.999999999996,,-10604.999999999998
2016.01.06,-2810.999999999986,-377.0000000000051,-2880.000000000038,-4824.99999999999,,-10893.000000000018
2016.01.06,-2791.9999999999945,-351.0000000000124,-2801.000000000009,-5298.999999999987,,-11243.000000000004
2016.01.06,-2889.9999999999927,-348.9999999999993,-3059.000000000012,-5225.999999999997,,-11524.0
2016.01.06,-2881.0,-368.00000000001273,-3105.0000000000023,-5289.999999999973,,-11643.999999999987
2016.01.06,-2845.999999999993,-404.0000000000044,-3109.000000000028,-5342.000000000003,,-11701.00000000003
2016.01.06,-2759.0000000000005,-320.00000000000915,-3067.0000000000196,-5087.999999999982,,-11234.000000000011
2016.01.06,-2818.9999999999936,-320.9999999999935,-2995.9999999999986,-4977.000000000009,,-11112.999999999995
2016.01.06,-2829.999999999999,-303.9999999999932,-2949.000000000002,-4945.999999999984,,-11028.999999999978
2016.01.06,-2950.9999999999927,-300.00000000001137,-3008.0000000000327,-5039.999999999978,,-11299.000000000015
2016.01.06,-2673.9999999999986,-245.0000000000063,-2615.000000000034,-4957.000000000012,,-10491.000000000051
2016.01.06,-2699.9999999999914,-225.99999999999287,-2568.000000000037,-4712.0000000000055,,-10206.000000000025
2016.01.06,-2698.0000000000005,-273.9999999999965,-2626.0000000000173,-4504.999999999981,,-10102.999999999996
2016.01.06,-2571.9999999999964,-241.00000000000233,-2394.0000000000073,-4546.99999999999,,-9753.999999999996
2016.01.06,-2898.0000000000005,-303.9999999999932,-2567.0000000000305,-4754.999999999976,,-10524.0
2016.01.06,-2820.0000000000005,-296.0000000000074,-2465.000000000028,-4780.000000000006,,-10361.000000000044
2016.01.06,-2725.999999999984,-205.99999999999508,-2541.0000000000377,-4783.999999999988,,-10257.000000000004
2016.01.06,-2809.999999999979,-200.00000000000017,-2546.000000000026,-5087.999999999982,,-10643.999999999987
2016.01.06,-2837.0000000000005,-164.99999999999292,-2602.9999999999995,-5153.99999999997,,-10758.999999999964
2016.01.06,-2866.9999999999973,-96.00000000000719,-2648.000000000028,-5140.999999999974,,-10752.000000000007
2016.01.06,-2864.999999999984,-144.99999999999514,-2686.0000000000105,-5266.999999999999,,-10962.999999999989
2016.01.06,-2834.9999999999877,-151.00000000001222,-2750.00000000003,-5190.99999999999,,-10927.00000000002
2016.01.06,-2905.9999999999864,-160.00000000000458,-2806.000000000042,-5041.999999999991,,-10914.000000000024
2016.01.06,-2898.999999999985,-133.00000000000534,-2873.000000000037,-5179.0,,-11084.000000000027
2016.01.06,-2823.9999999999823,-120.00000000000898,-2711.000000000041,-5101.9999999999845,,-10757.000000000018
2016.01.06,-2737.999999999996,-117.00000000001154,-2559.0000000000223,-4944.999999999977,,-10359.000000000007
2016.01.06,-2738.9999999999804,-171.00000000001003,-2636.000000000038,-4963.000000000006,,-10509.000000000036
2016.01.07,-2663.9999999999995,-198.00000000000927,-2469.00000000001,-4854.000000000003,,-10185.000000000022
2016.01.07,-2660.99999999998,-161.00000000001114,-2515.0000000000005,-4909.99999999997,,-10246.99999999996
2016.01.07,-2648.9999999999905,-163.00000000000205,-2433.0000000000405,-4927.999999999999,,-10173.000000000033
2016.01.07,-2562.999999999982,-164.99999999999292,-2340.0000000000086,-4498.999999999986,,-9566.99999999997
2016.01.07,-2593.999999999985,-164.99999999999292,-2424.000000000026,-4563.000000000006,,-9746.000000000011
2016.01.07,-2629.999999999999,-164.99999999999292,-2440.0000000000423,-4829.999999999979,,-10065.000000000015
2016.01.07,-2801.999999999993,-158.99999999999804,-2763.0000000000264,-5804.000000000009,,-11528.000000000027
2016.01.07,-2895.9999999999873,-150.00000000000568,-2903.000000000011,-6185.99999999998,,-12134.999999999984
2016.01.07,-3036.9999999999786,-143.00000000000423,-3056.0000000000364,-6143.999999999972,,-12379.99999999999
2016.01.07,-2939.9999999999873,-184.00000000000637,-2994.00000000003,-5993.000000000004,,-12111.000000000027
2016.01.07,-2935.999999999983,-174.00000000000747,-2894.000000000041,-5876.999999999999,,-11881.00000000003
2016.01.07,-2955.999999999981,-212.00000000001216,-2890.0000000000146,-5736.99999999997,,-11794.999999999978
2016.01.07,-2933.9999999999923,-178.99999999999582,-2854.000000000001,-5509.999999999993,,-11476.999999999982
2016.01.07,-2985.9999999999995,-202.00000000001327,-2940.0000000000314,-5634.0000000000055,,-11762.00000000005
2016.01.07,-2982.99999999998,-200.00000000000017,-2963.0000000000045,-5716.00000000001,,-11861.999999999995
2016.01.07,-3101.9999999999827,-222.00000000001108,-3176.000000000023,-6025.999999999998,,-12526.000000000015
2016.01.07,-3155.999999999981,-286.99999999999284,-3209.0000000000173,-5988.999999999977,,-12640.999999999967
2016.01.07,-3204.9999999999914,-292.00000000000335,-3252.0000000000327,-6049.999999999977,,-12799.000000000004
2016.01.07,-3170.9999999999905,-278.00000000000045,-3157.000000000032,-5675.99999999997,,-12281.999999999993
2016.01.07,-3221.9999999999914,-276.00000000000955,-3041.000000000027,-5357.000000000012,,-11896.00000000004
2016.01.07,-3233.9999999999814,-219.00000000001364,-2807.000000000004,-5004.000000000008,,-11264.000000000007
2016.01.07,-3428.999999999993,-217.0000000000005,-2803.0000000000223,-5525.000000000002,,-11974.000000000018
2016.01.07,-3427.999999999987,-86.99999999999264,-3175.000000000017,-6162.000000000001,,-12851.999999999996
2016.01.07,-3290.9999999999995,-8.999999999992347,-2909.000000000006,-5730.999999999975,,-11939.999999999975
2016.01.07,-3257.999999999983,-66.00000000001049,-2411.00000000003,-5638.999999999994,,-11374.000000000018
2016.01.07,-3274.9999999999836,-117.00000000001154,-2415.0000000000114,-5831.000000000008,,-11638.000000000015
2016.01.07,-3255.9999999999923,-116.00000000000499,-2417.0000000000246,-6329.999999999991,,-12119.000000000013
2016.01.07,-3308.999999999984,-127.99999999999478,-2591.00000000001,-6231.999999999971,,-12259.99999999996
2016.01.07,-3560.999999999992,-63.000000000013046,-2568.000000000037,-6184.000000000012,,-12376.000000000055
2016.01.07,-3447.9999999999845,-86.0000000000083,-2665.0000000000064,-6428.000000000012,,-12627.000000000011
2016.01.07,-3540.999999999994,-60.99999999999994,-3015.000000000034,-6726.00000000001,,-13343.000000000038
2016.01.07,-3236.9999999999786,-53.00000000001415,-2517.0000000000136,-6611.000000000011,,-12418.000000000018
2016.01.07,-3037.999999999985,-68.00000000000139,-2159.000000000022,-6355.999999999984,,-11620.999999999993
2016.01.07,-2855.999999999992,-83.00000000001084,-2103.0000000000105,-6346.000000000007,,-11388.00000000002
2016.01.07,-2914.9999999999786,1.0000000000065512,-2295.000000000025,-6327.999999999978,,-11536.999999999975
2016.01.07,-2653.9999999999786,-63.000000000013046,-1943.000000000028,-5851.999999999968,,-10511.999999999989
2016.01.07,-2659.999999999996,-83.00000000001084,-1603.0000000000211,-5568.999999999979,,-9915.000000000007
2016.01.07,-2561.9999999999977,39.999999999995595,-1529.0000000000248,-5546.000000000006,,-9597.000000000033
2016.01.07,-2647.9999999999836,35.999999999991594,-1557.0000000000305,-5445.999999999973,,-9614.999999999995
2016.01.07,-2589.9999999999814,28.000000000005798,-1646.9999999999984,-5567.000000000011,,-9775.999999999985
2016.01.07,-2715.000000000001,-59.000000000009045,-2162.000000000042,-6106.999999999995,,-11043.000000000047
2016.01.07,-2855.999999999992,-131.99999999999878,-2331.0000000000387,-6668.999999999992,,-11988.000000000022
2016.01.07,-2780.999999999989,-154.0000000000097,-2302.0000000000264,-6651.999999999969,,-11888.999999999995
2016.01.07,-2818.9999999999936,-177.00000000000495,-2385.999999999999,-6822.999999999979,,-12204.999999999978
2016.01.07,-2773.9999999999877,-209.9999999999991,-2486.0000000000327,-6909.999999999972,,-12379.999999999993
2016.01.07,-2838.9999999999914,-187.00000000000384,-2600.0000000000246,-6572.9999999999845,,-12199.000000000004
2016.01.07,-2886.999999999995,-164.00000000000858,-2695.000000000025,-6580.999999999993,,-12327.000000000022
2016.01.07,-3024.9999999999886,-261.0000000000001,-2831.0000000000277,-6574.999999999997,,-12692.000000000015
2016.01.08,-3039.999999999998,-310.9999999999946,-2851.000000000026,-6491.999999999986,,-12694.000000000004
2016.01.08,-3086.9999999999955,-151.9999999999966,-3056.9999999999986,-6321.999999999984,,-12617.999999999975
2016.01.08,-3072.9999999999923,-161.00000000001114,-3038.0000000000073,-6323.999999999996,,-12596.000000000007
2016.01.08,-2953.99999999999,-177.00000000000495,-2764.000000000033,-6391.999999999997,,-12287.000000000025
2016.01.08,-3010.999999999986,-202.9999999999976,-2801.000000000009,-6464.999999999987,,-12479.99999999998
2016.01.08,-2921.99999999998,-195.9999999999962,-2711.000000000041,-6129.999999999969,,-11958.999999999985
2016.01.08,-2942.0,-248.00000000000378,-2687.0000000000173,-6484.999999999985,,-12362.000000000007
2016.01.08,-2762.9999999999823,-239.99999999999577,-2597.000000000005,-5915.999999999988,,-11515.99999999997
2016.01.08,-2672.9999999999923,-278.00000000000045,-2384.0000000000305,-5376.000000000003,,-10711.000000000025
2016.01.08,-2742.9999999999845,-252.99999999999213,-2643.0000000000396,-5466.999999999977,,-11105.999999999993
2016.01.08,-2740.9999999999936,-234.00000000000088,-2768.000000000015,-5495.99999999999,,-11239.0
2016.01.08,-2709.99999999999,-279.00000000000705,-2628.0000000000305,-5350.00000000001,,-10967.000000000036
2016.01.08,-2713.999999999994,-283.99999999999534,-2631.0000000000055,-5349.000000000004,,-10977.999999999998
2016.01.08,-2694.999999999981,-276.9999999999939,-2548.000000000039,-5177.999999999994,,-10698.000000000007
2016.01.08,-2706.9999999999927,-252.99999999999213,-2595.999999999998,-5357.000000000012,,-10912.999999999996
2016.01.08,-2723.999999999993,-246.00000000001288,-2531.0000000000164,-5305.999999999988,,-10807.000000000011
2016.01.08,-2715.000000000001,-246.99999999999721,-2358.0000000000377,-5202.99999999998,,-10523.000000000016
2016.01.08,-2679.9999999999936,-253.99999999999866,-2316.000000000029,-5122.999999999989,,-10373.000000000011
2016.01.08,-2776.999999999985,-236.00000000001398,-2479.0000000000314,-5118.0,,-10610.000000000031
2016.01.08,-2975.9999999999786,-181.9999999999933,-2806.000000000042,-5736.000000000008,,-11700.000000000022
2016.01.08,-3020.0000000000005,-167.00000000000603,-2939.000000000025,-5842.999999999998,,-11969.00000000003
2016.01.08,-3040.9999999999827,-86.0000000000083,-2832.0000000000346,-5711.999999999984,,-11671.00000000001
2016.01.08,-2995.9999999999986,-7.0000000000014495,-2868.000000000004,-6051.999999999991,,-11922.999999999995
2016.01.08,-3023.9999999999823,69.9999999999923,-2940.0000000000314,-6169.000000000002,,-12063.000000000024
2016.01.08,-3045.999999999993,38.99999999998904,-2933.00000000003,-6137.999999999976,,-12078.000000000011
2016.01.08,-3115.9999999999854,-7.0000000000014495,-2936.0000000000055,-6172.999999999984,,-12231.999999999976
2016.01.08,-3132.999999999986,-69.00000000000794,-2933.00000000003,-6477.999999999984,,-12613.000000000007
2016.01.08,-3104.99999999998,-113.00000000000753,-2867.000000000042,-6504.999999999983,,-12590.000000000011
2016.01.08,-3053.999999999979,-148.99999999999915,-2629.000000000037,-6211.000000000011,,-12043.000000000025
2016.01.08,-2899.9999999999914,-120.99999999999334,-2210.000000000001,-5873.999999999979,,-11104.999999999964
2016.01.08,-2959.999999999985,-178.00000000001148,-2261.000000000024,-5865.000000000009,,-11264.00000000003
2016.01.08,-3018.999999999994,-239.00000000001143,-2097.0000000000155,-6292.999999999971,,-11647.999999999993
2016.01.08,-2940.9999999999936,-204.00000000000418,-2137.000000000011,-6611.000000000011,,-11893.00000000002
2016.01.08,-3110.9999999999973,-241.00000000000233,-2316.000000000029,-6570.000000000009,,-12238.000000000038
2016.01.08,-3282.9999999999914,-252.0000000000078,-2563.000000000004,-6916.999999999973,,-13014.999999999976
2016.01.08,-3436.999999999979,-259.0000000000092,-2337.0000000000337,-6675.999999999993,,-12709.000000000015
2016.01.08,-3487.99999999998,-269.9999999999925,-2446.999999999999,-6390.999999999991,,-12595.999999999964
2016.01.08,-3505.999999999987,-248.00000000000378,-2242.0000000000327,-6491.999999999986,,-12488.000000000011
2016.01.08,-3383.999999999987,-225.00000000000853,-1979.0000000000418,-6030.999999999986,,-11619.000000000024
2016.01.08,-3116.999999999992,-124.99999999999733,-1567.0000000000073,-5696.000000000012,,-10505.000000000007
2016.01.08,-3264.9999999999845,-117.00000000001154,-1775.0000000000377,-5781.999999999998,,-10939.000000000033
2016.01.08,-3232.999999999997,-154.99999999999403,-1746.0000000000252,-5872.000000000011,,-11006.000000000027
2016.01.08,-3296.9999999999945,-191.99999999999218,-1984.0000000000302,-6116.00000000001,,-11589.000000000027
2016.01.08,-3319.9999999999895,-188.00000000001037,-1960.0000000000061,-6089.999999999974,,-11557.99999999998
2016.01.08,-3301.9999999999827,-165.9999999999995,-1893.0000000000114,-5862.999999999996,,-11223.999999999989
2016.01.08,-3372.9999999999814,-175.99999999999838,-2059.000000000033,-6154.999999999999,,-11763.000000000011
2016.01.08,-3478.9999999999877,-104.99999999999955,-2220.000000000022,-6142.000000000003,,-11946.000000000011
2016.01.08,-3633.999999999982,-100.0000000000112,-2449.0000000000123,-6857.999999999986,,-13040.999999999993
