date,USDCAD,EURCHF,GBPCAD,GBPAUD,empty,sum
2016.01.04,-167.9999999999904,-39.999999999995595,-315.0000000000208,-28.000000000005798,,-551.0000000000126
2016.01.04,-534.9999999999966,-60.99999999999994,-837.000000000021,215.00000000003183,,-1217.999999999986
2016.01.04,-396.9999999999807,-249.99999999999466,-508.0000000000417,89.00000000000574,,-1066.0000000000114
2016.01.04,-597.9999999999874,-229.00000000001253,-924.0000000000136,-127.99999999999478,,-1879.0000000000084
2016.01.04,-380.9999999999869,-211.00000000000563,-577.0000000000052,24.000000000024002,,-1144.9999999999736
2016.01.04,-552.9999999999812,-144.99999999999514,-738.0000000000387,-245.0000000000063,,-1681.0000000000214
2016.01.04,-741.9999999999982,-86.0000000000083,-735.000000000019,-1047.9999999999823,,-2611.0000000000077
2016.01.04,-944.9999999999958,-83.00000000001084,-1178.0000000000346,-1561.9999999999745,,-3768.0000000000155
2016.01.04,-902.9999999999872,-103.00000000000864,-1116.0000000000282,-1871.0000000000005,,-3993.0000000000246
2016.01.04,-825.9999999999934,-102.00000000000209,-1011.0000000000064,-1453.9999999999775,,-3392.999999999979
2016.01.04,-753.9999999999881,-131.99999999999878,-910.0000000000108,-1372.9999999999798,,-3168.9999999999773
2016.01.04,-754.9999999999945,-102.00000000000209,-902.0000000000028,-1425.0000000000095,,-3184.000000000009
2016.01.04,-808.9999999999931,-100.0000000000112,-1114.000000000015,-1661.0000000000014,,-3684.000000000021
2016.01.04,-788.9999999999952,-139.00000000000023,-1204.0000000000273,-1772.9999999999802,,-3905.0000000000027
2016.01.04,-806.99999999998,-229.00000000001253,-1212.0000000000352,-1757.0000000000086,,-4005.0000000000364
2016.01.04,-818.9999999999919,-334.00000000001205,-1261.000000000001,-2049.000000000012,,-4463.000000000016
2016.01.04,-857.999999999981,-269.00000000000813,-1341.0000000000366,-2193.999999999985,,-4662.000000000011
2016.01.04,-936.9999999999878,-195.00000000001182,-1460.0000000000168,-2339.0000000000023,,-4931.000000000018
2016.01.04,-1073.9999999999973,-154.99999999999403,-1569.0000000000205,-2022.9999999999748,,-4820.999999999986
2016.01.04,-1126.999999999989,-124.99999999999733,-2036.0000000000155,-2340.999999999971,,-5628.999999999973
2016.01.04,-1207.9999999999868,-29.00000000001235,-2158.0000000000155,-2371.9999999999964,,-5767.000000000011
2016.01.04,-1199.9999999999789,-43.999999999999595,-2290.0000000000364,-2462.999999999971,,-5996.999999999985
2016.01.04,-1151.9999999999975,24.000000000001798,-2309.0000000000277,-2663.9999999999995,,-6101.000000000024
2016.01.04,-914.9999999999991,-80.00000000001339,-2056.000000000013,-2710.999999999997,,-5762.000000000022
2016.01.04,-888.9999999999842,-89.00000000000574,-2235.0000000000314,-2939.9999999999873,,-6153.000000000009
2016.01.04,-919.9999999999875,180.0000000000024,-2140.000000000031,-2886.999999999995,,-5767.000000000011
2016.01.04,-874.9999999999814,129.00000000000134,-1940.0000000000084,-2706.9999999999704,,-5392.999999999958
2016.01.04,-979.9999999999809,239.99999999999577,-1946.0000000000032,-2844.9999999999864,,-5530.9999999999745
2016.01.04,-1115.9999999999836,185.99999999999727,-2154.0000000000337,-3089.9999999999927,,-6174.000000000013
2016.01.04,-978.9999999999966,225.99999999999287,-1821.0000000000282,-2961.999999999998,,-5536.00000000003
2016.01.04,-983.0000000000006,180.99999999998673,-1789.0000000000405,-3079.999999999972,,-5671.000000000026
2016.01.04,-929.9999999999864,69.9999999999923,-1421.0000000000277,-2888.000000000002,,-5169.000000000024
2016.01.04,-851.9999999999861,-1.0000000000065512,-1348.000000000038,-3046.9999999999777,,-5248.000000000009
2016.01.04,-670.9999999999993,-7.0000000000014495,-779.0000000000408,-2627.999999999986,,-4085.0000000000273
2016.01.04,-817.9999999999854,-8.999999999992347,-973.0000000000239,-2947.999999999995,,-4747.999999999996
2016.01.04,-1290.9999999999977,-136.00000000000279,-1289.0000000000068,-2842.999999999973,,-5558.99999999998
2016.01.04,-1668.9999999999873,-198.00000000000927,-1574.0000000000086,-2648.9999999999905,,-6089.999999999996
2016.01.04,-1556.9999999999861,-217.0000000000005,-1617.0000000000239,-2774.00000000001,,-6165.00000000002
2016.01.04,-1488.9999999999848,-228.00000000000597,-1646.9999999999984,-2774.00000000001,,-6137.999999999999
2016.01.04,-1463.9999999999986,-158.0000000000137,-1658.0000000000261,-2605.999999999975,,-5886.000000000013
2016.01.04,-1446.9999999999982,-188.00000000001037,-1748.0000000000384,-2829.999999999977,,-6213.000000000024
2016.01.04,-1361.9999999999966,-205.00000000001074,-1641.0000000000036,-2563.000000000004,,-5771.000000000015
2016.01.04,-1377.9999999999905,-191.00000000000784,-1685.0000000000255,-2662.999999999993,,-5917.000000000016
2016.01.04,-1400.9999999999857,-197.00000000000273,-1768.9999999999984,-2665.0000000000064,,-6031.999999999993
2016.01.04,-1356.999999999986,-150.00000000000568,-1788.000000000034,-2706.000000000008,,-6001.000000000034
2016.01.04,-1259.9999999999945,-140.0000000000068,-1722.0000000000014,-2638.999999999969,,-5760.999999999972
2016.01.04,-1293.9999999999952,-181.00000000000892,-1699.0000000000282,-2524.9999999999773,,-5699.000000000009
2016.01.04,-1371.9999999999955,-168.0000000000126,-1814.0000000000266,-2530.00000000001,,-5884.000000000045
2016.01.05,-1295.9999999999861,-208.00000000000819,-1617.0000000000239,-2768.9999999999773,,-5889.999999999995
2016.01.05,-1143.9999999999895,-188.00000000001037,-1449.0000000000337,-2800.0000000000023,,-5581.000000000036
2016.01.05,-1253.9999999999995,-164.99999999999292,-1495.000000000024,-2680.9999999999777,,-5594.9999999999945
2016.01.05,-1227.9999999999848,-173.00000000000094,-1516.0000000000284,-2640.9999999999823,,-5557.999999999996
2016.01.05,-1137.9999999999945,-188.9999999999947,-1391.0000000000089,-2549.0000000000014,,-5267.0
2016.01.05,-1149.0,-198.00000000000927,-1487.0000000000161,-2740.9999999999714,,-5574.999999999996
2016.01.05,-1119.9999999999877,-146.00000000000168,-1453.0000000000155,-2564.000000000011,,-5283.0000000000155
2016.01.05,-1022.9999999999961,-178.99999999999582,-1384.0000000000075,-2018.999999999993,,-4604.999999999993
2016.01.05,-964.9999999999936,-225.99999999999287,-1135.0000000000193,-1971.999999999996,,-4298.000000000002
2016.01.05,-887.9999999999999,-317.9999999999961,-1049.0000000000332,-1961.999999999975,,-4217.000000000004
2016.01.05,-896.9999999999923,-273.0000000000121,-1124.9999999999982,-2050.9999999999804,,-4345.999999999984
2016.01.05,-943.9999999999893,-322.00000000000006,-1218.0000000000302,-2307.999999999977,,-4791.999999999996
2016.01.05,-941.9999999999984,-297.9999999999983,-1211.0000000000286,-2107.9999999999986,,-4559.000000000024
2016.01.05,-955.9999999999791,-310.9999999999946,-1208.000000000009,-2001.0000000000084,,-4475.999999999991
2016.01.05,-1036.999999999999,-319.0000000000026,-1290.0000000000134,-2314.999999999978,,-4960.999999999994
